progressBlock,color,progressColor,ans,concept,ID
1,"SP",1,33,"Heureux","2024127-756-49442"
1,"MH",2,63,"Heureux","2024127-756-49442"
1,"SB",3,85,"Heureux","2024127-756-49442"
1,"BK",4,4,"Heureux","2024127-756-49442"
1,"LR",5,61,"Heureux","2024127-756-49442"
1,"MR",6,56,"Heureux","2024127-756-49442"
1,"DR",7,75,"Heureux","2024127-756-49442"
1,"MP",8,68,"Heureux","2024127-756-49442"
1,"SC",9,100,"Heureux","2024127-756-49442"
1,"LP",10,55,"Heureux","2024127-756-49442"
1,"LO",11,40,"Heureux","2024127-756-49442"
1,"DP",12,29,"Heureux","2024127-756-49442"
1,"DB",13,23,"Heureux","2024127-756-49442"
1,"DO",14,31,"Heureux","2024127-756-49442"
1,"LG",15,69,"Heureux","2024127-756-49442"
1,"A2",16,31,"Heureux","2024127-756-49442"
1,"MC",17,12,"Heureux","2024127-756-49442"
1,"MO",18,89,"Heureux","2024127-756-49442"
1,"LY",19,88,"Heureux","2024127-756-49442"
1,"SY",20,62,"Heureux","2024127-756-49442"
1,"MG",21,39,"Heureux","2024127-756-49442"
1,"A1",22,0,"Heureux","2024127-756-49442"
1,"A3",23,100,"Heureux","2024127-756-49442"
1,"LB",24,31,"Heureux","2024127-756-49442"
1,"MY",25,35,"Heureux","2024127-756-49442"
1,"LC",26,81,"Heureux","2024127-756-49442"
1,"DG",27,30,"Heureux","2024127-756-49442"
1,"SH",28,74,"Heureux","2024127-756-49442"
1,"DC",29,8,"Heureux","2024127-756-49442"
1,"SO",30,58,"Heureux","2024127-756-49442"
1,"WH",31,100,"Heureux","2024127-756-49442"
1,"SR",32,18,"Heureux","2024127-756-49442"
1,"DY",33,16,"Heureux","2024127-756-49442"
1,"MB",34,100,"Heureux","2024127-756-49442"
1,"SG",35,89,"Heureux","2024127-756-49442"
1,"LH",36,0,"Heureux","2024127-756-49442"
1,"DH",37,0,"Heureux","2024127-756-49442"
2,"DH",1,0,"Sécheresse","2024127-756-49442"
2,"DB",2,74,"Sécheresse","2024127-756-49442"
2,"DP",3,0,"Sécheresse","2024127-756-49442"
2,"LC",4,59,"Sécheresse","2024127-756-49442"
2,"LB",5,0,"Sécheresse","2024127-756-49442"
2,"LP",6,0,"Sécheresse","2024127-756-49442"
2,"LR",7,26,"Sécheresse","2024127-756-49442"
2,"LG",8,64,"Sécheresse","2024127-756-49442"
2,"MH",9,0,"Sécheresse","2024127-756-49442"
2,"LH",10,0,"Sécheresse","2024127-756-49442"
2,"SB",11,100,"Sécheresse","2024127-756-49442"
2,"DG",12,11,"Sécheresse","2024127-756-49442"
2,"LY",13,29,"Sécheresse","2024127-756-49442"
2,"MY",14,0,"Sécheresse","2024127-756-49442"
2,"SR",15,75,"Sécheresse","2024127-756-49442"
2,"SC",16,59,"Sécheresse","2024127-756-49442"
2,"A3",17,100,"Sécheresse","2024127-756-49442"
2,"SH",18,0,"Sécheresse","2024127-756-49442"
2,"MP",19,1,"Sécheresse","2024127-756-49442"
2,"A1",20,61,"Sécheresse","2024127-756-49442"
2,"LO",21,17,"Sécheresse","2024127-756-49442"
2,"SY",22,0,"Sécheresse","2024127-756-49442"
2,"MO",23,13,"Sécheresse","2024127-756-49442"
2,"MG",24,56,"Sécheresse","2024127-756-49442"
2,"MC",25,25,"Sécheresse","2024127-756-49442"
2,"DR",26,76,"Sécheresse","2024127-756-49442"
2,"DC",27,30,"Sécheresse","2024127-756-49442"
2,"SO",28,59,"Sécheresse","2024127-756-49442"
2,"MR",29,38,"Sécheresse","2024127-756-49442"
2,"DO",30,79,"Sécheresse","2024127-756-49442"
2,"DY",31,37,"Sécheresse","2024127-756-49442"
2,"A2",32,0,"Sécheresse","2024127-756-49442"
2,"BK",33,0,"Sécheresse","2024127-756-49442"
2,"WH",34,100,"Sécheresse","2024127-756-49442"
2,"MB",35,57,"Sécheresse","2024127-756-49442"
2,"SG",36,0,"Sécheresse","2024127-756-49442"
2,"SP",37,35,"Sécheresse","2024127-756-49442"
3,"DH",1,0,"Amour","2024127-756-49442"
3,"MP",2,64,"Amour","2024127-756-49442"
3,"WH",3,100,"Amour","2024127-756-49442"
3,"DB",4,35,"Amour","2024127-756-49442"
3,"LP",5,73,"Amour","2024127-756-49442"
3,"SO",6,0,"Amour","2024127-756-49442"
3,"SP",7,72,"Amour","2024127-756-49442"
3,"DY",8,12,"Amour","2024127-756-49442"
3,"MY",9,0,"Amour","2024127-756-49442"
3,"SG",10,0,"Amour","2024127-756-49442"
3,"MR",11,59,"Amour","2024127-756-49442"
3,"MH",12,21,"Amour","2024127-756-49442"
3,"DR",13,100,"Amour","2024127-756-49442"
3,"DO",14,0,"Amour","2024127-756-49442"
3,"LC",15,0,"Amour","2024127-756-49442"
3,"LR",16,0,"Amour","2024127-756-49442"
3,"DP",17,34,"Amour","2024127-756-49442"
3,"LO",18,37,"Amour","2024127-756-49442"
3,"A3",19,68,"Amour","2024127-756-49442"
3,"BK",20,22,"Amour","2024127-756-49442"
3,"LG",21,0,"Amour","2024127-756-49442"
3,"SH",22,0,"Amour","2024127-756-49442"
3,"MG",23,19,"Amour","2024127-756-49442"
3,"A1",24,0,"Amour","2024127-756-49442"
3,"MB",25,59,"Amour","2024127-756-49442"
3,"SB",26,68,"Amour","2024127-756-49442"
3,"SR",27,100,"Amour","2024127-756-49442"
3,"SC",28,0,"Amour","2024127-756-49442"
3,"MC",29,0,"Amour","2024127-756-49442"
3,"MO",30,0,"Amour","2024127-756-49442"
3,"DC",31,0,"Amour","2024127-756-49442"
3,"SY",32,0,"Amour","2024127-756-49442"
3,"LH",33,7,"Amour","2024127-756-49442"
3,"LY",34,0,"Amour","2024127-756-49442"
3,"LB",35,0,"Amour","2024127-756-49442"
3,"A2",36,0,"Amour","2024127-756-49442"
3,"DG",37,0,"Amour","2024127-756-49442"
4,"SR",1,0,"Sécurité","2024127-756-49442"
4,"WH",2,0,"Sécurité","2024127-756-49442"
4,"MC",3,60,"Sécurité","2024127-756-49442"
4,"SH",4,0,"Sécurité","2024127-756-49442"
4,"LO",5,0,"Sécurité","2024127-756-49442"
4,"DC",6,65,"Sécurité","2024127-756-49442"
4,"A1",7,100,"Sécurité","2024127-756-49442"
4,"LY",8,0,"Sécurité","2024127-756-49442"
4,"MY",9,0,"Sécurité","2024127-756-49442"
4,"DO",10,0,"Sécurité","2024127-756-49442"
4,"MR",11,0,"Sécurité","2024127-756-49442"
4,"SY",12,0,"Sécurité","2024127-756-49442"
4,"DG",13,86,"Sécurité","2024127-756-49442"
4,"MH",14,0,"Sécurité","2024127-756-49442"
4,"DR",15,74,"Sécurité","2024127-756-49442"
4,"MG",16,0,"Sécurité","2024127-756-49442"
4,"DY",17,22,"Sécurité","2024127-756-49442"
4,"BK",18,100,"Sécurité","2024127-756-49442"
4,"SB",19,0,"Sécurité","2024127-756-49442"
4,"SG",20,81,"Sécurité","2024127-756-49442"
4,"SC",21,0,"Sécurité","2024127-756-49442"
4,"LB",22,0,"Sécurité","2024127-756-49442"
4,"A2",23,0,"Sécurité","2024127-756-49442"
4,"DP",24,0,"Sécurité","2024127-756-49442"
4,"LH",25,0,"Sécurité","2024127-756-49442"
4,"LC",26,0,"Sécurité","2024127-756-49442"
4,"LR",27,0,"Sécurité","2024127-756-49442"
4,"DB",28,61,"Sécurité","2024127-756-49442"
4,"MB",29,0,"Sécurité","2024127-756-49442"
4,"DH",30,0,"Sécurité","2024127-756-49442"
4,"SO",31,0,"Sécurité","2024127-756-49442"
4,"LG",32,0,"Sécurité","2024127-756-49442"
4,"MP",33,0,"Sécurité","2024127-756-49442"
4,"SP",34,0,"Sécurité","2024127-756-49442"
4,"A3",35,57,"Sécurité","2024127-756-49442"
4,"LP",36,0,"Sécurité","2024127-756-49442"
4,"MO",37,0,"Sécurité","2024127-756-49442"
5,"MP",1,0,"Confort","2024127-756-49442"
5,"LG",2,0,"Confort","2024127-756-49442"
5,"LP",3,0,"Confort","2024127-756-49442"
5,"DB",4,65,"Confort","2024127-756-49442"
5,"MO",5,0,"Confort","2024127-756-49442"
5,"LO",6,0,"Confort","2024127-756-49442"
5,"LR",7,0,"Confort","2024127-756-49442"
5,"A1",8,70,"Confort","2024127-756-49442"
5,"DH",9,0,"Confort","2024127-756-49442"
5,"MH",10,0,"Confort","2024127-756-49442"
5,"DR",11,0,"Confort","2024127-756-49442"
5,"A3",12,100,"Confort","2024127-756-49442"
5,"DY",13,0,"Confort","2024127-756-49442"
5,"BK",14,100,"Confort","2024127-756-49442"
5,"SP",15,0,"Confort","2024127-756-49442"
5,"MB",16,0,"Confort","2024127-756-49442"
5,"MC",17,0,"Confort","2024127-756-49442"
5,"SH",18,0,"Confort","2024127-756-49442"
5,"A2",19,60,"Confort","2024127-756-49442"
5,"SO",20,0,"Confort","2024127-756-49442"
5,"SG",21,0,"Confort","2024127-756-49442"
5,"MR",22,0,"Confort","2024127-756-49442"
5,"DO",23,56,"Confort","2024127-756-49442"
5,"LB",24,0,"Confort","2024127-756-49442"
5,"LC",25,0,"Confort","2024127-756-49442"
5,"DG",26,0,"Confort","2024127-756-49442"
5,"MY",27,0,"Confort","2024127-756-49442"
5,"LY",28,0,"Confort","2024127-756-49442"
5,"SC",29,0,"Confort","2024127-756-49442"
5,"WH",30,100,"Confort","2024127-756-49442"
5,"SY",31,0,"Confort","2024127-756-49442"
5,"SB",32,0,"Confort","2024127-756-49442"
5,"MG",33,0,"Confort","2024127-756-49442"
5,"DC",34,0,"Confort","2024127-756-49442"
5,"SR",35,0,"Confort","2024127-756-49442"
5,"LH",36,0,"Confort","2024127-756-49442"
5,"DP",37,13,"Confort","2024127-756-49442"
6,"MG",1,13,"Paix","2024127-756-49442"
6,"SC",2,95,"Paix","2024127-756-49442"
6,"LH",3,0,"Paix","2024127-756-49442"
6,"MC",4,0,"Paix","2024127-756-49442"
6,"LC",5,11,"Paix","2024127-756-49442"
6,"MO",6,0,"Paix","2024127-756-49442"
6,"DY",7,0,"Paix","2024127-756-49442"
6,"BK",8,0,"Paix","2024127-756-49442"
6,"MR",9,0,"Paix","2024127-756-49442"
6,"LR",10,22,"Paix","2024127-756-49442"
6,"SG",11,76,"Paix","2024127-756-49442"
6,"A2",12,0,"Paix","2024127-756-49442"
6,"DC",13,0,"Paix","2024127-756-49442"
6,"WH",14,100,"Paix","2024127-756-49442"
6,"DP",15,10,"Paix","2024127-756-49442"
6,"SR",16,0,"Paix","2024127-756-49442"
6,"SY",17,56,"Paix","2024127-756-49442"
6,"DG",18,0,"Paix","2024127-756-49442"
6,"LY",19,0,"Paix","2024127-756-49442"
6,"SH",20,0,"Paix","2024127-756-49442"
6,"LO",21,0,"Paix","2024127-756-49442"
6,"MB",22,100,"Paix","2024127-756-49442"
6,"LG",23,61,"Paix","2024127-756-49442"
6,"DB",24,0,"Paix","2024127-756-49442"
6,"MH",25,0,"Paix","2024127-756-49442"
6,"MY",26,0,"Paix","2024127-756-49442"
6,"DH",27,0,"Paix","2024127-756-49442"
6,"LB",28,68,"Paix","2024127-756-49442"
6,"DR",29,0,"Paix","2024127-756-49442"
6,"MP",30,0,"Paix","2024127-756-49442"
6,"SO",31,0,"Paix","2024127-756-49442"
6,"A3",32,66,"Paix","2024127-756-49442"
6,"SB",33,100,"Paix","2024127-756-49442"
6,"A1",34,0,"Paix","2024127-756-49442"
6,"LP",35,0,"Paix","2024127-756-49442"
6,"DO",36,0,"Paix","2024127-756-49442"
6,"SP",37,0,"Paix","2024127-756-49442"
7,"MC",1,0,"Justice","2024127-756-49442"
7,"SP",2,13,"Justice","2024127-756-49442"
7,"MP",3,0,"Justice","2024127-756-49442"
7,"SH",4,0,"Justice","2024127-756-49442"
7,"A3",5,100,"Justice","2024127-756-49442"
7,"LH",6,59,"Justice","2024127-756-49442"
7,"MH",7,0,"Justice","2024127-756-49442"
7,"LP",8,0,"Justice","2024127-756-49442"
7,"DC",9,0,"Justice","2024127-756-49442"
7,"MY",10,0,"Justice","2024127-756-49442"
7,"LR",11,0,"Justice","2024127-756-49442"
7,"SC",12,74,"Justice","2024127-756-49442"
7,"LC",13,84,"Justice","2024127-756-49442"
7,"DO",14,0,"Justice","2024127-756-49442"
7,"LY",15,0,"Justice","2024127-756-49442"
7,"DP",16,0,"Justice","2024127-756-49442"
7,"DG",17,0,"Justice","2024127-756-49442"
7,"DB",18,65,"Justice","2024127-756-49442"
7,"LB",19,78,"Justice","2024127-756-49442"
7,"DY",20,0,"Justice","2024127-756-49442"
7,"SG",21,100,"Justice","2024127-756-49442"
7,"SR",22,0,"Justice","2024127-756-49442"
7,"DH",23,0,"Justice","2024127-756-49442"
7,"A2",24,0,"Justice","2024127-756-49442"
7,"MO",25,0,"Justice","2024127-756-49442"
7,"MR",26,0,"Justice","2024127-756-49442"
7,"MB",27,0,"Justice","2024127-756-49442"
7,"LO",28,0,"Justice","2024127-756-49442"
7,"SO",29,41,"Justice","2024127-756-49442"
7,"A1",30,0,"Justice","2024127-756-49442"
7,"MG",31,0,"Justice","2024127-756-49442"
7,"BK",32,0,"Justice","2024127-756-49442"
7,"WH",33,100,"Justice","2024127-756-49442"
7,"SY",34,30,"Justice","2024127-756-49442"
7,"SB",35,65,"Justice","2024127-756-49442"
7,"DR",36,0,"Justice","2024127-756-49442"
7,"LG",37,0,"Justice","2024127-756-49442"
8,"LB",1,0,"Ouragan","2024127-756-49442"
8,"DR",2,0,"Ouragan","2024127-756-49442"
8,"LC",3,0,"Ouragan","2024127-756-49442"
8,"LH",4,0,"Ouragan","2024127-756-49442"
8,"SH",5,0,"Ouragan","2024127-756-49442"
8,"MG",6,0,"Ouragan","2024127-756-49442"
8,"LG",7,0,"Ouragan","2024127-756-49442"
8,"SO",8,0,"Ouragan","2024127-756-49442"
8,"MB",9,56,"Ouragan","2024127-756-49442"
8,"DY",10,77,"Ouragan","2024127-756-49442"
8,"LP",11,0,"Ouragan","2024127-756-49442"
8,"DG",12,0,"Ouragan","2024127-756-49442"
8,"MY",13,66,"Ouragan","2024127-756-49442"
8,"MC",14,0,"Ouragan","2024127-756-49442"
8,"DB",15,0,"Ouragan","2024127-756-49442"
8,"SB",16,2,"Ouragan","2024127-756-49442"
8,"DO",17,100,"Ouragan","2024127-756-49442"
8,"MO",18,0,"Ouragan","2024127-756-49442"
8,"DH",19,0,"Ouragan","2024127-756-49442"
8,"MP",20,0,"Ouragan","2024127-756-49442"
8,"A1",21,100,"Ouragan","2024127-756-49442"
8,"WH",22,0,"Ouragan","2024127-756-49442"
8,"LO",23,0,"Ouragan","2024127-756-49442"
8,"LR",24,0,"Ouragan","2024127-756-49442"
8,"SG",25,0,"Ouragan","2024127-756-49442"
8,"A2",26,62,"Ouragan","2024127-756-49442"
8,"DP",27,0,"Ouragan","2024127-756-49442"
8,"SY",28,0,"Ouragan","2024127-756-49442"
8,"A3",29,0,"Ouragan","2024127-756-49442"
8,"MH",30,0,"Ouragan","2024127-756-49442"
8,"LY",31,0,"Ouragan","2024127-756-49442"
8,"BK",32,100,"Ouragan","2024127-756-49442"
8,"SR",33,0,"Ouragan","2024127-756-49442"
8,"MR",34,0,"Ouragan","2024127-756-49442"
8,"SC",35,0,"Ouragan","2024127-756-49442"
8,"DC",36,55,"Ouragan","2024127-756-49442"
8,"SP",37,0,"Ouragan","2024127-756-49442"
9,"MR",1,0,"En colère","2024127-756-49442"
9,"A3",2,0,"En colère","2024127-756-49442"
9,"SO",3,0,"En colère","2024127-756-49442"
9,"SG",4,0,"En colère","2024127-756-49442"
9,"MP",5,0,"En colère","2024127-756-49442"
9,"WH",6,0,"En colère","2024127-756-49442"
9,"MH",7,0,"En colère","2024127-756-49442"
9,"DO",8,62,"En colère","2024127-756-49442"
9,"MC",9,0,"En colère","2024127-756-49442"
9,"DC",10,0,"En colère","2024127-756-49442"
9,"MB",11,0,"En colère","2024127-756-49442"
9,"LO",12,0,"En colère","2024127-756-49442"
9,"DB",13,0,"En colère","2024127-756-49442"
9,"SH",14,0,"En colère","2024127-756-49442"
9,"A1",15,64,"En colère","2024127-756-49442"
9,"DH",16,0,"En colère","2024127-756-49442"
9,"MG",17,0,"En colère","2024127-756-49442"
9,"DR",18,76,"En colère","2024127-756-49442"
9,"SC",19,0,"En colère","2024127-756-49442"
9,"LC",20,0,"En colère","2024127-756-49442"
9,"A2",21,0,"En colère","2024127-756-49442"
9,"MY",22,0,"En colère","2024127-756-49442"
9,"BK",23,91,"En colère","2024127-756-49442"
9,"LG",24,0,"En colère","2024127-756-49442"
9,"DP",25,0,"En colère","2024127-756-49442"
9,"LR",26,0,"En colère","2024127-756-49442"
9,"LP",27,0,"En colère","2024127-756-49442"
9,"LH",28,0,"En colère","2024127-756-49442"
9,"MO",29,56,"En colère","2024127-756-49442"
9,"SP",30,0,"En colère","2024127-756-49442"
9,"LB",31,0,"En colère","2024127-756-49442"
9,"LY",32,0,"En colère","2024127-756-49442"
9,"SY",33,0,"En colère","2024127-756-49442"
9,"DY",34,0,"En colère","2024127-756-49442"
9,"SR",35,0,"En colère","2024127-756-49442"
9,"DG",36,0,"En colère","2024127-756-49442"
9,"SB",37,0,"En colère","2024127-756-49442"
10,"LB",1,53,"Pêche","2024127-756-49442"
10,"SC",2,15,"Pêche","2024127-756-49442"
10,"DO",3,0,"Pêche","2024127-756-49442"
10,"DH",4,81,"Pêche","2024127-756-49442"
10,"MC",5,0,"Pêche","2024127-756-49442"
10,"SH",6,0,"Pêche","2024127-756-49442"
10,"DB",7,61,"Pêche","2024127-756-49442"
10,"SY",8,0,"Pêche","2024127-756-49442"
10,"SO",9,5,"Pêche","2024127-756-49442"
10,"MY",10,0,"Pêche","2024127-756-49442"
10,"BK",11,0,"Pêche","2024127-756-49442"
10,"LP",12,0,"Pêche","2024127-756-49442"
10,"DR",13,0,"Pêche","2024127-756-49442"
10,"DY",14,0,"Pêche","2024127-756-49442"
10,"DG",15,71,"Pêche","2024127-756-49442"
10,"MO",16,0,"Pêche","2024127-756-49442"
10,"LH",17,0,"Pêche","2024127-756-49442"
10,"MG",18,59,"Pêche","2024127-756-49442"
10,"SG",19,94,"Pêche","2024127-756-49442"
10,"A2",20,64,"Pêche","2024127-756-49442"
10,"A1",21,100,"Pêche","2024127-756-49442"
10,"SB",22,100,"Pêche","2024127-756-49442"
10,"WH",23,6,"Pêche","2024127-756-49442"
10,"LY",24,0,"Pêche","2024127-756-49442"
10,"LR",25,0,"Pêche","2024127-756-49442"
10,"SP",26,0,"Pêche","2024127-756-49442"
10,"LG",27,0,"Pêche","2024127-756-49442"
10,"DC",28,69,"Pêche","2024127-756-49442"
10,"SR",29,56,"Pêche","2024127-756-49442"
10,"LC",30,0,"Pêche","2024127-756-49442"
10,"MP",31,0,"Pêche","2024127-756-49442"
10,"MR",32,0,"Pêche","2024127-756-49442"
10,"MB",33,65,"Pêche","2024127-756-49442"
10,"A3",34,0,"Pêche","2024127-756-49442"
10,"MH",35,0,"Pêche","2024127-756-49442"
10,"LO",36,0,"Pêche","2024127-756-49442"
10,"DP",37,0,"Pêche","2024127-756-49442"
11,"DR",1,0,"Banane","2024127-756-49442"
11,"SC",2,0,"Banane","2024127-756-49442"
11,"LB",3,0,"Banane","2024127-756-49442"
11,"DG",4,61,"Banane","2024127-756-49442"
11,"MB",5,0,"Banane","2024127-756-49442"
11,"MC",6,0,"Banane","2024127-756-49442"
11,"LP",7,0,"Banane","2024127-756-49442"
11,"MH",8,69,"Banane","2024127-756-49442"
11,"A2",9,0,"Banane","2024127-756-49442"
11,"SB",10,0,"Banane","2024127-756-49442"
11,"LR",11,0,"Banane","2024127-756-49442"
11,"LY",12,67,"Banane","2024127-756-49442"
11,"A3",13,87,"Banane","2024127-756-49442"
11,"DP",14,0,"Banane","2024127-756-49442"
11,"A1",15,0,"Banane","2024127-756-49442"
11,"SR",16,0,"Banane","2024127-756-49442"
11,"SG",17,72,"Banane","2024127-756-49442"
11,"SY",18,100,"Banane","2024127-756-49442"
11,"DB",19,0,"Banane","2024127-756-49442"
11,"SO",20,0,"Banane","2024127-756-49442"
11,"DY",21,0,"Banane","2024127-756-49442"
11,"MR",22,0,"Banane","2024127-756-49442"
11,"LC",23,0,"Banane","2024127-756-49442"
11,"DO",24,0,"Banane","2024127-756-49442"
11,"SH",25,0,"Banane","2024127-756-49442"
11,"SP",26,0,"Banane","2024127-756-49442"
11,"MG",27,0,"Banane","2024127-756-49442"
11,"WH",28,79,"Banane","2024127-756-49442"
11,"DC",29,0,"Banane","2024127-756-49442"
11,"LO",30,0,"Banane","2024127-756-49442"
11,"DH",31,0,"Banane","2024127-756-49442"
11,"MO",32,0,"Banane","2024127-756-49442"
11,"LH",33,0,"Banane","2024127-756-49442"
11,"MY",34,0,"Banane","2024127-756-49442"
11,"BK",35,0,"Banane","2024127-756-49442"
11,"LG",36,0,"Banane","2024127-756-49442"
11,"MP",37,0,"Banane","2024127-756-49442"
12,"A2",1,0,"Triste","2024127-756-49442"
12,"LG",2,0,"Triste","2024127-756-49442"
12,"SG",3,0,"Triste","2024127-756-49442"
12,"SY",4,0,"Triste","2024127-756-49442"
12,"SP",5,0,"Triste","2024127-756-49442"
12,"MH",6,0,"Triste","2024127-756-49442"
12,"SB",7,0,"Triste","2024127-756-49442"
12,"A3",8,58,"Triste","2024127-756-49442"
12,"DO",9,0,"Triste","2024127-756-49442"
12,"MG",10,0,"Triste","2024127-756-49442"
12,"LR",11,0,"Triste","2024127-756-49442"
12,"LP",12,0,"Triste","2024127-756-49442"
12,"SO",13,0,"Triste","2024127-756-49442"
12,"WH",14,100,"Triste","2024127-756-49442"
12,"DY",15,0,"Triste","2024127-756-49442"
12,"DB",16,0,"Triste","2024127-756-49442"
12,"LB",17,0,"Triste","2024127-756-49442"
12,"MR",18,0,"Triste","2024127-756-49442"
12,"A1",19,57,"Triste","2024127-756-49442"
12,"DH",20,0,"Triste","2024127-756-49442"
12,"DG",21,0,"Triste","2024127-756-49442"
12,"LC",22,0,"Triste","2024127-756-49442"
12,"DP",23,0,"Triste","2024127-756-49442"
12,"LH",24,0,"Triste","2024127-756-49442"
12,"DC",25,0,"Triste","2024127-756-49442"
12,"SC",26,0,"Triste","2024127-756-49442"
12,"LO",27,0,"Triste","2024127-756-49442"
12,"MP",28,0,"Triste","2024127-756-49442"
12,"DR",29,56,"Triste","2024127-756-49442"
12,"BK",30,100,"Triste","2024127-756-49442"
12,"LY",31,0,"Triste","2024127-756-49442"
12,"MC",32,0,"Triste","2024127-756-49442"
12,"MB",33,0,"Triste","2024127-756-49442"
12,"SH",34,0,"Triste","2024127-756-49442"
12,"MO",35,0,"Triste","2024127-756-49442"
12,"MY",36,0,"Triste","2024127-756-49442"
12,"SR",37,0,"Triste","2024127-756-49442"
13,"LB",1,0,"Foudre","2024127-756-49442"
13,"LR",2,0,"Foudre","2024127-756-49442"
13,"LC",3,0,"Foudre","2024127-756-49442"
13,"MC",4,0,"Foudre","2024127-756-49442"
13,"A2",5,58,"Foudre","2024127-756-49442"
13,"DR",6,0,"Foudre","2024127-756-49442"
13,"MG",7,0,"Foudre","2024127-756-49442"
13,"DP",8,0,"Foudre","2024127-756-49442"
13,"A1",9,59,"Foudre","2024127-756-49442"
13,"SP",10,0,"Foudre","2024127-756-49442"
13,"DG",11,0,"Foudre","2024127-756-49442"
13,"MP",12,0,"Foudre","2024127-756-49442"
13,"A3",13,100,"Foudre","2024127-756-49442"
13,"LY",14,0,"Foudre","2024127-756-49442"
13,"MH",15,0,"Foudre","2024127-756-49442"
13,"SC",16,0,"Foudre","2024127-756-49442"
13,"DC",17,0,"Foudre","2024127-756-49442"
13,"SO",18,0,"Foudre","2024127-756-49442"
13,"LO",19,0,"Foudre","2024127-756-49442"
13,"MO",20,0,"Foudre","2024127-756-49442"
13,"DB",21,0,"Foudre","2024127-756-49442"
13,"DO",22,0,"Foudre","2024127-756-49442"
13,"MB",23,0,"Foudre","2024127-756-49442"
13,"DH",24,0,"Foudre","2024127-756-49442"
13,"WH",25,55,"Foudre","2024127-756-49442"
13,"LP",26,0,"Foudre","2024127-756-49442"
13,"SH",27,0,"Foudre","2024127-756-49442"
13,"SG",28,0,"Foudre","2024127-756-49442"
13,"SY",29,0,"Foudre","2024127-756-49442"
13,"SB",30,0,"Foudre","2024127-756-49442"
13,"LG",31,0,"Foudre","2024127-756-49442"
13,"MY",32,0,"Foudre","2024127-756-49442"
13,"LH",33,0,"Foudre","2024127-756-49442"
13,"MR",34,0,"Foudre","2024127-756-49442"
13,"SR",35,0,"Foudre","2024127-756-49442"
13,"DY",36,0,"Foudre","2024127-756-49442"
13,"BK",37,100,"Foudre","2024127-756-49442"
14,"MY",1,0,"Mangue","2024127-756-49442"
14,"A3",2,0,"Mangue","2024127-756-49442"
14,"MG",3,68,"Mangue","2024127-756-49442"
14,"MH",4,0,"Mangue","2024127-756-49442"
14,"MO",5,0,"Mangue","2024127-756-49442"
14,"SY",6,57,"Mangue","2024127-756-49442"
14,"DY",7,0,"Mangue","2024127-756-49442"
14,"DH",8,61,"Mangue","2024127-756-49442"
14,"SB",9,0,"Mangue","2024127-756-49442"
14,"DO",10,0,"Mangue","2024127-756-49442"
14,"LB",11,0,"Mangue","2024127-756-49442"
14,"SG",12,100,"Mangue","2024127-756-49442"
14,"A2",13,0,"Mangue","2024127-756-49442"
14,"LP",14,0,"Mangue","2024127-756-49442"
14,"DR",15,0,"Mangue","2024127-756-49442"
14,"LC",16,0,"Mangue","2024127-756-49442"
14,"MP",17,0,"Mangue","2024127-756-49442"
14,"DP",18,0,"Mangue","2024127-756-49442"
14,"DB",19,0,"Mangue","2024127-756-49442"
14,"DC",20,65,"Mangue","2024127-756-49442"
14,"LY",21,0,"Mangue","2024127-756-49442"
14,"LR",22,0,"Mangue","2024127-756-49442"
14,"SP",23,0,"Mangue","2024127-756-49442"
14,"SH",24,0,"Mangue","2024127-756-49442"
14,"BK",25,0,"Mangue","2024127-756-49442"
14,"MC",26,0,"Mangue","2024127-756-49442"
14,"DG",27,0,"Mangue","2024127-756-49442"
14,"A1",28,0,"Mangue","2024127-756-49442"
14,"LH",29,0,"Mangue","2024127-756-49442"
14,"MB",30,0,"Mangue","2024127-756-49442"
14,"LG",31,0,"Mangue","2024127-756-49442"
14,"SO",32,100,"Mangue","2024127-756-49442"
14,"MR",33,0,"Mangue","2024127-756-49442"
14,"SC",34,0,"Mangue","2024127-756-49442"
14,"SR",35,0,"Mangue","2024127-756-49442"
14,"LO",36,0,"Mangue","2024127-756-49442"
14,"WH",37,0,"Mangue","2024127-756-49442"
15,"DY",1,0,"Carotte","2024127-756-49442"
15,"DR",2,0,"Carotte","2024127-756-49442"
15,"LY",3,0,"Carotte","2024127-756-49442"
15,"A3",4,0,"Carotte","2024127-756-49442"
15,"SC",5,0,"Carotte","2024127-756-49442"
15,"MB",6,0,"Carotte","2024127-756-49442"
15,"DC",7,0,"Carotte","2024127-756-49442"
15,"SY",8,0,"Carotte","2024127-756-49442"
15,"MY",9,63,"Carotte","2024127-756-49442"
15,"DB",10,0,"Carotte","2024127-756-49442"
15,"BK",11,0,"Carotte","2024127-756-49442"
15,"MG",12,0,"Carotte","2024127-756-49442"
15,"LP",13,0,"Carotte","2024127-756-49442"
15,"SG",14,78,"Carotte","2024127-756-49442"
15,"LC",15,0,"Carotte","2024127-756-49442"
15,"DG",16,63,"Carotte","2024127-756-49442"
15,"SP",17,0,"Carotte","2024127-756-49442"
15,"SR",18,0,"Carotte","2024127-756-49442"
15,"MR",19,0,"Carotte","2024127-756-49442"
15,"MO",20,0,"Carotte","2024127-756-49442"
15,"LB",21,0,"Carotte","2024127-756-49442"
15,"LG",22,0,"Carotte","2024127-756-49442"
15,"A2",23,0,"Carotte","2024127-756-49442"
