conA,conB,col1,col2,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us
sad,safety,A1,A3,0.6488,0.4436,0.3688,0.4706,0.307,0.6615,0.323,0.7964,0.4174,0.223,0.3274,0.4834,0.8065,0.613
sad,sandstorm,A1,A3,0.6488,0.4436,0.4604,0.3534,0.0982,0.5533,0.1065,0.7964,0.4174,0.3454,0.3636,0.3972,0.7454,0.4908
sad,sick,A1,A3,0.6488,0.4436,0.5234,0.4454,0.1272,0.5675,0.135,0.7964,0.4174,0.4512,0.242,0.1698,0.614,0.228
sad,tree,A1,A3,0.6488,0.4436,0.2184,0.1714,0.1582,0.6007,0.2014,0.7964,0.4174,0.0992,0.1328,0.4126,0.82,0.64
safety,sandstorm,A1,A3,0.3688,0.4706,0.4604,0.3534,-0.2088,0.3887,0.2225,0.223,0.3274,0.3454,0.3636,-0.0862,0.442,0.116
safety,sick,A1,A3,0.3688,0.4706,0.5234,0.4454,-0.1798,0.4057,0.1886,0.223,0.3274,0.4512,0.242,-0.3136,0.2927,0.4147
safety,tree,A1,A3,0.3688,0.4706,0.2184,0.1714,-0.1488,0.4061,0.1877,0.223,0.3274,0.0992,0.1328,-0.0708,0.4355,0.129
sandstorm,sick,A1,A3,0.4604,0.3534,0.5234,0.4454,0.029,0.5154,0.0308,0.3454,0.3636,0.4512,0.242,-0.2274,0.3561,0.2877
sandstorm,tree,A1,A3,0.4604,0.3534,0.2184,0.1714,0.06,0.5384,0.0768,0.3454,0.3636,0.0992,0.1328,0.0154,0.5125,0.0251
sick,tree,A1,A3,0.5234,0.4454,0.2184,0.1714,0.031,0.5193,0.0386,0.4512,0.242,0.0992,0.1328,0.2428,0.6971,0.3942
angry,banana,A1,BK,0.3566,0.5532,0.1342,0.148,-0.1828,0.3769,0.2463,0.3736,0.6538,0.0524,0.1832,-0.1494,0.3824,0.2353
angry,death,A1,BK,0.3566,0.5532,0.7284,0.8658,-0.0592,0.4625,0.0751,0.3736,0.6538,0.775,0.9468,-0.1084,0.4165,0.1669
angry,happy,A1,BK,0.3566,0.5532,0.199,0.1658,-0.2298,0.3538,0.2924,0.3736,0.6538,0.1012,0.0908,-0.2906,0.2725,0.4549
angry,justice,A1,BK,0.3566,0.5532,0.2456,0.309,-0.1332,0.4221,0.1558,0.3736,0.6538,0.302,0.4356,-0.1466,0.4085,0.1829
angry,lightning,A1,BK,0.3566,0.5532,0.322,0.3692,-0.1494,0.4173,0.1655,0.3736,0.6538,0.3756,0.3808,-0.275,0.3343,0.3315
angry,mango,A1,BK,0.3566,0.5532,0.118,0.1468,-0.1678,0.3855,0.2289,0.3736,0.6538,0.0426,0.0498,-0.273,0.2753,0.4493
angry,peace,A1,BK,0.3566,0.5532,0.2756,0.2002,-0.272,0.3383,0.3235,0.3736,0.6538,0.1886,0.1206,-0.3482,0.2506,0.4989
angry,peach,A1,BK,0.3566,0.5532,0.243,0.2016,-0.238,0.3553,0.2894,0.3736,0.6538,0.0288,0.0292,-0.2798,0.2682,0.4635
angry,sad,A1,BK,0.3566,0.5532,0.6488,0.738,-0.1074,0.4385,0.123,0.3736,0.6538,0.7964,0.795,-0.2816,0.3043,0.3913
angry,safety,A1,BK,0.3566,0.5532,0.3688,0.3978,-0.1676,0.4093,0.1813,0.3736,0.6538,0.223,0.1376,-0.3656,0.247,0.5059
angry,sandstorm,A1,BK,0.3566,0.5532,0.4604,0.4714,-0.1856,0.4023,0.1953,0.3736,0.6538,0.3454,0.3184,-0.3072,0.3111,0.3777
angry,sick,A1,BK,0.3566,0.5532,0.5234,0.5416,-0.1784,0.4061,0.1879,0.3736,0.6538,0.4512,0.479,-0.2524,0.3513,0.2973
angry,tree,A1,BK,0.3566,0.5532,0.2184,0.254,-0.161,0.4024,0.1953,0.3736,0.6538,0.0992,0.138,-0.2414,0.3125,0.3749
banana,death,A1,BK,0.1342,0.148,0.7284,0.8658,0.1236,0.6103,0.2207,0.0524,0.1832,0.775,0.9468,0.041,0.5492,0.0983
banana,happy,A1,BK,0.1342,0.148,0.199,0.1658,-0.047,0.4553,0.0894,0.0524,0.1832,0.1012,0.0908,-0.1412,0.3043,0.3913
banana,justice,A1,BK,0.1342,0.148,0.2456,0.309,0.0496,0.5388,0.0776,0.0524,0.1832,0.302,0.4356,0.0028,0.5022,0.0045
banana,lightning,A1,BK,0.1342,0.148,0.322,0.3692,0.0334,0.5239,0.0477,0.0524,0.1832,0.3756,0.3808,-0.1256,0.4023,0.1953
banana,mango,A1,BK,0.1342,0.148,0.118,0.1468,0.015,0.5164,0.0329,0.0524,0.1832,0.0426,0.0498,-0.1236,0.2987,0.4026
banana,peace,A1,BK,0.1342,0.148,0.2756,0.2002,-0.0892,0.4254,0.1491,0.0524,0.1832,0.1886,0.1206,-0.1988,0.2774,0.4451
banana,peach,A1,BK,0.1342,0.148,0.243,0.2016,-0.0552,0.4522,0.0956,0.0524,0.1832,0.0288,0.0292,-0.1304,0.2806,0.4388
banana,sad,A1,BK,0.1342,0.148,0.6488,0.738,0.0754,0.5565,0.113,0.0524,0.1832,0.7964,0.795,-0.1322,0.3656,0.2689
banana,safety,A1,BK,0.1342,0.148,0.3688,0.3978,0.0152,0.5105,0.021,0.0524,0.1832,0.223,0.1376,-0.2162,0.2754,0.4492
banana,sandstorm,A1,BK,0.1342,0.148,0.4604,0.4714,-0.0028,0.4981,0.0037,0.0524,0.1832,0.3454,0.3184,-0.1578,0.3722,0.2555
banana,sick,A1,BK,0.1342,0.148,0.5234,0.5416,0.0044,0.5029,0.0058,0.0524,0.1832,0.4512,0.479,-0.103,0.4232,0.1536
banana,tree,A1,BK,0.1342,0.148,0.2184,0.254,0.0218,0.5184,0.0367,0.0524,0.1832,0.0992,0.138,-0.092,0.3792,0.2416
death,happy,A1,BK,0.7284,0.8658,0.199,0.1658,-0.1706,0.3612,0.2777,0.775,0.9468,0.1012,0.0908,-0.1822,0.2734,0.4531
death,justice,A1,BK,0.7284,0.8658,0.2456,0.309,-0.074,0.4475,0.105,0.775,0.9468,0.302,0.4356,-0.0382,0.4703,0.0594
death,lightning,A1,BK,0.7284,0.8658,0.322,0.3692,-0.0902,0.4408,0.1184,0.775,0.9468,0.3756,0.3808,-0.1666,0.375,0.25
death,mango,A1,BK,0.7284,0.8658,0.118,0.1468,-0.1086,0.401,0.1979,0.775,0.9468,0.0426,0.0498,-0.1646,0.2672,0.4656
death,peace,A1,BK,0.7284,0.8658,0.2756,0.2002,-0.2128,0.3438,0.3123,0.775,0.9468,0.1886,0.1206,-0.2398,0.252,0.4961
death,peach,A1,BK,0.7284,0.8658,0.243,0.2016,-0.1788,0.3645,0.2709,0.775,0.9468,0.0288,0.0292,-0.1714,0.2519,0.4961
death,sad,A1,BK,0.7284,0.8658,0.6488,0.738,-0.0482,0.4669,0.0662,0.775,0.9468,0.7964,0.795,-0.1732,0.3341,0.3317
death,safety,A1,BK,0.7284,0.8658,0.3688,0.3978,-0.1084,0.4311,0.1379,0.775,0.9468,0.223,0.1376,-0.2572,0.251,0.4981
death,sandstorm,A1,BK,0.7284,0.8658,0.4604,0.4714,-0.1264,0.4225,0.1549,0.775,0.9468,0.3454,0.3184,-0.1988,0.3454,0.3092
death,sick,A1,BK,0.7284,0.8658,0.5234,0.5416,-0.1192,0.4269,0.1462,0.775,0.9468,0.4512,0.479,-0.144,0.396,0.208
death,tree,A1,BK,0.7284,0.8658,0.2184,0.254,-0.1018,0.4236,0.1528,0.775,0.9468,0.0992,0.138,-0.133,0.3407,0.3187
happy,justice,A1,BK,0.199,0.1658,0.2456,0.309,0.0966,0.5706,0.1411,0.1012,0.0908,0.302,0.4356,0.144,0.6184,0.2368
happy,lightning,A1,BK,0.199,0.1658,0.322,0.3692,0.0804,0.5543,0.1085,0.1012,0.0908,0.3756,0.3808,0.0156,0.5127,0.0254
happy,mango,A1,BK,0.199,0.1658,0.118,0.1468,0.062,0.56,0.12,0.1012,0.0908,0.0426,0.0498,0.0176,0.5369,0.0737
happy,peace,A1,BK,0.199,0.1658,0.2756,0.2002,-0.0422,0.4671,0.0658,0.1012,0.0908,0.1886,0.1206,-0.0576,0.4258,0.1484
happy,peach,A1,BK,0.199,0.1658,0.243,0.2016,-0.0082,0.4934,0.0132,0.1012,0.0908,0.0288,0.0292,0.0108,0.5242,0.0483
happy,sad,A1,BK,0.199,0.1658,0.6488,0.738,0.1224,0.586,0.172,0.1012,0.0908,0.7964,0.795,0.009,0.51,0.02
happy,safety,A1,BK,0.199,0.1658,0.3688,0.3978,0.0622,0.5407,0.0814,0.1012,0.0908,0.223,0.1376,-0.075,0.4116,0.1768
happy,sandstorm,A1,BK,0.199,0.1658,0.4604,0.4714,0.0442,0.5279,0.0558,0.1012,0.0908,0.3454,0.3184,-0.0166,0.4857,0.0285
happy,sick,A1,BK,0.199,0.1658,0.5234,0.5416,0.0514,0.5324,0.0648,0.1012,0.0908,0.4512,0.479,0.0382,0.5296,0.0593
happy,tree,A1,BK,0.199,0.1658,0.2184,0.254,0.0688,0.5537,0.1074,0.1012,0.0908,0.0992,0.138,0.0492,0.5733,0.1466
justice,lightning,A1,BK,0.2456,0.309,0.322,0.3692,-0.0162,0.4902,0.0197,0.302,0.4356,0.3756,0.3808,-0.1284,0.4206,0.1589
justice,mango,A1,BK,0.2456,0.309,0.118,0.1468,-0.0346,0.4725,0.0549,0.302,0.4356,0.0426,0.0498,-0.1264,0.3906,0.2188
justice,peace,A1,BK,0.2456,0.309,0.2756,0.2002,-0.1388,0.4066,0.1868,0.302,0.4356,0.1886,0.1206,-0.2016,0.3479,0.3043
justice,peach,A1,BK,0.2456,0.309,0.243,0.2016,-0.1048,0.4278,0.1445,0.302,0.4356,0.0288,0.0292,-0.1332,0.3837,0.2326
justice,sad,A1,BK,0.2456,0.309,0.6488,0.738,0.0258,0.5162,0.0325,0.302,0.4356,0.7964,0.795,-0.135,0.4027,0.1946
justice,safety,A1,BK,0.2456,0.309,0.3688,0.3978,-0.0344,0.4796,0.0407,0.302,0.4356,0.223,0.1376,-0.219,0.3405,0.319
justice,sandstorm,A1,BK,0.2456,0.309,0.4604,0.4714,-0.0524,0.47,0.0601,0.302,0.4356,0.3454,0.3184,-0.1606,0.3981,0.2038
justice,sick,A1,BK,0.2456,0.309,0.5234,0.5416,-0.0452,0.4741,0.0518,0.302,0.4356,0.4512,0.479,-0.1058,0.4363,0.1274
justice,tree,A1,BK,0.2456,0.309,0.2184,0.254,-0.0278,0.4811,0.0378,0.302,0.4356,0.0992,0.138,-0.0948,0.4236,0.1528
lightning,mango,A1,BK,0.322,0.3692,0.118,0.1468,-0.0184,0.4867,0.0266,0.3756,0.3808,0.0426,0.0498,0.002,0.5017,0.0034
lightning,peace,A1,BK,0.322,0.3692,0.2756,0.2002,-0.1226,0.4229,0.1543,0.3756,0.3808,0.1886,0.1206,-0.0732,0.4447,0.1107
lightning,peach,A1,BK,0.322,0.3692,0.243,0.2016,-0.0886,0.4431,0.1138,0.3756,0.3808,0.0288,0.0292,-0.0048,0.4959,0.0083
lightning,sad,A1,BK,0.322,0.3692,0.6488,0.738,0.042,0.5249,0.0497,0.3756,0.3808,0.7964,0.795,-0.0066,0.4953,0.0094
lightning,safety,A1,BK,0.322,0.3692,0.3688,0.3978,-0.0182,0.4898,0.0204,0.3756,0.3808,0.223,0.1376,-0.0906,0.4337,0.1326
lightning,sandstorm,A1,BK,0.322,0.3692,0.4604,0.4714,-0.0362,0.4803,0.0395,0.3756,0.3808,0.3454,0.3184,-0.0322,0.4796,0.0407
lightning,sick,A1,BK,0.322,0.3692,0.5234,0.5416,-0.029,0.4842,0.0316,0.3756,0.3808,0.4512,0.479,0.0226,0.5135,0.027
lightning,tree,A1,BK,0.322,0.3692,0.2184,0.254,-0.0116,0.4926,0.0147,0.3756,0.3808,0.0992,0.138,0.0336,0.5266,0.0533
mango,peace,A1,BK,0.118,0.1468,0.2756,0.2002,-0.1042,0.4117,0.1765,0.0426,0.0498,0.1886,0.1206,-0.0752,0.3907,0.2186
mango,peach,A1,BK,0.118,0.1468,0.243,0.2016,-0.0702,0.4383,0.1233,0.0426,0.0498,0.0288,0.0292,-0.0068,0.4735,0.053
mango,sad,A1,BK,0.118,0.1468,0.6488,0.738,0.0604,0.5459,0.0917,0.0426,0.0498,0.7964,0.795,-0.0086,0.4896,0.0209
mango,safety,A1,BK,0.118,0.1468,0.3688,0.3978,2e-4,0.5001,3e-4,0.0426,0.0498,0.223,0.1376,-0.0926,0.3797,0.2406
mango,sandstorm,A1,BK,0.118,0.1468,0.4604,0.4714,-0.0178,0.4881,0.0238,0.0426,0.0498,0.3454,0.3184,-0.0342,0.4691,0.0618
mango,sick,A1,BK,0.118,0.1468,0.5234,0.5416,-0.0106,0.4929,0.0142,0.0426,0.0498,0.4512,0.479,0.0206,0.5167,0.0333
mango,tree,A1,BK,0.118,0.1468,0.2184,0.254,0.0068,0.5058,0.0116,0.0426,0.0498,0.0992,0.138,0.0316,0.5564,0.1128
peace,peach,A1,BK,0.2756,0.2002,0.243,0.2016,0.034,0.5249,0.0497,0.1886,0.1206,0.0288,0.0292,0.0684,0.6027,0.2054
peace,sad,A1,BK,0.2756,0.2002,0.6488,0.738,0.1646,0.6071,0.2141,0.1886,0.1206,0.7964,0.795,0.0666,0.5648,0.1296
peace,safety,A1,BK,0.2756,0.2002,0.3688,0.3978,0.1044,0.564,0.128,0.1886,0.1206,0.223,0.1376,-0.0174,0.4821,0.0358
peace,sandstorm,A1,BK,0.2756,0.2002,0.4604,0.4714,0.0864,0.5513,0.1026,0.1886,0.1206,0.3454,0.3184,0.041,0.5325,0.065
peace,sick,A1,BK,0.2756,0.2002,0.5234,0.5416,0.0936,0.5555,0.1111,0.1886,0.1206,0.4512,0.479,0.0958,0.5693,0.1385
peace,tree,A1,BK,0.2756,0.2002,0.2184,0.254,0.111,0.5791,0.1581,0.1886,0.1206,0.0992,0.138,0.1068,0.6273,0.2546
peach,sad,A1,BK,0.243,0.2016,0.6488,0.738,0.1306,0.5869,0.1739,0.0288,0.0292,0.7964,0.795,-0.0018,0.4978,0.0045
peach,safety,A1,BK,0.243,0.2016,0.3688,0.3978,0.0704,0.544,0.0879,0.0288,0.0292,0.223,0.1376,-0.0858,0.3856,0.2288
peach,sandstorm,A1,BK,0.243,0.2016,0.4604,0.4714,0.0524,0.5317,0.0633,0.0288,0.0292,0.3454,0.3184,-0.0274,0.4749,0.0501
peach,sick,A1,BK,0.243,0.2016,0.5234,0.5416,0.0596,0.536,0.072,0.0288,0.0292,0.4512,0.479,0.0274,0.5224,0.0448
peach,tree,A1,BK,0.243,0.2016,0.2184,0.254,0.077,0.5563,0.1126,0.0288,0.0292,0.0992,0.138,0.0384,0.5717,0.1434
sad,safety,A1,BK,0.6488,0.738,0.3688,0.3978,-0.0602,0.4652,0.0695,0.7964,0.795,0.223,0.1376,-0.084,0.4225,0.155
sad,sandstorm,A1,BK,0.6488,0.738,0.4604,0.4714,-0.0782,0.4562,0.0876,0.7964,0.795,0.3454,0.3184,-0.0256,0.481,0.0381
sad,sick,A1,BK,0.6488,0.738,0.5234,0.5416,-0.071,0.4602,0.0795,0.7964,0.795,0.4512,0.479,0.0292,0.5201,0.0402
sad,tree,A1,BK,0.6488,0.738,0.2184,0.254,-0.0536,0.4647,0.0706,0.7964,0.795,0.0992,0.138,0.0402,0.5424,0.0847
safety,sandstorm,A1,BK,0.3688,0.3978,0.4604,0.4714,-0.018,0.4904,0.0192,0.223,0.1376,0.3454,0.3184,0.0584,0.5447,0.0893
safety,sick,A1,BK,0.3688,0.3978,0.5234,0.5416,-0.0108,0.4942,0.0115,0.223,0.1376,0.4512,0.479,0.1132,0.5794,0.1588
safety,tree,A1,BK,0.3688,0.3978,0.2184,0.254,0.0066,0.5041,0.0081,0.223,0.1376,0.0992,0.138,0.1242,0.6367,0.2734
sandstorm,sick,A1,BK,0.4604,0.4714,0.5234,0.5416,0.0072,0.5037,0.0075,0.3454,0.3184,0.4512,0.479,0.0548,0.5336,0.0672
sandstorm,tree,A1,BK,0.4604,0.4714,0.2184,0.254,0.0246,0.5147,0.0293,0.3454,0.3184,0.0992,0.138,0.0658,0.5547,0.1093
sick,tree,A1,BK,0.5234,0.5416,0.2184,0.254,0.0174,0.5104,0.0207,0.4512,0.479,0.0992,0.138,0.011,0.5083,0.0167
angry,banana,A1,DB,0.3566,0.21,0.1342,0.1018,0.1142,0.5918,0.1836,0.3736,0.1306,0.0524,0.0426,0.2332,0.7359,0.4718
angry,death,A1,DB,0.3566,0.21,0.7284,0.1568,-0.425,0.2278,0.5445,0.3736,0.1306,0.775,0.2328,-0.2992,0.2738,0.4524
angry,happy,A1,DB,0.3566,0.21,0.199,0.4474,0.395,0.7351,0.4701,0.3736,0.1306,0.1012,0.3926,0.5344,0.856,0.7121
angry,justice,A1,DB,0.3566,0.21,0.2456,0.3148,0.2158,0.6365,0.2731,0.3736,0.1306,0.302,0.4366,0.3776,0.7449,0.4899
angry,lightning,A1,DB,0.3566,0.21,0.322,0.3332,0.1578,0.5962,0.1923,0.3736,0.1306,0.3756,0.1768,0.0442,0.5337,0.0673
angry,mango,A1,DB,0.3566,0.21,0.118,0.237,0.2656,0.6881,0.3761,0.3736,0.1306,0.0426,0.046,0.2464,0.7482,0.4965
angry,peace,A1,DB,0.3566,0.21,0.2756,0.2616,0.1326,0.5859,0.1719,0.3736,0.1306,0.1886,0.5406,0.595,0.865,0.73
angry,peach,A1,DB,0.3566,0.21,0.243,0.2244,0.128,0.5866,0.1732,0.3736,0.1306,0.0288,0.051,0.2652,0.765,0.5299
angry,sad,A1,DB,0.3566,0.21,0.6488,0.225,-0.2772,0.3276,0.3448,0.3736,0.1306,0.7964,0.5434,-0.01,0.4927,0.0147
angry,safety,A1,DB,0.3566,0.21,0.3688,0.3774,0.1552,0.5915,0.183,0.3736,0.1306,0.223,0.4336,0.4536,0.7959,0.5917
angry,sandstorm,A1,DB,0.3566,0.21,0.4604,0.1752,-0.1386,0.4117,0.1765,0.3736,0.1306,0.3454,0.078,-0.0244,0.48,0.0401
angry,sick,A1,DB,0.3566,0.21,0.5234,0.2758,-0.101,0.439,0.1221,0.3736,0.1306,0.4512,0.202,-0.0062,0.4954,0.0091
angry,tree,A1,DB,0.3566,0.21,0.2184,0.1824,0.1106,0.5785,0.157,0.3736,0.1306,0.0992,0.1272,0.271,0.746,0.4921
banana,death,A1,DB,0.1342,0.1018,0.7284,0.1568,-0.5392,0.1057,0.7886,0.0524,0.0426,0.775,0.2328,-0.5324,0.0672,0.8656
banana,happy,A1,DB,0.1342,0.1018,0.199,0.4474,0.2808,0.7102,0.4203,0.0524,0.0426,0.1012,0.3926,0.3012,0.7965,0.5931
banana,justice,A1,DB,0.1342,0.1018,0.2456,0.3148,0.1016,0.5815,0.1631,0.0524,0.0426,0.302,0.4366,0.1444,0.6243,0.2486
banana,lightning,A1,DB,0.1342,0.1018,0.322,0.3332,0.0436,0.5327,0.0654,0.0524,0.0426,0.3756,0.1768,-0.189,0.3145,0.3711
banana,mango,A1,DB,0.1342,0.1018,0.118,0.237,0.1514,0.6497,0.2994,0.0524,0.0426,0.0426,0.046,0.0132,0.5433,0.0867
banana,peace,A1,DB,0.1342,0.1018,0.2756,0.2616,0.0184,0.5151,0.0303,0.0524,0.0426,0.1886,0.5406,0.3618,0.8099,0.6199
banana,peach,A1,DB,0.1342,0.1018,0.243,0.2244,0.0138,0.5122,0.0244,0.0524,0.0426,0.0288,0.051,0.032,0.6073,0.2146
banana,sad,A1,DB,0.1342,0.1018,0.6488,0.225,-0.3914,0.2155,0.5689,0.0524,0.0426,0.7964,0.5434,-0.2432,0.2806,0.4388
banana,safety,A1,DB,0.1342,0.1018,0.3688,0.3774,0.041,0.5293,0.0586,0.0524,0.0426,0.223,0.4336,0.2204,0.6983,0.3967
banana,sandstorm,A1,DB,0.1342,0.1018,0.4604,0.1752,-0.2528,0.3058,0.3885,0.0524,0.0426,0.3454,0.078,-0.2576,0.2238,0.5524
banana,sick,A1,DB,0.1342,0.1018,0.5234,0.2758,-0.2152,0.3457,0.3085,0.0524,0.0426,0.4512,0.202,-0.2394,0.2831,0.4338
banana,tree,A1,DB,0.1342,0.1018,0.2184,0.1824,-0.0036,0.4966,0.0069,0.0524,0.0426,0.0992,0.1272,0.0378,0.5695,0.1391
death,happy,A1,DB,0.7284,0.1568,0.199,0.4474,0.82,0.9203,0.8407,0.775,0.2328,0.1012,0.3926,0.8336,0.9547,0.9094
death,justice,A1,DB,0.7284,0.1568,0.2456,0.3148,0.6408,0.8691,0.7382,0.775,0.2328,0.302,0.4366,0.6768,0.8848,0.7696
death,lightning,A1,DB,0.7284,0.1568,0.322,0.3332,0.5828,0.8328,0.6657,0.775,0.2328,0.3756,0.1768,0.3434,0.7481,0.4963
death,mango,A1,DB,0.7284,0.1568,0.118,0.237,0.6906,0.9218,0.8435,0.775,0.2328,0.0426,0.046,0.5456,0.9382,0.8765
death,peace,A1,DB,0.7284,0.1568,0.2756,0.2616,0.5576,0.8389,0.6778,0.775,0.2328,0.1886,0.5406,0.8942,0.9543,0.9085
death,peach,A1,DB,0.7284,0.1568,0.243,0.2244,0.553,0.8493,0.6986,0.775,0.2328,0.0288,0.051,0.5644,0.9451,0.8902
death,sad,A1,DB,0.7284,0.1568,0.6488,0.225,0.1478,0.6016,0.2032,0.775,0.2328,0.7964,0.5434,0.2892,0.7057,0.4114
death,safety,A1,DB,0.7284,0.1568,0.3688,0.3774,0.5802,0.8224,0.6449,0.775,0.2328,0.223,0.4336,0.7528,0.9187,0.8374
death,sandstorm,A1,DB,0.7284,0.1568,0.4604,0.1752,0.2864,0.6909,0.3818,0.775,0.2328,0.3454,0.078,0.2748,0.7184,0.4369
death,sick,A1,DB,0.7284,0.1568,0.5234,0.2758,0.324,0.7013,0.4025,0.775,0.2328,0.4512,0.202,0.293,0.7085,0.4169
death,tree,A1,DB,0.7284,0.1568,0.2184,0.1824,0.5356,0.855,0.7101,0.775,0.2328,0.0992,0.1272,0.5702,0.9247,0.8494
happy,justice,A1,DB,0.199,0.4474,0.2456,0.3148,-0.1792,0.388,0.2239,0.1012,0.3926,0.302,0.4366,-0.1568,0.3915,0.2171
happy,lightning,A1,DB,0.199,0.4474,0.322,0.3332,-0.2372,0.3596,0.2808,0.1012,0.3926,0.3756,0.1768,-0.4902,0.1724,0.6553
happy,mango,A1,DB,0.199,0.4474,0.118,0.237,-0.1294,0.4079,0.1842,0.1012,0.3926,0.0426,0.046,-0.288,0.213,0.574
happy,peace,A1,DB,0.199,0.4474,0.2756,0.2616,-0.2624,0.3368,0.3263,0.1012,0.3926,0.1886,0.5406,0.0606,0.5451,0.0902
happy,peach,A1,DB,0.199,0.4474,0.243,0.2244,-0.267,0.3276,0.3449,0.1012,0.3926,0.0288,0.051,-0.2692,0.2276,0.5447
happy,sad,A1,DB,0.199,0.4474,0.6488,0.225,-0.6722,0.1441,0.7119,0.1012,0.3926,0.7964,0.5434,-0.5444,0.1566,0.6868
happy,safety,A1,DB,0.199,0.4474,0.3688,0.3774,-0.2398,0.3625,0.275,0.1012,0.3926,0.223,0.4336,-0.0808,0.441,0.118
happy,sandstorm,A1,DB,0.199,0.4474,0.4604,0.1752,-0.5336,0.1997,0.6005,0.1012,0.3926,0.3454,0.078,-0.5588,0.1226,0.7548
happy,sick,A1,DB,0.199,0.4474,0.5234,0.2758,-0.496,0.2292,0.5416,0.1012,0.3926,0.4512,0.202,-0.5406,0.1578,0.6843
happy,tree,A1,DB,0.199,0.4474,0.2184,0.1824,-0.2844,0.3095,0.381,0.1012,0.3926,0.0992,0.1272,-0.2634,0.2569,0.4862
justice,lightning,A1,DB,0.2456,0.3148,0.322,0.3332,-0.058,0.4644,0.0712,0.302,0.4366,0.3756,0.1768,-0.3334,0.2851,0.4297
justice,mango,A1,DB,0.2456,0.3148,0.118,0.237,0.0498,0.5365,0.0731,0.302,0.4366,0.0426,0.046,-0.1312,0.3864,0.2271
justice,peace,A1,DB,0.2456,0.3148,0.2756,0.2616,-0.0832,0.4459,0.1081,0.302,0.4366,0.1886,0.5406,0.2174,0.6411,0.2822
justice,peach,A1,DB,0.2456,0.3148,0.243,0.2244,-0.0878,0.4405,0.119,0.302,0.4366,0.0288,0.051,-0.1124,0.4022,0.1957
justice,sad,A1,DB,0.2456,0.3148,0.6488,0.225,-0.493,0.214,0.5719,0.302,0.4366,0.7964,0.5434,-0.3876,0.2612,0.4776
justice,safety,A1,DB,0.2456,0.3148,0.3688,0.3774,-0.0606,0.4641,0.0719,0.302,0.4366,0.223,0.4336,0.076,0.5496,0.0992
justice,sandstorm,A1,DB,0.2456,0.3148,0.4604,0.1752,-0.3544,0.2846,0.4308,0.302,0.4366,0.3454,0.078,-0.402,0.2341,0.5318
justice,sick,A1,DB,0.2456,0.3148,0.5234,0.2758,-0.3168,0.3153,0.3694,0.302,0.4366,0.4512,0.202,-0.3838,0.2629,0.4741
justice,tree,A1,DB,0.2456,0.3148,0.2184,0.1824,-0.1052,0.4255,0.149,0.302,0.4366,0.0992,0.1272,-0.1066,0.4136,0.1728
lightning,mango,A1,DB,0.322,0.3332,0.118,0.237,0.10780000000000001,0.5741,0.1481,0.3756,0.1768,0.0426,0.046,0.2022,0.698,0.3961
lightning,peace,A1,DB,0.322,0.3332,0.2756,0.2616,-0.0252,0.4844,0.0313,0.3756,0.1768,0.1886,0.5406,0.5508,0.8399,0.6797
lightning,peach,A1,DB,0.322,0.3332,0.243,0.2244,-0.0298,0.4808,0.0384,0.3756,0.1768,0.0288,0.051,0.221,0.7152,0.4304
lightning,sad,A1,DB,0.322,0.3332,0.6488,0.225,-0.435,0.2524,0.4952,0.3756,0.1768,0.7964,0.5434,-0.0542,0.4614,0.0773
lightning,safety,A1,DB,0.322,0.3332,0.3688,0.3774,-0.0026,0.4985,0.003,0.3756,0.1768,0.223,0.4336,0.4094,0.7664,0.5328
lightning,sandstorm,A1,DB,0.322,0.3332,0.4604,0.1752,-0.2964,0.3249,0.3503,0.3756,0.1768,0.3454,0.078,-0.0686,0.4457,0.1086
lightning,sick,A1,DB,0.322,0.3332,0.5234,0.2758,-0.2588,0.3532,0.2935,0.3756,0.1768,0.4512,0.202,-0.0504,0.464,0.072
lightning,tree,A1,DB,0.322,0.3332,0.2184,0.1824,-0.0472,0.4683,0.0634,0.3756,0.1768,0.0992,0.1272,0.2268,0.7016,0.4032
mango,peace,A1,DB,0.118,0.237,0.2756,0.2616,-0.133,0.4018,0.1963,0.0426,0.046,0.1886,0.5406,0.3486,0.8018,0.6037
mango,peach,A1,DB,0.118,0.237,0.243,0.2244,-0.1376,0.3927,0.2146,0.0426,0.046,0.0288,0.051,0.0188,0.566,0.132
mango,sad,A1,DB,0.118,0.237,0.6488,0.225,-0.5428,0.1602,0.6795,0.0426,0.046,0.7964,0.5434,-0.2564,0.2695,0.4611
mango,safety,A1,DB,0.118,0.237,0.3688,0.3774,-0.1104,0.4273,0.1454,0.0426,0.046,0.223,0.4336,0.2072,0.6879,0.3758
mango,sandstorm,A1,DB,0.118,0.237,0.4604,0.1752,-0.4042,0.2299,0.5401,0.0426,0.046,0.3454,0.078,-0.2708,0.2113,0.5774
mango,sick,A1,DB,0.118,0.237,0.5234,0.2758,-0.3666,0.2664,0.4672,0.0426,0.046,0.4512,0.202,-0.2526,0.2719,0.4563
mango,tree,A1,DB,0.118,0.237,0.2184,0.1824,-0.155,0.3719,0.2561,0.0426,0.046,0.0992,0.1272,0.0246,0.5459,0.0918
