concept1,concept2,color1,color2,deltaS_sample,deltaS_fit
safety,justice,MY,LB,0.12316827555586873,0.12287669790540456
safety,sad,MY,LB,0.0066065943322835,0.0062948980713144476
safety,tree,MY,LB,0.09591747679394824,0.0944203587575928
safety,peach,MY,LB,0.06681641570770713,0.06582883717363475
safety,angry,MY,LB,0.04243002663595863,0.043614177554657796
safety,peace,MY,LB,0.1358914456199749,0.13255052113510857
safety,happy,MY,LB,0.12381539429615596,0.11459690492430763
safety,lightning,MY,LB,0.005900718836040708,0.005757485843655541
safety,death,MY,LB,0.03795520787774054,0.03753569750161956
safety,banana,MY,LB,0.43329157088398085,0.4311080304178395
safety,sandstorm,MY,LB,0.432088896904272,0.4196165515906405
mango,justice,MY,LB,0.340271985531416,0.3277845551807903
mango,sad,MY,LB,0.24954873222510354,0.22710144430886392
mango,tree,MY,LB,0.12681448569764853,0.1198357453349681
mango,peach,MY,LB,0.15235630739896355,0.14439698400829748
mango,angry,MY,LB,0.19997229138721528,0.1965344120535497
mango,peace,MY,LB,0.3517602651522935,0.33154335180311767
mango,happy,MY,LB,0.348911607502256,0.31125539245472256
mango,lightning,MY,LB,0.21804338453363825,0.20457914057677606
mango,death,MY,LB,0.21895479372089466,0.2056542840050044
mango,banana,MY,LB,0.24839951425029128,0.23697028545852694
mango,sandstorm,MY,LB,0.24818096178960714,0.2304995653404276
justice,sad,MY,LB,0.12686979150098288,0.12277669155557047
justice,tree,MY,LB,0.2178201864015048,0.2172747181518644
justice,peach,MY,LB,0.1876019984098405,0.18719104403097597
justice,angry,MY,LB,0.1745667860395903,0.18194634100189888
justice,peace,MY,LB,0.013126013966548333,0.012958414815072095
justice,happy,MY,LB,0.003399110533662819,0.0031874000279973336
justice,lightning,MY,LB,0.1301105810351093,0.12863250479571753
justice,death,MY,LB,0.17676761108549877,0.1777150589615074
justice,banana,MY,LB,0.530968100140958,0.5345900675843168
justice,sandstorm,MY,LB,0.5293642132918099,0.5210970177433811
sad,tree,MY,LB,0.11121971388027352,0.10575066792684229
sad,peach,MY,LB,0.07911206469085341,0.07540701237493208
sad,angry,MY,LB,0.05418427651597635,0.05378420880180179
sad,peace,MY,LB,0.14056830860652503,0.13274848372375336
sad,happy,MY,LB,0.12809901288992798,0.11386840656479369
sad,lightning,MY,LB,0.01310664242487558,0.012348437050357819
sad,death,MY,LB,0.05022438970764509,0.047475713924456375
sad,banana,MY,LB,0.47534042003618804,0.45839176273592797
sad,sandstorm,MY,LB,0.47350879333445683,0.44485837611977463
tree,peach,MY,LB,0.027808873294540515,0.027377686322624273
tree,angry,MY,LB,0.061672741592470715,0.06347593405919949
tree,peace,MY,LB,0.23008762737617428,0.22429811516873444
tree,happy,MY,LB,0.22178424196789925,0.2048934133830589
tree,lightning,MY,LB,0.09096051988036269,0.08866260435489082
tree,death,MY,LB,0.07192967511295545,0.07108392128201535
tree,banana,MY,LB,0.3543289221352992,0.35235431179815047
tree,sandstorm,MY,LB,0.3535089862646401,0.34242317016402724
peach,angry,MY,LB,0.03048884530502849,0.03134553796312001
peach,peace,MY,LB,0.19987584797913538,0.1950479705587309
peach,happy,MY,LB,0.19035967206306936,0.17636319975048576
peach,lightning,MY,LB,0.06162531177082964,0.06014273284602045
peach,death,MY,LB,0.03877112368133351,0.038350893351628335
peach,banana,MY,LB,0.3723013120302501,0.3704259957054351
peach,sandstorm,MY,LB,0.371443464319849,0.36046013896917795
angry,peace,MY,LB,0.187945669703929,0.19028362738662508
angry,happy,MY,LB,0.17768543822939264,0.16891757670981633
angry,lightning,MY,LB,0.036514053275225944,0.03711523888654589
angry,death,MY,LB,0.00753317708200818,0.007930046991596162
angry,banana,MY,LB,0.43407741535387334,0.45192317099968105
angry,sandstorm,MY,LB,0.4324792318250854,0.4359029779150221
peace,happy,MY,LB,0.01693032118103166,0.015556669624142372
peace,lightning,MY,LB,0.14291030951335781,0.13814966583676314
peace,death,MY,LB,0.1907502861859418,0.18623088726284032
peace,banana,MY,LB,0.5398684924010071,0.5321859334112327
peace,sandstorm,MY,LB,0.5382441685027244,0.5195018395806452
happy,lightning,MY,LB,0.13104165826753467,0.12011020693815189
happy,death,MY,LB,0.18052483518744133,0.1646471326838881
happy,banana,MY,LB,0.5442756011042629,0.5110078443978241
happy,sandstorm,MY,LB,0.5424508963518782,0.4991277514394481
lightning,death,MY,LB,0.03168786862553519,0.030947956705325463
lightning,banana,MY,LB,0.432437835746742,0.42627128021120875
lightning,sandstorm,MY,LB,0.43119811128592156,0.41487435781228166
death,banana,MY,LB,0.46258132174393485,0.463545111063976
death,sandstorm,MY,LB,0.4605072259853742,0.44672057039316826
banana,sandstorm,MY,LB,0.0015928967530776106,0.0015544561526604772
sick,safety,MY,MP,0.23465656296845727,0.23647607188718844
sick,mango,MY,MP,0.4332446032669577,0.41327781698091837
sick,justice,MY,MP,0.20927943687636652,0.21396385934789663
sick,sad,MY,MP,0.131272132492799,0.12659198357159496
sick,tree,MY,MP,0.3786183460243824,0.3705539005122227
sick,peach,MY,MP,0.32936108188469126,0.3296391873411264
sick,angry,MY,MP,0.19658414774245436,0.20075164463048611
sick,peace,MY,MP,0.21868156207591805,0.21416872779439866
sick,happy,MY,MP,0.24338116690845268,0.24020991867085362
sick,lightning,MY,MP,0.09812560329677444,0.09687244080238722
sick,death,MY,MP,0.15145817645861892,0.1508781446679608
sick,banana,MY,MP,0.5264921422472328,0.5208716591107342
sick,sandstorm,MY,MP,0.5226621936752046,0.5252136812930939
safety,mango,MY,MP,0.2098257817848359,0.19979347055653973
safety,justice,MY,MP,0.031064865105069117,0.032130417349060636
safety,sad,MY,MP,0.37158742989327154,0.3603878535504017
safety,tree,MY,MP,0.14553373188243046,0.1430726025855944
safety,peach,MY,MP,0.10089557632491586,0.10183559682639354
safety,angry,MY,MP,0.06223960053212485,0.064390304700217
safety,peace,MY,MP,0.023213929505756736,0.02285224544587683
safety,happy,MY,MP,0.010998092571924079,0.01091809329233373
safety,lightning,MY,MP,0.1381599699391156,0.1372128770355947
safety,death,MY,MP,0.39078965986631653,0.3920244082831088
safety,banana,MY,MP,0.3344022736812524,0.3325391697603821
safety,sandstorm,MY,MP,0.33823258724938776,0.3427302068959478
mango,justice,MY,MP,0.245803650016565,0.2376502445802975
mango,sad,MY,MP,0.5693699534740433,0.5241767879182793
mango,tree,MY,MP,0.07193433142145844,0.06519831085132366
mango,peach,MY,MP,0.10751249676938213,0.10113872071713104
mango,angry,MY,MP,0.2972403251468041,0.284330635062908
mango,peace,MY,MP,0.2402419144035688,0.22064642798218115
mango,happy,MY,MP,0.19677531687420324,0.182974741258217
mango,lightning,MY,MP,0.34281482151614684,0.32102474449938434
mango,death,MY,MP,0.5866366875752895,0.5577005867370708
mango,banana,MY,MP,0.15599252824199672,0.14439003255808702
mango,sandstorm,MY,MP,0.16915563471976736,0.16098427104049962
justice,sad,MY,MP,0.3489514911771543,0.3426538312031182
justice,tree,MY,MP,0.18101603344310657,0.1810512156956845
justice,peach,MY,MP,0.13390354681539962,0.13746995681833996
justice,angry,MY,MP,0.02940154925380245,0.031083469928044005
justice,peace,MY,MP,0.008303768476690232,0.008303177907555526
justice,happy,MY,MP,0.042011558861088316,0.04234270524777761
justice,lightning,MY,MP,0.11037346616141686,0.11118656425782669
justice,death,MY,MP,0.3687109959565247,0.37530279868109173
justice,banana,MY,MP,0.36807283870976426,0.371657399445261
justice,sandstorm,MY,MP,0.37004717301090095,0.38048893104532067
sad,tree,MY,MP,0.5189772261035752,0.48848503430808976
sad,peach,MY,MP,0.4651878017316231,0.44829353679589845
sad,angry,MY,MP,0.34698274401337503,0.33838008646585993
sad,peace,MY,MP,0.35954560553269665,0.3386168969459342
sad,happy,MY,MP,0.37916966538766106,0.36070008118101127
sad,lightning,MY,MP,0.2325960645617351,0.22127106235736105
sad,death,MY,MP,0.021220843781240006,0.020304538889347912
sad,banana,MY,MP,0.6454993409045496,0.6186824648160907
sad,sandstorm,MY,MP,0.6363858120877839,0.6202396451901393
tree,peach,MY,MP,0.04038444502721683,0.039293868814398225
tree,angry,MY,MP,0.22769102138113384,0.2264685931162509
tree,peace,MY,MP,0.17453035888616508,0.16533335901692237
tree,happy,MY,MP,0.1327697003421089,0.12721064229899293
tree,lightning,MY,MP,0.28399195793429843,0.2731483514594655
tree,death,MY,MP,0.5372671186479796,0.5233995844914829
tree,banana,MY,MP,0.22105378018444755,0.2116271670314228
tree,sandstorm,MY,MP,0.23039799753002965,0.22621611681834264
peach,angry,MY,MP,0.17348993756561337,0.1779288159214445
peach,peace,MY,MP,0.12708384132570405,0.1240073553496297
peach,happy,MY,MP,0.08906875203754816,0.08770519651352804
peach,lightning,MY,MP,0.23602936859654422,0.2326910210380051
peach,death,MY,MP,0.48344823331691145,0.4816169245815012
peach,banana,MY,MP,0.24517352886910937,0.24170293468854354
peach,sandstorm,MY,MP,0.2533783847166984,0.2550383697388081
angry,peace,MY,MP,0.038721385389008156,0.038523358345492364
angry,happy,MY,MP,0.0737184247454521,0.07403480784157679
angry,lightning,MY,MP,0.0904228986652047,0.09078218565827378
angry,death,MY,MP,0.3682257664314206,0.3741561028683631
angry,banana,MY,MP,0.42102530886147715,0.42369277831918184
angry,sandstorm,MY,MP,0.4188700363200233,0.4302954011828788
peace,happy,MY,MP,0.03432646958332497,0.03301089777325983
peace,lightning,MY,MP,0.11924906609684882,0.11494511011807784
peace,death,MY,MP,0.37937790253356907,0.36958259500384494
peace,banana,MY,MP,0.3643171133270736,0.35095805244145484
peace,sandstorm,MY,MP,0.36632628161424274,0.36052456986700476
happy,lightning,MY,MP,0.14783527930526041,0.14375535258161243
happy,death,MY,MP,0.3981575105449382,0.3911094469484897
happy,banana,MY,MP,0.321981244914044,0.3129387185757787
happy,sandstorm,MY,MP,0.3264878214015322,0.32371531495329275
lightning,death,MY,MP,0.2525263569493059,0.24803598246441272
lightning,banana,MY,MP,0.448784821354159,0.43753890966024667
lightning,sandstorm,MY,MP,0.4478147861874159,0.44439911833451573
death,banana,MY,MP,0.6600757145225574,0.6508518808375301
death,sandstorm,MY,MP,0.6504984926650519,0.6511146061861331
banana,sandstorm,MY,MP,0.02104343326396363,0.020878446001663553
sick,safety,MY,DO,0.16118759076817957,0.16110780162984706
sick,mango,MY,DO,0.3119229603958644,0.2946454621768386
sick,justice,MY,DO,0.1756153224592254,0.17596611038532384
sick,sad,MY,DO,0.035618498418181765,0.032626312016269754
sick,tree,MY,DO,0.0061574680598792675,0.00591531220261432
sick,peach,MY,DO,0.08149429923929363,0.07956528059284584
sick,angry,MY,DO,0.14230082929119114,0.14227104803150303
sick,peace,MY,DO,0.24051748404239448,0.23995719703605756
sick,happy,MY,DO,0.21564524349887326,0.20271665817800621
sick,lightning,MY,DO,0.10052793980209107,0.10108847311538494
sick,death,MY,DO,0.009514892649938433,0.009416683591627395
sick,banana,MY,DO,0.44917668606488415,0.4349390358158729
sick,sandstorm,MY,DO,0.09602430516108507,0.09207574025258436
safety,mango,MY,DO,0.1483288193653255,0.14500698653667932
safety,justice,MY,DO,0.007199964340906417,0.007519519891759252
safety,sad,MY,DO,0.2059589064300147,0.19576717746370886
safety,tree,MY,DO,0.1614859759696079,0.16022760330719477
safety,peach,MY,DO,0.0750201968302262,0.0757184593587259
safety,angry,MY,DO,0.2957457867527262,0.30613259549225647
safety,peace,MY,DO,0.07537135525722893,0.07828496696745724
safety,happy,MY,DO,0.04785582880064165,0.04659522579610931
safety,lightning,MY,DO,0.056210466251229496,0.05856289234520928
safety,death,MY,DO,0.1805750397838337,0.186254662178295
safety,banana,MY,DO,0.30103917486969256,0.30128338556762824
safety,sandstorm,MY,DO,0.05296055978531067,0.05227035305678873
mango,justice,MY,DO,0.14843560350977292,0.1451640713128699
mango,sad,MY,DO,0.3671135158203611,0.32856516607519026
mango,tree,MY,DO,0.30613126999744944,0.2883307817423253
mango,peach,MY,DO,0.21966774272044032,0.21001254100165623
mango,angry,MY,DO,0.44038512663760176,0.43181794810577845
mango,peace,MY,DO,0.07578943210006206,0.07378445996855709
mango,happy,MY,DO,0.10646151910157942,0.09715974138798322
mango,lightning,MY,DO,0.20082151399038395,0.1978988613542938
mango,death,MY,DO,0.34207201576212465,0.3304810976533208
mango,banana,MY,DO,0.17063553176342872,0.16050931480229358
mango,sandstorm,MY,DO,0.18967969922850303,0.1783286799946504
justice,sad,MY,DO,0.2240691563128494,0.21246313082893287
justice,tree,MY,DO,0.1750942359222598,0.17401556532803708
justice,peach,MY,DO,0.0851464100598387,0.08621820574945582
justice,angry,MY,DO,0.3149616578089707,0.32785025715214466
justice,peace,MY,DO,0.07167782210607854,0.07498200429545165
justice,happy,MY,DO,0.04273388225036989,0.04160627180418175
justice,lightning,MY,DO,0.06556795028476081,0.06874930997838269
justice,death,MY,DO,0.19747732792638772,0.20501190920882628
justice,banana,MY,DO,0.30824131218629125,0.30931997991484694
justice,sandstorm,MY,DO,0.06157476919017957,0.06083710887180849
sad,tree,MY,DO,0.02765405253354658,0.025312752505623592
sad,peach,MY,DO,0.12027884516997822,0.11195336521899635
sad,angry,MY,DO,0.11652067765203733,0.11086024619913792
sad,peace,MY,DO,0.29171880805264294,0.2758996135392078
sad,happy,MY,DO,0.26640460585708603,0.2368329467925535
sad,lightning,MY,DO,0.14039265391153488,0.13464961292671074
sad,death,MY,DO,0.02802095105928859,0.026139891292691675
sad,banana,MY,DO,0.5056203790826859,0.4670892821816166
sad,sandstorm,MY,DO,0.13319018677387018,0.12231755662588095
tree,peach,MY,DO,0.08467855544648051,0.08225165235208254
tree,angry,MY,DO,0.131362584622031,0.13039147906278648
tree,peace,MY,DO,0.23756752181019802,0.23522580569726703
tree,happy,MY,DO,0.2135382542382872,0.20021042867992633
tree,lightning,MY,DO,0.10306043214012983,0.10286649384456281
tree,death,MY,DO,0.002608271163891951,0.0025622731290639855
tree,banana,MY,DO,0.4392804773703364,0.42346142781294693
tree,sandstorm,MY,DO,0.09873434454678987,0.09434995102166055
peach,angry,MY,DO,0.21605680452356824,0.2180311768936063
peach,peace,MY,DO,0.14975456064347048,0.15097674651344417
peach,happy,MY,DO,0.12422417586514822,0.11828951124659759
peach,lightning,MY,DO,0.0184002330912425,0.01866924838610795
peach,death,MY,DO,0.0953801532072791,0.09549425233564435
peach,banana,MY,DO,0.3614740026208203,0.3534865825926473
peach,sandstorm,MY,DO,0.01799640220407417,0.017427651759873486
angry,peace,MY,DO,0.3739978018501209,0.3870513571669938
angry,happy,MY,DO,0.3523853476472807,0.3440279609785951
angry,lightning,MY,DO,0.2344125405155273,0.2437567664172191
angry,death,MY,DO,0.14180756970930886,0.14621077194389587
angry,banana,MY,DO,0.5596498919893067,0.5601631935114434
angry,sandstorm,MY,DO,0.22380889841647822,0.2210747955854654
peace,happy,MY,DO,0.029583408583959248,0.028681210501834586
peace,lightning,MY,DO,0.13062956791965252,0.13623039279621318
peace,death,MY,DO,0.266029439601831,0.274399807994377
peace,banana,MY,DO,0.23986126616072612,0.23961577893744201
peace,sandstorm,MY,DO,0.12328761122473475,0.12140395641995005
happy,lightning,MY,DO,0.10477505590613423,0.10285162392848735
happy,death,MY,DO,0.24012857993716086,0.2307837971238711
happy,banana,MY,DO,0.27007374455611655,0.25353735016608026
happy,sandstorm,MY,DO,0.0986734472321138,0.09243912770948315
lightning,death,MY,DO,0.11553278440553116,0.11979204163066148
lightning,banana,MY,DO,0.34450024201034557,0.3468234499690803
lightning,sandstorm,MY,DO,4.5629222872989317e-4,4.5292766686910735e-4
death,banana,MY,DO,0.48385001178616827,0.4798842410650972
death,sandstorm,MY,DO,0.10967936450358018,0.10725573070279926
banana,sandstorm,MY,DO,0.32720126953387596,0.3141813402425737
sick,safety,MY,LR,0.07319703254275955,0.07026309379511453
sick,mango,MY,LR,0.20957231642282037,0.19569371756872656
sick,justice,MY,LR,0.019419540145161118,0.019610104501031733
sick,sad,MY,LR,0.07889914736061532,0.07529058109187459
sick,tree,MY,LR,0.19868310158159996,0.19301057824008283
sick,peach,MY,LR,0.09543045297849218,0.09192778573283
sick,angry,MY,LR,0.08844509640201359,0.09094004066070394
sick,peace,MY,LR,0.0694898523067482,0.0663573062485483
sick,happy,MY,LR,0.10849617779190535,0.10319589854542399
sick,lightning,MY,LR,0.07530783389825157,0.0734974517415925
sick,death,MY,LR,0.08908364012770131,0.08907964037925564
sick,banana,MY,LR,0.3909744804653843,0.38599991676819945
sick,sandstorm,MY,LR,0.3664950567648778,0.3577250861872334
safety,mango,MY,LR,0.27570459807744685,0.25291600128768876
safety,justice,MY,LR,0.052486911393469726,0.05170743451271975
safety,sad,MY,LR,0.15504662049515183,0.14453972116553837
safety,tree,MY,LR,0.2658837473030955,0.25250965401385794
safety,peach,MY,LR,0.02366028503683304,0.02235395868818979
safety,angry,MY,LR,0.013057095583242084,0.013059100876385177
safety,peace,MY,LR,0.004199244281754,0.00393115169197622
safety,happy,MY,LR,0.0358879191664192,0.03350264368342515
safety,lightning,MY,LR,0.003372261771849683,0.003223534864069677
safety,death,MY,LR,0.16742593288718344,0.16228547789164538
safety,banana,MY,LR,0.4440070976519441,0.4293506015118036
safety,sandstorm,MY,LR,0.4199183694187094,0.40231010531854383
mango,justice,MY,LR,0.2230048197752743,0.2143706356893147
mango,sad,MY,LR,0.14996143951533192,0.1346928573916233
mango,tree,MY,LR,0.013529380226614318,0.012409940422659194
mango,peach,MY,LR,0.2917979474393202,0.2693188649131968
mango,angry,MY,LR,0.29601137244806686,0.2888969209823675
mango,peace,MY,LR,0.27380348730248927,0.2497379865404532
mango,happy,MY,LR,0.3061632667064702,0.279116191177613
mango,lightning,MY,LR,0.2738933285943377,0.2556338014727306
mango,death,MY,LR,0.14920020538116363,0.13939883128588915
mango,banana,MY,LR,0.20868063854766927,0.1955741461927657
mango,sandstorm,MY,LR,0.18669461413577326,0.17344645151820737
justice,sad,MY,LR,0.0973647455491562,0.09599292190047448
justice,tree,MY,LR,0.2125427151392858,0.21263465282920102
justice,peach,MY,LR,0.07479584683095553,0.073843801227236
justice,angry,MY,LR,0.06680552091611092,0.07059515909570546
justice,peace,MY,LR,0.04869433021504088,0.04774123484986981
justice,happy,MY,LR,0.08739260150883954,0.08522139494710035
justice,lightning,MY,LR,0.05494347368291441,0.054982606653390054
justice,death,MY,LR,0.10775955385861558,0.11160164203205492
justice,banana,MY,LR,0.3983112610871118,0.403259556381911
justice,sandstorm,MY,LR,0.3746519815333742,0.3745912865612113
sad,tree,MY,LR,0.1373389106048135,0.128958288616855
sad,peach,MY,LR,0.17604675445062257,0.16506333494470837
sad,angry,MY,LR,0.17409005328460525,0.17494866472525605
sad,peace,MY,LR,0.15190636660058066,0.14071702989657742
sad,happy,MY,LR,0.19079581363345466,0.17635179357371622
sad,lightning,MY,LR,0.15543194139451932,0.14774653714201436
sad,death,MY,LR,0.007953858438967232,0.007668601418578724
sad,banana,MY,LR,0.3543445112703618,0.34050717980475076
sad,sandstorm,MY,LR,0.32733714001838343,0.31098964733336665
tree,peach,MY,LR,0.2823917458636829,0.26937689848072854
tree,angry,MY,LR,0.2862364012708958,0.29159549576482613
tree,peace,MY,LR,0.26389020647758654,0.2492185530331794
tree,happy,MY,LR,0.29686574525580767,0.27953802183249055
tree,lightning,MY,LR,0.26420657634372047,0.2553293035606312
tree,death,MY,LR,0.1360680452470815,0.13418854143520642
tree,banana,MY,LR,0.2228737297927098,0.21740728305955948
tree,sandstorm,MY,LR,0.20030177074841582,0.19305253294157065
peach,angry,MY,LR,0.011493858984624294,0.011512939734793726
peach,peace,MY,LR,0.02792388429139181,0.026256676832153047
peach,happy,MY,LR,0.011756345675250746,0.011021780144761628
peach,lightning,MY,LR,0.019979426907175135,0.01916229243895229
peach,death,MY,LR,0.18850310788495073,0.18341989801201108
peach,banana,MY,LR,0.45401427099234626,0.4404047411838379
peach,sandstorm,MY,LR,0.43073928988768784,0.4140995423437619
angry,peace,MY,LR,0.017464858350347723,0.01738143759664912
angry,happy,MY,LR,0.02391735372176962,0.023645435447548158
angry,lightning,MY,LR,0.00936829703417208,0.009524233111932623
angry,death,MY,LR,0.1877509793804183,0.1994792622375522
angry,banana,MY,LR,0.4652741616062436,0.47848833062197493
angry,sandstorm,MY,LR,0.44011696642038456,0.4464566494242519
peace,happy,MY,LR,0.04027552781811772,0.037414906946530824
peace,lightning,MY,LR,0.007522414917318754,0.007156299569696545
peace,death,MY,LR,0.16436181927431015,0.15828113599436078
peace,banana,MY,LR,0.4435813419261738,0.42693897534614234
peace,sandstorm,MY,LR,0.4192189307718768,0.39982559108519755
happy,lightning,MY,LR,0.03197221665402894,0.03030746909853843
happy,death,MY,LR,0.20391146049916364,0.19530935599993626
happy,banana,MY,LR,0.4676109624637609,0.44858025070005425
happy,sandstorm,MY,LR,0.4439628675194196,0.42232766697028734
lightning,death,MY,LR,0.16741427486469584,0.165661395165012
lightning,banana,MY,LR,0.4396835426560638,0.43151274589858946
lightning,sandstorm,MY,LR,0.41625271037208433,0.4045100488513662
death,banana,MY,LR,0.36119664379928773,0.3628878557642188
death,sandstorm,MY,LR,0.33255197053940766,0.32872416716374075
banana,sandstorm,MY,LR,0.015319412036113755,0.014977652845102885
sick,safety,MY,MG,0.06705258260421021,0.06547859952741164
sick,mango,MY,MG,0.099802025706773545,0.09077565122206788
sick,justice,MY,MG,0.06465162130143665,0.06330961725328821
sick,sad,MY,MG,0.14346678491811526,0.1333380675774981
sick,tree,MY,MG,0.3618041474895335,0.34256937750269323
sick,peach,MY,MG,0.04701502167565508,0.04446392634830576
sick,angry,MY,MG,0.07158005071019691,0.0716597789644915
sick,peace,MY,MG,0.037362261886494164,0.036833063418158285
sick,happy,MY,MG,0.09088512534773263,0.08705972889505365
sick,lightning,MY,MG,0.21361073176971868,0.209223690712398
sick,death,MY,MG,0.17277480998058803,0.16994909759819465
sick,banana,MY,MG,0.06584579437031224,0.06267925109031203
sick,sandstorm,MY,MG,0.5295204024146447,0.518505639252876
safety,mango,MY,MG,0.16375651850194672,0.15106041175552454
safety,justice,MY,MG,0.00450087665911747,0.004466155017920803
safety,sad,MY,MG,0.06615678659601609,0.06248657042469774
safety,tree,MY,MG,0.41550129226798416,0.3989157117741171
safety,peach,MY,MG,0.11103620256567748,0.10635590497730951
safety,angry,MY,MG,0.0013144903929886986,0.0013350691112525848
safety,peace,MY,MG,0.028145952781430728,0.02808208627395614
safety,happy,MY,MG,0.023519009814015335,0.022813208272234764
safety,lightning,MY,MG,0.1418657660654178,0.1408275590702126
safety,death,MY,MG,0.09270128457812499,0.09272816791363492
safety,banana,MY,MG,0.0020777432414661456,0.0020005971186551896
safety,sandstorm,MY,MG,0.4660949099629501,0.46143599887010256
mango,justice,MY,MG,0.16445941704617661,0.15154335286178822
mango,sad,MY,MG,0.25038816417534304,0.2184994017702233
mango,tree,MY,MG,0.2655929826964254,0.23743610183180985
mango,peach,MY,MG,0.05031418059122794,0.04513504499765564
mango,angry,MY,MG,0.17636197112364083,0.16458363267679355
mango,peace,MY,MG,0.13315062090862673,0.12402868457641025
mango,happy,MY,MG,0.18697059140465755,0.1696576318442804
mango,lightning,MY,MG,0.30982010178907604,0.2855866036440706
mango,death,MY,MG,0.2815833977559409,0.256764103865633
mango,banana,MY,MG,0.15792082406192987,0.1431596138829877
mango,sandstorm,MY,MG,0.601499693695895,0.5609129973528771
justice,sad,MY,MG,0.07397025069064345,0.06991010868235181
justice,tree,MY,MG,0.42404099149938745,0.40768895068599575
justice,peach,MY,MG,0.10999732632917802,0.10549927365487566
justice,angry,MY,MG,0.0035442840543482568,0.0036235165645353007
justice,peace,MY,MG,0.024574306319272265,0.024618409104866013
justice,happy,MY,MG,0.0287529328542504,0.02795231485637606
justice,lightning,MY,MG,0.15141369192770182,0.1509442978627753
justice,death,MY,MG,0.10198433902941018,0.10263994283958722
justice,banana,MY,MG,0.006408983777207333,0.006180637035695713
justice,sandstorm,MY,MG,0.4836789179878058,0.4805099703179052
sad,tree,MY,MG,0.5238655039076889,0.4806269321320815
sad,peach,MY,MG,0.18924140779555132,0.17270441766545908
sad,angry,MY,MG,0.07509442953065082,0.07252729872760488
sad,peace,MY,MG,0.09640274406638594,0.09219189924305349
sad,happy,MY,MG,0.039564203539888876,0.03653879873870425
sad,lightning,MY,MG,0.09318222743501481,0.08788757492307353
sad,death,MY,MG,0.02949941023824698,0.02764159891243112
sad,banana,MY,MG,0.059857833749022316,0.05512431385741956
sad,sandstorm,MY,MG,0.4686818725796005,0.4437175006727625
tree,peach,MY,MG,0.3076336299395266,0.28614495051234634
tree,angry,MY,MG,0.4479959759221297,0.4384615684976674
tree,peace,MY,MG,0.3836459705833908,0.37156134926988527
tree,happy,MY,MG,0.4363040358417982,0.4118795125316437
tree,lightning,MY,MG,0.5544930809103359,0.534349388115942
tree,death,MY,MG,0.557986748978657,0.5371622954571789
tree,banana,MY,MG,0.39809977978359434,0.37396423599481865
tree,sandstorm,MY,MG,0.7755365181231737,0.7531633713155921
peach,angry,MY,MG,0.11879085931492905,0.11594202936096154
peach,peace,MY,MG,0.08168022548239207,0.07895253643832545
peach,happy,MY,MG,0.1340129491639549,0.12616065726189285
peach,lightning,MY,MG,0.2533810774055494,0.2430506791826057
peach,death,MY,MG,0.218182663431283,0.20903786511349676
peach,banana,MY,MG,0.10790495082024965,0.10114963177547931
peach,sandstorm,MY,MG,0.5521512776053523,0.5315282629571183
angry,peace,MY,MG,0.02914198829478165,0.029898786570793146
angry,happy,MY,MG,0.026814077428580108,0.02659693376973815
angry,lightning,MY,MG,0.15649155273232362,0.1602475402547492
angry,death,MY,MG,0.10540622467602712,0.11013593806869737
angry,banana,MY,MG,0.003475898306817271,0.003408955662162594
angry,sandstorm,MY,MG,0.5041385525828024,0.5119485144271856
peace,happy,MY,MG,0.051263729814585046,0.05019105748181385
peace,lightning,MY,MG,0.16839162069715896,0.16880540353861462
peace,death,MY,MG,0.12309608167649566,0.12460581014284278
peace,banana,MY,MG,0.028884790472625266,0.02805119230330899
peace,sandstorm,MY,MG,0.482952244579681,0.48224656084112993
happy,lightning,MY,MG,0.11746035142431199,0.11415240793447667
happy,death,MY,MG,0.06537079273705171,0.06367834229344804
happy,banana,MY,MG,0.020315589854071003,0.019240786588457848
happy,sandstorm,MY,MG,0.44580275882741605,0.43321227349754565
lightning,death,MY,MG,0.07014825478798503,0.07069288928394246
lightning,banana,MY,MG,0.13232851877333496,0.12755990278825013
lightning,sandstorm,MY,MG,0.3621899862512574,0.35977175636408454
death,banana,MY,MG,0.08444552920250636,0.08142402584773989
death,sandstorm,MY,MG,0.46129555421221413,0.4618823775956764
banana,sandstorm,MY,MG,0.4430293984932514,0.427531847811887
sick,safety,MY,A3,0.006846260388713721,0.006813578366716477
sick,mango,MY,A3,0.4233425354135697,0.4118727878967505
sick,justice,MY,A3,0.2928927154789114,0.2964198784652108
sick,sad,MY,A3,0.02505280982731506,0.02423919672058905
sick,tree,MY,A3,0.3990417459500739,0.38964326219860546
sick,peach,MY,A3,0.3202191839455688,0.3245175796702322
sick,angry,MY,A3,0.14112651704142198,0.1448984025402874
sick,peace,MY,A3,0.26914164245690886,0.27390008450874626
sick,happy,MY,A3,0.051823718131155605,0.05057986999936204
sick,lightning,MY,A3,0.08688052310449412,0.08605389122590934
sick,death,MY,A3,0.07175732619232544,0.0728839512068884
sick,banana,MY,A3,0.4984474753691239,0.503613468118419
sick,sandstorm,MY,A3,0.3809603438256698,0.37848213834383004
safety,mango,MY,A3,0.4111174642007781,0.39921879826725015
safety,justice,MY,A3,0.2956209859427512,0.29830580642610816
safety,sad,MY,A3,0.03182272524972429,0.030738344529731565
safety,tree,MY,A3,0.38645513156635647,0.37654880929169066
safety,peach,MY,A3,0.3094784009576659,0.3127115032946457
