country,concept_a,concept_b,color_1,color_2,A_to_C1,A_to_C2,B_to_C1,B_to_C2,mu_D,semantic_distance
mdg,angry,banana,A1,A2,0.3566,0.346,0.1342,0.179,0.0554,0.0769
mdg,angry,death,A1,A2,0.3566,0.346,0.7284,0.5956,-0.1222,0.1405
mdg,angry,happy,A1,A2,0.3566,0.346,0.199,0.241,0.0526,0.0675
mdg,angry,justice,A1,A2,0.3566,0.346,0.2456,0.392,0.157,0.1826
mdg,angry,lightning,A1,A2,0.3566,0.346,0.322,0.4078,0.0964,0.1087
mdg,angry,mango,A1,A2,0.3566,0.346,0.118,0.1832,0.0758,0.1058
mdg,angry,peace,A1,A2,0.3566,0.346,0.2756,0.2918,0.0268,0.0322
mdg,angry,peach,A1,A2,0.3566,0.346,0.243,0.215,-0.0174,0.0221
mdg,angry,sad,A1,A2,0.3566,0.346,0.6488,0.621,-0.0172,0.0194
mdg,angry,safety,A1,A2,0.3566,0.346,0.3688,0.223,-0.1352,0.1604
mdg,angry,sandstorm,A1,A2,0.3566,0.346,0.4604,0.5138,0.064,0.0694
mdg,angry,sick,A1,A2,0.3566,0.346,0.5234,0.5204,0.0076,0.0082
mdg,angry,tree,A1,A2,0.3566,0.346,0.2184,0.2534,0.0456,0.0575
mdg,banana,death,A1,A2,0.1342,0.179,0.7284,0.5956,-0.1776,0.2488
mdg,banana,happy,A1,A2,0.1342,0.179,0.199,0.241,-0.0028,0.0047
mdg,banana,justice,A1,A2,0.1342,0.179,0.2456,0.392,0.1016,0.1473
mdg,banana,lightning,A1,A2,0.1342,0.179,0.322,0.4078,0.041,0.0565
mdg,banana,mango,A1,A2,0.1342,0.179,0.118,0.1832,0.0204,0.0404
mdg,banana,peace,A1,A2,0.1342,0.179,0.2756,0.2918,-0.0286,0.0432
mdg,banana,peach,A1,A2,0.1342,0.179,0.243,0.215,-0.0728,0.1204
mdg,banana,sad,A1,A2,0.1342,0.179,0.6488,0.621,-0.0726,0.0994
mdg,banana,safety,A1,A2,0.1342,0.179,0.3688,0.223,-0.1906,0.2799
mdg,banana,sandstorm,A1,A2,0.1342,0.179,0.4604,0.5138,0.0086,0.0112
mdg,banana,sick,A1,A2,0.1342,0.179,0.5234,0.5204,-0.0478,0.0619
mdg,banana,tree,A1,A2,0.1342,0.179,0.2184,0.2534,-0.0098,0.0161
mdg,death,happy,A1,A2,0.7284,0.5956,0.199,0.241,0.1748,0.2262
mdg,death,justice,A1,A2,0.7284,0.5956,0.2456,0.392,0.2792,0.3239
mdg,death,lightning,A1,A2,0.7284,0.5956,0.322,0.4078,0.2186,0.2472
mdg,death,mango,A1,A2,0.7284,0.5956,0.118,0.1832,0.198,0.2782
mdg,death,peace,A1,A2,0.7284,0.5956,0.2756,0.2918,0.149,0.1805
mdg,death,peach,A1,A2,0.7284,0.5956,0.243,0.215,0.1048,0.1353
mdg,death,sad,A1,A2,0.7284,0.5956,0.6488,0.621,0.105,0.1199
mdg,death,safety,A1,A2,0.7284,0.5956,0.3688,0.223,-0.013,0.0158
mdg,death,sandstorm,A1,A2,0.7284,0.5956,0.4604,0.5138,0.1862,0.2028
mdg,death,sick,A1,A2,0.7284,0.5956,0.5234,0.5204,0.1298,0.1421
mdg,death,tree,A1,A2,0.7284,0.5956,0.2184,0.2534,0.1678,0.2133
mdg,happy,justice,A1,A2,0.199,0.241,0.2456,0.392,0.1044,0.139
mdg,happy,lightning,A1,A2,0.199,0.241,0.322,0.4078,0.0438,0.0558
mdg,happy,mango,A1,A2,0.199,0.241,0.118,0.1832,0.0232,0.0396
mdg,happy,peace,A1,A2,0.199,0.241,0.2756,0.2918,-0.0258,0.0355
mdg,happy,peach,A1,A2,0.199,0.241,0.243,0.215,-0.07,0.1039
mdg,happy,sad,A1,A2,0.199,0.241,0.6488,0.621,-0.0698,0.0885
mdg,happy,safety,A1,A2,0.199,0.241,0.3688,0.223,-0.1878,0.2528
mdg,happy,sandstorm,A1,A2,0.199,0.241,0.4604,0.5138,0.0114,0.0138
mdg,happy,sick,A1,A2,0.199,0.241,0.5234,0.5204,-0.045,0.0544
mdg,happy,tree,A1,A2,0.199,0.241,0.2184,0.2534,-0.007,0.0103
mdg,justice,lightning,A1,A2,0.2456,0.392,0.322,0.4078,-0.0606,0.0706
mdg,justice,mango,A1,A2,0.2456,0.392,0.118,0.1832,-0.0812,0.1189
mdg,justice,peace,A1,A2,0.2456,0.392,0.2756,0.2918,-0.1302,0.1608
mdg,justice,peach,A1,A2,0.2456,0.392,0.243,0.215,-0.1744,0.2275
mdg,justice,sad,A1,A2,0.2456,0.392,0.6488,0.621,-0.1742,0.2004
mdg,justice,safety,A1,A2,0.2456,0.392,0.3688,0.223,-0.2922,0.3495
mdg,justice,sandstorm,A1,A2,0.2456,0.392,0.4604,0.5138,-0.093,0.1036
mdg,justice,sick,A1,A2,0.2456,0.392,0.5234,0.5204,-0.1494,0.1655
mdg,justice,tree,A1,A2,0.2456,0.392,0.2184,0.2534,-0.1114,0.1453
mdg,lightning,mango,A1,A2,0.322,0.4078,0.118,0.1832,-0.0206,0.0286
mdg,lightning,peace,A1,A2,0.322,0.4078,0.2756,0.2918,-0.0696,0.0829
mdg,lightning,peach,A1,A2,0.322,0.4078,0.243,0.215,-0.1138,0.1429
mdg,lightning,sad,A1,A2,0.322,0.4078,0.6488,0.621,-0.1136,0.1269
mdg,lightning,safety,A1,A2,0.322,0.4078,0.3688,0.223,-0.2316,0.2698
mdg,lightning,sandstorm,A1,A2,0.322,0.4078,0.4604,0.5138,-0.0324,0.035
mdg,lightning,sick,A1,A2,0.322,0.4078,0.5234,0.5204,-0.0888,0.0956
mdg,lightning,tree,A1,A2,0.322,0.4078,0.2184,0.2534,-0.0508,0.0636
mdg,mango,peace,A1,A2,0.118,0.1832,0.2756,0.2918,-0.049,0.0745
mdg,mango,peach,A1,A2,0.118,0.1832,0.243,0.215,-0.0932,0.1552
mdg,mango,sad,A1,A2,0.118,0.1832,0.6488,0.621,-0.093,0.128
mdg,mango,safety,A1,A2,0.118,0.1832,0.3688,0.223,-0.211,0.3107
mdg,mango,sandstorm,A1,A2,0.118,0.1832,0.4604,0.5138,-0.0118,0.0154
mdg,mango,sick,A1,A2,0.118,0.1832,0.5234,0.5204,-0.0682,0.0888
mdg,mango,tree,A1,A2,0.118,0.1832,0.2184,0.2534,-0.0302,0.0499
mdg,peace,peach,A1,A2,0.2756,0.2918,0.243,0.215,-0.0442,0.0601
mdg,peace,sad,A1,A2,0.2756,0.2918,0.6488,0.621,-0.044,0.0523
mdg,peace,safety,A1,A2,0.2756,0.2918,0.3688,0.223,-0.162,0.2033
mdg,peace,sandstorm,A1,A2,0.2756,0.2918,0.4604,0.5138,0.0372,0.0424
mdg,peace,sick,A1,A2,0.2756,0.2918,0.5234,0.5204,-0.0192,0.0219
mdg,peace,tree,A1,A2,0.2756,0.2918,0.2184,0.2534,0.0188,0.0254
mdg,peach,sad,A1,A2,0.243,0.215,0.6488,0.621,2e-4,3e-4
mdg,peach,safety,A1,A2,0.243,0.215,0.3688,0.223,-0.1178,0.1584
mdg,peach,sandstorm,A1,A2,0.243,0.215,0.4604,0.5138,0.0814,0.0974
mdg,peach,sick,A1,A2,0.243,0.215,0.5234,0.5204,0.025,0.03
mdg,peach,tree,A1,A2,0.243,0.215,0.2184,0.2534,0.063,0.0913
mdg,sad,safety,A1,A2,0.6488,0.621,0.3688,0.223,-0.118,0.139
mdg,sad,sandstorm,A1,A2,0.6488,0.621,0.4604,0.5138,0.0812,0.0873
mdg,sad,sick,A1,A2,0.6488,0.621,0.5234,0.5204,0.0248,0.0267
mdg,sad,tree,A1,A2,0.6488,0.621,0.2184,0.2534,0.0628,0.0783
mdg,safety,sandstorm,A1,A2,0.3688,0.223,0.4604,0.5138,0.1992,0.2231
mdg,safety,sick,A1,A2,0.3688,0.223,0.5234,0.5204,0.1428,0.1608
mdg,safety,tree,A1,A2,0.3688,0.223,0.2184,0.2534,0.1808,0.2389
mdg,sandstorm,sick,A1,A2,0.4604,0.5138,0.5234,0.5204,-0.0564,0.0585
mdg,sandstorm,tree,A1,A2,0.4604,0.5138,0.2184,0.2534,-0.0184,0.0219
mdg,sick,tree,A1,A2,0.5234,0.5204,0.2184,0.2534,0.038,0.0452
mdg,angry,banana,A1,A3,0.3566,0.2608,0.1342,0.187,0.1486,0.2139
mdg,angry,death,A1,A3,0.3566,0.2608,0.7284,0.424,-0.2086,0.2449
mdg,angry,happy,A1,A3,0.3566,0.2608,0.199,0.5554,0.4522,0.5158
mdg,angry,justice,A1,A3,0.3566,0.2608,0.2456,0.69,0.5402,0.6053
mdg,angry,lightning,A1,A3,0.3566,0.2608,0.322,0.4028,0.1766,0.2047
mdg,angry,mango,A1,A3,0.3566,0.2608,0.118,0.1944,0.1722,0.248
mdg,angry,peace,A1,A3,0.3566,0.2608,0.2756,0.7084,0.5286,0.5917
mdg,angry,peach,A1,A3,0.3566,0.2608,0.243,0.23,0.0828,0.1086
mdg,angry,sad,A1,A3,0.3566,0.2608,0.6488,0.4436,-0.1094,0.1254
mdg,angry,safety,A1,A3,0.3566,0.2608,0.3688,0.4706,0.1976,0.2226
mdg,angry,sandstorm,A1,A3,0.3566,0.2608,0.4604,0.3534,-0.0112,0.0129
mdg,angry,sick,A1,A3,0.3566,0.2608,0.5234,0.4454,0.0178,0.02
mdg,angry,tree,A1,A3,0.3566,0.2608,0.2184,0.1714,0.0488,0.0677
mdg,banana,death,A1,A3,0.1342,0.187,0.7284,0.424,-0.3572,0.4715
mdg,banana,happy,A1,A3,0.1342,0.187,0.199,0.5554,0.3036,0.426
mdg,banana,justice,A1,A3,0.1342,0.187,0.2456,0.69,0.3916,0.5434
mdg,banana,lightning,A1,A3,0.1342,0.187,0.322,0.4028,0.028,0.0385
mdg,banana,mango,A1,A3,0.1342,0.187,0.118,0.1944,0.0236,0.0456
mdg,banana,peace,A1,A3,0.1342,0.187,0.2756,0.7084,0.38,0.5253
mdg,banana,peach,A1,A3,0.1342,0.187,0.243,0.23,-0.0658,0.1065
mdg,banana,sad,A1,A3,0.1342,0.187,0.6488,0.4436,-0.258,0.3352
mdg,banana,safety,A1,A3,0.1342,0.187,0.3688,0.4706,0.049,0.0649
mdg,banana,sandstorm,A1,A3,0.1342,0.187,0.4604,0.3534,-0.1598,0.2109
mdg,banana,sick,A1,A3,0.1342,0.187,0.5234,0.4454,-0.1308,0.1682
mdg,banana,tree,A1,A3,0.1342,0.187,0.2184,0.1714,-0.0998,0.175
mdg,death,happy,A1,A3,0.7284,0.424,0.199,0.5554,0.6608,0.6813
mdg,death,justice,A1,A3,0.7284,0.424,0.2456,0.69,0.7488,0.7497
mdg,death,lightning,A1,A3,0.7284,0.424,0.322,0.4028,0.3852,0.42
mdg,death,mango,A1,A3,0.7284,0.424,0.118,0.1944,0.3808,0.5004
mdg,death,peace,A1,A3,0.7284,0.424,0.2756,0.7084,0.7372,0.7391
mdg,death,peach,A1,A3,0.7284,0.424,0.243,0.23,0.2914,0.3597
mdg,death,sad,A1,A3,0.7284,0.424,0.6488,0.4436,0.0992,0.1114
mdg,death,safety,A1,A3,0.7284,0.424,0.3688,0.4706,0.4062,0.4305
mdg,death,sandstorm,A1,A3,0.7284,0.424,0.4604,0.3534,0.1974,0.2189
mdg,death,sick,A1,A3,0.7284,0.424,0.5234,0.4454,0.2264,0.245
mdg,death,tree,A1,A3,0.7284,0.424,0.2184,0.1714,0.2574,0.336
mdg,happy,justice,A1,A3,0.199,0.5554,0.2456,0.69,0.088,0.1114
mdg,happy,lightning,A1,A3,0.199,0.5554,0.322,0.4028,-0.2756,0.3171
mdg,happy,mango,A1,A3,0.199,0.5554,0.118,0.1944,-0.28,0.3977
mdg,happy,peace,A1,A3,0.199,0.5554,0.2756,0.7084,0.0764,0.0961
mdg,happy,peach,A1,A3,0.199,0.5554,0.243,0.23,-0.3694,0.4622
mdg,happy,sad,A1,A3,0.199,0.5554,0.6488,0.4436,-0.5616,0.5861
mdg,happy,safety,A1,A3,0.199,0.5554,0.3688,0.4706,-0.2546,0.2866
mdg,happy,sandstorm,A1,A3,0.199,0.5554,0.4604,0.3534,-0.4634,0.4986
mdg,happy,sick,A1,A3,0.199,0.5554,0.5234,0.4454,-0.4344,0.4622
mdg,happy,tree,A1,A3,0.199,0.5554,0.2184,0.1714,-0.4034,0.523
mdg,justice,lightning,A1,A3,0.2456,0.69,0.322,0.4028,-0.3636,0.4163
mdg,justice,mango,A1,A3,0.2456,0.69,0.118,0.1944,-0.368,0.5181
mdg,justice,peace,A1,A3,0.2456,0.69,0.2756,0.7084,-0.0116,0.0149
mdg,justice,peach,A1,A3,0.2456,0.69,0.243,0.23,-0.4574,0.5642
mdg,justice,sad,A1,A3,0.2456,0.69,0.6488,0.4436,-0.6496,0.6631
mdg,justice,safety,A1,A3,0.2456,0.69,0.3688,0.4706,-0.3426,0.3844
mdg,justice,sandstorm,A1,A3,0.2456,0.69,0.4604,0.3534,-0.5514,0.5837
mdg,justice,sick,A1,A3,0.2456,0.69,0.5234,0.4454,-0.5224,0.5481
mdg,justice,tree,A1,A3,0.2456,0.69,0.2184,0.1714,-0.4914,0.625
mdg,lightning,mango,A1,A3,0.322,0.4028,0.118,0.1944,-0.0044,0.0061
mdg,lightning,peace,A1,A3,0.322,0.4028,0.2756,0.7084,0.352,0.4019
mdg,lightning,peach,A1,A3,0.322,0.4028,0.243,0.23,-0.0938,0.1172
mdg,lightning,sad,A1,A3,0.322,0.4028,0.6488,0.4436,-0.286,0.3089
mdg,lightning,safety,A1,A3,0.322,0.4028,0.3688,0.4706,0.021,0.0231
mdg,lightning,sandstorm,A1,A3,0.322,0.4028,0.4604,0.3534,-0.1878,0.2054
mdg,lightning,sick,A1,A3,0.322,0.4028,0.5234,0.4454,-0.1588,0.1707
mdg,lightning,tree,A1,A3,0.322,0.4028,0.2184,0.1714,-0.1278,0.167
mdg,mango,peace,A1,A3,0.118,0.1944,0.2756,0.7084,0.3564,0.4997
mdg,mango,peach,A1,A3,0.118,0.1944,0.243,0.23,-0.0894,0.1453
mdg,mango,sad,A1,A3,0.118,0.1944,0.6488,0.4436,-0.2816,0.3652
mdg,mango,safety,A1,A3,0.118,0.1944,0.3688,0.4706,0.0254,0.0338
mdg,mango,sandstorm,A1,A3,0.118,0.1944,0.4604,0.3534,-0.1834,0.2421
mdg,mango,sick,A1,A3,0.118,0.1944,0.5234,0.4454,-0.1544,0.1988
mdg,mango,tree,A1,A3,0.118,0.1944,0.2184,0.1714,-0.1234,0.217
mdg,peace,peach,A1,A3,0.2756,0.7084,0.243,0.23,-0.4458,0.5486
mdg,peace,sad,A1,A3,0.2756,0.7084,0.6488,0.4436,-0.638,0.6514
mdg,peace,safety,A1,A3,0.2756,0.7084,0.3688,0.4706,-0.331,0.3702
mdg,peace,sandstorm,A1,A3,0.2756,0.7084,0.4604,0.3534,-0.5398,0.5709
mdg,peace,sick,A1,A3,0.2756,0.7084,0.5234,0.4454,-0.5108,0.5353
mdg,peace,tree,A1,A3,0.2756,0.7084,0.2184,0.1714,-0.4798,0.6091
mdg,peach,sad,A1,A3,0.243,0.23,0.6488,0.4436,-0.1922,0.2326
mdg,peach,safety,A1,A3,0.243,0.23,0.3688,0.4706,0.1148,0.1389
mdg,peach,sandstorm,A1,A3,0.243,0.23,0.4604,0.3534,-0.094,0.1147
mdg,peach,sick,A1,A3,0.243,0.23,0.5234,0.4454,-0.065,0.0775
mdg,peach,tree,A1,A3,0.243,0.23,0.2184,0.1714,-0.034,0.052
mdg,sad,safety,A1,A3,0.6488,0.4436,0.3688,0.4706,0.307,0.323
mdg,sad,sandstorm,A1,A3,0.6488,0.4436,0.4604,0.3534,0.0982,0.1065
mdg,sad,sick,A1,A3,0.6488,0.4436,0.5234,0.4454,0.1272,0.135
mdg,sad,tree,A1,A3,0.6488,0.4436,0.2184,0.1714,0.1582,0.2014
mdg,safety,sandstorm,A1,A3,0.3688,0.4706,0.4604,0.3534,-0.2088,0.2225
mdg,safety,sick,A1,A3,0.3688,0.4706,0.5234,0.4454,-0.1798,0.1886
mdg,safety,tree,A1,A3,0.3688,0.4706,0.2184,0.1714,-0.1488,0.1877
mdg,sandstorm,sick,A1,A3,0.4604,0.3534,0.5234,0.4454,0.029,0.0308
mdg,sandstorm,tree,A1,A3,0.4604,0.3534,0.2184,0.1714,0.06,0.0768
mdg,sick,tree,A1,A3,0.5234,0.4454,0.2184,0.1714,0.031,0.0386
mdg,angry,banana,A1,BK,0.3566,0.5532,0.1342,0.148,-0.1828,0.2463
mdg,angry,death,A1,BK,0.3566,0.5532,0.7284,0.8658,-0.0592,0.0751
mdg,angry,happy,A1,BK,0.3566,0.5532,0.199,0.1658,-0.2298,0.2924
mdg,angry,justice,A1,BK,0.3566,0.5532,0.2456,0.309,-0.1332,0.1558
mdg,angry,lightning,A1,BK,0.3566,0.5532,0.322,0.3692,-0.1494,0.1655
mdg,angry,mango,A1,BK,0.3566,0.5532,0.118,0.1468,-0.1678,0.2289
mdg,angry,peace,A1,BK,0.3566,0.5532,0.2756,0.2002,-0.272,0.3235
mdg,angry,peach,A1,BK,0.3566,0.5532,0.243,0.2016,-0.238,0.2894
mdg,angry,sad,A1,BK,0.3566,0.5532,0.6488,0.738,-0.1074,0.123
mdg,angry,safety,A1,BK,0.3566,0.5532,0.3688,0.3978,-0.1676,0.1813
mdg,angry,sandstorm,A1,BK,0.3566,0.5532,0.4604,0.4714,-0.1856,0.1953
mdg,angry,sick,A1,BK,0.3566,0.5532,0.5234,0.5416,-0.1784,0.1879
mdg,angry,tree,A1,BK,0.3566,0.5532,0.2184,0.254,-0.161,0.1953
mdg,banana,death,A1,BK,0.1342,0.148,0.7284,0.8658,0.1236,0.2207
mdg,banana,happy,A1,BK,0.1342,0.148,0.199,0.1658,-0.047,0.0894
mdg,banana,justice,A1,BK,0.1342,0.148,0.2456,0.309,0.0496,0.0776
mdg,banana,lightning,A1,BK,0.1342,0.148,0.322,0.3692,0.0334,0.0477
mdg,banana,mango,A1,BK,0.1342,0.148,0.118,0.1468,0.015,0.0329
mdg,banana,peace,A1,BK,0.1342,0.148,0.2756,0.2002,-0.0892,0.1491
mdg,banana,peach,A1,BK,0.1342,0.148,0.243,0.2016,-0.0552,0.0956
mdg,banana,sad,A1,BK,0.1342,0.148,0.6488,0.738,0.0754,0.113
mdg,banana,safety,A1,BK,0.1342,0.148,0.3688,0.3978,0.0152,0.021
mdg,banana,sandstorm,A1,BK,0.1342,0.148,0.4604,0.4714,-0.0028,0.0037
mdg,banana,sick,A1,BK,0.1342,0.148,0.5234,0.5416,0.0044,0.0058
mdg,banana,tree,A1,BK,0.1342,0.148,0.2184,0.254,0.0218,0.0367
mdg,death,happy,A1,BK,0.7284,0.8658,0.199,0.1658,-0.1706,0.2777
mdg,death,justice,A1,BK,0.7284,0.8658,0.2456,0.309,-0.074,0.105
mdg,death,lightning,A1,BK,0.7284,0.8658,0.322,0.3692,-0.0902,0.1184
mdg,death,mango,A1,BK,0.7284,0.8658,0.118,0.1468,-0.1086,0.1979
mdg,death,peace,A1,BK,0.7284,0.8658,0.2756,0.2002,-0.2128,0.3123
mdg,death,peach,A1,BK,0.7284,0.8658,0.243,0.2016,-0.1788,0.2709
mdg,death,sad,A1,BK,0.7284,0.8658,0.6488,0.738,-0.0482,0.0662
mdg,death,safety,A1,BK,0.7284,0.8658,0.3688,0.3978,-0.1084,0.1379
mdg,death,sandstorm,A1,BK,0.7284,0.8658,0.4604,0.4714,-0.1264,0.1549
mdg,death,sick,A1,BK,0.7284,0.8658,0.5234,0.5416,-0.1192,0.1462
mdg,death,tree,A1,BK,0.7284,0.8658,0.2184,0.254,-0.1018,0.1528
mdg,happy,justice,A1,BK,0.199,0.1658,0.2456,0.309,0.0966,0.1411
mdg,happy,lightning,A1,BK,0.199,0.1658,0.322,0.3692,0.0804,0.1085
mdg,happy,mango,A1,BK,0.199,0.1658,0.118,0.1468,0.062,0.12
mdg,happy,peace,A1,BK,0.199,0.1658,0.2756,0.2002,-0.0422,0.0658
mdg,happy,peach,A1,BK,0.199,0.1658,0.243,0.2016,-0.0082,0.0132
mdg,happy,sad,A1,BK,0.199,0.1658,0.6488,0.738,0.1224,0.172
mdg,happy,safety,A1,BK,0.199,0.1658,0.3688,0.3978,0.0622,0.0814
mdg,happy,sandstorm,A1,BK,0.199,0.1658,0.4604,0.4714,0.0442,0.0558
mdg,happy,sick,A1,BK,0.199,0.1658,0.5234,0.5416,0.0514,0.0648
mdg,happy,tree,A1,BK,0.199,0.1658,0.2184,0.254,0.0688,0.1074
mdg,justice,lightning,A1,BK,0.2456,0.309,0.322,0.3692,-0.0162,0.0197
mdg,justice,mango,A1,BK,0.2456,0.309,0.118,0.1468,-0.0346,0.0549
mdg,justice,peace,A1,BK,0.2456,0.309,0.2756,0.2002,-0.1388,0.1868
mdg,justice,peach,A1,BK,0.2456,0.309,0.243,0.2016,-0.1048,0.1445
mdg,justice,sad,A1,BK,0.2456,0.309,0.6488,0.738,0.0258,0.0325
mdg,justice,safety,A1,BK,0.2456,0.309,0.3688,0.3978,-0.0344,0.0407
mdg,justice,sandstorm,A1,BK,0.2456,0.309,0.4604,0.4714,-0.0524,0.0601
mdg,justice,sick,A1,BK,0.2456,0.309,0.5234,0.5416,-0.0452,0.0518
mdg,justice,tree,A1,BK,0.2456,0.309,0.2184,0.254,-0.0278,0.0378
mdg,lightning,mango,A1,BK,0.322,0.3692,0.118,0.1468,-0.0184,0.0266
mdg,lightning,peace,A1,BK,0.322,0.3692,0.2756,0.2002,-0.1226,0.1543
mdg,lightning,peach,A1,BK,0.322,0.3692,0.243,0.2016,-0.0886,0.1138
mdg,lightning,sad,A1,BK,0.322,0.3692,0.6488,0.738,0.042,0.0497
mdg,lightning,safety,A1,BK,0.322,0.3692,0.3688,0.3978,-0.0182,0.0204
mdg,lightning,sandstorm,A1,BK,0.322,0.3692,0.4604,0.4714,-0.0362,0.0395
mdg,lightning,sick,A1,BK,0.322,0.3692,0.5234,0.5416,-0.029,0.0316
mdg,lightning,tree,A1,BK,0.322,0.3692,0.2184,0.254,-0.0116,0.0147
mdg,mango,peace,A1,BK,0.118,0.1468,0.2756,0.2002,-0.1042,0.1765
mdg,mango,peach,A1,BK,0.118,0.1468,0.243,0.2016,-0.0702,0.1233
mdg,mango,sad,A1,BK,0.118,0.1468,0.6488,0.738,0.0604,0.0917
mdg,mango,safety,A1,BK,0.118,0.1468,0.3688,0.3978,2e-4,3e-4
mdg,mango,sandstorm,A1,BK,0.118,0.1468,0.4604,0.4714,-0.0178,0.0238
mdg,mango,sick,A1,BK,0.118,0.1468,0.5234,0.5416,-0.0106,0.0142
mdg,mango,tree,A1,BK,0.118,0.1468,0.2184,0.254,0.0068,0.0116
mdg,peace,peach,A1,BK,0.2756,0.2002,0.243,0.2016,0.034,0.0497
mdg,peace,sad,A1,BK,0.2756,0.2002,0.6488,0.738,0.1646,0.2141
mdg,peace,safety,A1,BK,0.2756,0.2002,0.3688,0.3978,0.1044,0.128
mdg,peace,sandstorm,A1,BK,0.2756,0.2002,0.4604,0.4714,0.0864,0.1026
mdg,peace,sick,A1,BK,0.2756,0.2002,0.5234,0.5416,0.0936,0.1111
mdg,peace,tree,A1,BK,0.2756,0.2002,0.2184,0.254,0.111,0.1581
mdg,peach,sad,A1,BK,0.243,0.2016,0.6488,0.738,0.1306,0.1739
mdg,peach,safety,A1,BK,0.243,0.2016,0.3688,0.3978,0.0704,0.0879
mdg,peach,sandstorm,A1,BK,0.243,0.2016,0.4604,0.4714,0.0524,0.0633
mdg,peach,sick,A1,BK,0.243,0.2016,0.5234,0.5416,0.0596,0.072
mdg,peach,tree,A1,BK,0.243,0.2016,0.2184,0.254,0.077,0.1126
mdg,sad,safety,A1,BK,0.6488,0.738,0.3688,0.3978,-0.0602,0.0695
mdg,sad,sandstorm,A1,BK,0.6488,0.738,0.4604,0.4714,-0.0782,0.0876
mdg,sad,sick,A1,BK,0.6488,0.738,0.5234,0.5416,-0.071,0.0795
mdg,sad,tree,A1,BK,0.6488,0.738,0.2184,0.254,-0.0536,0.0706
mdg,safety,sandstorm,A1,BK,0.3688,0.3978,0.4604,0.4714,-0.018,0.0192
mdg,safety,sick,A1,BK,0.3688,0.3978,0.5234,0.5416,-0.0108,0.0115
mdg,safety,tree,A1,BK,0.3688,0.3978,0.2184,0.254,0.0066,0.0081
mdg,sandstorm,sick,A1,BK,0.4604,0.4714,0.5234,0.5416,0.0072,0.0075
mdg,sandstorm,tree,A1,BK,0.4604,0.4714,0.2184,0.254,0.0246,0.0293
mdg,sick,tree,A1,BK,0.5234,0.5416,0.2184,0.254,0.0174,0.0207
mdg,angry,banana,A1,DB,0.3566,0.21,0.1342,0.1018,0.1142,0.1836
mdg,angry,death,A1,DB,0.3566,0.21,0.7284,0.1568,-0.425,0.5445
mdg,angry,happy,A1,DB,0.3566,0.21,0.199,0.4474,0.395,0.4701
mdg,angry,justice,A1,DB,0.3566,0.21,0.2456,0.3148,0.2158,0.2731
mdg,angry,lightning,A1,DB,0.3566,0.21,0.322,0.3332,0.1578,0.1923
mdg,angry,mango,A1,DB,0.3566,0.21,0.118,0.237,0.2656,0.3761
mdg,angry,peace,A1,DB,0.3566,0.21,0.2756,0.2616,0.1326,0.1719
mdg,angry,peach,A1,DB,0.3566,0.21,0.243,0.2244,0.128,0.1732
mdg,angry,sad,A1,DB,0.3566,0.21,0.6488,0.225,-0.2772,0.3448
mdg,angry,safety,A1,DB,0.3566,0.21,0.3688,0.3774,0.1552,0.183
mdg,angry,sandstorm,A1,DB,0.3566,0.21,0.4604,0.1752,-0.1386,0.1765
mdg,angry,sick,A1,DB,0.3566,0.21,0.5234,0.2758,-0.101,0.1221
mdg,angry,tree,A1,DB,0.3566,0.21,0.2184,0.1824,0.1106,0.157
mdg,banana,death,A1,DB,0.1342,0.1018,0.7284,0.1568,-0.5392,0.7886
mdg,banana,happy,A1,DB,0.1342,0.1018,0.199,0.4474,0.2808,0.4203
mdg,banana,justice,A1,DB,0.1342,0.1018,0.2456,0.3148,0.1016,0.1631
mdg,banana,lightning,A1,DB,0.1342,0.1018,0.322,0.3332,0.0436,0.0654
mdg,banana,mango,A1,DB,0.1342,0.1018,0.118,0.237,0.1514,0.2994
mdg,banana,peace,A1,DB,0.1342,0.1018,0.2756,0.2616,0.0184,0.0303
mdg,banana,peach,A1,DB,0.1342,0.1018,0.243,0.2244,0.0138,0.0244
mdg,banana,sad,A1,DB,0.1342,0.1018,0.6488,0.225,-0.3914,0.5689
mdg,banana,safety,A1,DB,0.1342,0.1018,0.3688,0.3774,0.041,0.0586
mdg,banana,sandstorm,A1,DB,0.1342,0.1018,0.4604,0.1752,-0.2528,0.3885
mdg,banana,sick,A1,DB,0.1342,0.1018,0.5234,0.2758,-0.2152,0.3085
mdg,banana,tree,A1,DB,0.1342,0.1018,0.2184,0.1824,-0.0036,0.0069
mdg,death,happy,A1,DB,0.7284,0.1568,0.199,0.4474,0.82,0.8407
mdg,death,justice,A1,DB,0.7284,0.1568,0.2456,0.3148,0.6408,0.7382
mdg,death,lightning,A1,DB,0.7284,0.1568,0.322,0.3332,0.5828,0.6657
mdg,death,mango,A1,DB,0.7284,0.1568,0.118,0.237,0.6906,0.8435
mdg,death,peace,A1,DB,0.7284,0.1568,0.2756,0.2616,0.5576,0.6778
mdg,death,peach,A1,DB,0.7284,0.1568,0.243,0.2244,0.553,0.6986
mdg,death,sad,A1,DB,0.7284,0.1568,0.6488,0.225,0.1478,0.2032
mdg,death,safety,A1,DB,0.7284,0.1568,0.3688,0.3774,0.5802,0.6449
mdg,death,sandstorm,A1,DB,0.7284,0.1568,0.4604,0.1752,0.2864,0.3818
