country,concept_a,concept_b,color_1,color_2,A_to_C1,A_to_C2,B_to_C1,B_to_C2,mu_D,semantic_distance
mdg,death,tree,DR,SG,0.3004,0.108,0.1658,0.7024,0.729,0.8349
mdg,happy,justice,DR,SG,0.2998,0.4842,0.3786,0.2804,-0.2826,0.3166
mdg,happy,lightning,DR,SG,0.2998,0.4842,0.4314,0.1712,-0.4446,0.4959
mdg,happy,mango,DR,SG,0.2998,0.4842,0.1978,0.6026,0.2204,0.258
mdg,happy,peace,DR,SG,0.2998,0.4842,0.2166,0.4092,0.0082,0.0097
mdg,happy,peach,DR,SG,0.2998,0.4842,0.3834,0.5014,-0.0664,0.0725
mdg,happy,sad,DR,SG,0.2998,0.4842,0.331,0.165,-0.3504,0.4141
mdg,happy,safety,DR,SG,0.2998,0.4842,0.4026,0.4418,-0.1452,0.1575
mdg,happy,sandstorm,DR,SG,0.2998,0.4842,0.2612,0.1528,-0.2928,0.365
mdg,happy,sick,DR,SG,0.2998,0.4842,0.4266,0.2636,-0.3474,0.3826
mdg,happy,tree,DR,SG,0.2998,0.4842,0.1658,0.7024,0.3522,0.4217
mdg,justice,lightning,DR,SG,0.3786,0.2804,0.4314,0.1712,-0.162,0.1978
mdg,justice,mango,DR,SG,0.3786,0.2804,0.1978,0.6026,0.503,0.5604
mdg,justice,peace,DR,SG,0.3786,0.2804,0.2166,0.4092,0.2908,0.3408
mdg,justice,peach,DR,SG,0.3786,0.2804,0.3834,0.5014,0.2162,0.2382
mdg,justice,sad,DR,SG,0.3786,0.2804,0.331,0.165,-0.0678,0.0866
mdg,justice,safety,DR,SG,0.3786,0.2804,0.4026,0.4418,0.1374,0.1527
mdg,justice,sandstorm,DR,SG,0.3786,0.2804,0.2612,0.1528,-0.0102,0.0136
mdg,justice,sick,DR,SG,0.3786,0.2804,0.4266,0.2636,-0.0648,0.0762
mdg,justice,tree,DR,SG,0.3786,0.2804,0.1658,0.7024,0.6348,0.6989
mdg,lightning,mango,DR,SG,0.4314,0.1712,0.1978,0.6026,0.665,0.7154
mdg,lightning,peace,DR,SG,0.4314,0.1712,0.2166,0.4092,0.4528,0.5274
mdg,lightning,peach,DR,SG,0.4314,0.1712,0.3834,0.5014,0.3782,0.4183
mdg,lightning,sad,DR,SG,0.4314,0.1712,0.331,0.165,0.0942,0.1262
mdg,lightning,safety,DR,SG,0.4314,0.1712,0.4026,0.4418,0.2994,0.3371
mdg,lightning,sandstorm,DR,SG,0.4314,0.1712,0.2612,0.1528,0.1518,0.2121
mdg,lightning,sick,DR,SG,0.4314,0.1712,0.4266,0.2636,0.0972,0.119
mdg,lightning,tree,DR,SG,0.4314,0.1712,0.1658,0.7024,0.7968,0.8286
mdg,mango,peace,DR,SG,0.1978,0.6026,0.2166,0.4092,-0.2122,0.2619
mdg,mango,peach,DR,SG,0.1978,0.6026,0.3834,0.5014,-0.2868,0.3222
mdg,mango,sad,DR,SG,0.1978,0.6026,0.331,0.165,-0.5708,0.6606
mdg,mango,safety,DR,SG,0.1978,0.6026,0.4026,0.4418,-0.3656,0.4034
mdg,mango,sandstorm,DR,SG,0.1978,0.6026,0.2612,0.1528,-0.5132,0.6329
mdg,mango,sick,DR,SG,0.1978,0.6026,0.4266,0.2636,-0.5678,0.6151
mdg,mango,tree,DR,SG,0.1978,0.6026,0.1658,0.7024,0.1318,0.1776
mdg,peace,peach,DR,SG,0.2166,0.4092,0.3834,0.5014,-0.0746,0.0851
mdg,peace,sad,DR,SG,0.2166,0.4092,0.331,0.165,-0.3586,0.4455
mdg,peace,safety,DR,SG,0.2166,0.4092,0.4026,0.4418,-0.1534,0.1738
mdg,peace,sandstorm,DR,SG,0.2166,0.4092,0.2612,0.1528,-0.301,0.397
mdg,peace,sick,DR,SG,0.2166,0.4092,0.4266,0.2636,-0.3556,0.4089
mdg,peace,tree,DR,SG,0.2166,0.4092,0.1658,0.7024,0.344,0.4358
mdg,peach,sad,DR,SG,0.3834,0.5014,0.331,0.165,-0.284,0.3307
mdg,peach,safety,DR,SG,0.3834,0.5014,0.4026,0.4418,-0.0788,0.0837
mdg,peach,sandstorm,DR,SG,0.3834,0.5014,0.2612,0.1528,-0.2264,0.2767
mdg,peach,sick,DR,SG,0.3834,0.5014,0.4266,0.2636,-0.281,0.3055
mdg,peach,tree,DR,SG,0.3834,0.5014,0.1658,0.7024,0.4186,0.4769
mdg,sad,safety,DR,SG,0.331,0.165,0.4026,0.4418,0.2052,0.2422
mdg,sad,sandstorm,DR,SG,0.331,0.165,0.2612,0.1528,0.0576,0.0853
mdg,sad,sick,DR,SG,0.331,0.165,0.4266,0.2636,0.003,0.0038
mdg,sad,tree,DR,SG,0.331,0.165,0.1658,0.7024,0.7026,0.7928
mdg,safety,sandstorm,DR,SG,0.4026,0.4418,0.2612,0.1528,-0.1476,0.1824
mdg,safety,sick,DR,SG,0.4026,0.4418,0.4266,0.2636,-0.2022,0.2224
mdg,safety,tree,DR,SG,0.4026,0.4418,0.1658,0.7024,0.4974,0.5516
mdg,sandstorm,sick,DR,SG,0.2612,0.1528,0.4266,0.2636,-0.0546,0.0726
mdg,sandstorm,tree,DR,SG,0.2612,0.1528,0.1658,0.7024,0.645,0.7796
mdg,sick,tree,DR,SG,0.4266,0.2636,0.1658,0.7024,0.6996,0.7434
mdg,angry,banana,DR,SH,0.6368,0.247,0.1314,0.6356,0.894,0.86
mdg,angry,death,DR,SH,0.6368,0.247,0.3004,0.1642,0.2536,0.3282
mdg,angry,happy,DR,SH,0.6368,0.247,0.2998,0.5226,0.6126,0.6331
mdg,angry,justice,DR,SH,0.6368,0.247,0.3786,0.3374,0.3486,0.3932
mdg,angry,lightning,DR,SH,0.6368,0.247,0.4314,0.2946,0.253,0.2927
mdg,angry,mango,DR,SH,0.6368,0.247,0.1978,0.5518,0.7438,0.7525
mdg,angry,peace,DR,SH,0.6368,0.247,0.2166,0.4102,0.5834,0.6343
mdg,angry,peach,DR,SH,0.6368,0.247,0.3834,0.3626,0.369,0.4103
mdg,angry,sad,DR,SH,0.6368,0.247,0.331,0.1758,0.2346,0.2984
mdg,angry,safety,DR,SH,0.6368,0.247,0.4026,0.4042,0.3914,0.4264
mdg,angry,sandstorm,DR,SH,0.6368,0.247,0.2612,0.2592,0.3878,0.4682
mdg,angry,sick,DR,SH,0.6368,0.247,0.4266,0.2192,0.1824,0.2216
mdg,angry,tree,DR,SH,0.6368,0.247,0.1658,0.4124,0.6364,0.6896
mdg,banana,death,DR,SH,0.1314,0.6356,0.3004,0.1642,-0.6404,0.7518
mdg,banana,happy,DR,SH,0.1314,0.6356,0.2998,0.5226,-0.2814,0.3396
mdg,banana,justice,DR,SH,0.1314,0.6356,0.3786,0.3374,-0.5454,0.6069
mdg,banana,lightning,DR,SH,0.1314,0.6356,0.4314,0.2946,-0.641,0.6872
mdg,banana,mango,DR,SH,0.1314,0.6356,0.1978,0.5518,-0.1502,0.1969
mdg,banana,peace,DR,SH,0.1314,0.6356,0.2166,0.4102,-0.3106,0.3927
mdg,banana,peach,DR,SH,0.1314,0.6356,0.3834,0.3626,-0.525,0.5836
mdg,banana,sad,DR,SH,0.1314,0.6356,0.331,0.1758,-0.6594,0.7532
mdg,banana,safety,DR,SH,0.1314,0.6356,0.4026,0.4042,-0.5026,0.5551
mdg,banana,sandstorm,DR,SH,0.1314,0.6356,0.2612,0.2592,-0.5062,0.619
mdg,banana,sick,DR,SH,0.1314,0.6356,0.4266,0.2192,-0.7116,0.7583
mdg,banana,tree,DR,SH,0.1314,0.6356,0.1658,0.4124,-0.2576,0.3401
mdg,death,happy,DR,SH,0.3004,0.1642,0.2998,0.5226,0.359,0.429
mdg,death,justice,DR,SH,0.3004,0.1642,0.3786,0.3374,0.095,0.1195
mdg,death,lightning,DR,SH,0.3004,0.1642,0.4314,0.2946,-6e-4,8e-4
mdg,death,mango,DR,SH,0.3004,0.1642,0.1978,0.5518,0.4902,0.5899
mdg,death,peace,DR,SH,0.3004,0.1642,0.2166,0.4102,0.3298,0.4193
mdg,death,peach,DR,SH,0.3004,0.1642,0.3834,0.3626,0.1154,0.1433
mdg,death,sad,DR,SH,0.3004,0.1642,0.331,0.1758,-0.019,0.027
mdg,death,safety,DR,SH,0.3004,0.1642,0.4026,0.4042,0.1378,0.1676
mdg,death,sandstorm,DR,SH,0.3004,0.1642,0.2612,0.2592,0.1342,0.1861
mdg,death,sick,DR,SH,0.3004,0.1642,0.4266,0.2192,-0.0712,0.0944
mdg,death,tree,DR,SH,0.3004,0.1642,0.1658,0.4124,0.3828,0.4922
mdg,happy,justice,DR,SH,0.2998,0.5226,0.3786,0.3374,-0.264,0.2906
mdg,happy,lightning,DR,SH,0.2998,0.5226,0.4314,0.2946,-0.3596,0.3899
mdg,happy,mango,DR,SH,0.2998,0.5226,0.1978,0.5518,0.1312,0.1539
mdg,happy,peace,DR,SH,0.2998,0.5226,0.2166,0.4102,-0.0292,0.0344
mdg,happy,peach,DR,SH,0.2998,0.5226,0.3834,0.3626,-0.2436,0.2666
mdg,happy,sad,DR,SH,0.2998,0.5226,0.331,0.1758,-0.378,0.4411
mdg,happy,safety,DR,SH,0.2998,0.5226,0.4026,0.4042,-0.2212,0.2394
mdg,happy,sandstorm,DR,SH,0.2998,0.5226,0.2612,0.2592,-0.2248,0.2689
mdg,happy,sick,DR,SH,0.2998,0.5226,0.4266,0.2192,-0.4302,0.4725
mdg,happy,tree,DR,SH,0.2998,0.5226,0.1658,0.4124,0.0238,0.0287
mdg,justice,lightning,DR,SH,0.3786,0.3374,0.4314,0.2946,-0.0956,0.1081
mdg,justice,mango,DR,SH,0.3786,0.3374,0.1978,0.5518,0.3952,0.4422
mdg,justice,peace,DR,SH,0.3786,0.3374,0.2166,0.4102,0.2348,0.2717
mdg,justice,peach,DR,SH,0.3786,0.3374,0.3834,0.3626,0.0204,0.0228
mdg,justice,sad,DR,SH,0.3786,0.3374,0.331,0.1758,-0.114,0.1403
mdg,justice,safety,DR,SH,0.3786,0.3374,0.4026,0.4042,0.0428,0.0471
mdg,justice,sandstorm,DR,SH,0.3786,0.3374,0.2612,0.2592,0.0392,0.0479
mdg,justice,sick,DR,SH,0.3786,0.3374,0.4266,0.2192,-0.1662,0.1933
mdg,justice,tree,DR,SH,0.3786,0.3374,0.1658,0.4124,0.2878,0.3376
mdg,lightning,mango,DR,SH,0.4314,0.2946,0.1978,0.5518,0.4908,0.5357
mdg,lightning,peace,DR,SH,0.4314,0.2946,0.2166,0.4102,0.3304,0.3768
mdg,lightning,peach,DR,SH,0.4314,0.2946,0.3834,0.3626,0.116,0.1298
mdg,lightning,sad,DR,SH,0.4314,0.2946,0.331,0.1758,-0.0184,0.0229
mdg,lightning,safety,DR,SH,0.4314,0.2946,0.4026,0.4042,0.1384,0.1522
mdg,lightning,sandstorm,DR,SH,0.4314,0.2946,0.2612,0.2592,0.1348,0.1646
mdg,lightning,sick,DR,SH,0.4314,0.2946,0.4266,0.2192,-0.0706,0.0832
mdg,lightning,tree,DR,SH,0.4314,0.2946,0.1658,0.4124,0.3834,0.4414
mdg,mango,peace,DR,SH,0.1978,0.5518,0.2166,0.4102,-0.1604,0.1974
mdg,mango,peach,DR,SH,0.1978,0.5518,0.3834,0.3626,-0.3748,0.4178
mdg,mango,sad,DR,SH,0.1978,0.5518,0.331,0.1758,-0.5092,0.5969
mdg,mango,safety,DR,SH,0.1978,0.5518,0.4026,0.4042,-0.3524,0.3892
mdg,mango,sandstorm,DR,SH,0.1978,0.5518,0.2612,0.2592,-0.356,0.4361
mdg,mango,sick,DR,SH,0.1978,0.5518,0.4266,0.2192,-0.5614,0.6158
mdg,mango,tree,DR,SH,0.1978,0.5518,0.1658,0.4124,-0.1074,0.1366
mdg,peace,peach,DR,SH,0.2166,0.4102,0.3834,0.3626,-0.2144,0.2465
mdg,peace,sad,DR,SH,0.2166,0.4102,0.331,0.1758,-0.3488,0.432
mdg,peace,safety,DR,SH,0.2166,0.4102,0.4026,0.4042,-0.192,0.2179
mdg,peace,sandstorm,DR,SH,0.2166,0.4102,0.2612,0.2592,-0.1956,0.2481
mdg,peace,sick,DR,SH,0.2166,0.4102,0.4266,0.2192,-0.401,0.4647
mdg,peace,tree,DR,SH,0.2166,0.4102,0.1658,0.4124,0.053,0.0675
mdg,peach,sad,DR,SH,0.3834,0.3626,0.331,0.1758,-0.1344,0.1633
mdg,peach,safety,DR,SH,0.3834,0.3626,0.4026,0.4042,0.0224,0.0245
mdg,peach,sandstorm,DR,SH,0.3834,0.3626,0.2612,0.2592,0.0188,0.0227
mdg,peach,sick,DR,SH,0.3834,0.3626,0.4266,0.2192,-0.1866,0.2144
mdg,peach,tree,DR,SH,0.3834,0.3626,0.1658,0.4124,0.2674,0.3118
mdg,sad,safety,DR,SH,0.331,0.1758,0.4026,0.4042,0.1568,0.1867
mdg,sad,sandstorm,DR,SH,0.331,0.1758,0.2612,0.2592,0.1532,0.2067
mdg,sad,sick,DR,SH,0.331,0.1758,0.4266,0.2192,-0.0522,0.0677
mdg,sad,tree,DR,SH,0.331,0.1758,0.1658,0.4124,0.4018,0.5025
mdg,safety,sandstorm,DR,SH,0.4026,0.4042,0.2612,0.2592,-0.0036,0.0043
mdg,safety,sick,DR,SH,0.4026,0.4042,0.4266,0.2192,-0.209,0.2356
mdg,safety,tree,DR,SH,0.4026,0.4042,0.1658,0.4124,0.245,0.2823
mdg,sandstorm,sick,DR,SH,0.2612,0.2592,0.4266,0.2192,-0.2054,0.2587
mdg,sandstorm,tree,DR,SH,0.2612,0.2592,0.1658,0.4124,0.2486,0.3212
mdg,sick,tree,DR,SH,0.4266,0.2192,0.1658,0.4124,0.454,0.5294
mdg,angry,banana,DR,SO,0.6368,0.3094,0.1314,0.424,0.62,0.6686
mdg,angry,death,DR,SO,0.6368,0.3094,0.3004,0.1526,0.1796,0.2293
mdg,angry,happy,DR,SO,0.6368,0.3094,0.2998,0.5424,0.57,0.5866
mdg,angry,justice,DR,SO,0.6368,0.3094,0.3786,0.2494,0.1982,0.2325
mdg,angry,lightning,DR,SO,0.6368,0.3094,0.4314,0.39,0.286,0.3106
mdg,angry,mango,DR,SO,0.6368,0.3094,0.1978,0.5772,0.7068,0.7155
mdg,angry,peace,DR,SO,0.6368,0.3094,0.2166,0.334,0.4448,0.5071
mdg,angry,peach,DR,SO,0.6368,0.3094,0.3834,0.3388,0.2828,0.3148
mdg,angry,sad,DR,SO,0.6368,0.3094,0.331,0.2062,0.2026,0.2469
mdg,angry,safety,DR,SO,0.6368,0.3094,0.4026,0.3436,0.2684,0.2977
mdg,angry,sandstorm,DR,SO,0.6368,0.3094,0.2612,0.3536,0.4198,0.4698
mdg,angry,sick,DR,SO,0.6368,0.3094,0.4266,0.137,0.0378,0.0471
mdg,angry,tree,DR,SO,0.6368,0.3094,0.1658,0.226,0.3876,0.4858
mdg,banana,death,DR,SO,0.1314,0.424,0.3004,0.1526,-0.4404,0.5661
mdg,banana,happy,DR,SO,0.1314,0.424,0.2998,0.5424,-0.05,0.0613
mdg,banana,justice,DR,SO,0.1314,0.424,0.3786,0.2494,-0.4218,0.5024
mdg,banana,lightning,DR,SO,0.1314,0.424,0.4314,0.39,-0.334,0.3817
mdg,banana,mango,DR,SO,0.1314,0.424,0.1978,0.5772,0.0868,0.113
mdg,banana,peace,DR,SO,0.1314,0.424,0.2166,0.334,-0.1752,0.2303
mdg,banana,peach,DR,SO,0.1314,0.424,0.3834,0.3388,-0.3372,0.3955
mdg,banana,sad,DR,SO,0.1314,0.424,0.331,0.2062,-0.4174,0.5182
mdg,banana,safety,DR,SO,0.1314,0.424,0.4026,0.3436,-0.3516,0.4081
mdg,banana,sandstorm,DR,SO,0.1314,0.424,0.2612,0.3536,-0.2002,0.2532
mdg,banana,sick,DR,SO,0.1314,0.424,0.4266,0.137,-0.5822,0.6767
mdg,banana,tree,DR,SO,0.1314,0.424,0.1658,0.226,-0.2324,0.3338
mdg,death,happy,DR,SO,0.3004,0.1526,0.2998,0.5424,0.3904,0.4655
mdg,death,justice,DR,SO,0.3004,0.1526,0.3786,0.2494,0.0186,0.0248
mdg,death,lightning,DR,SO,0.3004,0.1526,0.4314,0.39,0.1064,0.1302
mdg,death,mango,DR,SO,0.3004,0.1526,0.1978,0.5772,0.5272,0.6303
mdg,death,peace,DR,SO,0.3004,0.1526,0.2166,0.334,0.2652,0.3557
mdg,death,peach,DR,SO,0.3004,0.1526,0.3834,0.3388,0.1032,0.1303
mdg,death,sad,DR,SO,0.3004,0.1526,0.331,0.2062,0.023,0.0322
mdg,death,safety,DR,SO,0.3004,0.1526,0.4026,0.3436,0.0888,0.1114
mdg,death,sandstorm,DR,SO,0.3004,0.1526,0.2612,0.3536,0.2402,0.3125
mdg,death,sick,DR,SO,0.3004,0.1526,0.4266,0.137,-0.1418,0.1981
mdg,death,tree,DR,SO,0.3004,0.1526,0.1658,0.226,0.208,0.3153
mdg,happy,justice,DR,SO,0.2998,0.5424,0.3786,0.2494,-0.3718,0.4144
mdg,happy,lightning,DR,SO,0.2998,0.5424,0.4314,0.39,-0.284,0.3042
mdg,happy,mango,DR,SO,0.2998,0.5424,0.1978,0.5772,0.1368,0.1613
mdg,happy,peace,DR,SO,0.2998,0.5424,0.2166,0.334,-0.1252,0.1503
mdg,happy,peach,DR,SO,0.2998,0.5424,0.3834,0.3388,-0.2872,0.3147
mdg,happy,sad,DR,SO,0.2998,0.5424,0.331,0.2062,-0.3674,0.4245
mdg,happy,safety,DR,SO,0.2998,0.5424,0.4026,0.3436,-0.3016,0.3277
mdg,happy,sandstorm,DR,SO,0.2998,0.5424,0.2612,0.3536,-0.1502,0.1747
mdg,happy,sick,DR,SO,0.2998,0.5424,0.4266,0.137,-0.5322,0.5853
mdg,happy,tree,DR,SO,0.2998,0.5424,0.1658,0.226,-0.1824,0.2362
mdg,justice,lightning,DR,SO,0.3786,0.2494,0.4314,0.39,0.0878,0.0997
mdg,justice,mango,DR,SO,0.3786,0.2494,0.1978,0.5772,0.5086,0.57
mdg,justice,peace,DR,SO,0.3786,0.2494,0.2166,0.334,0.2466,0.3034
mdg,justice,peach,DR,SO,0.3786,0.2494,0.3834,0.3388,0.0846,0.0986
mdg,justice,sad,DR,SO,0.3786,0.2494,0.331,0.2062,0.0044,0.0056
mdg,justice,safety,DR,SO,0.3786,0.2494,0.4026,0.3436,0.0702,0.0814
mdg,justice,sandstorm,DR,SO,0.3786,0.2494,0.2612,0.3536,0.2216,0.2656
mdg,justice,sick,DR,SO,0.3786,0.2494,0.4266,0.137,-0.1604,0.2028
mdg,justice,tree,DR,SO,0.3786,0.2494,0.1658,0.226,0.1894,0.2575
mdg,lightning,mango,DR,SO,0.4314,0.39,0.1978,0.5772,0.4208,0.4573
mdg,lightning,peace,DR,SO,0.4314,0.39,0.2166,0.334,0.1588,0.1846
mdg,lightning,peach,DR,SO,0.4314,0.39,0.3834,0.3388,-0.0032,0.0035
mdg,lightning,sad,DR,SO,0.4314,0.39,0.331,0.2062,-0.0834,0.0982
mdg,lightning,safety,DR,SO,0.4314,0.39,0.4026,0.3436,-0.0176,0.0192
mdg,lightning,sandstorm,DR,SO,0.4314,0.39,0.2612,0.3536,0.1338,0.1517
mdg,lightning,sick,DR,SO,0.4314,0.39,0.4266,0.137,-0.2482,0.288
mdg,lightning,tree,DR,SO,0.4314,0.39,0.1658,0.226,0.1016,0.1284
mdg,mango,peace,DR,SO,0.1978,0.5772,0.2166,0.334,-0.262,0.3265
mdg,mango,peach,DR,SO,0.1978,0.5772,0.3834,0.3388,-0.424,0.4715
mdg,mango,sad,DR,SO,0.1978,0.5772,0.331,0.2062,-0.5042,0.5861
mdg,mango,safety,DR,SO,0.1978,0.5772,0.4026,0.3436,-0.4384,0.4825
mdg,mango,sandstorm,DR,SO,0.1978,0.5772,0.2612,0.3536,-0.287,0.3448
mdg,mango,sick,DR,SO,0.1978,0.5772,0.4266,0.137,-0.669,0.7247
mdg,mango,tree,DR,SO,0.1978,0.5772,0.1658,0.226,-0.3192,0.4281
mdg,peace,peach,DR,SO,0.2166,0.334,0.3834,0.3388,-0.162,0.1935
mdg,peace,sad,DR,SO,0.2166,0.334,0.331,0.2062,-0.2422,0.3113
mdg,peace,safety,DR,SO,0.2166,0.334,0.4026,0.3436,-0.1764,0.2089
mdg,peace,sandstorm,DR,SO,0.2166,0.334,0.2612,0.3536,-0.025,0.0316
mdg,peace,sick,DR,SO,0.2166,0.334,0.4266,0.137,-0.407,0.502
mdg,peace,tree,DR,SO,0.2166,0.334,0.1658,0.226,-0.0572,0.0827
mdg,peach,sad,DR,SO,0.3834,0.3388,0.331,0.2062,-0.0802,0.0972
mdg,peach,safety,DR,SO,0.3834,0.3388,0.4026,0.3436,-0.0144,0.0161
mdg,peach,sandstorm,DR,SO,0.3834,0.3388,0.2612,0.3536,0.137,0.1594
mdg,peach,sick,DR,SO,0.3834,0.3388,0.4266,0.137,-0.245,0.2924
mdg,peach,tree,DR,SO,0.3834,0.3388,0.1658,0.226,0.1048,0.1369
mdg,sad,safety,DR,SO,0.331,0.2062,0.4026,0.3436,0.0658,0.0792
mdg,sad,sandstorm,DR,SO,0.331,0.2062,0.2612,0.3536,0.2172,0.2713
mdg,sad,sick,DR,SO,0.331,0.2062,0.4266,0.137,-0.1648,0.2179
mdg,sad,tree,DR,SO,0.331,0.2062,0.1658,0.226,0.185,0.2654
mdg,safety,sandstorm,DR,SO,0.4026,0.3436,0.2612,0.3536,0.1514,0.1748
mdg,safety,sick,DR,SO,0.4026,0.3436,0.4266,0.137,-0.2306,0.274
mdg,safety,tree,DR,SO,0.4026,0.3436,0.1658,0.226,0.1192,0.1542
mdg,sandstorm,sick,DR,SO,0.2612,0.3536,0.4266,0.137,-0.382,0.4607
mdg,sandstorm,tree,DR,SO,0.2612,0.3536,0.1658,0.226,-0.0322,0.0447
mdg,sick,tree,DR,SO,0.4266,0.137,0.1658,0.226,0.3498,0.4819
mdg,angry,banana,DR,SP,0.6368,0.252,0.1314,0.1486,0.402,0.5526
mdg,angry,death,DR,SP,0.6368,0.252,0.3004,0.5226,0.607,0.6274
mdg,angry,happy,DR,SP,0.6368,0.252,0.2998,0.3078,0.3928,0.454
mdg,angry,justice,DR,SP,0.6368,0.252,0.3786,0.2902,0.2964,0.3439
mdg,angry,lightning,DR,SP,0.6368,0.252,0.4314,0.333,0.2864,0.3236
mdg,angry,mango,DR,SP,0.6368,0.252,0.1978,0.1868,0.3738,0.4876
mdg,angry,peace,DR,SP,0.6368,0.252,0.2166,0.2536,0.4218,0.5153
mdg,angry,peach,DR,SP,0.6368,0.252,0.3834,0.2148,0.2162,0.264
mdg,angry,sad,DR,SP,0.6368,0.252,0.331,0.397,0.4508,0.4922
mdg,angry,safety,DR,SP,0.6368,0.252,0.4026,0.2564,0.2386,0.2826
mdg,angry,sandstorm,DR,SP,0.6368,0.252,0.2612,0.1526,0.2762,0.3647
mdg,angry,sick,DR,SP,0.6368,0.252,0.4266,0.3604,0.3186,0.3547
mdg,angry,tree,DR,SP,0.6368,0.252,0.1658,0.1718,0.3908,0.5212
mdg,banana,death,DR,SP,0.1314,0.1486,0.3004,0.5226,0.205,0.2824
mdg,banana,happy,DR,SP,0.1314,0.1486,0.2998,0.3078,-0.0092,0.0138
mdg,banana,justice,DR,SP,0.1314,0.1486,0.3786,0.2902,-0.1056,0.1527
mdg,banana,lightning,DR,SP,0.1314,0.1486,0.4314,0.333,-0.1156,0.1598
mdg,banana,mango,DR,SP,0.1314,0.1486,0.1978,0.1868,-0.0282,0.0525
mdg,banana,peace,DR,SP,0.1314,0.1486,0.2166,0.2536,0.0198,0.0335
mdg,banana,peach,DR,SP,0.1314,0.1486,0.3834,0.2148,-0.1858,0.2799
mdg,banana,sad,DR,SP,0.1314,0.1486,0.331,0.397,0.0488,0.0686
mdg,banana,safety,DR,SP,0.1314,0.1486,0.4026,0.2564,-0.1634,0.2375
mdg,banana,sandstorm,DR,SP,0.1314,0.1486,0.2612,0.1526,-0.1258,0.2232
mdg,banana,sick,DR,SP,0.1314,0.1486,0.4266,0.3604,-0.0834,0.1143
mdg,banana,tree,DR,SP,0.1314,0.1486,0.1658,0.1718,-0.0112,0.0222
mdg,death,happy,DR,SP,0.3004,0.5226,0.2998,0.3078,-0.2142,0.2467
mdg,death,justice,DR,SP,0.3004,0.5226,0.3786,0.2902,-0.3106,0.3446
mdg,death,lightning,DR,SP,0.3004,0.5226,0.4314,0.333,-0.3206,0.3459
mdg,death,mango,DR,SP,0.3004,0.5226,0.1978,0.1868,-0.2332,0.2998
mdg,death,peace,DR,SP,0.3004,0.5226,0.2166,0.2536,-0.1852,0.2288
mdg,death,peach,DR,SP,0.3004,0.5226,0.3834,0.2148,-0.3908,0.4388
mdg,death,sad,DR,SP,0.3004,0.5226,0.331,0.397,-0.1562,0.174
mdg,death,safety,DR,SP,0.3004,0.5226,0.4026,0.2564,-0.3684,0.4067
mdg,death,sandstorm,DR,SP,0.3004,0.5226,0.2612,0.1526,-0.3308,0.4083
mdg,death,sick,DR,SP,0.3004,0.5226,0.4266,0.3604,-0.2884,0.3107
mdg,death,tree,DR,SP,0.3004,0.5226,0.1658,0.1718,-0.2162,0.2869
mdg,happy,justice,DR,SP,0.2998,0.3078,0.3786,0.2902,-0.0964,0.115
mdg,happy,lightning,DR,SP,0.2998,0.3078,0.4314,0.333,-0.1064,0.1231
mdg,happy,mango,DR,SP,0.2998,0.3078,0.1978,0.1868,-0.019,0.0265
mdg,happy,peace,DR,SP,0.2998,0.3078,0.2166,0.2536,0.029,0.0383
mdg,happy,peach,DR,SP,0.2998,0.3078,0.3834,0.2148,-0.1766,0.2167
mdg,happy,sad,DR,SP,0.2998,0.3078,0.331,0.397,0.058,0.0678
mdg,happy,safety,DR,SP,0.2998,0.3078,0.4026,0.2564,-0.1542,0.1847
mdg,happy,sandstorm,DR,SP,0.2998,0.3078,0.2612,0.1526,-0.1166,0.1585
mdg,happy,sick,DR,SP,0.2998,0.3078,0.4266,0.3604,-0.0742,0.0853
mdg,happy,tree,DR,SP,0.2998,0.3078,0.1658,0.1718,-0.002,0.0029
mdg,justice,lightning,DR,SP,0.3786,0.2902,0.4314,0.333,-0.01,0.0114
mdg,justice,mango,DR,SP,0.3786,0.2902,0.1978,0.1868,0.0774,0.1046
mdg,justice,peace,DR,SP,0.3786,0.2902,0.2166,0.2536,0.1254,0.1601
mdg,justice,peach,DR,SP,0.3786,0.2902,0.3834,0.2148,-0.0802,0.0971
mdg,justice,sad,DR,SP,0.3786,0.2902,0.331,0.397,0.1544,0.1756
mdg,justice,safety,DR,SP,0.3786,0.2902,0.4026,0.2564,-0.0578,0.0683
mdg,justice,sandstorm,DR,SP,0.3786,0.2902,0.2612,0.1526,-0.0202,0.0269
mdg,justice,sick,DR,SP,0.3786,0.2902,0.4266,0.3604,0.0222,0.0251
mdg,justice,tree,DR,SP,0.3786,0.2902,0.1658,0.1718,0.0944,0.1315
mdg,lightning,mango,DR,SP,0.4314,0.333,0.1978,0.1868,0.0874,0.1136
mdg,lightning,peace,DR,SP,0.4314,0.333,0.2166,0.2536,0.1354,0.1669
mdg,lightning,peach,DR,SP,0.4314,0.333,0.3834,0.2148,-0.0702,0.0825
mdg,lightning,sad,DR,SP,0.4314,0.333,0.331,0.397,0.1644,0.1817
mdg,lightning,safety,DR,SP,0.4314,0.333,0.4026,0.2564,-0.0478,0.0548
mdg,lightning,sandstorm,DR,SP,0.4314,0.333,0.2612,0.1526,-0.0102,0.0131
mdg,lightning,sick,DR,SP,0.4314,0.333,0.4266,0.3604,0.0322,0.0354
mdg,lightning,tree,DR,SP,0.4314,0.333,0.1658,0.1718,0.1044,0.1395
