country,concept_a,concept_b,color_1,color_2,A_to_C1,B_to_C2,A_to_C2,B_to_C1,sigma_A_C1,sigma_B_C2,sigma_A_C2,sigma_B_C1,mu_D,var_D,p_gt0,p_swapped,semantic_distance
usa,angry,banana,A1,A2,0.3736,0.0712,0.3438,0.0524,0.3229517952,0.0912601728,0.3113301528,0.0685228512,0.0486,0.2142,0.5418,0.4582,0.0836
usa,angry,death,A1,A2,0.3736,0.6698,0.3438,0.775,0.3229517952,0.3052117848,0.3113301528,0.24063749999999995,-0.0754,0.3523,0.4495,0.5505,0.1011
usa,angry,happy,A1,A2,0.3736,0.1154,0.3438,0.1012,0.3229517952,0.14087431920000001,0.3113301528,0.1255228128,0.044,0.2368,0.536,0.464,0.072
usa,angry,justice,A1,A2,0.3736,0.333,0.3438,0.302,0.3229517952,0.30651318,0.3113301528,0.29089847999999996,0.0608,0.3798,0.5393,0.4607,0.0786
usa,angry,lightning,A1,A2,0.3736,0.3102,0.3438,0.3756,0.3229517952,0.29528682479999996,0.3113301528,0.3236440032,-0.0356,0.3932,0.4774,0.5226,0.0453
usa,angry,mango,A1,A2,0.3736,0.0432,0.3438,0.0426,0.3229517952,0.05704058879999999,0.3113301528,0.056283631199999996,0.0304,0.2076,0.5266,0.4734,0.0532
usa,angry,peace,A1,A2,0.3736,0.2364,0.3438,0.1886,0.3229517952,0.2491107552,0.3113301528,0.21118145519999995,0.0776,0.3079,0.5556,0.4444,0.1112
usa,angry,peach,A1,A2,0.3736,0.0424,0.3438,0.0288,0.3229517952,0.056031091199999994,0.3113301528,0.03859937279999999,0.0434,0.2059,0.5381,0.4619,0.0762
usa,angry,sad,A1,A2,0.3736,0.7026,0.3438,0.7964,0.3229517952,0.2883554712,0.3113301528,0.2237629152,-0.064,0.3344,0.4559,0.5441,0.0881
usa,angry,safety,A1,A2,0.3736,0.2158,0.3438,0.223,0.3229517952,0.23353789679999998,0.3113301528,0.23911397999999998,0.0226,0.3129,0.5161,0.4839,0.0322
usa,angry,sandstorm,A1,A2,0.3736,0.4254,0.3438,0.3454,0.3229517952,0.33732007919999996,0.3113301528,0.3120163992,0.1098,0.4124,0.5679,0.4321,0.1358
usa,angry,sick,A1,A2,0.3736,0.4422,0.3438,0.4512,0.3229517952,0.3403896408,0.3113301528,0.34171361279999996,0.0208,0.4339,0.5126,0.4874,0.0252
usa,angry,tree,A1,A2,0.3736,0.0934,0.3438,0.0992,0.3229517952,0.11685348719999998,0.3113301528,0.1233159168,0.024,0.2301,0.52,0.48,0.0399
usa,banana,death,A1,A2,0.0524,0.6698,0.0712,0.775,0.0685228512,0.3052117848,0.0912601728,0.24063749999999995,-0.124,0.1641,0.3798,0.6202,0.2405
usa,banana,happy,A1,A2,0.0524,0.1154,0.0712,0.1012,0.0685228512,0.14087431920000001,0.0912601728,0.1255228128,-0.0046,0.0486,0.4917,0.5083,0.0166
usa,banana,justice,A1,A2,0.0524,0.333,0.0712,0.302,0.0685228512,0.30651318,0.0912601728,0.29089847999999996,0.0122,0.1916,0.5111,0.4889,0.0222
usa,banana,lightning,A1,A2,0.0524,0.3102,0.0712,0.3756,0.0685228512,0.29528682479999996,0.0912601728,0.3236440032,-0.0842,0.205,0.4262,0.5738,0.1475
usa,banana,mango,A1,A2,0.0524,0.0432,0.0712,0.0426,0.0685228512,0.05704058879999999,0.0912601728,0.056283631199999996,-0.0182,0.0194,0.4481,0.5519,0.1038
usa,banana,peace,A1,A2,0.0524,0.2364,0.0712,0.1886,0.0685228512,0.2491107552,0.0912601728,0.21118145519999995,0.029,0.1197,0.5334,0.4666,0.0668
usa,banana,peach,A1,A2,0.0524,0.0424,0.0712,0.0288,0.0685228512,0.056031091199999994,0.0912601728,0.03859937279999999,-0.0052,0.0177,0.4844,0.5156,0.0312
usa,banana,sad,A1,A2,0.0524,0.7026,0.0712,0.7964,0.0685228512,0.2883554712,0.0912601728,0.2237629152,-0.1126,0.1462,0.3842,0.6158,0.2316
usa,banana,safety,A1,A2,0.0524,0.2158,0.0712,0.223,0.0685228512,0.23353789679999998,0.0912601728,0.23911397999999998,-0.026,0.1247,0.4707,0.5293,0.0587
usa,banana,sandstorm,A1,A2,0.0524,0.4254,0.0712,0.3454,0.0685228512,0.33732007919999996,0.0912601728,0.3120163992,0.0612,0.2242,0.5514,0.4486,0.1028
usa,banana,sick,A1,A2,0.0524,0.4422,0.0712,0.4512,0.0685228512,0.3403896408,0.0912601728,0.34171361279999996,-0.0278,0.2457,0.4776,0.5224,0.0447
usa,banana,tree,A1,A2,0.0524,0.0934,0.0712,0.0992,0.0685228512,0.11685348719999998,0.0912601728,0.1233159168,-0.0246,0.0419,0.4522,0.5478,0.0957
usa,death,happy,A1,A2,0.775,0.1154,0.6698,0.1012,0.24063749999999995,0.14087431920000001,0.3052117848,0.1255228128,0.1194,0.1867,0.6089,0.3911,0.2177
usa,death,justice,A1,A2,0.775,0.333,0.6698,0.302,0.24063749999999995,0.30651318,0.3052117848,0.29089847999999996,0.1362,0.3296,0.5938,0.4062,0.1875
usa,death,lightning,A1,A2,0.775,0.3102,0.6698,0.3756,0.24063749999999995,0.29528682479999996,0.3052117848,0.3236440032,0.0398,0.343,0.5271,0.4729,0.0542
usa,death,mango,A1,A2,0.775,0.0432,0.6698,0.0426,0.24063749999999995,0.05704058879999999,0.3052117848,0.056283631199999996,0.1058,0.1575,0.6051,0.3949,0.2102
usa,death,peace,A1,A2,0.775,0.2364,0.6698,0.1886,0.24063749999999995,0.2491107552,0.3052117848,0.21118145519999995,0.153,0.2577,0.6184,0.3816,0.2369
usa,death,peach,A1,A2,0.775,0.0424,0.6698,0.0288,0.24063749999999995,0.056031091199999994,0.3052117848,0.03859937279999999,0.1188,0.1557,0.6183,0.3817,0.2366
usa,death,sad,A1,A2,0.775,0.7026,0.6698,0.7964,0.24063749999999995,0.2883554712,0.3052117848,0.2237629152,0.0114,0.2843,0.5085,0.4915,0.0171
usa,death,safety,A1,A2,0.775,0.2158,0.6698,0.223,0.24063749999999995,0.23353789679999998,0.3052117848,0.23911397999999998,0.098,0.2628,0.5758,0.4242,0.1516
usa,death,sandstorm,A1,A2,0.775,0.4254,0.6698,0.3454,0.24063749999999995,0.33732007919999996,0.3052117848,0.3120163992,0.1852,0.3622,0.6209,0.3791,0.2417
usa,death,sick,A1,A2,0.775,0.4422,0.6698,0.4512,0.24063749999999995,0.3403896408,0.3052117848,0.34171361279999996,0.0962,0.3837,0.5617,0.4383,0.1234
usa,death,tree,A1,A2,0.775,0.0934,0.6698,0.0992,0.24063749999999995,0.11685348719999998,0.3052117848,0.1233159168,0.0994,0.1799,0.5926,0.4074,0.1853
usa,happy,justice,A1,A2,0.1012,0.333,0.1154,0.302,0.1255228128,0.30651318,0.14087431920000001,0.29089847999999996,0.0168,0.2142,0.5145,0.4855,0.029
usa,happy,lightning,A1,A2,0.1012,0.3102,0.1154,0.3756,0.1255228128,0.29528682479999996,0.14087431920000001,0.3236440032,-0.0796,0.2275,0.4337,0.5663,0.1325
usa,happy,mango,A1,A2,0.1012,0.0432,0.1154,0.0426,0.1255228128,0.05704058879999999,0.14087431920000001,0.056283631199999996,-0.0136,0.042,0.4736,0.5264,0.0529
usa,happy,peace,A1,A2,0.1012,0.2364,0.1154,0.1886,0.1255228128,0.2491107552,0.14087431920000001,0.21118145519999995,0.0336,0.1423,0.5355,0.4645,0.071
usa,happy,peach,A1,A2,0.1012,0.0424,0.1154,0.0288,0.1255228128,0.056031091199999994,0.14087431920000001,0.03859937279999999,-6e-4,0.0402,0.4988,0.5012,0.0024
usa,happy,sad,A1,A2,0.1012,0.7026,0.1154,0.7964,0.1255228128,0.2883554712,0.14087431920000001,0.2237629152,-0.108,0.1688,0.3963,0.6037,0.2073
usa,happy,safety,A1,A2,0.1012,0.2158,0.1154,0.223,0.1255228128,0.23353789679999998,0.14087431920000001,0.23911397999999998,-0.0214,0.1473,0.4778,0.5222,0.0445
usa,happy,sandstorm,A1,A2,0.1012,0.4254,0.1154,0.3454,0.1255228128,0.33732007919999996,0.14087431920000001,0.3120163992,0.0658,0.2467,0.5527,0.4473,0.1054
usa,happy,sick,A1,A2,0.1012,0.4422,0.1154,0.4512,0.1255228128,0.3403896408,0.14087431920000001,0.34171361279999996,-0.0232,0.2682,0.4821,0.5179,0.0357
usa,happy,tree,A1,A2,0.1012,0.0934,0.1154,0.0992,0.1255228128,0.11685348719999998,0.14087431920000001,0.1233159168,-0.02,0.0645,0.4686,0.5314,0.0628
usa,justice,lightning,A1,A2,0.302,0.3102,0.333,0.3756,0.29089847999999996,0.29528682479999996,0.30651318,0.3236440032,-0.0964,0.3705,0.4371,0.5629,0.1258
usa,justice,mango,A1,A2,0.302,0.0432,0.333,0.0426,0.29089847999999996,0.05704058879999999,0.30651318,0.056283631199999996,-0.0304,0.185,0.4718,0.5282,0.0563
usa,justice,peace,A1,A2,0.302,0.2364,0.333,0.1886,0.29089847999999996,0.2491107552,0.30651318,0.21118145519999995,0.0168,0.2852,0.5125,0.4875,0.0251
usa,justice,peach,A1,A2,0.302,0.0424,0.333,0.0288,0.29089847999999996,0.056031091199999994,0.30651318,0.03859937279999999,-0.0174,0.1832,0.4838,0.5162,0.0324
usa,justice,sad,A1,A2,0.302,0.7026,0.333,0.7964,0.29089847999999996,0.2883554712,0.30651318,0.2237629152,-0.1248,0.3118,0.4116,0.5884,0.1769
usa,justice,safety,A1,A2,0.302,0.2158,0.333,0.223,0.29089847999999996,0.23353789679999998,0.30651318,0.23911397999999998,-0.0382,0.2903,0.4717,0.5283,0.0565
usa,justice,sandstorm,A1,A2,0.302,0.4254,0.333,0.3454,0.29089847999999996,0.33732007919999996,0.30651318,0.3120163992,0.049,0.3897,0.5313,0.4687,0.0626
usa,justice,sick,A1,A2,0.302,0.4422,0.333,0.4512,0.29089847999999996,0.3403896408,0.30651318,0.34171361279999996,-0.04,0.4112,0.4751,0.5249,0.0497
usa,justice,tree,A1,A2,0.302,0.0934,0.333,0.0992,0.29089847999999996,0.11685348719999998,0.30651318,0.1233159168,-0.0368,0.2074,0.4678,0.5322,0.0644
usa,lightning,mango,A1,A2,0.3756,0.0432,0.3102,0.0426,0.3236440032,0.05704058879999999,0.29528682479999996,0.056283631199999996,0.066,0.1984,0.5589,0.4411,0.1178
usa,lightning,peace,A1,A2,0.3756,0.2364,0.3102,0.1886,0.3236440032,0.2491107552,0.29528682479999996,0.21118145519999995,0.1132,0.2986,0.5821,0.4179,0.1641
usa,lightning,peach,A1,A2,0.3756,0.0424,0.3102,0.0288,0.3236440032,0.056031091199999994,0.29528682479999996,0.03859937279999999,0.079,0.1966,0.5707,0.4293,0.1414
usa,lightning,sad,A1,A2,0.3756,0.7026,0.3102,0.7964,0.3236440032,0.2883554712,0.29528682479999996,0.2237629152,-0.0284,0.3252,0.4801,0.5199,0.0397
usa,lightning,safety,A1,A2,0.3756,0.2158,0.3102,0.223,0.3236440032,0.23353789679999998,0.29528682479999996,0.23911397999999998,0.0582,0.3037,0.5421,0.4579,0.0841
usa,lightning,sandstorm,A1,A2,0.3756,0.4254,0.3102,0.3454,0.3236440032,0.33732007919999996,0.29528682479999996,0.3120163992,0.1454,0.4031,0.5906,0.4094,0.1811
usa,lightning,sick,A1,A2,0.3756,0.4422,0.3102,0.4512,0.3236440032,0.3403896408,0.29528682479999996,0.34171361279999996,0.0564,0.4246,0.5345,0.4655,0.069
usa,lightning,tree,A1,A2,0.3756,0.0934,0.3102,0.0992,0.3236440032,0.11685348719999998,0.29528682479999996,0.1233159168,0.0596,0.2208,0.5505,0.4495,0.1009
usa,mango,peace,A1,A2,0.0426,0.2364,0.0432,0.1886,0.056283631199999996,0.2491107552,0.05704058879999999,0.21118145519999995,0.0472,0.1131,0.5558,0.4442,0.1116
usa,mango,peach,A1,A2,0.0426,0.0424,0.0432,0.0288,0.056283631199999996,0.056031091199999994,0.05704058879999999,0.03859937279999999,0.013,0.0111,0.5492,0.4508,0.0984
usa,mango,sad,A1,A2,0.0426,0.7026,0.0432,0.7964,0.056283631199999996,0.2883554712,0.05704058879999999,0.2237629152,-0.0944,0.1396,0.4003,0.5997,0.1994
usa,mango,safety,A1,A2,0.0426,0.2158,0.0432,0.223,0.056283631199999996,0.23353789679999998,0.05704058879999999,0.23911397999999998,-0.0078,0.1181,0.4909,0.5091,0.0181
usa,mango,sandstorm,A1,A2,0.0426,0.4254,0.0432,0.3454,0.056283631199999996,0.33732007919999996,0.05704058879999999,0.3120163992,0.0794,0.2176,0.5676,0.4324,0.1352
usa,mango,sick,A1,A2,0.0426,0.4422,0.0432,0.4512,0.056283631199999996,0.3403896408,0.05704058879999999,0.34171361279999996,-0.0096,0.2391,0.4922,0.5078,0.0157
usa,mango,tree,A1,A2,0.0426,0.0934,0.0432,0.0992,0.056283631199999996,0.11685348719999998,0.05704058879999999,0.1233159168,-0.0064,0.0353,0.4864,0.5136,0.0272
usa,peace,peach,A1,A2,0.1886,0.0424,0.2364,0.0288,0.21118145519999995,0.056031091199999994,0.2491107552,0.03859937279999999,-0.0342,0.1113,0.4592,0.5408,0.0817
usa,peace,sad,A1,A2,0.1886,0.7026,0.2364,0.7964,0.21118145519999995,0.2883554712,0.2491107552,0.2237629152,-0.1416,0.2399,0.3862,0.6138,0.2275
usa,peace,safety,A1,A2,0.1886,0.2158,0.2364,0.223,0.21118145519999995,0.23353789679999998,0.2491107552,0.23911397999999998,-0.055,0.2184,0.4532,0.5468,0.0937
usa,peace,sandstorm,A1,A2,0.1886,0.4254,0.2364,0.3454,0.21118145519999995,0.33732007919999996,0.2491107552,0.3120163992,0.0322,0.3178,0.5228,0.4772,0.0455
usa,peace,sick,A1,A2,0.1886,0.4422,0.2364,0.4512,0.21118145519999995,0.3403896408,0.2491107552,0.34171361279999996,-0.0568,0.3393,0.4612,0.5388,0.0777
usa,peace,tree,A1,A2,0.1886,0.0934,0.2364,0.0992,0.21118145519999995,0.11685348719999998,0.2491107552,0.1233159168,-0.0536,0.1355,0.4421,0.5579,0.1158
usa,peach,sad,A1,A2,0.0288,0.7026,0.0424,0.7964,0.03859937279999999,0.2883554712,0.056031091199999994,0.2237629152,-0.1074,0.1378,0.3862,0.6138,0.2276
usa,peach,safety,A1,A2,0.0288,0.2158,0.0424,0.223,0.03859937279999999,0.23353789679999998,0.056031091199999994,0.23911397999999998,-0.0208,0.1163,0.4757,0.5243,0.0486
usa,peach,sandstorm,A1,A2,0.0288,0.4254,0.0424,0.3454,0.03859937279999999,0.33732007919999996,0.056031091199999994,0.3120163992,0.0664,0.2158,0.5568,0.4432,0.1137
usa,peach,sick,A1,A2,0.0288,0.4422,0.0424,0.4512,0.03859937279999999,0.3403896408,0.056031091199999994,0.34171361279999996,-0.0226,0.2373,0.4815,0.5185,0.037
usa,peach,tree,A1,A2,0.0288,0.0934,0.0424,0.0992,0.03859937279999999,0.11685348719999998,0.056031091199999994,0.1233159168,-0.0194,0.0335,0.4578,0.5422,0.0844
usa,sad,safety,A1,A2,0.7964,0.2158,0.7026,0.223,0.2237629152,0.23353789679999998,0.2883554712,0.23911397999999998,0.0866,0.2449,0.5695,0.4305,0.1389
usa,sad,sandstorm,A1,A2,0.7964,0.4254,0.7026,0.3454,0.2237629152,0.33732007919999996,0.2883554712,0.3120163992,0.1738,0.3444,0.6165,0.3835,0.2329
usa,sad,sick,A1,A2,0.7964,0.4422,0.7026,0.4512,0.2237629152,0.3403896408,0.2883554712,0.34171361279999996,0.0848,0.3659,0.5557,0.4443,0.1115
usa,sad,tree,A1,A2,0.7964,0.0934,0.7026,0.0992,0.2237629152,0.11685348719999998,0.2883554712,0.1233159168,0.088,0.1621,0.5865,0.4135,0.173
usa,safety,sandstorm,A1,A2,0.223,0.4254,0.2158,0.3454,0.23911397999999998,0.33732007919999996,0.23353789679999998,0.3120163992,0.0872,0.3229,0.561,0.439,0.122
usa,safety,sick,A1,A2,0.223,0.4422,0.2158,0.4512,0.23911397999999998,0.3403896408,0.23353789679999998,0.34171361279999996,-0.0018,0.3443,0.4988,0.5012,0.0024
usa,safety,tree,A1,A2,0.223,0.0934,0.2158,0.0992,0.23911397999999998,0.11685348719999998,0.23353789679999998,0.1233159168,0.0014,0.1406,0.5015,0.4985,0.003
usa,sandstorm,sick,A1,A2,0.3454,0.4422,0.4254,0.4512,0.3120163992,0.3403896408,0.33732007919999996,0.34171361279999996,-0.089,0.4438,0.4469,0.5531,0.1063
usa,sandstorm,tree,A1,A2,0.3454,0.0934,0.4254,0.0992,0.3120163992,0.11685348719999998,0.33732007919999996,0.1233159168,-0.0858,0.24,0.4305,0.5695,0.139
usa,sick,tree,A1,A2,0.4512,0.0934,0.4422,0.0992,0.34171361279999996,0.11685348719999998,0.3403896408,0.1233159168,0.0032,0.2615,0.5025,0.4975,0.005
usa,angry,banana,A1,A3,0.3736,0.0678,0.1376,0.0524,0.3229517952,0.0872203608,0.16375941119999998,0.0685228512,0.2514,0.1434,0.7466,0.2534,0.4932
usa,angry,death,A1,A3,0.3736,0.4332,0.1376,0.775,0.3229517952,0.33884210879999993,0.16375941119999998,0.24063749999999995,-0.1058,0.3038,0.4239,0.5761,0.1522
usa,angry,happy,A1,A3,0.3736,0.3008,0.1376,0.1012,0.3229517952,0.2902407168,0.16375941119999998,0.1255228128,0.4356,0.2311,0.8176,0.1824,0.6351
usa,angry,justice,A1,A3,0.3736,0.4376,0.1376,0.302,0.3229517952,0.3396266112,0.16375941119999998,0.29089847999999996,0.3716,0.3311,0.7408,0.2592,0.4816
usa,angry,lightning,A1,A3,0.3736,0.51,0.1376,0.3756,0.3229517952,0.344862,0.16375941119999998,0.3236440032,0.3704,0.3548,0.733,0.267,0.466
usa,angry,mango,A1,A3,0.3736,0.0602,0.1376,0.0426,0.3229517952,0.07807482479999998,0.16375941119999998,0.056283631199999996,0.2536,0.1404,0.7508,0.2492,0.5015
usa,angry,peace,A1,A3,0.3736,0.5726,0.1376,0.1886,0.3229517952,0.33772635119999994,0.16375941119999998,0.21118145519999995,0.62,0.2898,0.8753,0.1247,0.7506
usa,angry,peach,A1,A3,0.3736,0.0976,0.1376,0.0288,0.3229517952,0.1215424512,0.16375941119999998,0.03859937279999999,0.3048,0.1474,0.7864,0.2136,0.5728
usa,angry,sad,A1,A3,0.3736,0.4174,0.1376,0.7964,0.3229517952,0.3355845912,0.16375941119999998,0.2237629152,-0.143,0.2938,0.396,0.604,0.2081
usa,angry,safety,A1,A3,0.3736,0.3274,0.1376,0.223,0.3229517952,0.3038887512,0.16375941119999998,0.23911397999999998,0.3404,0.2806,0.7397,0.2603,0.4795
usa,angry,sandstorm,A1,A3,0.3736,0.3636,0.1376,0.3454,0.3229517952,0.3193251552,0.16375941119999998,0.3120163992,0.2542,0.3304,0.6708,0.3292,0.3417
usa,angry,sick,A1,A3,0.3736,0.242,0.1376,0.4512,0.3229517952,0.25314168,0.16375941119999998,0.34171361279999996,0.0268,0.312,0.5191,0.4809,0.0383
usa,angry,tree,A1,A3,0.3736,0.1328,0.1376,0.0992,0.3229517952,0.1589265408,0.16375941119999998,0.1233159168,0.2696,0.1716,0.7424,0.2576,0.4849
usa,banana,death,A1,A3,0.0524,0.4332,0.0678,0.775,0.0685228512,0.33884210879999993,0.0872203608,0.24063749999999995,-0.3572,0.185,0.2032,0.7968,0.5937
usa,banana,happy,A1,A3,0.0524,0.3008,0.0678,0.1012,0.0685228512,0.2902407168,0.0872203608,0.1255228128,0.1842,0.1123,0.7087,0.2913,0.4175
usa,banana,justice,A1,A3,0.0524,0.4376,0.0678,0.302,0.0685228512,0.3396266112,0.0872203608,0.29089847999999996,0.1202,0.2123,0.6029,0.3971,0.2058
usa,banana,lightning,A1,A3,0.0524,0.51,0.0678,0.3756,0.0685228512,0.344862,0.0872203608,0.3236440032,0.119,0.236,0.5968,0.4032,0.1935
usa,banana,mango,A1,A3,0.0524,0.0602,0.0678,0.0426,0.0685228512,0.07807482479999998,0.0872203608,0.056283631199999996,0.0022,0.0216,0.506,0.494,0.012
usa,banana,peace,A1,A3,0.0524,0.5726,0.0678,0.1886,0.0685228512,0.33772635119999994,0.0872203608,0.21118145519999995,0.3686,0.171,0.8137,0.1863,0.6273
usa,banana,peach,A1,A3,0.0524,0.0976,0.0678,0.0288,0.0685228512,0.1215424512,0.0872203608,0.03859937279999999,0.0534,0.0286,0.624,0.376,0.248
usa,banana,sad,A1,A3,0.0524,0.4174,0.0678,0.7964,0.0685228512,0.3355845912,0.0872203608,0.2237629152,-0.3944,0.175,0.1729,0.8271,0.6542
usa,banana,safety,A1,A3,0.0524,0.3274,0.0678,0.223,0.0685228512,0.3038887512,0.0872203608,0.23911397999999998,0.089,0.1618,0.5875,0.4125,0.1751
usa,banana,sandstorm,A1,A3,0.0524,0.3636,0.0678,0.3454,0.0685228512,0.3193251552,0.0872203608,0.3120163992,0.0028,0.2116,0.5024,0.4976,0.0049
usa,banana,sick,A1,A3,0.0524,0.242,0.0678,0.4512,0.0685228512,0.25314168,0.0872203608,0.34171361279999996,-0.2246,0.1932,0.3047,0.6953,0.3907
usa,banana,tree,A1,A3,0.0524,0.1328,0.0678,0.0992,0.0685228512,0.1589265408,0.0872203608,0.1233159168,0.0182,0.0528,0.5316,0.4684,0.0632
usa,death,happy,A1,A3,0.775,0.3008,0.4332,0.1012,0.24063749999999995,0.2902407168,0.33884210879999993,0.1255228128,0.5414,0.2727,0.8501,0.1499,0.7001
usa,death,justice,A1,A3,0.775,0.4376,0.4332,0.302,0.24063749999999995,0.3396266112,0.33884210879999993,0.29089847999999996,0.4774,0.3727,0.7829,0.2171,0.5658
usa,death,lightning,A1,A3,0.775,0.51,0.4332,0.3756,0.24063749999999995,0.344862,0.33884210879999993,0.3236440032,0.4762,0.3964,0.7753,0.2247,0.5506
usa,death,mango,A1,A3,0.775,0.0602,0.4332,0.0426,0.24063749999999995,0.07807482479999998,0.33884210879999993,0.056283631199999996,0.3594,0.182,0.8002,0.1998,0.6005
usa,death,peace,A1,A3,0.775,0.5726,0.4332,0.1886,0.24063749999999995,0.33772635119999994,0.33884210879999993,0.21118145519999995,0.7258,0.3314,0.8963,0.1037,0.7926
usa,death,peach,A1,A3,0.775,0.0976,0.4332,0.0288,0.24063749999999995,0.1215424512,0.33884210879999993,0.03859937279999999,0.4106,0.189,0.8275,0.1725,0.6551
usa,death,sad,A1,A3,0.775,0.4174,0.4332,0.7964,0.24063749999999995,0.3355845912,0.33884210879999993,0.2237629152,-0.0372,0.3354,0.4744,0.5256,0.0512
usa,death,safety,A1,A3,0.775,0.3274,0.4332,0.223,0.24063749999999995,0.3038887512,0.33884210879999993,0.23911397999999998,0.4462,0.3222,0.7841,0.2159,0.5681
usa,death,sandstorm,A1,A3,0.775,0.3636,0.4332,0.3454,0.24063749999999995,0.3193251552,0.33884210879999993,0.3120163992,0.36,0.372,0.7225,0.2775,0.4449
usa,death,sick,A1,A3,0.775,0.242,0.4332,0.4512,0.24063749999999995,0.25314168,0.33884210879999993,0.34171361279999996,0.1326,0.3536,0.5882,0.4118,0.1765
usa,death,tree,A1,A3,0.775,0.1328,0.4332,0.0992,0.24063749999999995,0.1589265408,0.33884210879999993,0.1233159168,0.3754,0.2132,0.7919,0.2081,0.5838
usa,happy,justice,A1,A3,0.1012,0.4376,0.3008,0.302,0.1255228128,0.3396266112,0.2902407168,0.29089847999999996,-0.064,0.3,0.4535,0.5465,0.093
usa,happy,lightning,A1,A3,0.1012,0.51,0.3008,0.3756,0.1255228128,0.344862,0.2902407168,0.3236440032,-0.0652,0.3237,0.4544,0.5456,0.0912
usa,happy,mango,A1,A3,0.1012,0.0602,0.3008,0.0426,0.1255228128,0.07807482479999998,0.2902407168,0.056283631199999996,-0.182,0.1093,0.291,0.709,0.4181
usa,happy,peace,A1,A3,0.1012,0.5726,0.3008,0.1886,0.1255228128,0.33772635119999994,0.2902407168,0.21118145519999995,0.1844,0.2587,0.6415,0.3585,0.2831
usa,happy,peach,A1,A3,0.1012,0.0976,0.3008,0.0288,0.1255228128,0.1215424512,0.2902407168,0.03859937279999999,-0.1308,0.1163,0.3506,0.6494,0.2987
usa,happy,sad,A1,A3,0.1012,0.4174,0.3008,0.7964,0.1255228128,0.3355845912,0.2902407168,0.2237629152,-0.5786,0.2627,0.1295,0.8705,0.7411
usa,happy,safety,A1,A3,0.1012,0.3274,0.3008,0.223,0.1255228128,0.3038887512,0.2902407168,0.23911397999999998,-0.0952,0.2495,0.4244,0.5756,0.1511
usa,happy,sandstorm,A1,A3,0.1012,0.3636,0.3008,0.3454,0.1255228128,0.3193251552,0.2902407168,0.3120163992,-0.1814,0.2993,0.3701,0.6299,0.2598
usa,happy,sick,A1,A3,0.1012,0.242,0.3008,0.4512,0.1255228128,0.25314168,0.2902407168,0.34171361279999996,-0.4088,0.2808,0.2202,0.7798,0.5595
usa,happy,tree,A1,A3,0.1012,0.1328,0.3008,0.0992,0.1255228128,0.1589265408,0.2902407168,0.1233159168,-0.166,0.1405,0.3289,0.6711,0.3422
usa,justice,lightning,A1,A3,0.302,0.51,0.4376,0.3756,0.29089847999999996,0.344862,0.3396266112,0.3236440032,-0.0012,0.4236,0.4993,0.5007,0.0015
usa,justice,mango,A1,A3,0.302,0.0602,0.4376,0.0426,0.29089847999999996,0.07807482479999998,0.3396266112,0.056283631199999996,-0.118,0.2092,0.3982,0.6018,0.2036
usa,justice,peace,A1,A3,0.302,0.5726,0.4376,0.1886,0.29089847999999996,0.33772635119999994,0.3396266112,0.21118145519999995,0.2484,0.3586,0.6609,0.3391,0.3217
usa,justice,peach,A1,A3,0.302,0.0976,0.4376,0.0288,0.29089847999999996,0.1215424512,0.3396266112,0.03859937279999999,-0.0668,0.2162,0.4429,0.5571,0.1142
usa,justice,sad,A1,A3,0.302,0.4174,0.4376,0.7964,0.29089847999999996,0.3355845912,0.3396266112,0.2237629152,-0.5146,0.3627,0.1964,0.8036,0.6072
usa,justice,safety,A1,A3,0.302,0.3274,0.4376,0.223,0.29089847999999996,0.3038887512,0.3396266112,0.23911397999999998,-0.0312,0.3495,0.479,0.521,0.0421
usa,justice,sandstorm,A1,A3,0.302,0.3636,0.4376,0.3454,0.29089847999999996,0.3193251552,0.3396266112,0.3120163992,-0.1174,0.3993,0.4263,0.5737,0.1474
usa,justice,sick,A1,A3,0.302,0.242,0.4376,0.4512,0.29089847999999996,0.25314168,0.3396266112,0.34171361279999996,-0.3448,0.3808,0.2882,0.7118,0.4237
usa,justice,tree,A1,A3,0.302,0.1328,0.4376,0.0992,0.29089847999999996,0.1589265408,0.3396266112,0.1233159168,-0.102,0.2404,0.4176,0.5824,0.1648
usa,lightning,mango,A1,A3,0.3756,0.0602,0.51,0.0426,0.3236440032,0.07807482479999998,0.344862,0.056283631199999996,-0.1168,0.2329,0.4044,0.5956,0.1912
usa,lightning,peace,A1,A3,0.3756,0.5726,0.51,0.1886,0.3236440032,0.33772635119999994,0.344862,0.21118145519999995,0.2496,0.3823,0.6568,0.3432,0.3135
usa,lightning,peach,A1,A3,0.3756,0.0976,0.51,0.0288,0.3236440032,0.1215424512,0.344862,0.03859937279999999,-0.0656,0.2399,0.4467,0.5533,0.1065
usa,lightning,sad,A1,A3,0.3756,0.4174,0.51,0.7964,0.3236440032,0.3355845912,0.344862,0.2237629152,-0.5134,0.3864,0.2044,0.7956,0.5912
usa,lightning,safety,A1,A3,0.3756,0.3274,0.51,0.223,0.3236440032,0.3038887512,0.344862,0.23911397999999998,-0.03,0.3732,0.4804,0.5196,0.0392
usa,lightning,sandstorm,A1,A3,0.3756,0.3636,0.51,0.3454,0.3236440032,0.3193251552,0.344862,0.3120163992,-0.1162,0.423,0.4291,0.5709,0.1418
