"participantId","trialId","answer","conA_fr","conA","conB","conA_col_ans","conB_fr","conB_col_ans","rt","mgLevel","usLevel","leftColCode","rightColCode","leftHeight","rightHeight"
"09b12105-8844-4979-b829-450cea06e9ee","p4_s0_tl","{""assignments"":{""concept_mort"":""DP"",""concept_paix"":""LB""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_paix"",""text"":""paix"",""chosenColorCode"":""LB""},""responseTime"":4241,""lastEditTime"":4241,""poolOrder"":1,""trialIndex"":16,""pairId"":""MG_HIGH_US_HIGH_death_peace_DP_LB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""DP"",""rightColorCode"":""LB"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":103,""leftHeight"":154,""rightHeight"":103}","mort","death","peace","DP","paix","LB",4241,"MG_HIGH","US_HIGH","DP","LB",154,103
"09b12105-8844-4979-b829-450cea06e9ee","p8_s1_tr","{""assignments"":{""concept_paix"":""MC"",""concept_justice"":""MO""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MO""},""conceptB"":{""id"":""concept_paix"",""text"":""paix"",""chosenColorCode"":""MC""},""responseTime"":4034,""lastEditTime"":4034,""poolOrder"":1,""trialIndex"":35,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MO"",""rightColorCode"":""MC"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":97,""leftHeight"":97,""rightHeight"":155}","justice","justice","peace","MO","paix","MC",4034,"MG_LOW","US_LOW","MO","MC",97,155
"09b12105-8844-4979-b829-450cea06e9ee","p6_s0_tr","{""assignments"":{""concept_triste"":""DR"",""concept_heureux"":""MC""},""conceptA"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_triste"",""text"":""triste"",""chosenColorCode"":""DR""},""responseTime"":4737,""lastEditTime"":4737,""poolOrder"":0,""trialIndex"":25,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""DR"",""rightColorCode"":""MC"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":99,""leftHeight"":99,""rightHeight"":146}","heureux","happy","sad","MC","triste","DR",4737,"MG_LOW","US_LOW","DR","MC",99,146
"09b12105-8844-4979-b829-450cea06e9ee","p3_s1_tr","{""assignments"":{""concept_pêche_(fruit)"":""SR"",""concept_banane"":""MH""},""conceptA"":{""id"":""concept_banane"",""text"":""banane"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_pêche_(fruit)"",""text"":""pêche (fruit)"",""chosenColorCode"":""SR""},""responseTime"":8611,""lastEditTime"":8611,""poolOrder"":0,""trialIndex"":15,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""SR"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":104,""leftHeight"":104,""rightHeight"":148}","banane","banana","peach","MH","pêche (fruit)","SR",8611,"MG_HIGH","US_HIGH","SR","MH",104,148
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p1_s1_tr","{""assignments"":{""concept_sécurité"":""DB"",""concept_mort"":""DP""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""DB""},""responseTime"":11971,""lastEditTime"":11971,""poolOrder"":1,""trialIndex"":7,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DP"",""rightColorCode"":""DB"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":147,""shortHeight"":100,""leftHeight"":100,""rightHeight"":147}","mort","death","safety","DP","sécurité","DB",11971,"MG_HIGH","US_LOW","DP","DB",100,147
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p11_s1_tr","{""assignments"":{""concept_sécurité"":""SG"",""concept_justice"":""BK""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""SG""},""responseTime"":5555,""lastEditTime"":5555,""poolOrder"":0,""trialIndex"":47,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SG"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":105,""leftHeight"":105,""rightHeight"":150}","justice","justice","safety","BK","sécurité","SG",5555,"MG_LOW","US_HIGH","SG","BK",105,150
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p0_s0_tl","{""assignments"":{""concept_heureux"":""WH"",""concept_en_colère"":""MH""},""conceptA"":{""id"":""concept_en_colère"",""text"":""en colère"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""WH""},""responseTime"":5257,""lastEditTime"":5257,""poolOrder"":0,""trialIndex"":0,""pairId"":""MG_HIGH_US_LOW_angry_happy_MH_WH"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""MH"",""rightColorCode"":""WH"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":95,""leftHeight"":148,""rightHeight"":95}","en colère","angry","happy","MH","heureux","WH",5257,"MG_HIGH","US_LOW","MH","WH",148,95
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p4_s1_tl","{""assignments"":{""concept_mort"":""DP"",""concept_paix"":""LB""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_paix"",""text"":""paix"",""chosenColorCode"":""LB""},""responseTime"":3887,""lastEditTime"":3887,""poolOrder"":0,""trialIndex"":18,""pairId"":""MG_HIGH_US_HIGH_death_peace_DP_LB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""LB"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":105,""leftHeight"":150,""rightHeight"":105}","mort","death","peace","DP","paix","LB",3887,"MG_HIGH","US_HIGH","LB","DP",150,105
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p6_s1_tr","{""assignments"":{""concept_heureux"":""MC"",""concept_triste"":""DR""},""conceptA"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""MC""},""conceptB"":{""id"":""concept_triste"",""text"":""triste"",""chosenColorCode"":""DR""},""responseTime"":4023,""lastEditTime"":4023,""poolOrder"":1,""trialIndex"":27,""pairId"":""MG_LOW_US_LOW_happy_sad_DR_MC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MC"",""rightColorCode"":""DR"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":145,""shortHeight"":102,""leftHeight"":102,""rightHeight"":145}","heureux","happy","sad","MC","triste","DR",4023,"MG_LOW","US_LOW","MC","DR",102,145
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p7_s0_tr","{""assignments"":{""concept_malade"":""DC"",""concept_triste"":""A3""},""conceptA"":{""id"":""concept_triste"",""text"":""triste"",""chosenColorCode"":""A3""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""DC""},""responseTime"":3573,""lastEditTime"":3573,""poolOrder"":0,""trialIndex"":29,""pairId"":""MG_LOW_US_LOW_sad_sick_A3_DC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""A3"",""rightColorCode"":""DC"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":153,""shortHeight"":100,""leftHeight"":100,""rightHeight"":153}","triste","sad","sick","A3","malade","DC",3573,"MG_LOW","US_LOW","A3","DC",100,153
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p4_s0_tr","{""assignments"":{""concept_paix"":""LB"",""concept_mort"":""DP""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_paix"",""text"":""paix"",""chosenColorCode"":""LB""},""responseTime"":3564,""lastEditTime"":3564,""poolOrder"":0,""trialIndex"":17,""pairId"":""MG_HIGH_US_HIGH_death_peace_DP_LB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""DP"",""rightColorCode"":""LB"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":105,""leftHeight"":105,""rightHeight"":154}","mort","death","peace","DP","paix","LB",3564,"MG_HIGH","US_HIGH","DP","LB",105,154
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p2_s1_tl","{""assignments"":{""concept_malade"":""DP"",""concept_heureux"":""SO""},""conceptA"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""SO""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""DP""},""responseTime"":3382,""lastEditTime"":3382,""poolOrder"":0,""trialIndex"":10,""pairId"":""MG_HIGH_US_LOW_happy_sick_DP_SO"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""SO"",""rightColorCode"":""DP"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":104,""leftHeight"":152,""rightHeight"":104}","heureux","happy","sick","SO","malade","DP",3382,"MG_HIGH","US_LOW","SO","DP",152,104
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p7_s1_tr","{""assignments"":{""concept_malade"":""DC"",""concept_triste"":""A3""},""conceptA"":{""id"":""concept_triste"",""text"":""triste"",""chosenColorCode"":""A3""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""DC""},""responseTime"":7573,""lastEditTime"":7573,""poolOrder"":1,""trialIndex"":31,""pairId"":""MG_LOW_US_LOW_sad_sick_A3_DC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""DC"",""rightColorCode"":""A3"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":95,""leftHeight"":95,""rightHeight"":148}","triste","sad","sick","A3","malade","DC",7573,"MG_LOW","US_LOW","DC","A3",95,148
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p9_s0_tl","{""assignments"":{""concept_mangue"":""MO"",""concept_banane"":""SY""},""conceptA"":{""id"":""concept_banane"",""text"":""banane"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mangue"",""text"":""mangue"",""chosenColorCode"":""MO""},""responseTime"":6412,""lastEditTime"":6412,""poolOrder"":0,""trialIndex"":36,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MO"",""rightColorCode"":""SY"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":148,""shortHeight"":100,""leftHeight"":148,""rightHeight"":100}","banane","banana","mango","SY","mangue","MO",6412,"MG_LOW","US_HIGH","MO","SY",148,100
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p5_s0_tl","{""assignments"":{""concept_mort"":""BK"",""concept_justice"":""DB""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":7275,""lastEditTime"":7275,""poolOrder"":0,""trialIndex"":20,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""DB"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":103,""leftHeight"":154,""rightHeight"":103}","mort","death","justice","BK","justice","DB",7275,"MG_HIGH","US_HIGH","BK","DB",154,103
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p11_s0_tl","{""assignments"":{""concept_justice"":""BK"",""concept_sécurité"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""SG""},""responseTime"":6538,""lastEditTime"":6538,""poolOrder"":0,""trialIndex"":44,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""SG"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":97,""leftHeight"":154,""rightHeight"":97}","justice","justice","safety","BK","sécurité","SG",6538,"MG_LOW","US_HIGH","BK","SG",154,97
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p0_s0_tr","{""assignments"":{""concept_heureux"":""WH"",""concept_en_colère"":""MH""},""conceptA"":{""id"":""concept_en_colère"",""text"":""en colère"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""WH""},""responseTime"":4249,""lastEditTime"":4249,""poolOrder"":0,""trialIndex"":1,""pairId"":""MG_HIGH_US_LOW_angry_happy_MH_WH"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""MH"",""rightColorCode"":""WH"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":95,""leftHeight"":95,""rightHeight"":151}","en colère","angry","happy","MH","heureux","WH",4249,"MG_HIGH","US_LOW","MH","WH",95,151
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p10_s1_tr","{""assignments"":{""concept_en_colère"":""SC"",""concept_malade"":""MH""},""conceptA"":{""id"":""concept_en_colère"",""text"":""en colère"",""chosenColorCode"":""SC""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""MH""},""responseTime"":9907,""lastEditTime"":9907,""poolOrder"":1,""trialIndex"":43,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SC"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":100,""leftHeight"":100,""rightHeight"":151}","en colère","angry","sick","SC","malade","MH",9907,"MG_LOW","US_HIGH","SC","MH",100,151
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p5_s1_tl","{""assignments"":{""concept_justice"":""DB"",""concept_mort"":""BK""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":4304,""lastEditTime"":4304,""poolOrder"":0,""trialIndex"":22,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""DB"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":104,""leftHeight"":154,""rightHeight"":104}","mort","death","justice","BK","justice","DB",4304,"MG_HIGH","US_HIGH","DB","BK",154,104
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p5_s0_tr","{""assignments"":{""concept_mort"":""BK"",""concept_justice"":""DB""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""BK""},""conceptB"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""DB""},""responseTime"":5898,""lastEditTime"":5898,""poolOrder"":0,""trialIndex"":21,""pairId"":""MG_HIGH_US_HIGH_death_justice_BK_DB"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""DB"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":101,""leftHeight"":101,""rightHeight"":155}","mort","death","justice","BK","justice","DB",5898,"MG_HIGH","US_HIGH","BK","DB",101,155
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p10_s0_tl","{""assignments"":{""concept_malade"":""MH"",""concept_en_colère"":""SC""},""conceptA"":{""id"":""concept_en_colère"",""text"":""en colère"",""chosenColorCode"":""SC""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""MH""},""responseTime"":7630,""lastEditTime"":7630,""poolOrder"":1,""trialIndex"":40,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SC"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":146,""shortHeight"":95,""leftHeight"":146,""rightHeight"":95}","en colère","angry","sick","SC","malade","MH",7630,"MG_LOW","US_HIGH","MH","SC",146,95
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p9_s1_tr","{""assignments"":{""concept_banane"":""SY"",""concept_mangue"":""MO""},""conceptA"":{""id"":""concept_banane"",""text"":""banane"",""chosenColorCode"":""SY""},""conceptB"":{""id"":""concept_mangue"",""text"":""mangue"",""chosenColorCode"":""MO""},""responseTime"":12129,""lastEditTime"":12129,""poolOrder"":0,""trialIndex"":39,""pairId"":""MG_LOW_US_HIGH_banana_mango_MO_SY"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SY"",""rightColorCode"":""MO"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":98,""leftHeight"":98,""rightHeight"":152}","banane","banana","mango","SY","mangue","MO",12129,"MG_LOW","US_HIGH","SY","MO",98,152
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p3_s1_tr","{""assignments"":{""concept_banane"":""MH"",""concept_pêche_(fruit)"":""SR""},""conceptA"":{""id"":""concept_banane"",""text"":""banane"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_pêche_(fruit)"",""text"":""pêche (fruit)"",""chosenColorCode"":""SR""},""responseTime"":10202,""lastEditTime"":10202,""poolOrder"":1,""trialIndex"":15,""pairId"":""MG_HIGH_US_HIGH_banana_peach_MH_SR"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_HIGH"",""leftColorCode"":""SR"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":101,""leftHeight"":101,""rightHeight"":151}","banane","banana","peach","MH","pêche (fruit)","SR",10202,"MG_HIGH","US_HIGH","SR","MH",101,151
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p0_s1_tl","{""assignments"":{""concept_en_colère"":""MH"",""concept_heureux"":""WH""},""conceptA"":{""id"":""concept_en_colère"",""text"":""en colère"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""WH""},""responseTime"":3563,""lastEditTime"":3563,""poolOrder"":1,""trialIndex"":2,""pairId"":""MG_HIGH_US_LOW_angry_happy_MH_WH"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""WH"",""rightColorCode"":""MH"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":150,""shortHeight"":99,""leftHeight"":150,""rightHeight"":99}","en colère","angry","happy","MH","heureux","WH",3563,"MG_HIGH","US_LOW","WH","MH",150,99
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p8_s1_tr","{""assignments"":{""concept_paix"":""MC"",""concept_justice"":""MO""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""MO""},""conceptB"":{""id"":""concept_paix"",""text"":""paix"",""chosenColorCode"":""MC""},""responseTime"":7286,""lastEditTime"":7286,""poolOrder"":0,""trialIndex"":35,""pairId"":""MG_LOW_US_LOW_justice_peace_MC_MO"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""MO"",""rightColorCode"":""MC"",""swapIndex"":1,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":96,""leftHeight"":96,""rightHeight"":155}","justice","justice","peace","MO","paix","MC",7286,"MG_LOW","US_LOW","MO","MC",96,155
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p10_s0_tr","{""assignments"":{""concept_malade"":""SC"",""concept_en_colère"":""MH""},""conceptA"":{""id"":""concept_en_colère"",""text"":""en colère"",""chosenColorCode"":""MH""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""SC""},""responseTime"":6321,""lastEditTime"":6321,""poolOrder"":0,""trialIndex"":41,""pairId"":""MG_LOW_US_HIGH_angry_sick_MH_SC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""MH"",""rightColorCode"":""SC"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":151,""shortHeight"":100,""leftHeight"":100,""rightHeight"":151}","en colère","angry","sick","MH","malade","SC",6321,"MG_LOW","US_HIGH","MH","SC",100,151
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p11_s1_tl","{""assignments"":{""concept_sécurité"":""BK"",""concept_justice"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""SG""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""BK""},""responseTime"":4439,""lastEditTime"":4439,""poolOrder"":1,""trialIndex"":46,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""SG"",""rightColorCode"":""BK"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":154,""shortHeight"":101,""leftHeight"":154,""rightHeight"":101}","justice","justice","safety","SG","sécurité","BK",4439,"MG_LOW","US_HIGH","SG","BK",154,101
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p7_s1_tl","{""assignments"":{""concept_triste"":""DC"",""concept_malade"":""A3""},""conceptA"":{""id"":""concept_triste"",""text"":""triste"",""chosenColorCode"":""DC""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""A3""},""responseTime"":18028,""lastEditTime"":18028,""poolOrder"":1,""trialIndex"":30,""pairId"":""MG_LOW_US_LOW_sad_sick_A3_DC"",""mgLevel"":""MG_LOW"",""usLevel"":""US_LOW"",""leftColorCode"":""DC"",""rightColorCode"":""A3"",""swapIndex"":1,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":155,""shortHeight"":103,""leftHeight"":155,""rightHeight"":103}","triste","sad","sick","DC","malade","A3",18028,"MG_LOW","US_LOW","DC","A3",155,103
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p1_s0_tr","{""assignments"":{""concept_sécurité"":""DB"",""concept_mort"":""DP""},""conceptA"":{""id"":""concept_mort"",""text"":""mort"",""chosenColorCode"":""DP""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""DB""},""responseTime"":11398,""lastEditTime"":11398,""poolOrder"":1,""trialIndex"":5,""pairId"":""MG_HIGH_US_LOW_death_safety_DB_DP"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DB"",""rightColorCode"":""DP"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":95,""leftHeight"":95,""rightHeight"":149}","mort","death","safety","DP","sécurité","DB",11398,"MG_HIGH","US_LOW","DB","DP",95,149
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p11_s0_tr","{""assignments"":{""concept_sécurité"":""BK"",""concept_justice"":""SG""},""conceptA"":{""id"":""concept_justice"",""text"":""justice"",""chosenColorCode"":""SG""},""conceptB"":{""id"":""concept_sécurité"",""text"":""sécurité"",""chosenColorCode"":""BK""},""responseTime"":86202,""lastEditTime"":86202,""poolOrder"":1,""trialIndex"":45,""pairId"":""MG_LOW_US_HIGH_justice_safety_BK_SG"",""mgLevel"":""MG_LOW"",""usLevel"":""US_HIGH"",""leftColorCode"":""BK"",""rightColorCode"":""SG"",""swapIndex"":0,""tallerSide"":""right"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":149,""shortHeight"":95,""leftHeight"":95,""rightHeight"":149}","justice","justice","safety","SG","sécurité","BK",86202,"MG_LOW","US_HIGH","BK","SG",95,149
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","p2_s0_tl","{""assignments"":{""concept_heureux"":""SO"",""concept_malade"":""DP""},""conceptA"":{""id"":""concept_heureux"",""text"":""heureux"",""chosenColorCode"":""SO""},""conceptB"":{""id"":""concept_malade"",""text"":""malade"",""chosenColorCode"":""DP""},""responseTime"":5861,""lastEditTime"":5861,""poolOrder"":1,""trialIndex"":8,""pairId"":""MG_HIGH_US_LOW_happy_sick_DP_SO"",""mgLevel"":""MG_HIGH"",""usLevel"":""US_LOW"",""leftColorCode"":""DP"",""rightColorCode"":""SO"",""swapIndex"":0,""tallerSide"":""left"",""baseTall"":150,""baseShort"":100,""jitter"":5,""tallHeight"":152,""shortHeight"":95,""leftHeight"":152,""rightHeight"":95}","heureux","happy","sick","SO","malade","DP",5861,"MG_HIGH","US_LOW","DP","SO",152,95
