conA,conB,col1,col2,x1_us,x2_us,x3_us,x4_us,p_gt0_us,dX_us,dS_us,x1_mg,x2_mg,x3_mg,x4_mg,p_gt0_mg,dX_mg,dS_mg,dS_diff
peace,peach,A1,A3,0.1886,0.5726,0.0288,0.0976,0.2288,-0.3152,0.5424,0.2756,0.7084,0.243,0.23,0.2037,-0.4458,0.5926,-0.0502
peace,sad,A1,A3,0.1886,0.5726,0.7964,0.4174,0.0923,-0.763,0.8154,0.2756,0.7084,0.6488,0.4436,0.1513,-0.638,0.6975,0.1179
peace,safety,A1,A3,0.1886,0.5726,0.223,0.3274,0.3098,-0.2796,0.3804,0.2756,0.7084,0.3688,0.4706,0.298,-0.331,0.4041,-0.0237
peace,sandstorm,A1,A3,0.1886,0.5726,0.3454,0.3636,0.2734,-0.3658,0.4533,0.2756,0.7084,0.4604,0.3534,0.1922,-0.5398,0.6156,-0.1623
peace,sick,A1,A3,0.1886,0.5726,0.4512,0.242,0.1578,-0.5932,0.6844,0.2756,0.7084,0.5234,0.4454,0.2106,-0.5108,0.5788,0.1056
peace,tree,A1,A3,0.1886,0.5726,0.0992,0.1328,0.2195,-0.3504,0.5611,0.2756,0.7084,0.2184,0.1714,0.1726,-0.4798,0.6548,-0.0937
peach,sad,A1,A3,0.0288,0.0976,0.7964,0.4174,0.1484,-0.4478,0.7033,0.243,0.23,0.6488,0.4436,0.3725,-0.1922,0.2551,0.4482
peach,safety,A1,A3,0.0288,0.0976,0.223,0.3274,0.5343,0.0356,0.0687,0.243,0.23,0.3688,0.4706,0.5763,0.1148,0.1526,-0.0839
peach,sandstorm,A1,A3,0.0288,0.0976,0.3454,0.3636,0.4572,-0.0506,0.0855,0.243,0.23,0.4604,0.3534,0.437,-0.094,0.126,-0.0405
peach,sick,A1,A3,0.0288,0.0976,0.4512,0.242,0.2685,-0.278,0.4629,0.243,0.23,0.5234,0.4454,0.4574,-0.065,0.0852,0.3777
peach,tree,A1,A3,0.0288,0.0976,0.0992,0.1328,0.4421,-0.0352,0.1158,0.243,0.23,0.2184,0.1714,0.4714,-0.034,0.0572,0.0586
sad,safety,A1,A3,0.7964,0.4174,0.223,0.3274,0.8031,0.4834,0.6062,0.6488,0.4436,0.3688,0.4706,0.6766,0.307,0.3531,0.2531
sad,sandstorm,A1,A3,0.7964,0.4174,0.3454,0.3636,0.7424,0.3972,0.4848,0.6488,0.4436,0.4604,0.3534,0.5586,0.0982,0.1171,0.3677
sad,sick,A1,A3,0.7964,0.4174,0.4512,0.242,0.61240000000000006,0.1698,0.2248,0.6488,0.4436,0.5234,0.4454,0.5742,0.1272,0.1483,0.0765
sad,tree,A1,A3,0.7964,0.4174,0.0992,0.1328,0.8166,0.4126,0.6331,0.6488,0.4436,0.2184,0.1714,0.6105,0.1582,0.221,0.4121
safety,sandstorm,A1,A3,0.223,0.3274,0.3454,0.3636,0.4428,-0.0862,0.1144,0.3688,0.4706,0.4604,0.3534,0.378,-0.2088,0.2441,-0.1297
safety,sick,A1,A3,0.223,0.3274,0.4512,0.242,0.2954,-0.3136,0.4093,0.3688,0.4706,0.5234,0.4454,0.3965,-0.1798,0.207,0.2023
safety,tree,A1,A3,0.223,0.3274,0.0992,0.1328,0.4364,-0.0708,0.1272,0.3688,0.4706,0.2184,0.1714,0.397,-0.1488,0.2061,-0.0789
sandstorm,sick,A1,A3,0.3454,0.3636,0.4512,0.242,0.3581,-0.2274,0.2838,0.4604,0.3534,0.5234,0.4454,0.517,0.029,0.0339,0.2499
sandstorm,tree,A1,A3,0.3454,0.3636,0.0992,0.1328,0.5124,0.0154,0.0247,0.4604,0.3534,0.2184,0.1714,0.5422,0.06,0.0845,-0.0598
sick,tree,A1,A3,0.4512,0.242,0.0992,0.1328,0.6945,0.2428,0.3891,0.5234,0.4454,0.2184,0.1714,0.5213,0.031,0.0425,0.3466
angry,banana,A1,BK,0.3736,0.6538,0.0524,0.1832,0.384,-0.1494,0.232,0.3566,0.5532,0.1342,0.148,0.365,-0.1828,0.27,-0.038
angry,death,A1,BK,0.3736,0.6538,0.775,0.9468,0.4177,-0.1084,0.1646,0.3566,0.5532,0.7284,0.8658,0.4587,-0.0592,0.0826,0.082
angry,happy,A1,BK,0.3736,0.6538,0.1012,0.0908,0.2754,-0.2906,0.4492,0.3566,0.5532,0.199,0.1658,0.34,-0.2298,0.3201,0.1291
angry,justice,A1,BK,0.3736,0.6538,0.302,0.4356,0.4098,-0.1466,0.1804,0.3566,0.5532,0.2456,0.309,0.4144,-0.1332,0.1712,0.0092
angry,lightning,A1,BK,0.3736,0.6538,0.3756,0.3808,0.3365,-0.275,0.327,0.3566,0.5532,0.322,0.3692,0.4091,-0.1494,0.1818,0.1452
angry,mango,A1,BK,0.3736,0.6538,0.0426,0.0498,0.2782,-0.273,0.4436,0.3566,0.5532,0.118,0.1468,0.3745,-0.1678,0.2511,0.1925
angry,peace,A1,BK,0.3736,0.6538,0.1886,0.1206,0.2536,-0.3482,0.4928,0.3566,0.5532,0.2756,0.2002,0.3231,-0.272,0.3537,0.1391
angry,peach,A1,BK,0.3736,0.6538,0.0288,0.0292,0.2712,-0.2798,0.4577,0.3566,0.5532,0.243,0.2016,0.3416,-0.238,0.3168,0.1409
angry,sad,A1,BK,0.3736,0.6538,0.7964,0.795,0.3069,-0.2816,0.3862,0.3566,0.5532,0.6488,0.738,0.4324,-0.1074,0.1352,0.251
angry,safety,A1,BK,0.3736,0.6538,0.223,0.1376,0.2501,-0.3656,0.4997,0.3566,0.5532,0.3688,0.3978,0.4004,-0.1676,0.1991,0.3006
angry,sandstorm,A1,BK,0.3736,0.6538,0.3454,0.3184,0.3136,-0.3072,0.3727,0.3566,0.5532,0.4604,0.4714,0.3928,-0.1856,0.2144,0.1583
angry,sick,A1,BK,0.3736,0.6538,0.4512,0.479,0.3534,-0.2524,0.2933,0.3566,0.5532,0.5234,0.5416,0.3969,-0.1784,0.2062,0.0871
angry,tree,A1,BK,0.3736,0.6538,0.0992,0.138,0.315,-0.2414,0.37,0.3566,0.5532,0.2184,0.254,0.3928,-0.161,0.2144,0.1556
banana,death,A1,BK,0.0524,0.1832,0.775,0.9468,0.5485,0.041,0.097,0.1342,0.148,0.7284,0.8658,0.621,0.1236,0.2421,-0.1451
banana,happy,A1,BK,0.0524,0.1832,0.1012,0.0908,0.3069,-0.1412,0.3862,0.1342,0.148,0.199,0.1658,0.4509,-0.047,0.0983,0.2879
banana,justice,A1,BK,0.0524,0.1832,0.302,0.4356,0.5022,0.0028,0.0044,0.1342,0.148,0.2456,0.309,0.5427,0.0496,0.0853,-0.0809
banana,lightning,A1,BK,0.0524,0.1832,0.3756,0.3808,0.4037,-0.1256,0.1926,0.1342,0.148,0.322,0.3692,0.5262,0.0334,0.0525,0.1401
banana,mango,A1,BK,0.0524,0.1832,0.0426,0.0498,0.3013,-0.1236,0.3974,0.1342,0.148,0.118,0.1468,0.5181,0.015,0.0361,0.3613
banana,peace,A1,BK,0.0524,0.1832,0.1886,0.1206,0.2803,-0.1988,0.4395,0.1342,0.148,0.2756,0.2002,0.4181,-0.0892,0.1639,0.2756
banana,peach,A1,BK,0.0524,0.1832,0.0288,0.0292,0.2834,-0.1304,0.4332,0.1342,0.148,0.243,0.2016,0.4475,-0.0552,0.1051,0.3281
banana,sad,A1,BK,0.0524,0.1832,0.7964,0.795,0.3674,-0.1322,0.2652,0.1342,0.148,0.6488,0.738,0.5621,0.0754,0.1242,0.141
banana,safety,A1,BK,0.0524,0.1832,0.223,0.1376,0.2782,-0.2162,0.4435,0.1342,0.148,0.3688,0.3978,0.5115,0.0152,0.0231,0.4204
banana,sandstorm,A1,BK,0.0524,0.1832,0.3454,0.3184,0.374,-0.1578,0.252,0.1342,0.148,0.4604,0.4714,0.498,-0.0028,0.0041,0.2479
banana,sick,A1,BK,0.0524,0.1832,0.4512,0.479,0.4243,-0.103,0.1514,0.1342,0.148,0.5234,0.5416,0.5032,0.0044,0.0064,0.145
banana,tree,A1,BK,0.0524,0.1832,0.0992,0.138,0.3809,-0.092,0.2382,0.1342,0.148,0.2184,0.254,0.5202,0.0218,0.0404,0.1978
death,happy,A1,BK,0.775,0.9468,0.1012,0.0908,0.2763,-0.1822,0.4474,0.7284,0.8658,0.199,0.1658,0.3479,-0.1706,0.3041,0.1433
death,justice,A1,BK,0.775,0.9468,0.302,0.4356,0.4707,-0.0382,0.0586,0.7284,0.8658,0.2456,0.309,0.4423,-0.074,0.1154,-0.0568
death,lightning,A1,BK,0.775,0.9468,0.3756,0.3808,0.3767,-0.1666,0.2465,0.7284,0.8658,0.322,0.3692,0.4349,-0.0902,0.1302,0.1163
death,mango,A1,BK,0.775,0.9468,0.0426,0.0498,0.2701,-0.1646,0.4598,0.7284,0.8658,0.118,0.1468,0.3914,-0.1086,0.2172,0.2426
death,peace,A1,BK,0.775,0.9468,0.1886,0.1206,0.255,-0.2398,0.4899,0.7284,0.8658,0.2756,0.2002,0.3292,-0.2128,0.3417,0.1482
death,peach,A1,BK,0.775,0.9468,0.0288,0.0292,0.255,-0.1714,0.49,0.7284,0.8658,0.243,0.2016,0.3516,-0.1788,0.2968,0.1932
death,sad,A1,BK,0.775,0.9468,0.7964,0.795,0.3364,-0.1732,0.3272,0.7284,0.8658,0.6488,0.738,0.4636,-0.0482,0.0728,0.2544
death,safety,A1,BK,0.775,0.9468,0.223,0.1376,0.254,-0.2572,0.4919,0.7284,0.8658,0.3688,0.3978,0.4242,-0.1084,0.1515,0.3404
death,sandstorm,A1,BK,0.775,0.9468,0.3454,0.3184,0.3475,-0.1988,0.305,0.7284,0.8658,0.4604,0.4714,0.4149,-0.1264,0.1702,0.1348
death,sick,A1,BK,0.775,0.9468,0.4512,0.479,0.3974,-0.144,0.2051,0.7284,0.8658,0.5234,0.5416,0.4197,-0.1192,0.1606,0.0445
death,tree,A1,BK,0.775,0.9468,0.0992,0.138,0.3428,-0.133,0.3144,0.7284,0.8658,0.2184,0.254,0.4161,-0.1018,0.1679,0.1465
happy,justice,A1,BK,0.1012,0.0908,0.302,0.4356,0.6168,0.144,0.2335,0.199,0.1658,0.2456,0.309,0.5775,0.0966,0.1551,0.0784
happy,lightning,A1,BK,0.1012,0.0908,0.3756,0.3808,0.5125,0.0156,0.0251,0.199,0.1658,0.322,0.3692,0.5596,0.0804,0.1193,-0.0942
happy,mango,A1,BK,0.1012,0.0908,0.0426,0.0498,0.5363,0.0176,0.0727,0.199,0.1658,0.118,0.1468,0.566,0.062,0.1319,-0.0592
happy,peace,A1,BK,0.1012,0.0908,0.1886,0.1206,0.4268,-0.0576,0.1463,0.199,0.1658,0.2756,0.2002,0.4638,-0.0422,0.0724,0.0739
happy,peach,A1,BK,0.1012,0.0908,0.0288,0.0292,0.5238,0.0108,0.0476,0.199,0.1658,0.243,0.2016,0.4928,-0.0082,0.0145,0.0331
happy,sad,A1,BK,0.1012,0.0908,0.7964,0.795,0.5098,0.009,0.0197,0.199,0.1658,0.6488,0.738,0.5944,0.1224,0.1889,-0.1692
happy,safety,A1,BK,0.1012,0.0908,0.223,0.1376,0.4129,-0.075,0.1743,0.199,0.1658,0.3688,0.3978,0.5448,0.0622,0.0895,0.0848
happy,sandstorm,A1,BK,0.1012,0.0908,0.3454,0.3184,0.486,-0.0166,0.0281,0.199,0.1658,0.4604,0.4714,0.5307,0.0442,0.0613,-0.0332
happy,sick,A1,BK,0.1012,0.0908,0.4512,0.479,0.5292,0.0382,0.0584,0.199,0.1658,0.5234,0.5416,0.5356,0.0514,0.0713,-0.0129
happy,tree,A1,BK,0.1012,0.0908,0.0992,0.138,0.5723,0.0492,0.1445,0.199,0.1658,0.2184,0.254,0.559,0.0688,0.118,0.0265
justice,lightning,A1,BK,0.302,0.4356,0.3756,0.3808,0.4217,-0.1284,0.1566,0.2456,0.309,0.322,0.3692,0.4892,-0.0162,0.0216,0.135
justice,mango,A1,BK,0.302,0.4356,0.0426,0.0498,0.3921,-0.1264,0.2157,0.2456,0.309,0.118,0.1468,0.4698,-0.0346,0.0604,0.1553
justice,peace,A1,BK,0.302,0.4356,0.1886,0.1206,0.3499,-0.2016,0.3001,0.2456,0.309,0.2756,0.2002,0.3974,-0.1388,0.2051,0.095
justice,peach,A1,BK,0.302,0.4356,0.0288,0.0292,0.3853,-0.1332,0.2294,0.2456,0.309,0.243,0.2016,0.4206,-0.1048,0.1588,0.0706
justice,sad,A1,BK,0.302,0.4356,0.7964,0.795,0.4041,-0.135,0.1918,0.2456,0.309,0.6488,0.738,0.5179,0.0258,0.0357,0.1561
justice,safety,A1,BK,0.302,0.4356,0.223,0.1376,0.3426,-0.219,0.3147,0.2456,0.309,0.3688,0.3978,0.4776,-0.0344,0.0448,0.2699
justice,sandstorm,A1,BK,0.302,0.4356,0.3454,0.3184,0.3995,-0.1606,0.2009,0.2456,0.309,0.4604,0.4714,0.467,-0.0524,0.0661,0.1348
justice,sick,A1,BK,0.302,0.4356,0.4512,0.479,0.4372,-0.1058,0.1256,0.2456,0.309,0.5234,0.5416,0.4715,-0.0452,0.057,0.0686
justice,tree,A1,BK,0.302,0.4356,0.0992,0.138,0.4247,-0.0948,0.1507,0.2456,0.309,0.2184,0.254,0.4792,-0.0278,0.0416,0.1091
lightning,mango,A1,BK,0.3756,0.3808,0.0426,0.0498,0.5017,0.002,0.0034,0.322,0.3692,0.118,0.1468,0.4854,-0.0184,0.0293,-0.0259
lightning,peace,A1,BK,0.3756,0.3808,0.1886,0.1206,0.4454,-0.0732,0.1091,0.322,0.3692,0.2756,0.2002,0.4153,-0.1226,0.1695,-0.0604
lightning,peach,A1,BK,0.3756,0.3808,0.0288,0.0292,0.4959,-0.0048,0.0082,0.322,0.3692,0.243,0.2016,0.4375,-0.0886,0.1251,-0.1169
lightning,sad,A1,BK,0.3756,0.3808,0.7964,0.795,0.4953,-0.0066,0.0093,0.322,0.3692,0.6488,0.738,0.5273,0.042,0.0547,-0.0454
lightning,safety,A1,BK,0.3756,0.3808,0.223,0.1376,0.4347,-0.0906,0.1307,0.322,0.3692,0.3688,0.3978,0.4888,-0.0182,0.0224,0.1083
lightning,sandstorm,A1,BK,0.3756,0.3808,0.3454,0.3184,0.4799,-0.0322,0.0401,0.322,0.3692,0.4604,0.4714,0.4783,-0.0362,0.0434,-0.0033
lightning,sick,A1,BK,0.3756,0.3808,0.4512,0.479,0.5133,0.0226,0.0266,0.322,0.3692,0.5234,0.5416,0.4826,-0.029,0.0348,-0.0082
lightning,tree,A1,BK,0.3756,0.3808,0.0992,0.138,0.5263,0.0336,0.0525,0.322,0.3692,0.2184,0.254,0.4919,-0.0116,0.0162,0.0363
mango,peace,A1,BK,0.0426,0.0498,0.1886,0.1206,0.3922,-0.0752,0.2155,0.118,0.1468,0.2756,0.2002,0.4031,-0.1042,0.1938,0.0217
mango,peach,A1,BK,0.0426,0.0498,0.0288,0.0292,0.4739,-0.0068,0.0523,0.118,0.1468,0.243,0.2016,0.4322,-0.0702,0.1356,-0.0833
mango,sad,A1,BK,0.0426,0.0498,0.7964,0.795,0.4897,-0.0086,0.0206,0.118,0.1468,0.6488,0.738,0.5504,0.0604,0.1009,-0.0803
mango,safety,A1,BK,0.0426,0.0498,0.223,0.1376,0.3814,-0.0926,0.2373,0.118,0.1468,0.3688,0.3978,0.5002,2e-4,3e-4,0.237
mango,sandstorm,A1,BK,0.0426,0.0498,0.3454,0.3184,0.4695,-0.0342,0.0609,0.118,0.1468,0.4604,0.4714,0.4869,-0.0178,0.0262,0.0347
mango,sick,A1,BK,0.0426,0.0498,0.4512,0.479,0.5164,0.0206,0.0329,0.118,0.1468,0.5234,0.5416,0.4922,-0.0106,0.0156,0.0173
mango,tree,A1,BK,0.0426,0.0498,0.0992,0.138,0.5556,0.0316,0.1112,0.118,0.1468,0.2184,0.254,0.5064,0.0068,0.0128,0.0984
peace,peach,A1,BK,0.1886,0.1206,0.0288,0.0292,0.6013,0.0684,0.2025,0.2756,0.2002,0.243,0.2016,0.5274,0.034,0.0547,0.1478
peace,sad,A1,BK,0.1886,0.1206,0.7964,0.795,0.5639,0.0666,0.1278,0.2756,0.2002,0.6488,0.738,0.6175,0.1646,0.2349,-0.1071
peace,safety,A1,BK,0.1886,0.1206,0.223,0.1376,0.4823,-0.0174,0.0353,0.2756,0.2002,0.3688,0.3978,0.5703,0.1044,0.1407,-0.1054
peace,sandstorm,A1,BK,0.1886,0.1206,0.3454,0.3184,0.532,0.041,0.064,0.2756,0.2002,0.4604,0.4714,0.5564,0.0864,0.1128,-0.0488
peace,sick,A1,BK,0.1886,0.1206,0.4512,0.479,0.5683,0.0958,0.1366,0.2756,0.2002,0.5234,0.5416,0.5611,0.0936,0.1221,0.0145
peace,tree,A1,BK,0.1886,0.1206,0.0992,0.138,0.6255,0.1068,0.2511,0.2756,0.2002,0.2184,0.254,0.5868,0.111,0.1737,0.0774
peach,sad,A1,BK,0.0288,0.0292,0.7964,0.795,0.4978,-0.0018,0.0044,0.243,0.2016,0.6488,0.738,0.5955,0.1306,0.1909,-0.1865
peach,safety,A1,BK,0.0288,0.0292,0.223,0.1376,0.3872,-0.0858,0.2257,0.243,0.2016,0.3688,0.3978,0.5483,0.0704,0.0967,0.129
peach,sandstorm,A1,BK,0.0288,0.0292,0.3454,0.3184,0.4753,-0.0274,0.0494,0.243,0.2016,0.4604,0.4714,0.5348,0.0524,0.0696,-0.0202
peach,sick,A1,BK,0.0288,0.0292,0.4512,0.479,0.5221,0.0274,0.0441,0.243,0.2016,0.5234,0.5416,0.5396,0.0596,0.0791,-0.035
peach,tree,A1,BK,0.0288,0.0292,0.0992,0.138,0.5707,0.0384,0.1413,0.243,0.2016,0.2184,0.254,0.5619,0.077,0.1237,0.0176
sad,safety,A1,BK,0.7964,0.795,0.223,0.1376,0.4236,-0.084,0.1528,0.6488,0.738,0.3688,0.3978,0.4618,-0.0602,0.0764,0.0764
sad,sandstorm,A1,BK,0.7964,0.795,0.3454,0.3184,0.4812,-0.0256,0.0375,0.6488,0.738,0.4604,0.4714,0.4518,-0.0782,0.0963,-0.0588
sad,sick,A1,BK,0.7964,0.795,0.4512,0.479,0.5198,0.0292,0.0396,0.6488,0.738,0.5234,0.5416,0.4563,-0.071,0.0875,-0.0479
sad,tree,A1,BK,0.7964,0.795,0.0992,0.138,0.5418,0.0402,0.0835,0.6488,0.738,0.2184,0.254,0.4612,-0.0536,0.0776,0.0059
safety,sandstorm,A1,BK,0.223,0.1376,0.3454,0.3184,0.544,0.0584,0.088,0.3688,0.3978,0.4604,0.4714,0.4894,-0.018,0.0211,0.0669
safety,sick,A1,BK,0.223,0.1376,0.4512,0.479,0.5783,0.1132,0.1565,0.3688,0.3978,0.5234,0.5416,0.49370000000000003,-0.0108,0.0127,0.1438
safety,tree,A1,BK,0.223,0.1376,0.0992,0.138,0.6348,0.1242,0.2697,0.3688,0.3978,0.2184,0.254,0.5045,0.0066,0.009,0.2607
sandstorm,sick,A1,BK,0.3454,0.3184,0.4512,0.479,0.5331,0.0548,0.0662,0.4604,0.4714,0.5234,0.5416,0.5041,0.0072,0.0082,0.058
sandstorm,tree,A1,BK,0.3454,0.3184,0.0992,0.138,0.5539,0.0658,0.10780000000000001,0.4604,0.4714,0.2184,0.254,0.5161,0.0246,0.0323,0.0755
sick,tree,A1,BK,0.4512,0.479,0.0992,0.138,0.5082,0.011,0.0164,0.5234,0.5416,0.2184,0.254,0.5114,0.0174,0.0228,-0.0064
angry,banana,A1,DB,0.3736,0.1306,0.0524,0.0426,0.7329,0.2332,0.4659,0.3566,0.21,0.1342,0.1018,0.6008,0.1142,0.2016,0.2643
angry,death,A1,DB,0.3736,0.1306,0.775,0.2328,0.2767,-0.2992,0.4467,0.3566,0.21,0.7284,0.1568,0.2059,-0.425,0.5882,-0.1415
angry,happy,A1,DB,0.3736,0.1306,0.1012,0.3926,0.8526,0.5344,0.7051,0.3566,0.21,0.199,0.4474,0.7552,0.395,0.5105,0.1946
angry,justice,A1,DB,0.3736,0.1306,0.302,0.4366,0.7419,0.3776,0.4838,0.3566,0.21,0.2456,0.3148,0.6496,0.2158,0.2991,0.1847
angry,lightning,A1,DB,0.3736,0.1306,0.3756,0.1768,0.5332,0.0442,0.0663,0.3566,0.21,0.322,0.3332,0.6056,0.1578,0.2111,-0.1448
angry,mango,A1,DB,0.3736,0.1306,0.0426,0.046,0.7452,0.2464,0.4903,0.3566,0.21,0.118,0.237,0.7052,0.2656,0.4104,0.0799
angry,peace,A1,DB,0.3736,0.1306,0.1886,0.5406,0.8616,0.595,0.7231,0.3566,0.21,0.2756,0.2616,0.5944,0.1326,0.1887,0.5344
angry,peach,A1,DB,0.3736,0.1306,0.0288,0.051,0.7618,0.2652,0.5235,0.3566,0.21,0.243,0.2244,0.5951,0.128,0.1902,0.3333
angry,sad,A1,DB,0.3736,0.1306,0.7964,0.5434,0.4928,-0.01,0.0145,0.3566,0.21,0.6488,0.225,0.3116,-0.2772,0.3767,-0.3622
angry,safety,A1,DB,0.3736,0.1306,0.223,0.4336,0.7925,0.4536,0.585,0.3566,0.21,0.3688,0.3774,0.6005,0.1552,0.201,0.384
angry,sandstorm,A1,DB,0.3736,0.1306,0.3454,0.078,0.4803,-0.0244,0.0395,0.3566,0.21,0.4604,0.1752,0.4031,-0.1386,0.1938,-0.1543
angry,sick,A1,DB,0.3736,0.1306,0.4512,0.202,0.4955,-0.0062,0.009,0.3566,0.21,0.5234,0.2758,0.4329,-0.101,0.1342,-0.1252
angry,tree,A1,DB,0.3736,0.1306,0.0992,0.1272,0.743,0.271,0.486,0.3566,0.21,0.2184,0.1824,0.5862,0.1106,0.1724,0.3136
banana,death,A1,DB,0.0524,0.0426,0.775,0.2328,0.0701,-0.5324,0.8599,0.1342,0.1018,0.7284,0.1568,0.0846,-0.5392,0.8308,0.0291
banana,happy,A1,DB,0.0524,0.0426,0.1012,0.3926,0.7932,0.3012,0.5863,0.1342,0.1018,0.199,0.4474,0.7288,0.2808,0.4576,0.1287
banana,justice,A1,DB,0.0524,0.0426,0.302,0.4366,0.6226,0.1444,0.2452,0.1342,0.1018,0.2456,0.3148,0.5896,0.1016,0.1791,0.0661
banana,lightning,A1,DB,0.0524,0.0426,0.3756,0.1768,0.3169,-0.189,0.3662,0.1342,0.1018,0.322,0.3332,0.536,0.0436,0.072,0.2942
banana,mango,A1,DB,0.0524,0.0426,0.0426,0.046,0.5427,0.0132,0.0855,0.1342,0.1018,0.118,0.237,0.6638,0.1514,0.3276,-0.2421
banana,peace,A1,DB,0.0524,0.0426,0.1886,0.5406,0.8065,0.3618,0.613,0.1342,0.1018,0.2756,0.2616,0.5167,0.0184,0.0333,0.5797
banana,peach,A1,DB,0.0524,0.0426,0.0288,0.051,0.6058,0.032,0.2116,0.1342,0.1018,0.243,0.2244,0.5134,0.0138,0.0268,0.1848
banana,sad,A1,DB,0.0524,0.0426,0.7964,0.5434,0.2834,-0.2432,0.4332,0.1342,0.1018,0.6488,0.225,0.1932,-0.3914,0.6136,-0.1804
banana,safety,A1,DB,0.0524,0.0426,0.223,0.4336,0.6957,0.2204,0.3915,0.1342,0.1018,0.3688,0.3774,0.5322,0.041,0.0644,0.3271
banana,sandstorm,A1,DB,0.0524,0.0426,0.3454,0.078,0.2271,-0.2576,0.5459,0.1342,0.1018,0.4604,0.1752,0.2882,-0.2528,0.4236,0.1223
banana,sick,A1,DB,0.0524,0.0426,0.4512,0.202,0.2859,-0.2394,0.4283,0.1342,0.1018,0.5234,0.2758,0.3312,-0.2152,0.3376,0.0907
banana,tree,A1,DB,0.0524,0.0426,0.0992,0.1272,0.5686,0.0378,0.1371,0.1342,0.1018,0.2184,0.1824,0.4962,-0.0036,0.0076,0.1295
death,happy,A1,DB,0.775,0.2328,0.1012,0.3926,0.9523,0.8336,0.9047,0.7284,0.1568,0.199,0.4474,0.9392,0.82,0.8784,0.0263
death,justice,A1,DB,0.775,0.2328,0.302,0.4366,0.8814,0.6768,0.7628,0.7284,0.1568,0.2456,0.3148,0.8915,0.6408,0.783,-0.0202
death,lightning,A1,DB,0.775,0.2328,0.3756,0.1768,0.7451,0.3434,0.4902,0.7284,0.1568,0.322,0.3332,0.8559,0.5828,0.7118,-0.2216
death,mango,A1,DB,0.775,0.2328,0.0426,0.046,0.9355,0.5456,0.871,0.7284,0.1568,0.118,0.237,0.9405,0.6906,0.8809,-0.0099
death,peace,A1,DB,0.775,0.2328,0.1886,0.5406,0.9519,0.8942,0.9038,0.7284,0.1568,0.2756,0.2616,0.8619,0.5576,0.7238,0.18
death,peach,A1,DB,0.775,0.2328,0.0288,0.051,0.9425,0.5644,0.885,0.7284,0.1568,0.243,0.2244,0.8722,0.553,0.7443,0.1407
death,sad,A1,DB,0.775,0.2328,0.7964,0.5434,0.703,0.2892,0.406,0.7284,0.1568,0.6488,0.225,0.6115,0.1478,0.223,0.183
death,safety,A1,DB,0.775,0.2328,0.223,0.4336,0.9156,0.7528,0.8313,0.7284,0.1568,0.3688,0.3774,0.8455,0.5802,0.6909,0.1404
death,sandstorm,A1,DB,0.775,0.2328,0.3454,0.078,0.7156,0.2748,0.4313,0.7284,0.1568,0.4604,0.1752,0.7082,0.2864,0.4165,0.0148
death,sick,A1,DB,0.775,0.2328,0.4512,0.202,0.7058,0.293,0.4116,0.7284,0.1568,0.5234,0.2758,0.7193,0.324,0.4387,-0.0271
death,tree,A1,DB,0.775,0.2328,0.0992,0.1272,0.9218,0.5702,0.8435,0.7284,0.1568,0.2184,0.1824,0.8778,0.5356,0.7556,0.0879
happy,justice,A1,DB,0.1012,0.3926,0.302,0.4366,0.393,-0.1568,0.2141,0.199,0.4474,0.2456,0.3148,0.3772,-0.1792,0.2456,-0.0315
happy,lightning,A1,DB,0.1012,0.3926,0.3756,0.1768,0.1758,-0.4902,0.6484,0.199,0.4474,0.322,0.3332,0.3463,-0.2372,0.3075,0.3409
happy,mango,A1,DB,0.1012,0.3926,0.0426,0.046,0.2163,-0.288,0.5674,0.199,0.4474,0.118,0.237,0.3989,-0.1294,0.2023,0.3651
happy,peace,A1,DB,0.1012,0.3926,0.1886,0.5406,0.5445,0.0606,0.0889,0.199,0.4474,0.2756,0.2616,0.3216,-0.2624,0.3568,-0.2679
happy,peach,A1,DB,0.1012,0.3926,0.0288,0.051,0.2309,-0.2692,0.5382,0.199,0.4474,0.243,0.2244,0.3116,-0.267,0.3768,0.1614
happy,sad,A1,DB,0.1012,0.3926,0.7964,0.5434,0.1601,-0.5444,0.6799,0.199,0.4474,0.6488,0.225,0.1213,-0.6722,0.7574,-0.0775
happy,safety,A1,DB,0.1012,0.3926,0.223,0.4336,0.4418,-0.0808,0.1164,0.199,0.4474,0.3688,0.3774,0.3494,-0.2398,0.3012,-0.1848
happy,sandstorm,A1,DB,0.1012,0.3926,0.3454,0.078,0.126,-0.5588,0.748,0.199,0.4474,0.4604,0.1752,0.177,-0.5336,0.646,0.102
happy,sick,A1,DB,0.1012,0.3926,0.4512,0.202,0.1613,-0.5406,0.6773,0.199,0.4474,0.5234,0.2758,0.2073,-0.496,0.5853,0.092
happy,tree,A1,DB,0.1012,0.3926,0.0992,0.1272,0.2599,-0.2634,0.4802,0.199,0.4474,0.2184,0.1824,0.2922,-0.2844,0.4156,0.0646
justice,lightning,A1,DB,0.302,0.4366,0.3756,0.1768,0.2879,-0.3334,0.4242,0.2456,0.3148,0.322,0.3332,0.4609,-0.058,0.0782,0.346
justice,mango,A1,DB,0.302,0.4366,0.0426,0.046,0.388,-0.1312,0.2239,0.2456,0.3148,0.118,0.237,0.5402,0.0498,0.0803,0.1436
justice,peace,A1,DB,0.302,0.4366,0.1886,0.5406,0.6392,0.2174,0.2783,0.2456,0.3148,0.2756,0.2616,0.4406,-0.0832,0.1188,0.1595
