"participantId","prolific_pid","expLang","consented","signedAtISO","countryTaking","yearsThere","countryLongest","nativeLanguage","otherLanguages","age","gender","profession","colorBlindness","ishihara_plate_0","ishihara_plate_10","ishihara_plate_4","ishihara_plate_5","ishihara_plate_9","ishihara_plate_2","ishihara_plate_3","ishihara_plate_6","ishihara_plate_8","ishihara_plate_7","ishihara_plate_1"
"09b12105-8844-4979-b829-450cea06e9ee","N/A","fr",TRUE,"2026-02-23T06:37:30.009Z","Madagascar",26,"Madagascar","Malgache","Français",26,"Woman","secretaire","Non",NA,NA,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"10c1ff30-2c0d-4758-a7b2-5b001fee3be5","N/A","fr",TRUE,"2026-02-21T13:17:02.162Z","Madagascar",27,"Madagascar","Malgache","Français",27,"Man","Etudiant","Non",TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4afb5242-cfd0-4fdf-88dd-594960e24201","N/A","fr",TRUE,"2026-02-22T11:33:50.931Z","Allemagne",1,"Madagascar","Malgache","Français",22,"Woman","Etudiante","Non",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"4d405c7f-9179-4aa0-899d-b6cd5833c13e","N/A","fr",TRUE,"2026-02-21T11:19:30.229Z","Madagascar",24,"Madagascar","Malgache","Français",24,"Man","Comptable","Non",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5","N/A","fr",TRUE,"2026-02-21T13:59:07.339Z","Madagascar",17,"Madagascar","Malgache","Français",17,"Woman","étudiante","Non",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"5ced59b5-cd6d-47b6-b0df-382b305187ec","N/A","fr",TRUE,"2026-02-23T16:53:03.062Z","Madagascar",18,"Madagascar","Malgache","Français",18,"Man","Etudiant","Non",TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"c60d5645-d4f4-4f36-addd-8166350d2a58","N/A","fr",TRUE,"2026-02-23T11:42:18.715Z","Madagascar",30,"Madagascar","Malgache","Français",30,"Woman","sage femme","Non",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"e5fb7b7d-1283-45dd-8da8-a0bc4ee0e539","N/A","fr",TRUE,"2026-02-23T08:15:56.692Z","Madagascar",25,"Madagascar","Malgache","Français",25,"Man","electricien","Je ne suis pas sûr(e)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"f5aa70fd-7604-4210-b692-e0ad61175b92","N/A","fr",TRUE,"2026-02-21T10:20:55.050Z","Madagascar",26,"Madagascar","Malgache","Français",26,"Man","Doctorant","Non",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
