group,participantId,trialId,category,accuracy
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s0_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s0_tl,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s0_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s0_tl,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s1_tl,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s1_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s0_tr,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s0_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s0_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s1_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s0_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s0_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s1_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s0_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s1_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s0_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s0_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s1_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s1_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s1_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s0_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s1_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s1_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s0_tr,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s0_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s0_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s0_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s1_tl,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s1_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s0_tr,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s1_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s1_tl,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s0_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s0_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s1_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s0_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s0_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s1_tr,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s0_tl,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s0_tr,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s0_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s1_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s0_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s1_tr,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s0_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s1_tr,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s0_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s1_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s0_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s0_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s1_tr,MG_LOW-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s1_tr,MG_HIGH-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s0_tl,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s1_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s0_tr,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s1_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s1_tl,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s1_tr,MG_LOW-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s1_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s1_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s1_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s1_tr,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s0_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s0_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s1_tr,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s0_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s0_tl,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s1_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s0_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s1_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s1_tr,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s0_tl,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s0_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s0_tl,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s1_tr,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s1_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s1_tl,MG_HIGH-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s0_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s0_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s1_tl,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s1_tr,MG_LOW-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s0_tr,MG_LOW-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s1_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s1_tr,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s1_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s0_tr,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s0_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s0_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s0_tl,MG_HIGH-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s1_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s1_tr,MG_HIGH-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s1_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s1_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s1_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s1_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s0_tr,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s0_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s0_tl,MG_LOW-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s0_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s1_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s0_tr,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s1_tl,MG_LOW-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s0_tr,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s0_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s0_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s0_tl,MG_HIGH-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s1_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s1_tr,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s1_tr,MG_HIGH-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s1_tl,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s1_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s0_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s1_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s0_tl,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s1_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s0_tr,MG_LOW-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s0_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s0_tr,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s1_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s1_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s1_tr,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s0_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s1_tl,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s1_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p7_s0_tr,MG_LOW-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s1_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s0_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s1_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s1_tr,MG_LOW-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s0_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s1_tl,MG_HIGH-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s1_tr,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p6_s0_tl,MG_LOW-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s0_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p4_s0_tr,MG_HIGH-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s0_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p1_s0_tr,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s1_tr,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s0_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p10_s1_tl,MG_LOW-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p11_s0_tr,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s0_tl,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p2_s0_tr,MG_HIGH-US_LOW,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p9_s1_tl,MG_LOW-US_HIGH,0
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p0_s0_tr,MG_HIGH-US_LOW,1
mg,5ced59b5-cd6d-47b6-b0df-382b305187ec,p8_s0_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p2_s1_tr,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p8_s0_tr,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p1_s1_tl,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p8_s1_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p4_s1_tr,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p9_s1_tl,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p10_s1_tr,MG_LOW-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p4_s1_tl,MG_HIGH-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p4_s0_tl,MG_HIGH-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p0_s0_tl,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p10_s1_tl,MG_LOW-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p8_s0_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p9_s1_tr,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p10_s0_tl,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p1_s0_tr,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p2_s1_tl,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p7_s1_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p9_s0_tr,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p10_s0_tr,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p1_s0_tl,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p7_s1_tr,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p2_s0_tr,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p7_s0_tr,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p2_s0_tl,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p1_s1_tr,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p0_s0_tr,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p0_s1_tl,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p0_s1_tr,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p6_s1_tr,MG_LOW-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p9_s0_tl,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p8_s1_tr,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p5_s0_tr,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p7_s0_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p6_s0_tr,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p4_s0_tr,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p11_s1_tr,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p6_s1_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p6_s0_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p11_s1_tl,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p11_s0_tl,MG_LOW-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p11_s0_tr,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p1_s1_tl,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p11_s1_tr,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p0_s0_tl,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p4_s0_tr,MG_HIGH-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p1_s1_tr,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p0_s1_tr,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p4_s1_tl,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p6_s1_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p11_s1_tl,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p8_s0_tl,MG_LOW-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p7_s1_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p2_s1_tr,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p0_s0_tr,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p7_s1_tr,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p10_s1_tl,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p4_s0_tl,MG_HIGH-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p9_s1_tr,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p11_s0_tl,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p2_s0_tl,MG_HIGH-US_LOW,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p4_s1_tr,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p2_s0_tr,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p6_s0_tl,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p7_s0_tr,MG_LOW-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p9_s1_tl,MG_LOW-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p0_s1_tl,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p9_s0_tl,MG_LOW-US_HIGH,0
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p2_s1_tl,MG_HIGH-US_LOW,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,c60d5645-d4f4-4f36-addd-8166350d2a58,p11_s0_tr,MG_LOW-US_HIGH,0
