group,participantId,trialId,category,accuracy
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p9_s1_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s1_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s0_tr,MG_LOW-US_HIGH,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s0_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s0_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s1_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s1_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s0_tl,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s1_tr,MG_LOW-US_HIGH,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s1_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s1_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s0_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s0_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s0_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s0_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s0_tr,MG_LOW-US_HIGH,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s1_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s1_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s1_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p8_s1_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s0_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s1_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s0_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s0_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s0_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s1_tr,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s0_tr,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p8_s1_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s1_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s0_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s0_tl,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p8_s0_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s0_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s1_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p8_s0_tl,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s1_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p9_s0_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s0_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s0_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p8_s1_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s1_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s1_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s0_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p9_s1_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s1_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s0_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s1_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s1_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s0_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s0_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s1_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p9_s0_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s0_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s0_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s1_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s1_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s1_tl,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s1_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s0_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s0_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s1_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s0_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s0_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s1_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s0_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p9_s1_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s0_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s1_tr,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s1_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s1_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s1_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s1_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s0_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p8_s1_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s1_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s0_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s1_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s0_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p9_s0_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s0_tl,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s0_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s1_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s0_tr,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s0_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p8_s0_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s0_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s0_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p7_s1_tl,MG_LOW-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s0_tr,MG_LOW-US_HIGH,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s1_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s1_tl,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p9_s0_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s0_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s0_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p2_s1_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s0_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p11_s1_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s0_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p6_s1_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p9_s1_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p1_s0_tr,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p4_s1_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p0_s0_tl,MG_HIGH-US_LOW,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p8_s0_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p10_s1_tl,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p8_s1_tr,MG_LOW-US_LOW,0
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p9_s1_tr,MG_LOW-US_HIGH,1
mg,4d405c7f-9179-4aa0-899d-b6cd5833c13e,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s0_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s1_tl,MG_LOW-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s1_tr,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s0_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s0_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s1_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s1_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s1_tl,MG_LOW-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s1_tl,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s1_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s0_tl,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s0_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s0_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s1_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s0_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s0_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s0_tr,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s0_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s0_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s0_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s0_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s0_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s1_tr,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s1_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s0_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s0_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s1_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s1_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s1_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s1_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s0_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s0_tr,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s1_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s1_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s1_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s1_tl,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s1_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s0_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s0_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s0_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s0_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s1_tr,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s1_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s1_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s1_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s0_tr,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s1_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s0_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s1_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s0_tr,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s0_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s0_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s1_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s0_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s0_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s1_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s1_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s1_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s0_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s0_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s1_tr,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s0_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s1_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s0_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s0_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s0_tl,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s0_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s0_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s1_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s0_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s0_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s1_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s1_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s1_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s1_tl,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s0_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p8_s0_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s0_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s1_tl,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s1_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s1_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s0_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s1_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s0_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s1_tr,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s0_tr,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s0_tr,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p4_s1_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s1_tr,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s0_tr,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s0_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p1_s0_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p6_s1_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p7_s1_tl,MG_LOW-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p2_s0_tl,MG_HIGH-US_LOW,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s0_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s1_tr,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p0_s1_tr,MG_HIGH-US_LOW,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p3_s0_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p9_s1_tl,MG_LOW-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p11_s1_tl,MG_LOW-US_HIGH,0
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p5_s1_tl,MG_HIGH-US_HIGH,1
mg,580c2a9b-e985-4b59-9c10-3d2ebdf3b7e5,p10_s0_tr,MG_LOW-US_HIGH,0
