progressBlock,color,progressColor,ans,conceptFr,expCountry,ID,concept,rating
1,WH,1,0,pêche,mdg,20240312-1051-51517,peach,0
1,LY,2,64,pêche,mdg,20240312-1051-51517,peach,0.64
1,SY,3,0,pêche,mdg,20240312-1051-51517,peach,0
1,MY,4,55,pêche,mdg,20240312-1051-51517,peach,0.55
1,DH,5,46,pêche,mdg,20240312-1051-51517,peach,0.46
1,SO,6,0,pêche,mdg,20240312-1051-51517,peach,0
1,MO,7,32,pêche,mdg,20240312-1051-51517,peach,0.32
1,SP,8,0,pêche,mdg,20240312-1051-51517,peach,0
1,DP,9,0,pêche,mdg,20240312-1051-51517,peach,0
1,DR,10,65,pêche,mdg,20240312-1051-51517,peach,0.65
1,DG,11,57,pêche,mdg,20240312-1051-51517,peach,0.57
1,DC,12,0,pêche,mdg,20240312-1051-51517,peach,0
1,DY,13,13,pêche,mdg,20240312-1051-51517,peach,0.13
1,SB,14,0,pêche,mdg,20240312-1051-51517,peach,0
1,SG,15,0,pêche,mdg,20240312-1051-51517,peach,0
1,MH,16,35,pêche,mdg,20240312-1051-51517,peach,0.35
1,A1,17,0,pêche,mdg,20240312-1051-51517,peach,0
1,LB,18,0,pêche,mdg,20240312-1051-51517,peach,0
1,MP,19,0,pêche,mdg,20240312-1051-51517,peach,0
1,DO,20,20,pêche,mdg,20240312-1051-51517,peach,0.2
1,LR,21,64,pêche,mdg,20240312-1051-51517,peach,0.64
1,MG,22,57,pêche,mdg,20240312-1051-51517,peach,0.57
1,A3,23,0,pêche,mdg,20240312-1051-51517,peach,0
1,LG,24,0,pêche,mdg,20240312-1051-51517,peach,0
1,BK,25,0,pêche,mdg,20240312-1051-51517,peach,0
1,MR,26,82,pêche,mdg,20240312-1051-51517,peach,0.82
1,LO,27,58,pêche,mdg,20240312-1051-51517,peach,0.58
1,MC,28,0,pêche,mdg,20240312-1051-51517,peach,0
1,SC,29,0,pêche,mdg,20240312-1051-51517,peach,0
1,SR,30,67,pêche,mdg,20240312-1051-51517,peach,0.67
1,LP,31,0,pêche,mdg,20240312-1051-51517,peach,0
1,SH,32,0,pêche,mdg,20240312-1051-51517,peach,0
1,LC,33,0,pêche,mdg,20240312-1051-51517,peach,0
1,A2,34,0,pêche,mdg,20240312-1051-51517,peach,0
1,MB,35,0,pêche,mdg,20240312-1051-51517,peach,0
1,LH,36,0,pêche,mdg,20240312-1051-51517,peach,0
1,DB,37,0,pêche,mdg,20240312-1051-51517,peach,0
2,BK,1,100,triste,mdg,20240312-1051-51517,sad,1
2,DO,2,0,triste,mdg,20240312-1051-51517,sad,0
2,LG,3,0,triste,mdg,20240312-1051-51517,sad,0
2,LB,4,0,triste,mdg,20240312-1051-51517,sad,0
2,MY,5,1,triste,mdg,20240312-1051-51517,sad,0.01
2,LP,6,0,triste,mdg,20240312-1051-51517,sad,0
2,DB,7,0,triste,mdg,20240312-1051-51517,sad,0
2,SC,8,0,triste,mdg,20240312-1051-51517,sad,0
2,SO,9,0,triste,mdg,20240312-1051-51517,sad,0
2,SP,10,73,triste,mdg,20240312-1051-51517,sad,0.73
2,DP,11,78,triste,mdg,20240312-1051-51517,sad,0.78
2,WH,12,0,triste,mdg,20240312-1051-51517,sad,0
2,MP,13,58,triste,mdg,20240312-1051-51517,sad,0.58
2,DG,14,0,triste,mdg,20240312-1051-51517,sad,0
2,MG,15,0,triste,mdg,20240312-1051-51517,sad,0
2,LY,16,0,triste,mdg,20240312-1051-51517,sad,0
2,DR,17,0,triste,mdg,20240312-1051-51517,sad,0
2,A1,18,78,triste,mdg,20240312-1051-51517,sad,0.78
2,LC,19,0,triste,mdg,20240312-1051-51517,sad,0
2,SB,20,0,triste,mdg,20240312-1051-51517,sad,0
2,MB,21,0,triste,mdg,20240312-1051-51517,sad,0
2,DH,22,0,triste,mdg,20240312-1051-51517,sad,0
2,SG,23,0,triste,mdg,20240312-1051-51517,sad,0
2,SR,24,0,triste,mdg,20240312-1051-51517,sad,0
2,DC,25,0,triste,mdg,20240312-1051-51517,sad,0
2,LH,26,0,triste,mdg,20240312-1051-51517,sad,0
2,LR,27,0,triste,mdg,20240312-1051-51517,sad,0
2,MR,28,0,triste,mdg,20240312-1051-51517,sad,0
2,LO,29,0,triste,mdg,20240312-1051-51517,sad,0
2,A3,30,0,triste,mdg,20240312-1051-51517,sad,0
2,DY,31,0,triste,mdg,20240312-1051-51517,sad,0
2,SH,32,0,triste,mdg,20240312-1051-51517,sad,0
2,MC,33,0,triste,mdg,20240312-1051-51517,sad,0
2,MO,34,0,triste,mdg,20240312-1051-51517,sad,0
2,A2,35,39,triste,mdg,20240312-1051-51517,sad,0.39
2,SY,36,0,triste,mdg,20240312-1051-51517,sad,0
2,MH,37,0,triste,mdg,20240312-1051-51517,sad,0
3,SC,1,59,heureux,mdg,20240312-1051-51517,happy,0.59
3,LY,2,80,heureux,mdg,20240312-1051-51517,happy,0.8
3,BK,3,0,heureux,mdg,20240312-1051-51517,happy,0
3,DP,4,0,heureux,mdg,20240312-1051-51517,happy,0
3,A1,5,0,heureux,mdg,20240312-1051-51517,happy,0
3,SY,6,100,heureux,mdg,20240312-1051-51517,happy,1
3,SP,7,0,heureux,mdg,20240312-1051-51517,happy,0
3,WH,8,0,heureux,mdg,20240312-1051-51517,happy,0
3,SB,9,0,heureux,mdg,20240312-1051-51517,happy,0
3,LR,10,0,heureux,mdg,20240312-1051-51517,happy,0
3,LO,11,0,heureux,mdg,20240312-1051-51517,happy,0
3,LC,12,0,heureux,mdg,20240312-1051-51517,happy,0
3,MH,13,0,heureux,mdg,20240312-1051-51517,happy,0
3,MP,14,0,heureux,mdg,20240312-1051-51517,happy,0
3,SO,15,60,heureux,mdg,20240312-1051-51517,happy,0.6
3,A2,16,0,heureux,mdg,20240312-1051-51517,happy,0
3,LG,17,0,heureux,mdg,20240312-1051-51517,happy,0
3,SG,18,0,heureux,mdg,20240312-1051-51517,happy,0
3,MG,19,0,heureux,mdg,20240312-1051-51517,happy,0
3,DG,20,0,heureux,mdg,20240312-1051-51517,happy,0
3,LH,21,66,heureux,mdg,20240312-1051-51517,happy,0.66
3,MB,22,0,heureux,mdg,20240312-1051-51517,happy,0
3,DC,23,0,heureux,mdg,20240312-1051-51517,happy,0
3,MC,24,0,heureux,mdg,20240312-1051-51517,happy,0
3,MY,25,0,heureux,mdg,20240312-1051-51517,happy,0
3,MO,26,0,heureux,mdg,20240312-1051-51517,happy,0
3,MR,27,0,heureux,mdg,20240312-1051-51517,happy,0
3,LP,28,0,heureux,mdg,20240312-1051-51517,happy,0
3,DH,29,0,heureux,mdg,20240312-1051-51517,happy,0
3,DO,30,0,heureux,mdg,20240312-1051-51517,happy,0
3,A3,31,0,heureux,mdg,20240312-1051-51517,happy,0
3,DR,32,0,heureux,mdg,20240312-1051-51517,happy,0
3,DY,33,0,heureux,mdg,20240312-1051-51517,happy,0
3,SH,34,0,heureux,mdg,20240312-1051-51517,happy,0
3,SR,35,0,heureux,mdg,20240312-1051-51517,happy,0
3,DB,36,0,heureux,mdg,20240312-1051-51517,happy,0
3,LB,37,0,heureux,mdg,20240312-1051-51517,happy,0
4,DB,1,0,mort,mdg,20240312-1051-51517,death,0
4,WH,2,73,mort,mdg,20240312-1051-51517,death,0.73
4,LR,3,0,mort,mdg,20240312-1051-51517,death,0
4,SO,4,0,mort,mdg,20240312-1051-51517,death,0
4,A1,5,90,mort,mdg,20240312-1051-51517,death,0.9
4,LH,6,0,mort,mdg,20240312-1051-51517,death,0
4,LC,7,0,mort,mdg,20240312-1051-51517,death,0
4,SB,8,0,mort,mdg,20240312-1051-51517,death,0
4,LO,9,0,mort,mdg,20240312-1051-51517,death,0
4,SG,10,0,mort,mdg,20240312-1051-51517,death,0
4,DY,11,0,mort,mdg,20240312-1051-51517,death,0
4,MO,12,0,mort,mdg,20240312-1051-51517,death,0
4,BK,13,100,mort,mdg,20240312-1051-51517,death,1
4,MR,14,0,mort,mdg,20240312-1051-51517,death,0
4,MH,15,0,mort,mdg,20240312-1051-51517,death,0
4,DC,16,0,mort,mdg,20240312-1051-51517,death,0
4,LP,17,0,mort,mdg,20240312-1051-51517,death,0
4,DP,18,0,mort,mdg,20240312-1051-51517,death,0
4,DO,19,0,mort,mdg,20240312-1051-51517,death,0
4,DG,20,0,mort,mdg,20240312-1051-51517,death,0
4,DH,21,0,mort,mdg,20240312-1051-51517,death,0
4,MY,22,0,mort,mdg,20240312-1051-51517,death,0
4,SR,23,0,mort,mdg,20240312-1051-51517,death,0
4,DR,24,0,mort,mdg,20240312-1051-51517,death,0
4,LG,25,0,mort,mdg,20240312-1051-51517,death,0
4,SP,26,0,mort,mdg,20240312-1051-51517,death,0
4,LY,27,0,mort,mdg,20240312-1051-51517,death,0
4,LB,28,0,mort,mdg,20240312-1051-51517,death,0
4,SY,29,0,mort,mdg,20240312-1051-51517,death,0
4,MB,30,0,mort,mdg,20240312-1051-51517,death,0
4,MC,31,0,mort,mdg,20240312-1051-51517,death,0
4,SH,32,0,mort,mdg,20240312-1051-51517,death,0
4,A3,33,0,mort,mdg,20240312-1051-51517,death,0
4,A2,34,40,mort,mdg,20240312-1051-51517,death,0.4
4,MP,35,0,mort,mdg,20240312-1051-51517,death,0
4,SC,36,0,mort,mdg,20240312-1051-51517,death,0
4,MG,37,0,mort,mdg,20240312-1051-51517,death,0
5,MC,1,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,A2,2,59,tempête de sable,mdg,20240312-1051-51517,sandstorm,0.59
5,WH,3,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,MB,4,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,SO,5,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,LB,6,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,LP,7,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,LY,8,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,LH,9,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,MH,10,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,LR,11,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,DP,12,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,DO,13,57,tempête de sable,mdg,20240312-1051-51517,sandstorm,0.57
5,SG,14,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,MG,15,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,SH,16,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,SR,17,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,DB,18,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,A3,19,75,tempête de sable,mdg,20240312-1051-51517,sandstorm,0.75
5,MY,20,100,tempête de sable,mdg,20240312-1051-51517,sandstorm,1
5,DC,21,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,MR,22,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,SC,23,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,DG,24,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,DH,25,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,DR,26,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,SP,27,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,LC,28,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,DY,29,73,tempête de sable,mdg,20240312-1051-51517,sandstorm,0.73
5,LG,30,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,LO,31,100,tempête de sable,mdg,20240312-1051-51517,sandstorm,1
5,A1,32,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,SB,33,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,MP,34,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,BK,35,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
5,MO,36,81,tempête de sable,mdg,20240312-1051-51517,sandstorm,0.81
5,SY,37,0,tempête de sable,mdg,20240312-1051-51517,sandstorm,0
6,SR,1,100,sécurité,mdg,20240312-1051-51517,safety,1
6,MO,2,0,sécurité,mdg,20240312-1051-51517,safety,0
6,LC,3,0,sécurité,mdg,20240312-1051-51517,safety,0
6,BK,4,0,sécurité,mdg,20240312-1051-51517,safety,0
6,A2,5,0,sécurité,mdg,20240312-1051-51517,safety,0
6,SG,6,100,sécurité,mdg,20240312-1051-51517,safety,1
6,LB,7,0,sécurité,mdg,20240312-1051-51517,safety,0
6,LG,8,0,sécurité,mdg,20240312-1051-51517,safety,0
6,MC,9,0,sécurité,mdg,20240312-1051-51517,safety,0
6,LO,10,0,sécurité,mdg,20240312-1051-51517,safety,0
6,MP,11,0,sécurité,mdg,20240312-1051-51517,safety,0
6,LY,12,0,sécurité,mdg,20240312-1051-51517,safety,0
6,MR,13,0,sécurité,mdg,20240312-1051-51517,safety,0
6,SB,14,0,sécurité,mdg,20240312-1051-51517,safety,0
6,LP,15,0,sécurité,mdg,20240312-1051-51517,safety,0
6,A3,16,100,sécurité,mdg,20240312-1051-51517,safety,1
6,A1,17,0,sécurité,mdg,20240312-1051-51517,safety,0
6,DG,18,0,sécurité,mdg,20240312-1051-51517,safety,0
6,LR,19,0,sécurité,mdg,20240312-1051-51517,safety,0
6,DH,20,0,sécurité,mdg,20240312-1051-51517,safety,0
6,DY,21,0,sécurité,mdg,20240312-1051-51517,safety,0
6,LH,22,0,sécurité,mdg,20240312-1051-51517,safety,0
6,DB,23,0,sécurité,mdg,20240312-1051-51517,safety,0
6,SH,24,0,sécurité,mdg,20240312-1051-51517,safety,0
6,DP,25,0,sécurité,mdg,20240312-1051-51517,safety,0
6,MH,26,0,sécurité,mdg,20240312-1051-51517,safety,0
6,DR,27,0,sécurité,mdg,20240312-1051-51517,safety,0
6,WH,28,100,sécurité,mdg,20240312-1051-51517,safety,1
6,SY,29,0,sécurité,mdg,20240312-1051-51517,safety,0
6,MY,30,0,sécurité,mdg,20240312-1051-51517,safety,0
6,SP,31,0,sécurité,mdg,20240312-1051-51517,safety,0
6,DO,32,0,sécurité,mdg,20240312-1051-51517,safety,0
6,DC,33,0,sécurité,mdg,20240312-1051-51517,safety,0
6,SO,34,0,sécurité,mdg,20240312-1051-51517,safety,0
6,MG,35,0,sécurité,mdg,20240312-1051-51517,safety,0
6,MB,36,0,sécurité,mdg,20240312-1051-51517,safety,0
6,SC,37,0,sécurité,mdg,20240312-1051-51517,safety,0
7,MP,1,67,foudre,mdg,20240312-1051-51517,lightning,0.67
7,MO,2,0,foudre,mdg,20240312-1051-51517,lightning,0
7,SY,3,72,foudre,mdg,20240312-1051-51517,lightning,0.72
7,DG,4,0,foudre,mdg,20240312-1051-51517,lightning,0
7,LR,5,0,foudre,mdg,20240312-1051-51517,lightning,0
7,BK,6,0,foudre,mdg,20240312-1051-51517,lightning,0
7,A2,7,0,foudre,mdg,20240312-1051-51517,lightning,0
7,LO,8,0,foudre,mdg,20240312-1051-51517,lightning,0
7,LC,9,70,foudre,mdg,20240312-1051-51517,lightning,0.7
7,SH,10,0,foudre,mdg,20240312-1051-51517,lightning,0
7,A3,11,0,foudre,mdg,20240312-1051-51517,lightning,0
7,SP,12,0,foudre,mdg,20240312-1051-51517,lightning,0
7,LG,13,0,foudre,mdg,20240312-1051-51517,lightning,0
7,DO,14,0,foudre,mdg,20240312-1051-51517,lightning,0
7,LP,15,30,foudre,mdg,20240312-1051-51517,lightning,0.3
7,DR,16,0,foudre,mdg,20240312-1051-51517,lightning,0
7,DC,17,0,foudre,mdg,20240312-1051-51517,lightning,0
7,MC,18,60,foudre,mdg,20240312-1051-51517,lightning,0.6
7,MB,19,70,foudre,mdg,20240312-1051-51517,lightning,0.7
7,LB,20,0,foudre,mdg,20240312-1051-51517,lightning,0
7,SG,21,0,foudre,mdg,20240312-1051-51517,lightning,0
7,LY,22,40,foudre,mdg,20240312-1051-51517,lightning,0.4
7,MG,23,0,foudre,mdg,20240312-1051-51517,lightning,0
7,SO,24,0,foudre,mdg,20240312-1051-51517,lightning,0
7,SB,25,60,foudre,mdg,20240312-1051-51517,lightning,0.6
7,DH,26,0,foudre,mdg,20240312-1051-51517,lightning,0
7,DP,27,0,foudre,mdg,20240312-1051-51517,lightning,0
7,A1,28,0,foudre,mdg,20240312-1051-51517,lightning,0
7,LH,29,40,foudre,mdg,20240312-1051-51517,lightning,0.4
7,WH,30,0,foudre,mdg,20240312-1051-51517,lightning,0
7,SR,31,0,foudre,mdg,20240312-1051-51517,lightning,0
7,DY,32,0,foudre,mdg,20240312-1051-51517,lightning,0
7,MH,33,0,foudre,mdg,20240312-1051-51517,lightning,0
7,DB,34,60,foudre,mdg,20240312-1051-51517,lightning,0.6
7,MR,35,0,foudre,mdg,20240312-1051-51517,lightning,0
7,SC,36,40,foudre,mdg,20240312-1051-51517,lightning,0.4
7,MY,37,0,foudre,mdg,20240312-1051-51517,lightning,0
8,MP,1,0,mangue,mdg,20240312-1051-51517,mango,0
8,LC,2,0,mangue,mdg,20240312-1051-51517,mango,0
8,LB,3,0,mangue,mdg,20240312-1051-51517,mango,0
8,LY,4,40,mangue,mdg,20240312-1051-51517,mango,0.4
8,DG,5,60,mangue,mdg,20240312-1051-51517,mango,0.6
8,LR,6,70,mangue,mdg,20240312-1051-51517,mango,0.7
8,SY,7,80,mangue,mdg,20240312-1051-51517,mango,0.8
8,A2,8,0,mangue,mdg,20240312-1051-51517,mango,0
8,SP,9,0,mangue,mdg,20240312-1051-51517,mango,0
8,MB,10,0,mangue,mdg,20240312-1051-51517,mango,0
8,LP,11,0,mangue,mdg,20240312-1051-51517,mango,0
8,SR,12,40,mangue,mdg,20240312-1051-51517,mango,0.4
8,DC,13,0,mangue,mdg,20240312-1051-51517,mango,0
8,DO,14,0,mangue,mdg,20240312-1051-51517,mango,0
8,DP,15,0,mangue,mdg,20240312-1051-51517,mango,0
8,MH,16,30,mangue,mdg,20240312-1051-51517,mango,0.3
8,MC,17,0,mangue,mdg,20240312-1051-51517,mango,0
8,SC,18,0,mangue,mdg,20240312-1051-51517,mango,0
8,SH,19,0,mangue,mdg,20240312-1051-51517,mango,0
8,LH,20,0,mangue,mdg,20240312-1051-51517,mango,0
8,SO,21,0,mangue,mdg,20240312-1051-51517,mango,0
8,DY,22,0,mangue,mdg,20240312-1051-51517,mango,0
8,LO,23,0,mangue,mdg,20240312-1051-51517,mango,0
8,A3,24,0,mangue,mdg,20240312-1051-51517,mango,0
8,BK,25,0,mangue,mdg,20240312-1051-51517,mango,0
8,DB,26,0,mangue,mdg,20240312-1051-51517,mango,0
8,DR,27,60,mangue,mdg,20240312-1051-51517,mango,0.6
8,DH,28,0,mangue,mdg,20240312-1051-51517,mango,0
8,MY,29,30,mangue,mdg,20240312-1051-51517,mango,0.3
8,MO,30,0,mangue,mdg,20240312-1051-51517,mango,0
8,WH,31,0,mangue,mdg,20240312-1051-51517,mango,0
8,MR,32,60,mangue,mdg,20240312-1051-51517,mango,0.6
8,MG,33,70,mangue,mdg,20240312-1051-51517,mango,0.7
8,SG,34,80,mangue,mdg,20240312-1051-51517,mango,0.8
8,A1,35,0,mangue,mdg,20240312-1051-51517,mango,0
8,LG,36,0,mangue,mdg,20240312-1051-51517,mango,0
8,SB,37,0,mangue,mdg,20240312-1051-51517,mango,0
9,MO,1,100,arbre,mdg,20240312-1051-51517,tree,1
9,LG,2,0,arbre,mdg,20240312-1051-51517,tree,0
9,LY,3,0,arbre,mdg,20240312-1051-51517,tree,0
9,DP,4,0,arbre,mdg,20240312-1051-51517,tree,0
9,DY,5,90,arbre,mdg,20240312-1051-51517,tree,0.9
9,DO,6,100,arbre,mdg,20240312-1051-51517,tree,1
9,A3,7,0,arbre,mdg,20240312-1051-51517,tree,0
9,DB,8,0,arbre,mdg,20240312-1051-51517,tree,0
9,SP,9,0,arbre,mdg,20240312-1051-51517,tree,0
9,LR,10,40,arbre,mdg,20240312-1051-51517,tree,0.4
9,MB,11,0,arbre,mdg,20240312-1051-51517,tree,0
9,LH,12,0,arbre,mdg,20240312-1051-51517,tree,0
9,A2,13,0,arbre,mdg,20240312-1051-51517,tree,0
9,DH,14,0,arbre,mdg,20240312-1051-51517,tree,0
9,MY,15,30,arbre,mdg,20240312-1051-51517,tree,0.3
9,SR,16,0,arbre,mdg,20240312-1051-51517,tree,0
9,SC,17,0,arbre,mdg,20240312-1051-51517,tree,0
9,MP,18,0,arbre,mdg,20240312-1051-51517,tree,0
9,SO,19,0,arbre,mdg,20240312-1051-51517,tree,0
9,WH,20,0,arbre,mdg,20240312-1051-51517,tree,0
9,BK,21,0,arbre,mdg,20240312-1051-51517,tree,0
9,MC,22,0,arbre,mdg,20240312-1051-51517,tree,0
9,DR,23,0,arbre,mdg,20240312-1051-51517,tree,0
9,DC,24,0,arbre,mdg,20240312-1051-51517,tree,0
9,MR,25,0,arbre,mdg,20240312-1051-51517,tree,0
9,SG,26,80,arbre,mdg,20240312-1051-51517,tree,0.8
9,LB,27,0,arbre,mdg,20240312-1051-51517,tree,0
9,SB,28,0,arbre,mdg,20240312-1051-51517,tree,0
9,SH,29,0,arbre,mdg,20240312-1051-51517,tree,0
9,SY,30,0,arbre,mdg,20240312-1051-51517,tree,0
9,LC,31,0,arbre,mdg,20240312-1051-51517,tree,0
9,MH,32,0,arbre,mdg,20240312-1051-51517,tree,0
9,DG,33,70,arbre,mdg,20240312-1051-51517,tree,0.7
9,A1,34,0,arbre,mdg,20240312-1051-51517,tree,0
9,MG,35,0,arbre,mdg,20240312-1051-51517,tree,0
9,LO,36,0,arbre,mdg,20240312-1051-51517,tree,0
9,LP,37,0,arbre,mdg,20240312-1051-51517,tree,0
10,LP,1,20,en colère,mdg,20240312-1051-51517,angry,0.2
10,SC,2,0,en colère,mdg,20240312-1051-51517,angry,0
10,MR,3,0,en colère,mdg,20240312-1051-51517,angry,0
10,LY,4,0,en colère,mdg,20240312-1051-51517,angry,0
10,A2,5,0,en colère,mdg,20240312-1051-51517,angry,0
10,A1,6,0,en colère,mdg,20240312-1051-51517,angry,0
10,WH,7,0,en colère,mdg,20240312-1051-51517,angry,0
10,DR,8,100,en colère,mdg,20240312-1051-51517,angry,1
10,DG,9,0,en colère,mdg,20240312-1051-51517,angry,0
10,MG,10,0,en colère,mdg,20240312-1051-51517,angry,0
10,DP,11,0,en colère,mdg,20240312-1051-51517,angry,0
10,LR,12,0,en colère,mdg,20240312-1051-51517,angry,0
10,DY,13,0,en colère,mdg,20240312-1051-51517,angry,0
10,DH,14,0,en colère,mdg,20240312-1051-51517,angry,0
10,DO,15,0,en colère,mdg,20240312-1051-51517,angry,0
10,MC,16,0,en colère,mdg,20240312-1051-51517,angry,0
10,SH,17,0,en colère,mdg,20240312-1051-51517,angry,0
10,MP,18,0,en colère,mdg,20240312-1051-51517,angry,0
10,MY,19,0,en colère,mdg,20240312-1051-51517,angry,0
10,LC,20,0,en colère,mdg,20240312-1051-51517,angry,0
10,MO,21,0,en colère,mdg,20240312-1051-51517,angry,0
10,LB,22,0,en colère,mdg,20240312-1051-51517,angry,0
10,LH,23,0,en colère,mdg,20240312-1051-51517,angry,0
10,DC,24,0,en colère,mdg,20240312-1051-51517,angry,0
10,LO,25,0,en colère,mdg,20240312-1051-51517,angry,0
10,LG,26,0,en colère,mdg,20240312-1051-51517,angry,0
10,BK,27,100,en colère,mdg,20240312-1051-51517,angry,1
10,A3,28,0,en colère,mdg,20240312-1051-51517,angry,0
10,SB,29,0,en colère,mdg,20240312-1051-51517,angry,0
10,SP,30,20,en colère,mdg,20240312-1051-51517,angry,0.2
10,SG,31,0,en colère,mdg,20240312-1051-51517,angry,0
10,SO,32,10,en colère,mdg,20240312-1051-51517,angry,0.1
10,MB,33,0,en colère,mdg,20240312-1051-51517,angry,0
10,DB,34,0,en colère,mdg,20240312-1051-51517,angry,0
10,SR,35,80,en colère,mdg,20240312-1051-51517,angry,0.8
10,SY,36,0,en colère,mdg,20240312-1051-51517,angry,0
10,MH,37,0,en colère,mdg,20240312-1051-51517,angry,0
11,DH,1,100,malade,mdg,20240312-1051-51517,sick,1
11,SH,2,0,malade,mdg,20240312-1051-51517,sick,0
11,SB,3,0,malade,mdg,20240312-1051-51517,sick,0
11,DR,4,70,malade,mdg,20240312-1051-51517,sick,0.7
11,SC,5,0,malade,mdg,20240312-1051-51517,sick,0
11,LB,6,0,malade,mdg,20240312-1051-51517,sick,0
11,DG,7,0,malade,mdg,20240312-1051-51517,sick,0
11,LR,8,0,malade,mdg,20240312-1051-51517,sick,0
11,DP,9,100,malade,mdg,20240312-1051-51517,sick,1
11,MG,10,0,malade,mdg,20240312-1051-51517,sick,0
11,LP,11,30,malade,mdg,20240312-1051-51517,sick,0.3
11,SY,12,0,malade,mdg,20240312-1051-51517,sick,0
11,A3,13,0,malade,mdg,20240312-1051-51517,sick,0
11,DY,14,20,malade,mdg,20240312-1051-51517,sick,0.2
11,SO,15,0,malade,mdg,20240312-1051-51517,sick,0
11,MO,16,0,malade,mdg,20240312-1051-51517,sick,0
11,SP,17,10,malade,mdg,20240312-1051-51517,sick,0.1
11,LH,18,0,malade,mdg,20240312-1051-51517,sick,0
11,LO,19,0,malade,mdg,20240312-1051-51517,sick,0
11,DO,20,0,malade,mdg,20240312-1051-51517,sick,0
11,MH,21,0,malade,mdg,20240312-1051-51517,sick,0
11,MY,22,0,malade,mdg,20240312-1051-51517,sick,0
11,MR,23,0,malade,mdg,20240312-1051-51517,sick,0
11,LY,24,0,malade,mdg,20240312-1051-51517,sick,0
11,MC,25,0,malade,mdg,20240312-1051-51517,sick,0
11,DC,26,0,malade,mdg,20240312-1051-51517,sick,0
11,LG,27,0,malade,mdg,20240312-1051-51517,sick,0
11,SR,28,60,malade,mdg,20240312-1051-51517,sick,0.6
11,BK,29,90,malade,mdg,20240312-1051-51517,sick,0.9
11,DB,30,0,malade,mdg,20240312-1051-51517,sick,0
11,SG,31,0,malade,mdg,20240312-1051-51517,sick,0
11,A2,32,0,malade,mdg,20240312-1051-51517,sick,0
11,LC,33,0,malade,mdg,20240312-1051-51517,sick,0
11,MB,34,0,malade,mdg,20240312-1051-51517,sick,0
11,A1,35,60,malade,mdg,20240312-1051-51517,sick,0.6
11,WH,36,0,malade,mdg,20240312-1051-51517,sick,0
11,MP,37,60,malade,mdg,20240312-1051-51517,sick,0.6
12,DG,1,0,paix,mdg,20240312-1051-51517,peace,0
12,A1,2,0,paix,mdg,20240312-1051-51517,peace,0
12,SY,3,0,paix,mdg,20240312-1051-51517,peace,0
12,LY,4,0,paix,mdg,20240312-1051-51517,peace,0
12,LP,5,0,paix,mdg,20240312-1051-51517,peace,0
12,LC,6,60,paix,mdg,20240312-1051-51517,peace,0.6
12,LH,7,60,paix,mdg,20240312-1051-51517,peace,0.6
12,BK,8,0,paix,mdg,20240312-1051-51517,peace,0
12,MP,9,0,paix,mdg,20240312-1051-51517,peace,0
12,LB,10,0,paix,mdg,20240312-1051-51517,peace,0
12,SP,11,0,paix,mdg,20240312-1051-51517,peace,0
12,A3,12,100,paix,mdg,20240312-1051-51517,peace,1
12,DO,13,0,paix,mdg,20240312-1051-51517,peace,0
12,LO,14,0,paix,mdg,20240312-1051-51517,peace,0
12,DR,15,0,paix,mdg,20240312-1051-51517,peace,0
12,MG,16,0,paix,mdg,20240312-1051-51517,peace,0
12,SO,17,0,paix,mdg,20240312-1051-51517,peace,0
12,MO,18,0,paix,mdg,20240312-1051-51517,peace,0
12,SC,19,0,paix,mdg,20240312-1051-51517,peace,0
12,DB,20,0,paix,mdg,20240312-1051-51517,peace,0
