progressBlock,color,progressColor,ans,conceptFr,expCountry,ID,concept,rating
2,SB,24,0,pêche,mdg,20240314-1428-470,peach,0
2,DR,25,0,pêche,mdg,20240314-1428-470,peach,0
2,DY,26,0,pêche,mdg,20240314-1428-470,peach,0
2,SG,27,0,pêche,mdg,20240314-1428-470,peach,0
2,DO,28,0,pêche,mdg,20240314-1428-470,peach,0
2,SP,29,0,pêche,mdg,20240314-1428-470,peach,0
2,MO,30,100,pêche,mdg,20240314-1428-470,peach,1
2,LY,31,0,pêche,mdg,20240314-1428-470,peach,0
2,SR,32,100,pêche,mdg,20240314-1428-470,peach,1
2,LC,33,0,pêche,mdg,20240314-1428-470,peach,0
2,BK,34,0,pêche,mdg,20240314-1428-470,peach,0
2,LR,35,0,pêche,mdg,20240314-1428-470,peach,0
2,DG,36,100,pêche,mdg,20240314-1428-470,peach,1
2,DP,37,0,pêche,mdg,20240314-1428-470,peach,0
3,MR,1,0,malade,mdg,20240314-1428-470,sick,0
3,WH,2,0,malade,mdg,20240314-1428-470,sick,0
3,LC,3,0,malade,mdg,20240314-1428-470,sick,0
3,SC,4,0,malade,mdg,20240314-1428-470,sick,0
3,LB,5,100,malade,mdg,20240314-1428-470,sick,1
3,MH,6,100,malade,mdg,20240314-1428-470,sick,1
3,SG,7,100,malade,mdg,20240314-1428-470,sick,1
3,MO,8,0,malade,mdg,20240314-1428-470,sick,0
3,LO,9,0,malade,mdg,20240314-1428-470,sick,0
3,DH,10,0,malade,mdg,20240314-1428-470,sick,0
3,DG,11,0,malade,mdg,20240314-1428-470,sick,0
3,A1,12,100,malade,mdg,20240314-1428-470,sick,1
3,DO,13,0,malade,mdg,20240314-1428-470,sick,0
3,A3,14,0,malade,mdg,20240314-1428-470,sick,0
3,SP,15,0,malade,mdg,20240314-1428-470,sick,0
3,SY,16,0,malade,mdg,20240314-1428-470,sick,0
3,MP,17,100,malade,mdg,20240314-1428-470,sick,1
3,SH,18,0,malade,mdg,20240314-1428-470,sick,0
3,LY,19,0,malade,mdg,20240314-1428-470,sick,0
3,DY,20,0,malade,mdg,20240314-1428-470,sick,0
3,MC,21,100,malade,mdg,20240314-1428-470,sick,1
3,SO,22,0,malade,mdg,20240314-1428-470,sick,0
3,BK,23,0,malade,mdg,20240314-1428-470,sick,0
3,LG,24,0,malade,mdg,20240314-1428-470,sick,0
3,MG,25,0,malade,mdg,20240314-1428-470,sick,0
3,A2,26,100,malade,mdg,20240314-1428-470,sick,1
3,LH,27,0,malade,mdg,20240314-1428-470,sick,0
3,DB,28,0,malade,mdg,20240314-1428-470,sick,0
3,DR,29,0,malade,mdg,20240314-1428-470,sick,0
3,SB,30,0,malade,mdg,20240314-1428-470,sick,0
3,DP,31,100,malade,mdg,20240314-1428-470,sick,1
3,LR,32,0,malade,mdg,20240314-1428-470,sick,0
3,DC,33,0,malade,mdg,20240314-1428-470,sick,0
3,SR,34,0,malade,mdg,20240314-1428-470,sick,0
3,MY,35,0,malade,mdg,20240314-1428-470,sick,0
3,MB,36,0,malade,mdg,20240314-1428-470,sick,0
3,LP,37,0,malade,mdg,20240314-1428-470,sick,0
4,LY,1,0,heureux,mdg,20240314-1428-470,happy,0
4,MB,2,0,heureux,mdg,20240314-1428-470,happy,0
4,SO,3,0,heureux,mdg,20240314-1428-470,happy,0
4,LH,4,0,heureux,mdg,20240314-1428-470,happy,0
4,LB,5,0,heureux,mdg,20240314-1428-470,happy,0
4,DO,6,0,heureux,mdg,20240314-1428-470,happy,0
4,DB,7,0,heureux,mdg,20240314-1428-470,happy,0
4,SB,8,90,heureux,mdg,20240314-1428-470,happy,0.9
4,SC,9,0,heureux,mdg,20240314-1428-470,happy,0
4,LO,10,0,heureux,mdg,20240314-1428-470,happy,0
4,DP,11,0,heureux,mdg,20240314-1428-470,happy,0
4,MH,12,0,heureux,mdg,20240314-1428-470,happy,0
4,SG,13,0,heureux,mdg,20240314-1428-470,happy,0
4,LC,14,100,heureux,mdg,20240314-1428-470,happy,1
4,A2,15,0,heureux,mdg,20240314-1428-470,happy,0
4,DG,16,100,heureux,mdg,20240314-1428-470,happy,1
4,MY,17,0,heureux,mdg,20240314-1428-470,happy,0
4,LG,18,0,heureux,mdg,20240314-1428-470,happy,0
4,DR,19,0,heureux,mdg,20240314-1428-470,happy,0
4,A1,20,0,heureux,mdg,20240314-1428-470,happy,0
4,MG,21,0,heureux,mdg,20240314-1428-470,happy,0
4,A3,22,0,heureux,mdg,20240314-1428-470,happy,0
4,WH,23,0,heureux,mdg,20240314-1428-470,happy,0
4,BK,24,0,heureux,mdg,20240314-1428-470,happy,0
4,LR,25,0,heureux,mdg,20240314-1428-470,happy,0
4,DY,26,0,heureux,mdg,20240314-1428-470,happy,0
4,MC,27,0,heureux,mdg,20240314-1428-470,happy,0
4,SY,28,0,heureux,mdg,20240314-1428-470,happy,0
4,MO,29,100,heureux,mdg,20240314-1428-470,happy,1
4,SR,30,0,heureux,mdg,20240314-1428-470,happy,0
4,SP,31,0,heureux,mdg,20240314-1428-470,happy,0
4,DH,32,0,heureux,mdg,20240314-1428-470,happy,0
4,MP,33,0,heureux,mdg,20240314-1428-470,happy,0
4,LP,34,0,heureux,mdg,20240314-1428-470,happy,0
4,SH,35,100,heureux,mdg,20240314-1428-470,happy,1
4,DC,36,0,heureux,mdg,20240314-1428-470,happy,0
4,MR,37,0,heureux,mdg,20240314-1428-470,happy,0
5,SP,1,100,triste,mdg,20240314-1428-470,sad,1
5,SO,2,0,triste,mdg,20240314-1428-470,sad,0
5,MB,3,0,triste,mdg,20240314-1428-470,sad,0
5,DH,4,0,triste,mdg,20240314-1428-470,sad,0
5,DC,5,0,triste,mdg,20240314-1428-470,sad,0
5,SH,6,0,triste,mdg,20240314-1428-470,sad,0
5,MR,7,0,triste,mdg,20240314-1428-470,sad,0
5,DB,8,0,triste,mdg,20240314-1428-470,sad,0
5,BK,9,100,triste,mdg,20240314-1428-470,sad,1
5,A3,10,0,triste,mdg,20240314-1428-470,sad,0
5,SB,11,0,triste,mdg,20240314-1428-470,sad,0
5,LY,12,0,triste,mdg,20240314-1428-470,sad,0
5,MP,13,0,triste,mdg,20240314-1428-470,sad,0
5,MY,14,0,triste,mdg,20240314-1428-470,sad,0
5,SY,15,0,triste,mdg,20240314-1428-470,sad,0
5,DP,16,0,triste,mdg,20240314-1428-470,sad,0
5,MC,17,0,triste,mdg,20240314-1428-470,sad,0
5,A2,18,100,triste,mdg,20240314-1428-470,sad,1
5,MH,19,0,triste,mdg,20240314-1428-470,sad,0
5,LG,20,0,triste,mdg,20240314-1428-470,sad,0
5,DY,21,0,triste,mdg,20240314-1428-470,sad,0
5,WH,22,0,triste,mdg,20240314-1428-470,sad,0
5,LB,23,0,triste,mdg,20240314-1428-470,sad,0
5,LC,24,0,triste,mdg,20240314-1428-470,sad,0
5,LR,25,0,triste,mdg,20240314-1428-470,sad,0
5,SC,26,0,triste,mdg,20240314-1428-470,sad,0
5,LP,27,100,triste,mdg,20240314-1428-470,sad,1
5,MG,28,0,triste,mdg,20240314-1428-470,sad,0
5,DR,29,0,triste,mdg,20240314-1428-470,sad,0
5,DO,30,0,triste,mdg,20240314-1428-470,sad,0
5,SR,31,0,triste,mdg,20240314-1428-470,sad,0
5,DG,32,0,triste,mdg,20240314-1428-470,sad,0
5,SG,33,0,triste,mdg,20240314-1428-470,sad,0
5,A1,34,100,triste,mdg,20240314-1428-470,sad,1
5,LO,35,0,triste,mdg,20240314-1428-470,sad,0
5,MO,36,0,triste,mdg,20240314-1428-470,sad,0
5,LH,37,0,triste,mdg,20240314-1428-470,sad,0
6,LR,1,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,SC,2,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,MP,3,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,DY,4,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,SO,5,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,A1,6,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,LY,7,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,DG,8,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,SR,9,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,DC,10,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,DH,11,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,LG,12,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,DP,13,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,DB,14,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,WH,15,100,tempête de sable,mdg,20240314-1428-470,sandstorm,1
6,DR,16,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,MB,17,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,SH,18,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,LH,19,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,BK,20,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,DO,21,100,tempête de sable,mdg,20240314-1428-470,sandstorm,1
6,MO,22,100,tempête de sable,mdg,20240314-1428-470,sandstorm,1
6,SP,23,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,A2,24,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,MG,25,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,A3,26,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,LO,27,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,MR,28,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,MC,29,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,LC,30,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,MY,31,100,tempête de sable,mdg,20240314-1428-470,sandstorm,1
6,SY,32,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,LP,33,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,MH,34,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,LB,35,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,SG,36,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
6,SB,37,0,tempête de sable,mdg,20240314-1428-470,sandstorm,0
7,SP,1,100,justice,mdg,20240314-1428-470,justice,1
7,SB,2,0,justice,mdg,20240314-1428-470,justice,0
7,BK,3,100,justice,mdg,20240314-1428-470,justice,1
7,MP,4,0,justice,mdg,20240314-1428-470,justice,0
7,DG,5,0,justice,mdg,20240314-1428-470,justice,0
7,A2,6,0,justice,mdg,20240314-1428-470,justice,0
7,DR,7,100,justice,mdg,20240314-1428-470,justice,1
7,DC,8,0,justice,mdg,20240314-1428-470,justice,0
7,DY,9,0,justice,mdg,20240314-1428-470,justice,0
7,MG,10,0,justice,mdg,20240314-1428-470,justice,0
7,DB,11,0,justice,mdg,20240314-1428-470,justice,0
7,MR,12,0,justice,mdg,20240314-1428-470,justice,0
7,MB,13,0,justice,mdg,20240314-1428-470,justice,0
7,MY,14,0,justice,mdg,20240314-1428-470,justice,0
7,LO,15,0,justice,mdg,20240314-1428-470,justice,0
7,LY,16,0,justice,mdg,20240314-1428-470,justice,0
7,SG,17,0,justice,mdg,20240314-1428-470,justice,0
7,DH,18,0,justice,mdg,20240314-1428-470,justice,0
7,SH,19,0,justice,mdg,20240314-1428-470,justice,0
7,A1,20,0,justice,mdg,20240314-1428-470,justice,0
7,SY,21,0,justice,mdg,20240314-1428-470,justice,0
7,LG,22,0,justice,mdg,20240314-1428-470,justice,0
7,DP,23,100,justice,mdg,20240314-1428-470,justice,1
7,MH,24,0,justice,mdg,20240314-1428-470,justice,0
7,SC,25,0,justice,mdg,20240314-1428-470,justice,0
7,LH,26,0,justice,mdg,20240314-1428-470,justice,0
7,LB,27,0,justice,mdg,20240314-1428-470,justice,0
7,LR,28,0,justice,mdg,20240314-1428-470,justice,0
7,MO,29,0,justice,mdg,20240314-1428-470,justice,0
7,MC,30,0,justice,mdg,20240314-1428-470,justice,0
7,SR,31,0,justice,mdg,20240314-1428-470,justice,0
7,LP,32,0,justice,mdg,20240314-1428-470,justice,0
7,LC,33,0,justice,mdg,20240314-1428-470,justice,0
7,A3,34,0,justice,mdg,20240314-1428-470,justice,0
7,SO,35,0,justice,mdg,20240314-1428-470,justice,0
7,DO,36,0,justice,mdg,20240314-1428-470,justice,0
7,WH,37,0,justice,mdg,20240314-1428-470,justice,0
8,LO,1,0,mangue,mdg,20240314-1428-470,mango,0
8,DG,2,100,mangue,mdg,20240314-1428-470,mango,1
8,LC,3,0,mangue,mdg,20240314-1428-470,mango,0
8,SR,4,0,mangue,mdg,20240314-1428-470,mango,0
8,SC,5,0,mangue,mdg,20240314-1428-470,mango,0
8,BK,6,0,mangue,mdg,20240314-1428-470,mango,0
8,LH,7,0,mangue,mdg,20240314-1428-470,mango,0
8,DP,8,0,mangue,mdg,20240314-1428-470,mango,0
8,MO,9,0,mangue,mdg,20240314-1428-470,mango,0
8,DO,10,0,mangue,mdg,20240314-1428-470,mango,0
8,A2,11,0,mangue,mdg,20240314-1428-470,mango,0
8,MP,12,0,mangue,mdg,20240314-1428-470,mango,0
8,A3,13,0,mangue,mdg,20240314-1428-470,mango,0
8,MC,14,0,mangue,mdg,20240314-1428-470,mango,0
8,MG,15,0,mangue,mdg,20240314-1428-470,mango,0
8,LP,16,0,mangue,mdg,20240314-1428-470,mango,0
8,MY,17,0,mangue,mdg,20240314-1428-470,mango,0
8,LB,18,0,mangue,mdg,20240314-1428-470,mango,0
8,SH,19,0,mangue,mdg,20240314-1428-470,mango,0
8,WH,20,0,mangue,mdg,20240314-1428-470,mango,0
8,LY,21,0,mangue,mdg,20240314-1428-470,mango,0
8,MH,22,0,mangue,mdg,20240314-1428-470,mango,0
8,SP,23,0,mangue,mdg,20240314-1428-470,mango,0
8,SB,24,0,mangue,mdg,20240314-1428-470,mango,0
8,DH,25,100,mangue,mdg,20240314-1428-470,mango,1
8,SO,26,100,mangue,mdg,20240314-1428-470,mango,1
8,SY,27,100,mangue,mdg,20240314-1428-470,mango,1
8,SG,28,0,mangue,mdg,20240314-1428-470,mango,0
8,DR,29,0,mangue,mdg,20240314-1428-470,mango,0
8,A1,30,0,mangue,mdg,20240314-1428-470,mango,0
8,LG,31,0,mangue,mdg,20240314-1428-470,mango,0
8,DB,32,0,mangue,mdg,20240314-1428-470,mango,0
8,DC,33,0,mangue,mdg,20240314-1428-470,mango,0
8,DY,34,0,mangue,mdg,20240314-1428-470,mango,0
8,LR,35,0,mangue,mdg,20240314-1428-470,mango,0
8,MR,36,0,mangue,mdg,20240314-1428-470,mango,0
8,MB,37,0,mangue,mdg,20240314-1428-470,mango,0
9,SP,1,100,foudre,mdg,20240314-1428-470,lightning,1
9,LY,2,0,foudre,mdg,20240314-1428-470,lightning,0
9,DY,3,0,foudre,mdg,20240314-1428-470,lightning,0
9,A1,4,0,foudre,mdg,20240314-1428-470,lightning,0
9,DO,5,0,foudre,mdg,20240314-1428-470,lightning,0
9,DG,6,0,foudre,mdg,20240314-1428-470,lightning,0
9,SY,7,0,foudre,mdg,20240314-1428-470,lightning,0
9,BK,8,0,foudre,mdg,20240314-1428-470,lightning,0
9,LR,9,100,foudre,mdg,20240314-1428-470,lightning,1
9,MH,10,0,foudre,mdg,20240314-1428-470,lightning,0
9,MC,11,0,foudre,mdg,20240314-1428-470,lightning,0
9,LH,12,0,foudre,mdg,20240314-1428-470,lightning,0
9,SH,13,0,foudre,mdg,20240314-1428-470,lightning,0
9,MR,14,0,foudre,mdg,20240314-1428-470,lightning,0
9,A2,15,0,foudre,mdg,20240314-1428-470,lightning,0
9,LP,16,0,foudre,mdg,20240314-1428-470,lightning,0
9,DR,17,100,foudre,mdg,20240314-1428-470,lightning,1
9,SR,18,100,foudre,mdg,20240314-1428-470,lightning,1
9,MB,19,0,foudre,mdg,20240314-1428-470,lightning,0
9,MP,20,0,foudre,mdg,20240314-1428-470,lightning,0
9,DB,21,0,foudre,mdg,20240314-1428-470,lightning,0
9,DC,22,40,foudre,mdg,20240314-1428-470,lightning,0.4
9,DP,23,100,foudre,mdg,20240314-1428-470,lightning,1
9,WH,24,20,foudre,mdg,20240314-1428-470,lightning,0.2
9,SC,25,40,foudre,mdg,20240314-1428-470,lightning,0.4
9,SG,26,0,foudre,mdg,20240314-1428-470,lightning,0
9,MO,27,0,foudre,mdg,20240314-1428-470,lightning,0
9,DH,28,0,foudre,mdg,20240314-1428-470,lightning,0
9,LB,29,0,foudre,mdg,20240314-1428-470,lightning,0
9,LO,30,0,foudre,mdg,20240314-1428-470,lightning,0
9,MY,31,0,foudre,mdg,20240314-1428-470,lightning,0
9,LC,32,0,foudre,mdg,20240314-1428-470,lightning,0
9,SO,33,0,foudre,mdg,20240314-1428-470,lightning,0
9,SB,34,0,foudre,mdg,20240314-1428-470,lightning,0
9,A3,35,0,foudre,mdg,20240314-1428-470,lightning,0
9,LG,36,0,foudre,mdg,20240314-1428-470,lightning,0
9,MG,37,0,foudre,mdg,20240314-1428-470,lightning,0
10,A2,1,100,mort,mdg,20240314-1428-470,death,1
10,DO,2,0,mort,mdg,20240314-1428-470,death,0
10,SP,3,100,mort,mdg,20240314-1428-470,death,1
10,MC,4,0,mort,mdg,20240314-1428-470,death,0
10,SC,5,0,mort,mdg,20240314-1428-470,death,0
10,LO,6,0,mort,mdg,20240314-1428-470,death,0
10,WH,7,0,mort,mdg,20240314-1428-470,death,0
10,SB,8,0,mort,mdg,20240314-1428-470,death,0
10,SG,9,0,mort,mdg,20240314-1428-470,death,0
10,DP,10,100,mort,mdg,20240314-1428-470,death,1
10,DY,11,0,mort,mdg,20240314-1428-470,death,0
10,MH,12,0,mort,mdg,20240314-1428-470,death,0
10,A3,13,0,mort,mdg,20240314-1428-470,death,0
10,MR,14,0,mort,mdg,20240314-1428-470,death,0
10,DC,15,0,mort,mdg,20240314-1428-470,death,0
10,DB,16,0,mort,mdg,20240314-1428-470,death,0
10,SO,17,0,mort,mdg,20240314-1428-470,death,0
10,MG,18,0,mort,mdg,20240314-1428-470,death,0
10,A1,19,0,mort,mdg,20240314-1428-470,death,0
10,LH,20,0,mort,mdg,20240314-1428-470,death,0
10,DG,21,100,mort,mdg,20240314-1428-470,death,1
10,DH,22,0,mort,mdg,20240314-1428-470,death,0
10,MY,23,10,mort,mdg,20240314-1428-470,death,0.1
10,LR,24,0,mort,mdg,20240314-1428-470,death,0
10,LP,25,100,mort,mdg,20240314-1428-470,death,1
10,MP,26,100,mort,mdg,20240314-1428-470,death,1
10,LY,27,0,mort,mdg,20240314-1428-470,death,0
10,MB,28,0,mort,mdg,20240314-1428-470,death,0
10,LB,29,0,mort,mdg,20240314-1428-470,death,0
10,MO,30,0,mort,mdg,20240314-1428-470,death,0
10,BK,31,0,mort,mdg,20240314-1428-470,death,0
10,SY,32,0,mort,mdg,20240314-1428-470,death,0
10,LC,33,0,mort,mdg,20240314-1428-470,death,0
10,LG,34,0,mort,mdg,20240314-1428-470,death,0
10,SR,35,100,mort,mdg,20240314-1428-470,death,1
10,DR,36,100,mort,mdg,20240314-1428-470,death,1
10,SH,37,0,mort,mdg,20240314-1428-470,death,0
11,LG,1,0,arbre,mdg,20240314-1428-470,tree,0
11,LY,2,0,arbre,mdg,20240314-1428-470,tree,0
11,MG,3,0,arbre,mdg,20240314-1428-470,tree,0
11,SP,4,100,arbre,mdg,20240314-1428-470,tree,1
11,DC,5,0,arbre,mdg,20240314-1428-470,tree,0
11,DG,6,0,arbre,mdg,20240314-1428-470,tree,0
11,SB,7,0,arbre,mdg,20240314-1428-470,tree,0
11,LR,8,0,arbre,mdg,20240314-1428-470,tree,0
11,A2,9,0,arbre,mdg,20240314-1428-470,tree,0
11,BK,10,0,arbre,mdg,20240314-1428-470,tree,0
11,SO,11,0,arbre,mdg,20240314-1428-470,tree,0
11,DB,12,0,arbre,mdg,20240314-1428-470,tree,0
11,SY,13,0,arbre,mdg,20240314-1428-470,tree,0
11,A3,14,0,arbre,mdg,20240314-1428-470,tree,0
11,MO,15,0,arbre,mdg,20240314-1428-470,tree,0
11,WH,16,0,arbre,mdg,20240314-1428-470,tree,0
11,MC,17,0,arbre,mdg,20240314-1428-470,tree,0
11,SG,18,0,arbre,mdg,20240314-1428-470,tree,0
11,LP,19,0,arbre,mdg,20240314-1428-470,tree,0
11,MP,20,0,arbre,mdg,20240314-1428-470,tree,0
11,A1,21,0,arbre,mdg,20240314-1428-470,tree,0
11,DP,22,0,arbre,mdg,20240314-1428-470,tree,0
11,MR,23,0,arbre,mdg,20240314-1428-470,tree,0
11,LO,24,0,arbre,mdg,20240314-1428-470,tree,0
11,SC,25,0,arbre,mdg,20240314-1428-470,tree,0
11,LB,26,0,arbre,mdg,20240314-1428-470,tree,0
11,MB,27,0,arbre,mdg,20240314-1428-470,tree,0
11,LH,28,0,arbre,mdg,20240314-1428-470,tree,0
11,LC,29,0,arbre,mdg,20240314-1428-470,tree,0
11,DH,30,0,arbre,mdg,20240314-1428-470,tree,0
11,DR,31,0,arbre,mdg,20240314-1428-470,tree,0
11,MH,32,0,arbre,mdg,20240314-1428-470,tree,0
11,SR,33,0,arbre,mdg,20240314-1428-470,tree,0
11,DO,34,0,arbre,mdg,20240314-1428-470,tree,0
11,DY,35,0,arbre,mdg,20240314-1428-470,tree,0
11,MY,36,0,arbre,mdg,20240314-1428-470,tree,0
11,SH,37,0,arbre,mdg,20240314-1428-470,tree,0
12,LG,1,0,paix,mdg,20240314-1428-470,peace,0
12,LC,2,0,paix,mdg,20240314-1428-470,peace,0
12,MH,3,0,paix,mdg,20240314-1428-470,peace,0
12,A2,4,0,paix,mdg,20240314-1428-470,peace,0
12,SH,5,0,paix,mdg,20240314-1428-470,peace,0
12,SB,6,0,paix,mdg,20240314-1428-470,peace,0
12,MG,7,100,paix,mdg,20240314-1428-470,peace,1
12,MR,8,0,paix,mdg,20240314-1428-470,peace,0
12,SR,9,0,paix,mdg,20240314-1428-470,peace,0
12,LR,10,0,paix,mdg,20240314-1428-470,peace,0
12,DR,11,0,paix,mdg,20240314-1428-470,peace,0
12,DH,12,0,paix,mdg,20240314-1428-470,peace,0
12,LP,13,0,paix,mdg,20240314-1428-470,peace,0
12,DY,14,0,paix,mdg,20240314-1428-470,peace,0
12,MY,15,0,paix,mdg,20240314-1428-470,peace,0
12,DG,16,0,paix,mdg,20240314-1428-470,peace,0
12,SP,17,0,paix,mdg,20240314-1428-470,peace,0
12,LO,18,0,paix,mdg,20240314-1428-470,peace,0
12,DB,19,0,paix,mdg,20240314-1428-470,peace,0
12,SY,20,0,paix,mdg,20240314-1428-470,peace,0
12,A1,21,0,paix,mdg,20240314-1428-470,peace,0
12,MC,22,0,paix,mdg,20240314-1428-470,peace,0
12,MP,23,0,paix,mdg,20240314-1428-470,peace,0
12,DP,24,0,paix,mdg,20240314-1428-470,peace,0
12,WH,25,0,paix,mdg,20240314-1428-470,peace,0
12,MB,26,0,paix,mdg,20240314-1428-470,peace,0
12,SO,27,0,paix,mdg,20240314-1428-470,peace,0
12,LB,28,0,paix,mdg,20240314-1428-470,peace,0
12,LH,29,100,paix,mdg,20240314-1428-470,peace,1
12,A3,30,0,paix,mdg,20240314-1428-470,peace,0
12,MO,31,0,paix,mdg,20240314-1428-470,peace,0
12,LY,32,0,paix,mdg,20240314-1428-470,peace,0
12,SG,33,0,paix,mdg,20240314-1428-470,peace,0
12,BK,34,0,paix,mdg,20240314-1428-470,peace,0
12,DC,35,0,paix,mdg,20240314-1428-470,peace,0
12,SC,36,0,paix,mdg,20240314-1428-470,peace,0
12,DO,37,0,paix,mdg,20240314-1428-470,peace,0
13,LR,1,40,banane,mdg,20240314-1428-470,banana,0.4
13,BK,2,0,banane,mdg,20240314-1428-470,banana,0
13,DR,3,0,banane,mdg,20240314-1428-470,banana,0
13,LP,4,0,banane,mdg,20240314-1428-470,banana,0
13,A1,5,40,banane,mdg,20240314-1428-470,banana,0.4
13,MR,6,20,banane,mdg,20240314-1428-470,banana,0.2
13,MH,7,0,banane,mdg,20240314-1428-470,banana,0
13,MC,8,0,banane,mdg,20240314-1428-470,banana,0
13,DH,9,0,banane,mdg,20240314-1428-470,banana,0
13,LY,10,0,banane,mdg,20240314-1428-470,banana,0
13,SO,11,0,banane,mdg,20240314-1428-470,banana,0
13,DG,12,0,banane,mdg,20240314-1428-470,banana,0
13,DO,13,0,banane,mdg,20240314-1428-470,banana,0
13,MO,14,40,banane,mdg,20240314-1428-470,banana,0.4
13,LH,15,40,banane,mdg,20240314-1428-470,banana,0.4
13,LC,16,0,banane,mdg,20240314-1428-470,banana,0
13,MG,17,0,banane,mdg,20240314-1428-470,banana,0
13,LB,18,0,banane,mdg,20240314-1428-470,banana,0
13,LG,19,40,banane,mdg,20240314-1428-470,banana,0.4
13,DP,20,30,banane,mdg,20240314-1428-470,banana,0.3
13,LO,21,40,banane,mdg,20240314-1428-470,banana,0.4
13,WH,22,40,banane,mdg,20240314-1428-470,banana,0.4
13,MP,23,10,banane,mdg,20240314-1428-470,banana,0.1
13,MY,24,0,banane,mdg,20240314-1428-470,banana,0
13,MB,25,0,banane,mdg,20240314-1428-470,banana,0
13,SB,26,0,banane,mdg,20240314-1428-470,banana,0
13,A2,27,40,banane,mdg,20240314-1428-470,banana,0.4
13,SY,28,0,banane,mdg,20240314-1428-470,banana,0
13,SG,29,0,banane,mdg,20240314-1428-470,banana,0
13,SP,30,20,banane,mdg,20240314-1428-470,banana,0.2
13,DC,31,0,banane,mdg,20240314-1428-470,banana,0
13,DB,32,0,banane,mdg,20240314-1428-470,banana,0
13,SH,33,0,banane,mdg,20240314-1428-470,banana,0
13,SC,34,30,banane,mdg,20240314-1428-470,banana,0.3
13,A3,35,0,banane,mdg,20240314-1428-470,banana,0
13,DY,36,0,banane,mdg,20240314-1428-470,banana,0
13,SR,37,0,banane,mdg,20240314-1428-470,banana,0
14,DG,1,40,en colère,mdg,20240314-1428-470,angry,0.4
14,SR,2,100,en colère,mdg,20240314-1428-470,angry,1
14,SH,3,0,en colère,mdg,20240314-1428-470,angry,0
14,LR,4,0,en colère,mdg,20240314-1428-470,angry,0
14,MC,5,40,en colère,mdg,20240314-1428-470,angry,0.4
14,LG,6,0,en colère,mdg,20240314-1428-470,angry,0
14,MY,7,0,en colère,mdg,20240314-1428-470,angry,0
14,LY,8,0,en colère,mdg,20240314-1428-470,angry,0
14,LO,9,0,en colère,mdg,20240314-1428-470,angry,0
14,DP,10,0,en colère,mdg,20240314-1428-470,angry,0
14,SO,11,41,en colère,mdg,20240314-1428-470,angry,0.41
14,MB,12,0,en colère,mdg,20240314-1428-470,angry,0
14,MO,13,0,en colère,mdg,20240314-1428-470,angry,0
14,LC,14,0,en colère,mdg,20240314-1428-470,angry,0
14,LB,15,0,en colère,mdg,20240314-1428-470,angry,0
14,MR,16,0,en colère,mdg,20240314-1428-470,angry,0
14,SC,17,0,en colère,mdg,20240314-1428-470,angry,0
14,DO,18,0,en colère,mdg,20240314-1428-470,angry,0
14,MH,19,0,en colère,mdg,20240314-1428-470,angry,0
14,SB,20,0,en colère,mdg,20240314-1428-470,angry,0
14,LH,21,0,en colère,mdg,20240314-1428-470,angry,0
14,SP,22,100,en colère,mdg,20240314-1428-470,angry,1
14,A2,23,100,en colère,mdg,20240314-1428-470,angry,1
14,DB,24,0,en colère,mdg,20240314-1428-470,angry,0
14,DY,25,0,en colère,mdg,20240314-1428-470,angry,0
14,MG,26,0,en colère,mdg,20240314-1428-470,angry,0
14,A1,27,0,en colère,mdg,20240314-1428-470,angry,0
14,BK,28,0,en colère,mdg,20240314-1428-470,angry,0
