concept_lo,concept_hi,category,color_lo,color_hi,deltaS_mg,deltaS_us,thr_mg_low,thr_mg_high,thr_us_low,thr_us_high
death,lightning,MG_low__US_high,A2,SP,0.00214881302962399,0.5821015318016789,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,lightning,MG_low__US_low,LB,LO,0.01789807989045599,0.02115309202009185,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,mango,MG_high__US_high,DP,MO,0.6013033905330523,0.789017963173358,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,mango,MG_high__US_low,DY,LP,0.3625053326238026,0.11207175909054036,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,mango,MG_low__US_high,MG,SO,0.05632430170091429,0.8790776512927156,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,mango,MG_low__US_low,MP,SP,0.0699319395841892,0.02941122874035917,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,peace,MG_high__US_high,A2,LR,0.6386775660753068,0.8971916010212528,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,peace,MG_high__US_low,SP,WH,0.5675714682961905,0.06071936213446227,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,peace,MG_low__US_high,SB,SY,0.0427619144972351,0.5859344360902075,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,peace,MG_low__US_low,LH,SG,0.08339353552903694,0.11962865976777616,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,peach,MG_high__US_high,A1,SC,0.7174595002061248,0.9943028024401956,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,peach,MG_high__US_low,LC,SP,0.5921862543925858,0.04580923764906663,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,peach,MG_low__US_high,LO,MB,0.03376489826486784,0.9773309560303391,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,peach,MG_low__US_low,DY,MB,0.0621637304227689,0.0500067151491701,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sad,MG_high__US_high,BK,MG,0.3618541436408531,0.5928031618263767,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sad,MG_high__US_low,MO,SP,0.372497643421314,0.12828298472043265,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sad,MG_low__US_high,MB,SY,0.03733211750512311,0.6484834157326629,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sad,MG_low__US_low,DO,MH,0.01927974397471299,0.05161956906972298,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,safety,MG_high__US_high,A2,LH,0.5963364980573387,0.8383704769316704,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,safety,MG_high__US_low,LH,MP,0.410137679978269,0.11452052073775164,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,safety,MG_low__US_high,A1,DP,0.0295848888535517,0.8427314911214834,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,safety,MG_low__US_low,DH,MR,0.07790392297842585,0.10948045618443604,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sandstorm,MG_high__US_high,SB,SO,0.447027136174875,0.6209780722789071,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sandstorm,MG_high__US_low,DC,SP,0.5927957958511582,0.08744848371659741,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sandstorm,MG_low__US_high,BK,DP,0.00145004214133037,0.847761256239258,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sandstorm,MG_low__US_low,LH,SY,0.00934030071466973,0.09544301521181152,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sick,MG_high__US_high,BK,LH,0.572659391408965,0.889121251146838,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sick,MG_high__US_low,DC,SP,0.3956068014784776,0.15012297335083102,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sick,MG_low__US_high,DH,SC,0.02906310552732327,0.7335033886236015,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,sick,MG_low__US_low,MG,SG,0.07815602019016976,0.12926749845787133,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,tree,MG_high__US_high,A1,LR,0.7691589418951676,0.9693284957270348,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,tree,MG_high__US_low,DP,SR,0.5304586368637318,0.0609533075060209,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,tree,MG_low__US_high,A2,MP,0.06628885516023253,0.8799004061108022,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
death,tree,MG_low__US_low,LR,SB,0.030844260714039,0.08775195853540119,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,lightning,MG_high__US_high,A1,DG,0.45965595894989897,0.7804617113429939,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,lightning,MG_high__US_low,A2,A3,0.38089105374166565,0.0203319554317809,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,lightning,MG_low__US_high,A1,DR,0.01163949135895925,0.6900252686308825,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,lightning,MG_low__US_low,LC,MC,0.07641181961340204,0.14944972954141145,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,mango,MG_high__US_high,MY,SB,0.45555199410644287,0.7773895443463901,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,mango,MG_high__US_low,DH,DR,0.4460070915204668,0.08775186465923401,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,mango,MG_low__US_high,A1,MP,0.04433329794311924,0.6986502241547969,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,mango,MG_low__US_low,A1,DR,0.03683694020177164,0.0175924700234753,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,peace,MG_high__US_high,SY,WH,0.40383313935542464,0.6334177563564554,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,peace,MG_high__US_low,A3,DB,0.4096524354569372,0.14865005009748267,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,peace,MG_low__US_high,DB,SR,0.07577884844405935,0.5882992122072301,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,peace,MG_low__US_low,LY,MY,0.01431919264702474,0.12408052377081248,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,peach,MG_high__US_high,MR,SC,0.3678773591859949,0.780209377468243,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,peach,MG_high__US_low,A3,MH,0.4915274596221093,0.01070498969912447,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,peach,MG_low__US_high,A3,SC,0.05344675019363221,0.6087883348467107,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,peach,MG_low__US_low,DC,MB,0.07803409803262706,0.06898235724988355,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sad,MG_high__US_high,A2,DG,0.6240910412584388,0.8052362541735136,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sad,MG_high__US_low,LR,SP,0.39874785478423136,0.13989497750887092,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sad,MG_low__US_high,SY,WH,0.0653189971406345,0.6337699961034768,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sad,MG_low__US_low,SH,SO,0.01458110568467963,0.05831207909236691,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sandstorm,MG_high__US_high,A2,LC,0.6234644147527957,0.8979535441791757,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sandstorm,MG_high__US_low,MH,WH,0.4500721857497918,0.02847487103497703,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sandstorm,MG_low__US_high,A3,LG,0.04718393047098457,0.7039012064386582,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sandstorm,MG_low__US_low,LR,SY,0.08814863183731902,0.13028294627147985,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sick,MG_high__US_high,DR,SC,0.3832821140418477,0.7062867394273026,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sick,MG_high__US_low,SO,SP,0.5669662301172651,0.10095693647779924,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sick,MG_low__US_high,DH,SP,0.04450261793442012,0.8725072899994222,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,sick,MG_low__US_low,LB,LG,0.02188268669853932,0.12290430405710762,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,tree,MG_high__US_high,DH,LH,0.5326901481562607,0.7947503485639054,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,tree,MG_high__US_low,A3,DR,0.36165958959615496,0.08357703635173652,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,tree,MG_low__US_high,DO,LG,0.05380078360072393,0.7632421706826691,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
happy,tree,MG_low__US_low,LH,MB,0.02566642998738944,0.06643247683629794,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,lightning,MG_high__US_high,DP,WH,0.4137901991849304,0.6168693479064942,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,lightning,MG_high__US_low,A3,MY,0.4098345887627246,0.07774281418858231,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,lightning,MG_low__US_high,LY,MG,0.06870964292271331,0.684518619111478,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,lightning,MG_low__US_low,LG,MH,0.081824079033054,0.01210321010536108,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,mango,MG_high__US_high,A1,DY,0.5000575544565358,0.6362528267690299,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,mango,MG_high__US_low,DO,SG,0.4476410620368545,0.14601284305094275,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,mango,MG_low__US_high,DB,LH,0.07657546269652316,0.6632133368910442,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,mango,MG_low__US_low,LY,MR,0.0763442814854145,0.08716130133564759,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,peach,MG_high__US_high,DY,WH,0.7559720030890611,0.7031170463327219,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,peach,MG_high__US_low,A2,A3,0.3840502207321863,0.08136746977455456,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,peach,MG_low__US_high,LR,SY,0.08837088871028675,0.6694827715009586,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,peach,MG_low__US_low,DC,DR,0.02621634123928307,0.07255755918094775,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sandstorm,MG_high__US_high,DO,SR,0.6393459303609974,0.7524845068190813,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sandstorm,MG_high__US_low,DC,WH,0.4194566012189066,0.04937529552736641,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sandstorm,MG_low__US_high,DC,LY,0.0644598874385569,0.6509964866461753,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sandstorm,MG_low__US_low,SC,SP,0.01974147094416545,0.08493326769179554,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sick,MG_high__US_high,DY,SY,0.4384103731775704,0.7090378686089553,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sick,MG_high__US_low,A3,DC,0.42454988584917874,0.1428172805737855,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sick,MG_low__US_high,MH,SP,0.0532682815366674,0.7788444366603431,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,sick,MG_low__US_low,DC,SP,0.02152907481272958,0.01681869245685896,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,tree,MG_high__US_high,MH,SP,0.41130273735191736,0.8707406264710862,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,tree,MG_high__US_low,A3,DB,0.5477390261556354,0.00684548729612244,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,tree,MG_low__US_high,BK,LH,0.01861496946025154,0.6122845859450459,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
justice,tree,MG_low__US_low,SC,SP,0.06606117318694826,0.03579056298748739,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,mango,MG_high__US_high,BK,MH,0.5255716574277587,0.7185777124773751,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,mango,MG_high__US_low,DO,MG,0.536116366351804,0.10128928323979912,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,mango,MG_low__US_high,DP,WH,0.05456237163226774,0.9687779750497398,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,mango,MG_low__US_low,LR,MR,0.04590927961256219,0.03670401284057623,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peace,MG_high__US_high,MC,SR,0.38275501921997,0.6961208765471023,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peace,MG_high__US_low,MP,SG,0.4433674643977257,0.0474908562641968,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peace,MG_low__US_high,LY,MG,0.05834219515301386,0.6348538050624422,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peace,MG_low__US_low,LB,LP,0.08188909316186743,0.05599992536540466,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peach,MG_high__US_high,MR,SG,0.42205458054365175,0.6692711972883771,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
lightning,peach,MG_high__US_low,LG,SP,0.4082646285176801,0.08859920921823738,0.08839751643177218,0.36106446984342444,0.15040521295763645,0.576281455014128
