progressBlock,color,progressColor,ans,conceptFr,expCountry,ID
6,MO,2,0,sécurité,mdg3,20240312-1051-51517
6,LC,3,0,sécurité,mdg3,20240312-1051-51517
6,BK,4,0,sécurité,mdg3,20240312-1051-51517
6,A2,5,0,sécurité,mdg3,20240312-1051-51517
6,SG,6,100,sécurité,mdg3,20240312-1051-51517
6,LB,7,0,sécurité,mdg3,20240312-1051-51517
6,LG,8,0,sécurité,mdg3,20240312-1051-51517
6,MC,9,0,sécurité,mdg3,20240312-1051-51517
6,LO,10,0,sécurité,mdg3,20240312-1051-51517
6,MP,11,0,sécurité,mdg3,20240312-1051-51517
6,LY,12,0,sécurité,mdg3,20240312-1051-51517
6,MR,13,0,sécurité,mdg3,20240312-1051-51517
6,SB,14,0,sécurité,mdg3,20240312-1051-51517
6,LP,15,0,sécurité,mdg3,20240312-1051-51517
6,A3,16,100,sécurité,mdg3,20240312-1051-51517
6,A1,17,0,sécurité,mdg3,20240312-1051-51517
6,DG,18,0,sécurité,mdg3,20240312-1051-51517
6,LR,19,0,sécurité,mdg3,20240312-1051-51517
6,DH,20,0,sécurité,mdg3,20240312-1051-51517
6,DY,21,0,sécurité,mdg3,20240312-1051-51517
6,LH,22,0,sécurité,mdg3,20240312-1051-51517
6,DB,23,0,sécurité,mdg3,20240312-1051-51517
6,SH,24,0,sécurité,mdg3,20240312-1051-51517
6,DP,25,0,sécurité,mdg3,20240312-1051-51517
6,MH,26,0,sécurité,mdg3,20240312-1051-51517
6,DR,27,0,sécurité,mdg3,20240312-1051-51517
6,WH,28,100,sécurité,mdg3,20240312-1051-51517
6,SY,29,0,sécurité,mdg3,20240312-1051-51517
6,MY,30,0,sécurité,mdg3,20240312-1051-51517
6,SP,31,0,sécurité,mdg3,20240312-1051-51517
6,DO,32,0,sécurité,mdg3,20240312-1051-51517
6,DC,33,0,sécurité,mdg3,20240312-1051-51517
6,SO,34,0,sécurité,mdg3,20240312-1051-51517
6,MG,35,0,sécurité,mdg3,20240312-1051-51517
6,MB,36,0,sécurité,mdg3,20240312-1051-51517
6,SC,37,0,sécurité,mdg3,20240312-1051-51517
7,MP,1,67,foudre,mdg3,20240312-1051-51517
7,MO,2,0,foudre,mdg3,20240312-1051-51517
7,SY,3,72,foudre,mdg3,20240312-1051-51517
7,DG,4,0,foudre,mdg3,20240312-1051-51517
7,LR,5,0,foudre,mdg3,20240312-1051-51517
7,BK,6,0,foudre,mdg3,20240312-1051-51517
7,A2,7,0,foudre,mdg3,20240312-1051-51517
7,LO,8,0,foudre,mdg3,20240312-1051-51517
7,LC,9,70,foudre,mdg3,20240312-1051-51517
7,SH,10,0,foudre,mdg3,20240312-1051-51517
7,A3,11,0,foudre,mdg3,20240312-1051-51517
7,SP,12,0,foudre,mdg3,20240312-1051-51517
7,LG,13,0,foudre,mdg3,20240312-1051-51517
7,DO,14,0,foudre,mdg3,20240312-1051-51517
7,LP,15,30,foudre,mdg3,20240312-1051-51517
7,DR,16,0,foudre,mdg3,20240312-1051-51517
7,DC,17,0,foudre,mdg3,20240312-1051-51517
7,MC,18,60,foudre,mdg3,20240312-1051-51517
7,MB,19,70,foudre,mdg3,20240312-1051-51517
7,LB,20,0,foudre,mdg3,20240312-1051-51517
7,SG,21,0,foudre,mdg3,20240312-1051-51517
7,LY,22,40,foudre,mdg3,20240312-1051-51517
7,MG,23,0,foudre,mdg3,20240312-1051-51517
7,SO,24,0,foudre,mdg3,20240312-1051-51517
7,SB,25,60,foudre,mdg3,20240312-1051-51517
7,DH,26,0,foudre,mdg3,20240312-1051-51517
7,DP,27,0,foudre,mdg3,20240312-1051-51517
7,A1,28,0,foudre,mdg3,20240312-1051-51517
7,LH,29,40,foudre,mdg3,20240312-1051-51517
7,WH,30,0,foudre,mdg3,20240312-1051-51517
7,SR,31,0,foudre,mdg3,20240312-1051-51517
7,DY,32,0,foudre,mdg3,20240312-1051-51517
7,MH,33,0,foudre,mdg3,20240312-1051-51517
7,DB,34,60,foudre,mdg3,20240312-1051-51517
7,MR,35,0,foudre,mdg3,20240312-1051-51517
7,SC,36,40,foudre,mdg3,20240312-1051-51517
7,MY,37,0,foudre,mdg3,20240312-1051-51517
8,MP,1,0,mangue,mdg3,20240312-1051-51517
8,LC,2,0,mangue,mdg3,20240312-1051-51517
8,LB,3,0,mangue,mdg3,20240312-1051-51517
8,LY,4,40,mangue,mdg3,20240312-1051-51517
8,DG,5,60,mangue,mdg3,20240312-1051-51517
8,LR,6,70,mangue,mdg3,20240312-1051-51517
8,SY,7,80,mangue,mdg3,20240312-1051-51517
8,A2,8,0,mangue,mdg3,20240312-1051-51517
8,SP,9,0,mangue,mdg3,20240312-1051-51517
8,MB,10,0,mangue,mdg3,20240312-1051-51517
8,LP,11,0,mangue,mdg3,20240312-1051-51517
8,SR,12,40,mangue,mdg3,20240312-1051-51517
8,DC,13,0,mangue,mdg3,20240312-1051-51517
8,DO,14,0,mangue,mdg3,20240312-1051-51517
8,DP,15,0,mangue,mdg3,20240312-1051-51517
8,MH,16,30,mangue,mdg3,20240312-1051-51517
8,MC,17,0,mangue,mdg3,20240312-1051-51517
8,SC,18,0,mangue,mdg3,20240312-1051-51517
8,SH,19,0,mangue,mdg3,20240312-1051-51517
8,LH,20,0,mangue,mdg3,20240312-1051-51517
8,SO,21,0,mangue,mdg3,20240312-1051-51517
8,DY,22,0,mangue,mdg3,20240312-1051-51517
8,LO,23,0,mangue,mdg3,20240312-1051-51517
8,A3,24,0,mangue,mdg3,20240312-1051-51517
8,BK,25,0,mangue,mdg3,20240312-1051-51517
8,DB,26,0,mangue,mdg3,20240312-1051-51517
8,DR,27,60,mangue,mdg3,20240312-1051-51517
8,DH,28,0,mangue,mdg3,20240312-1051-51517
8,MY,29,30,mangue,mdg3,20240312-1051-51517
8,MO,30,0,mangue,mdg3,20240312-1051-51517
8,WH,31,0,mangue,mdg3,20240312-1051-51517
8,MR,32,60,mangue,mdg3,20240312-1051-51517
8,MG,33,70,mangue,mdg3,20240312-1051-51517
8,SG,34,80,mangue,mdg3,20240312-1051-51517
8,A1,35,0,mangue,mdg3,20240312-1051-51517
8,LG,36,0,mangue,mdg3,20240312-1051-51517
8,SB,37,0,mangue,mdg3,20240312-1051-51517
9,MO,1,100,arbre,mdg3,20240312-1051-51517
9,LG,2,0,arbre,mdg3,20240312-1051-51517
9,LY,3,0,arbre,mdg3,20240312-1051-51517
9,DP,4,0,arbre,mdg3,20240312-1051-51517
9,DY,5,90,arbre,mdg3,20240312-1051-51517
9,DO,6,100,arbre,mdg3,20240312-1051-51517
9,A3,7,0,arbre,mdg3,20240312-1051-51517
9,DB,8,0,arbre,mdg3,20240312-1051-51517
9,SP,9,0,arbre,mdg3,20240312-1051-51517
9,LR,10,40,arbre,mdg3,20240312-1051-51517
9,MB,11,0,arbre,mdg3,20240312-1051-51517
9,LH,12,0,arbre,mdg3,20240312-1051-51517
9,A2,13,0,arbre,mdg3,20240312-1051-51517
9,DH,14,0,arbre,mdg3,20240312-1051-51517
9,MY,15,30,arbre,mdg3,20240312-1051-51517
9,SR,16,0,arbre,mdg3,20240312-1051-51517
9,SC,17,0,arbre,mdg3,20240312-1051-51517
9,MP,18,0,arbre,mdg3,20240312-1051-51517
9,SO,19,0,arbre,mdg3,20240312-1051-51517
9,WH,20,0,arbre,mdg3,20240312-1051-51517
9,BK,21,0,arbre,mdg3,20240312-1051-51517
9,MC,22,0,arbre,mdg3,20240312-1051-51517
9,DR,23,0,arbre,mdg3,20240312-1051-51517
9,DC,24,0,arbre,mdg3,20240312-1051-51517
9,MR,25,0,arbre,mdg3,20240312-1051-51517
9,SG,26,80,arbre,mdg3,20240312-1051-51517
9,LB,27,0,arbre,mdg3,20240312-1051-51517
9,SB,28,0,arbre,mdg3,20240312-1051-51517
9,SH,29,0,arbre,mdg3,20240312-1051-51517
9,SY,30,0,arbre,mdg3,20240312-1051-51517
9,LC,31,0,arbre,mdg3,20240312-1051-51517
9,MH,32,0,arbre,mdg3,20240312-1051-51517
9,DG,33,70,arbre,mdg3,20240312-1051-51517
9,A1,34,0,arbre,mdg3,20240312-1051-51517
9,MG,35,0,arbre,mdg3,20240312-1051-51517
9,LO,36,0,arbre,mdg3,20240312-1051-51517
9,LP,37,0,arbre,mdg3,20240312-1051-51517
10,LP,1,20,en colère,mdg3,20240312-1051-51517
10,SC,2,0,en colère,mdg3,20240312-1051-51517
10,MR,3,0,en colère,mdg3,20240312-1051-51517
10,LY,4,0,en colère,mdg3,20240312-1051-51517
10,A2,5,0,en colère,mdg3,20240312-1051-51517
10,A1,6,0,en colère,mdg3,20240312-1051-51517
10,WH,7,0,en colère,mdg3,20240312-1051-51517
10,DR,8,100,en colère,mdg3,20240312-1051-51517
10,DG,9,0,en colère,mdg3,20240312-1051-51517
10,MG,10,0,en colère,mdg3,20240312-1051-51517
10,DP,11,0,en colère,mdg3,20240312-1051-51517
10,LR,12,0,en colère,mdg3,20240312-1051-51517
10,DY,13,0,en colère,mdg3,20240312-1051-51517
10,DH,14,0,en colère,mdg3,20240312-1051-51517
10,DO,15,0,en colère,mdg3,20240312-1051-51517
10,MC,16,0,en colère,mdg3,20240312-1051-51517
10,SH,17,0,en colère,mdg3,20240312-1051-51517
10,MP,18,0,en colère,mdg3,20240312-1051-51517
10,MY,19,0,en colère,mdg3,20240312-1051-51517
10,LC,20,0,en colère,mdg3,20240312-1051-51517
10,MO,21,0,en colère,mdg3,20240312-1051-51517
10,LB,22,0,en colère,mdg3,20240312-1051-51517
10,LH,23,0,en colère,mdg3,20240312-1051-51517
10,DC,24,0,en colère,mdg3,20240312-1051-51517
10,LO,25,0,en colère,mdg3,20240312-1051-51517
10,LG,26,0,en colère,mdg3,20240312-1051-51517
10,BK,27,100,en colère,mdg3,20240312-1051-51517
10,A3,28,0,en colère,mdg3,20240312-1051-51517
10,SB,29,0,en colère,mdg3,20240312-1051-51517
10,SP,30,20,en colère,mdg3,20240312-1051-51517
10,SG,31,0,en colère,mdg3,20240312-1051-51517
10,SO,32,10,en colère,mdg3,20240312-1051-51517
10,MB,33,0,en colère,mdg3,20240312-1051-51517
10,DB,34,0,en colère,mdg3,20240312-1051-51517
10,SR,35,80,en colère,mdg3,20240312-1051-51517
10,SY,36,0,en colère,mdg3,20240312-1051-51517
10,MH,37,0,en colère,mdg3,20240312-1051-51517
11,DH,1,100,malade,mdg3,20240312-1051-51517
11,SH,2,0,malade,mdg3,20240312-1051-51517
11,SB,3,0,malade,mdg3,20240312-1051-51517
11,DR,4,70,malade,mdg3,20240312-1051-51517
11,SC,5,0,malade,mdg3,20240312-1051-51517
11,LB,6,0,malade,mdg3,20240312-1051-51517
11,DG,7,0,malade,mdg3,20240312-1051-51517
11,LR,8,0,malade,mdg3,20240312-1051-51517
11,DP,9,100,malade,mdg3,20240312-1051-51517
11,MG,10,0,malade,mdg3,20240312-1051-51517
11,LP,11,30,malade,mdg3,20240312-1051-51517
11,SY,12,0,malade,mdg3,20240312-1051-51517
11,A3,13,0,malade,mdg3,20240312-1051-51517
11,DY,14,20,malade,mdg3,20240312-1051-51517
11,SO,15,0,malade,mdg3,20240312-1051-51517
11,MO,16,0,malade,mdg3,20240312-1051-51517
11,SP,17,10,malade,mdg3,20240312-1051-51517
11,LH,18,0,malade,mdg3,20240312-1051-51517
11,LO,19,0,malade,mdg3,20240312-1051-51517
11,DO,20,0,malade,mdg3,20240312-1051-51517
11,MH,21,0,malade,mdg3,20240312-1051-51517
11,MY,22,0,malade,mdg3,20240312-1051-51517
11,MR,23,0,malade,mdg3,20240312-1051-51517
11,LY,24,0,malade,mdg3,20240312-1051-51517
11,MC,25,0,malade,mdg3,20240312-1051-51517
11,DC,26,0,malade,mdg3,20240312-1051-51517
11,LG,27,0,malade,mdg3,20240312-1051-51517
11,SR,28,60,malade,mdg3,20240312-1051-51517
11,BK,29,90,malade,mdg3,20240312-1051-51517
11,DB,30,0,malade,mdg3,20240312-1051-51517
11,SG,31,0,malade,mdg3,20240312-1051-51517
11,A2,32,0,malade,mdg3,20240312-1051-51517
11,LC,33,0,malade,mdg3,20240312-1051-51517
11,MB,34,0,malade,mdg3,20240312-1051-51517
11,A1,35,60,malade,mdg3,20240312-1051-51517
11,WH,36,0,malade,mdg3,20240312-1051-51517
11,MP,37,60,malade,mdg3,20240312-1051-51517
12,DG,1,0,paix,mdg3,20240312-1051-51517
12,A1,2,0,paix,mdg3,20240312-1051-51517
12,SY,3,0,paix,mdg3,20240312-1051-51517
12,LY,4,0,paix,mdg3,20240312-1051-51517
12,LP,5,0,paix,mdg3,20240312-1051-51517
12,LC,6,60,paix,mdg3,20240312-1051-51517
12,LH,7,60,paix,mdg3,20240312-1051-51517
12,BK,8,0,paix,mdg3,20240312-1051-51517
12,MP,9,0,paix,mdg3,20240312-1051-51517
12,LB,10,0,paix,mdg3,20240312-1051-51517
12,SP,11,0,paix,mdg3,20240312-1051-51517
12,A3,12,100,paix,mdg3,20240312-1051-51517
12,DO,13,0,paix,mdg3,20240312-1051-51517
12,LO,14,0,paix,mdg3,20240312-1051-51517
12,DR,15,0,paix,mdg3,20240312-1051-51517
12,MG,16,0,paix,mdg3,20240312-1051-51517
12,SO,17,0,paix,mdg3,20240312-1051-51517
12,MO,18,0,paix,mdg3,20240312-1051-51517
12,SC,19,0,paix,mdg3,20240312-1051-51517
12,DB,20,0,paix,mdg3,20240312-1051-51517
12,DP,21,10,paix,mdg3,20240312-1051-51517
12,LR,22,30,paix,mdg3,20240312-1051-51517
12,MC,23,0,paix,mdg3,20240312-1051-51517
12,MY,24,0,paix,mdg3,20240312-1051-51517
12,SB,25,0,paix,mdg3,20240312-1051-51517
12,SG,26,0,paix,mdg3,20240312-1051-51517
12,DY,27,0,paix,mdg3,20240312-1051-51517
12,A2,28,30,paix,mdg3,20240312-1051-51517
12,DH,29,0,paix,mdg3,20240312-1051-51517
12,MR,30,0,paix,mdg3,20240312-1051-51517
12,SR,31,0,paix,mdg3,20240312-1051-51517
12,SH,32,60,paix,mdg3,20240312-1051-51517
12,MB,33,0,paix,mdg3,20240312-1051-51517
12,WH,34,100,paix,mdg3,20240312-1051-51517
12,DC,35,0,paix,mdg3,20240312-1051-51517
12,MH,36,0,paix,mdg3,20240312-1051-51517
12,LG,37,0,paix,mdg3,20240312-1051-51517
13,DR,1,100,justice,mdg3,20240312-1051-51517
13,DY,2,0,justice,mdg3,20240312-1051-51517
13,LB,3,0,justice,mdg3,20240312-1051-51517
13,DP,4,30,justice,mdg3,20240312-1051-51517
13,DG,5,0,justice,mdg3,20240312-1051-51517
13,SP,6,0,justice,mdg3,20240312-1051-51517
13,SC,7,0,justice,mdg3,20240312-1051-51517
13,MP,8,0,justice,mdg3,20240312-1051-51517
13,LH,9,0,justice,mdg3,20240312-1051-51517
13,SR,10,90,justice,mdg3,20240312-1051-51517
13,A3,11,90,justice,mdg3,20240312-1051-51517
13,LG,12,0,justice,mdg3,20240312-1051-51517
13,MH,13,0,justice,mdg3,20240312-1051-51517
13,MR,14,0,justice,mdg3,20240312-1051-51517
13,LY,15,0,justice,mdg3,20240312-1051-51517
13,A1,16,30,justice,mdg3,20240312-1051-51517
13,SO,17,0,justice,mdg3,20240312-1051-51517
13,LC,18,0,justice,mdg3,20240312-1051-51517
13,LO,19,0,justice,mdg3,20240312-1051-51517
13,WH,20,100,justice,mdg3,20240312-1051-51517
13,DC,21,0,justice,mdg3,20240312-1051-51517
13,MO,22,0,justice,mdg3,20240312-1051-51517
13,SY,23,0,justice,mdg3,20240312-1051-51517
13,LP,24,0,justice,mdg3,20240312-1051-51517
13,MB,25,0,justice,mdg3,20240312-1051-51517
13,MG,26,0,justice,mdg3,20240312-1051-51517
13,DO,27,0,justice,mdg3,20240312-1051-51517
13,A2,28,20,justice,mdg3,20240312-1051-51517
13,DB,29,0,justice,mdg3,20240312-1051-51517
13,BK,30,100,justice,mdg3,20240312-1051-51517
13,SB,31,0,justice,mdg3,20240312-1051-51517
13,DH,32,0,justice,mdg3,20240312-1051-51517
13,MC,33,0,justice,mdg3,20240312-1051-51517
13,SG,34,0,justice,mdg3,20240312-1051-51517
13,MY,35,0,justice,mdg3,20240312-1051-51517
13,SH,36,0,justice,mdg3,20240312-1051-51517
13,LR,37,0,justice,mdg3,20240312-1051-51517
14,MG,1,70,banane,mdg3,20240312-1051-51517
14,WH,2,0,banane,mdg3,20240312-1051-51517
14,LC,3,0,banane,mdg3,20240312-1051-51517
14,DR,4,40,banane,mdg3,20240312-1051-51517
14,A1,5,0,banane,mdg3,20240312-1051-51517
14,LY,6,90,banane,mdg3,20240312-1051-51517
14,LG,7,60,banane,mdg3,20240312-1051-51517
14,LB,8,0,banane,mdg3,20240312-1051-51517
14,MP,9,0,banane,mdg3,20240312-1051-51517
14,DG,10,40,banane,mdg3,20240312-1051-51517
14,DH,11,0,banane,mdg3,20240312-1051-51517
14,DY,12,0,banane,mdg3,20240312-1051-51517
14,MY,13,10,banane,mdg3,20240312-1051-51517
14,LO,14,0,banane,mdg3,20240312-1051-51517
14,SR,15,0,banane,mdg3,20240312-1051-51517
14,SH,16,0,banane,mdg3,20240312-1051-51517
14,MO,17,0,banane,mdg3,20240312-1051-51517
14,LH,18,0,banane,mdg3,20240312-1051-51517
