progressBlock,color,progressColor,ans,conceptFr,expCountry,ID
1,BK,1,28,sécurité,mdg1,2024129-1029-53236
1,DG,2,74,sécurité,mdg1,2024129-1029-53236
1,SG,3,65,sécurité,mdg1,2024129-1029-53236
1,LP,4,4,sécurité,mdg1,2024129-1029-53236
1,LR,5,3,sécurité,mdg1,2024129-1029-53236
1,SY,6,85,sécurité,mdg1,2024129-1029-53236
1,WH,7,81,sécurité,mdg1,2024129-1029-53236
1,LH,8,80,sécurité,mdg1,2024129-1029-53236
1,DB,9,4,sécurité,mdg1,2024129-1029-53236
1,SB,10,5,sécurité,mdg1,2024129-1029-53236
1,MB,11,0,sécurité,mdg1,2024129-1029-53236
1,DY,12,0,sécurité,mdg1,2024129-1029-53236
1,A1,13,5,sécurité,mdg1,2024129-1029-53236
1,SH,14,95,sécurité,mdg1,2024129-1029-53236
1,MC,15,0,sécurité,mdg1,2024129-1029-53236
1,A2,16,3,sécurité,mdg1,2024129-1029-53236
1,LY,17,36,sécurité,mdg1,2024129-1029-53236
1,DO,18,60,sécurité,mdg1,2024129-1029-53236
1,DH,19,34,sécurité,mdg1,2024129-1029-53236
1,MY,20,79,sécurité,mdg1,2024129-1029-53236
1,LO,21,40,sécurité,mdg1,2024129-1029-53236
1,DC,22,0,sécurité,mdg1,2024129-1029-53236
1,MO,23,63,sécurité,mdg1,2024129-1029-53236
1,SP,24,0,sécurité,mdg1,2024129-1029-53236
1,MR,25,3,sécurité,mdg1,2024129-1029-53236
1,DP,26,0,sécurité,mdg1,2024129-1029-53236
1,MH,27,0,sécurité,mdg1,2024129-1029-53236
1,LB,28,11,sécurité,mdg1,2024129-1029-53236
1,SO,29,65,sécurité,mdg1,2024129-1029-53236
1,DR,30,0,sécurité,mdg1,2024129-1029-53236
1,LC,31,1,sécurité,mdg1,2024129-1029-53236
1,MP,32,0,sécurité,mdg1,2024129-1029-53236
1,A3,33,78,sécurité,mdg1,2024129-1029-53236
1,SR,34,0,sécurité,mdg1,2024129-1029-53236
1,SC,35,0,sécurité,mdg1,2024129-1029-53236
1,LG,36,41,sécurité,mdg1,2024129-1029-53236
1,MG,37,55,sécurité,mdg1,2024129-1029-53236
2,MP,1,0,triste,mdg1,2024129-1029-53236
2,SO,2,0,triste,mdg1,2024129-1029-53236
2,SG,3,0,triste,mdg1,2024129-1029-53236
2,SC,4,14,triste,mdg1,2024129-1029-53236
2,A1,5,62,triste,mdg1,2024129-1029-53236
2,LC,6,32,triste,mdg1,2024129-1029-53236
2,LG,7,34,triste,mdg1,2024129-1029-53236
2,A3,8,26,triste,mdg1,2024129-1029-53236
2,DY,9,0,triste,mdg1,2024129-1029-53236
2,LO,10,1,triste,mdg1,2024129-1029-53236
2,MR,11,14,triste,mdg1,2024129-1029-53236
2,BK,12,99,triste,mdg1,2024129-1029-53236
2,MO,13,0,triste,mdg1,2024129-1029-53236
2,LR,14,0,triste,mdg1,2024129-1029-53236
2,MY,15,0,triste,mdg1,2024129-1029-53236
2,DO,16,2,triste,mdg1,2024129-1029-53236
2,SB,17,0,triste,mdg1,2024129-1029-53236
2,MB,18,1,triste,mdg1,2024129-1029-53236
2,DB,19,1,triste,mdg1,2024129-1029-53236
2,LY,20,0,triste,mdg1,2024129-1029-53236
2,LB,21,1,triste,mdg1,2024129-1029-53236
2,DP,22,0,triste,mdg1,2024129-1029-53236
2,SP,23,0,triste,mdg1,2024129-1029-53236
2,SY,24,0,triste,mdg1,2024129-1029-53236
2,SH,25,0,triste,mdg1,2024129-1029-53236
2,MC,26,0,triste,mdg1,2024129-1029-53236
2,SR,27,10,triste,mdg1,2024129-1029-53236
2,LP,28,0,triste,mdg1,2024129-1029-53236
2,A2,29,67,triste,mdg1,2024129-1029-53236
2,DC,30,1,triste,mdg1,2024129-1029-53236
2,LH,31,0,triste,mdg1,2024129-1029-53236
2,DR,32,0,triste,mdg1,2024129-1029-53236
2,WH,33,22,triste,mdg1,2024129-1029-53236
2,MH,34,0,triste,mdg1,2024129-1029-53236
2,MG,35,0,triste,mdg1,2024129-1029-53236
2,DH,36,0,triste,mdg1,2024129-1029-53236
2,DG,37,0,triste,mdg1,2024129-1029-53236
3,DP,1,0,banane,mdg1,2024129-1029-53236
3,MR,2,0,banane,mdg1,2024129-1029-53236
3,LC,3,4,banane,mdg1,2024129-1029-53236
3,LG,4,19,banane,mdg1,2024129-1029-53236
3,SH,5,100,banane,mdg1,2024129-1029-53236
3,BK,6,26,banane,mdg1,2024129-1029-53236
3,LY,7,73,banane,mdg1,2024129-1029-53236
3,DR,8,4,banane,mdg1,2024129-1029-53236
3,MH,9,25,banane,mdg1,2024129-1029-53236
3,MP,10,0,banane,mdg1,2024129-1029-53236
3,SC,11,0,banane,mdg1,2024129-1029-53236
3,DH,12,40,banane,mdg1,2024129-1029-53236
3,A1,13,0,banane,mdg1,2024129-1029-53236
3,LO,14,1,banane,mdg1,2024129-1029-53236
3,SB,15,0,banane,mdg1,2024129-1029-53236
3,LB,16,0,banane,mdg1,2024129-1029-53236
3,DY,17,1,banane,mdg1,2024129-1029-53236
3,MC,18,0,banane,mdg1,2024129-1029-53236
3,LR,19,0,banane,mdg1,2024129-1029-53236
3,MB,20,1,banane,mdg1,2024129-1029-53236
3,A3,21,1,banane,mdg1,2024129-1029-53236
3,SO,22,0,banane,mdg1,2024129-1029-53236
3,A2,23,1,banane,mdg1,2024129-1029-53236
3,DO,24,0,banane,mdg1,2024129-1029-53236
3,WH,25,0,banane,mdg1,2024129-1029-53236
3,DG,26,37,banane,mdg1,2024129-1029-53236
3,MY,27,2,banane,mdg1,2024129-1029-53236
3,LP,28,0,banane,mdg1,2024129-1029-53236
3,SP,29,0,banane,mdg1,2024129-1029-53236
3,DC,30,0,banane,mdg1,2024129-1029-53236
3,SR,31,0,banane,mdg1,2024129-1029-53236
3,SG,32,100,banane,mdg1,2024129-1029-53236
3,MG,33,0,banane,mdg1,2024129-1029-53236
3,SY,34,99,banane,mdg1,2024129-1029-53236
3,DB,35,0,banane,mdg1,2024129-1029-53236
