concept_a,concept_b,category,color_a,color_b,deltaS_mg,deltaS_us
angry,banana,MG_low__US_low,A1,A2,0.07688427347359572,0.08362197624406353
angry,happy,MG_low__US_low,A1,A2,0.0674800399319897,0.07204216792161144
angry,peace,MG_low__US_low,A1,A2,0.03215164952619509,0.11122399919398496
angry,peach,MG_low__US_low,A1,A2,0.02211254012121011,0.07620588932544625
angry,sad,MG_low__US_low,A1,A2,0.019391005181947862,0.08811973653023908
angry,sandstorm,MG_low__US_low,A1,A2,0.06936071861183057,0.13576576295734744
angry,sick,MG_low__US_low,A1,A2,0.008239697311561933,0.025191707426092114
angry,tree,MG_low__US_low,A1,A2,0.05745819145204445,0.03990480084118242
banana,happy,MG_low__US_low,A1,A2,0.004732523816362522,0.016643130668333617
banana,lightning,MG_low__US_low,A1,A2,0.056507436013306656,0.1475420836833226
banana,mango,MG_low__US_low,A1,A2,0.04041926067000423,0.10384194040310252
banana,peace,MG_low__US_low,A1,A2,0.043177541379839646,0.0668071983467109
banana,sandstorm,MG_low__US_low,A1,A2,0.011166172623471526,0.1028493580005132
banana,sick,MG_low__US_low,A1,A2,0.0619259443028079,0.044729343915765385
banana,tree,MG_low__US_low,A1,A2,0.016052935606698293,0.09567518335511171
death,safety,MG_low__US_low,A1,A2,0.01581460336678364,0.151612220301242
happy,lightning,MG_low__US_low,A1,A2,0.05584604658272374,0.13252907754412524
happy,mango,MG_low__US_low,A1,A2,0.03959324934174102,0.052895267447161665
happy,peace,MG_low__US_low,A1,A2,0.03553231501331483,0.07098571116443142
happy,sandstorm,MG_low__US_low,A1,A2,0.013806644086074016,0.1053845623461307
happy,sick,MG_low__US_low,A1,A2,0.05440162051909475,0.03572935870692001
happy,tree,MG_low__US_low,A1,A2,0.010307357696527575,0.06278638790218416
justice,lightning,MG_low__US_low,A1,A2,0.07062556918267487,0.1258356029030065
justice,safety,MG_high__US_low,A1,A2,0.3495369798595547,0.05652302181101948
lightning,mango,MG_low__US_low,A1,A2,0.028599800493496197,0.11780627330651239
lightning,tree,MG_low__US_low,A1,A2,0.06359637652004496,0.10093047000829625
mango,peace,MG_low__US_low,A1,A2,0.07449956179806394,0.11162823369617358
mango,sandstorm,MG_low__US_low,A1,A2,0.01541153299413911,0.13516899408116823
mango,tree,MG_low__US_low,A1,A2,0.049910004853623846,0.027180227299285653
peace,peach,MG_low__US_low,A1,A2,0.06010582234147982,0.08165657909911195
peace,sandstorm,MG_low__US_low,A1,A2,0.04237423540225915,0.04554993592722267
peace,sick,MG_low__US_low,A1,A2,0.021857229315001503,0.07768137409720488
peace,tree,MG_low__US_low,A1,A2,0.0253580590607434,0.1157652681467009
peach,sick,MG_low__US_low,A1,A2,0.029958529687708957,0.03700649672870315
sad,sick,MG_low__US_low,A1,A2,0.026681077940133635,0.11149678076552916
sandstorm,sick,MG_low__US_low,A1,A2,0.05854921112770661,0.10628194757729448
sandstorm,tree,MG_low__US_low,A1,A2,0.021922448885683232,0.13902902758294755
sick,tree,MG_low__US_low,A1,A2,0.0452088242954094,0.00499293178199034
angry,happy,MG_high__US_high,A1,A3,0.5157928369386751,0.635119012091709
angry,peace,MG_high__US_high,A1,A3,0.5916697483781475,0.7505821570924343
angry,sick,MG_low__US_low,A1,A3,0.01997799178925641,0.03826978798585379
banana,death,MG_high__US_high,A1,A3,0.4715385231692824,0.5936992980937972
banana,mango,MG_low__US_low,A1,A3,0.04555272004937061,0.011952498514458565
banana,peace,MG_high__US_high,A1,A3,0.5253130404026845,0.6273251441198135
banana,sad,MG_high__US_high,A1,A3,0.3352454068413804,0.6542291968649141
death,happy,MG_high__US_high,A1,A3,0.6813170188937021,0.7001352346496288
death,mango,MG_high__US_high,A1,A3,0.5004139487361343,0.6004828204977457
death,peace,MG_high__US_high,A1,A3,0.7390798622381651,0.7926290593713448
death,peach,MG_high__US_high,A1,A3,0.35969158135321155,0.6550922121054166
death,tree,MG_high__US_high,A1,A3,0.3359520546561987,0.5838093775375064
happy,sad,MG_high__US_high,A1,A3,0.5860883723403538,0.7410680696622789
justice,lightning,MG_high__US_low,A1,A3,0.41632774642073755,0.0014710276595342742
justice,peach,MG_high__US_low,A1,A3,0.5641558907142505,0.11422633501328971
justice,sad,MG_high__US_high,A1,A3,0.6631272245911308,0.6071838332359365
justice,safety,MG_high__US_low,A1,A3,0.3843798217796095,0.042089566090525
justice,sandstorm,MG_high__US_low,A1,A3,0.583713292746521,0.14739089849493064
lightning,safety,MG_low__US_low,A1,A3,0.023099974846027882,0.039166655623614544
mango,peace,MG_high__US_high,A1,A3,0.4997124929359127,0.62875129515041706
mango,sad,MG_high__US_high,A1,A3,0.36521167000794774,0.6611426781140932
peace,sad,MG_high__US_high,A1,A3,0.6513896763750235,0.8216921667775954
peace,sick,MG_high__US_high,A1,A3,0.5353419781316782,0.6913553446788965
peach,tree,MG_low__US_low,A1,A3,0.052019414104302386,0.11749228721472571
sandstorm,tree,MG_low__US_low,A1,A3,0.07682095299329861,0.025088584279258974
banana,justice,MG_low__US_low,A1,BK,0.07760066343245464,0.0044945615600604505
happy,peace,MG_low__US_low,A1,BK,0.06583763962546296,0.14843531920586384
happy,peach,MG_low__US_low,A1,BK,0.013155477652635084,0.048326904247870006
happy,sandstorm,MG_low__US_low,A1,BK,0.05576782863911567,0.028506681318906768
happy,sick,MG_low__US_low,A1,BK,0.06482315870172584,0.05925325002738013
justice,sick,MG_low__US_low,A1,BK,0.05184028186330547,0.1274295480957166
lightning,mango,MG_low__US_low,A1,BK,0.026597516571763347,0.003417300200503126
lightning,sad,MG_low__US_low,A1,BK,0.049732008932989125,0.009438431196827357
lightning,safety,MG_low__US_low,A1,BK,0.02040649033505465,0.13256401612885238
lightning,sandstorm,MG_low__US_low,A1,BK,0.0394616304538396,0.04072337992695113
lightning,sick,MG_low__US_low,A1,BK,0.031613736941367154,0.026995950870092544
lightning,tree,MG_low__US_low,A1,BK,0.014708489170218775,0.05328247060204916
mango,sandstorm,MG_low__US_low,A1,BK,0.023782257723581335,0.061814892496549534
mango,sick,MG_low__US_low,A1,BK,0.01416127104753051,0.03334657840904276
mango,tree,MG_low__US_low,A1,BK,0.011642709388822059,0.11284611372007425
peach,sandstorm,MG_low__US_low,A1,BK,0.06330102810408533,0.050112923574221424
peach,sick,MG_low__US_low,A1,BK,0.07196608649466785,0.04475228062051406
sad,sick,MG_low__US_low,A1,BK,0.07954137214802848,0.040174719926740377
sad,tree,MG_low__US_low,A1,BK,0.07059339991093777,0.08471733092582956
safety,sandstorm,MG_low__US_low,A1,BK,0.0192202584191008,0.08931521868784009
sandstorm,sick,MG_low__US_low,A1,BK,0.007495575350797257,0.06719440032446844
sandstorm,tree,MG_low__US_low,A1,BK,0.02932205752251793,0.10931755592808567
sick,tree,MG_low__US_low,A1,BK,0.02073935224894563,0.016658934360390676
angry,happy,MG_high__US_high,A1,DB,0.47014183579711144,0.7120606641802831
angry,sad,MG_high__US_low,A1,DB,0.34479184312359057,0.014660678248663184
banana,death,MG_high__US_high,A1,DB,0.7886386608850509,0.8655515545922181
banana,happy,MG_high__US_high,A1,DB,0.4203038385921072,0.5930626800842211
banana,peace,MG_low__US_high,A1,DB,0.03028625716613198,0.6198916701171628
banana,tree,MG_low__US_low,A1,DB,0.006891966999404531,0.13908766068999445
death,happy,MG_high__US_high,A1,DB,0.8406706331078739,0.9093662756354015
death,justice,MG_high__US_high,A1,DB,0.738245271548013,0.769560476199296
death,mango,MG_high__US_high,A1,DB,0.8435266737900979,0.8764804779409632
death,peace,MG_high__US_high,A1,DB,0.6777768200555252,0.908536718959537
death,peach,MG_high__US_high,A1,DB,0.6985786681963517,0.8901532179506968
death,safety,MG_high__US_high,A1,DB,0.6448532877585007,0.8373584839716006
death,tree,MG_high__US_high,A1,DB,0.7100862880274803,0.849430100693519
happy,sad,MG_high__US_high,A1,DB,0.7118662590826044,0.6868166782766334
happy,sandstorm,MG_high__US_high,A1,DB,0.6005046812152639,0.7547700751464865
happy,sick,MG_high__US_high,A1,DB,0.5416286521934586,0.6843052486475287
justice,safety,MG_low__US_low,A1,DB,0.07188430068607937,0.0991798870671241
lightning,peace,MG_low__US_high,A1,DB,0.03127446654343213,0.6797068625387583
lightning,sad,MG_high__US_low,A1,DB,0.4952188459383926,0.07725174015341058
lightning,sandstorm,MG_high__US_low,A1,DB,0.3502602390358085,0.10863422953597945
peace,sad,MG_high__US_high,A1,DB,0.49478564937587044,0.7082006305886874
peace,sandstorm,MG_high__US_high,A1,DB,0.3404794640825721,0.7673924061562447
peach,sandstorm,MG_high__US_high,A1,DB,0.34868765854564154,0.6107176853740413
peach,tree,MG_low__US_low,A1,DB,0.026520515944055356,0.021902735191407174
safety,sandstorm,MG_high__US_high,A1,DB,0.33672193662316774,0.6343008353004482
sandstorm,sick,MG_low__US_low,A1,DB,0.04530187946077091,0.02776387156942217
angry,death,MG_high__US_high,A1,DC,0.572769963353962,0.5858681471248972
angry,lightning,MG_low__US_low,A1,DC,0.07471077164711071,0.055173623630383195
banana,death,MG_high__US_high,A1,DC,0.8007855014534693,0.9648742403840329
banana,justice,MG_low__US_low,A1,DC,0.040504917242164706,0.043059665192452856
banana,lightning,MG_low__US_high,A1,DC,0.06277140978778206,0.6232998606033566
banana,sad,MG_high__US_high,A1,DC,0.5351832582839426,0.6916660989375376
banana,sandstorm,MG_high__US_high,A1,DC,0.39901716717386687,0.5915870499552127
death,happy,MG_high__US_high,A1,DC,0.7843492656669868,0.956619027141991
death,justice,MG_high__US_high,A1,DC,0.6922513079577446,0.809134208006995
death,mango,MG_high__US_high,A1,DC,0.8462207875472849,0.9683803103346462
death,peace,MG_high__US_high,A1,DC,0.7142057335940768,0.9497230471789913
death,peach,MG_high__US_high,A1,DC,0.7071369357947015,0.9749202797999501
death,safety,MG_high__US_high,A1,DC,0.5998274857250563,0.8907148917766134
death,sandstorm,MG_high__US_high,A1,DC,0.3933112103844123,0.5982941807558739
death,sick,MG_high__US_high,A1,DC,0.4246519498473502,0.5971345554875747
death,tree,MG_high__US_high,A1,DC,0.7697352247753992,0.956478554869403
happy,peace,MG_low__US_low,A1,DC,0.0673824101899243,0.09374811763540758
happy,sad,MG_high__US_high,A1,DC,0.5786389019051847,0.8050523454735627
happy,sandstorm,MG_high__US_high,A1,DC,0.47000827103498116,0.7504358410174856
happy,sick,MG_high__US_high,A1,DC,0.3898485374985201,0.6199957628111012
happy,tree,MG_low__US_low,A1,DC,0.00735774836515507,0.010179225428513072
justice,peach,MG_low__US_low,A1,DC,0.03829540756493821,0.042872548187003146
lightning,peach,MG_low__US_high,A1,DC,0.058162787588578624,0.6878452425469248
lightning,safety,MG_low__US_high,A1,DC,0.013970794252541552,0.6181440306004051
mango,sad,MG_high__US_high,A1,DC,0.6367588445759491,0.6999878552057976
mango,sandstorm,MG_high__US_high,A1,DC,0.5277062516376714,0.6034630963898102
peace,sad,MG_high__US_high,A1,DC,0.5040191927417423,0.8113406181655323
peace,sandstorm,MG_high__US_high,A1,DC,0.3915677066141101,0.759556196891225
peace,tree,MG_low__US_low,A1,DC,0.059218953000615304,0.1034374687718076
peach,sad,MG_high__US_high,A1,DC,0.47251393013204956,0.7405673903978947
peach,sandstorm,MG_high__US_high,A1,DC,0.34822897778878104,0.6617706216773631
sad,safety,MG_high__US_high,A1,DC,0.37598079820488883,0.6827318706104097
sad,tree,MG_high__US_high,A1,DC,0.5648539116852087,0.8029862680031292
sandstorm,sick,MG_low__US_low,A1,DC,0.059730444751189715,0.09714689463374704
sandstorm,tree,MG_high__US_high,A1,DC,0.4562766621994774,0.7476594833110446
sick,tree,MG_high__US_high,A1,DC,0.3780002488499057,0.6157982004756173
angry,banana,MG_high__US_high,A1,DG,0.5226062444070718,0.6007901188402986
angry,death,MG_high__US_high,A1,DG,0.5299484984181333,0.6483862324262457
angry,happy,MG_high__US_high,A1,DG,0.37324718979489124,0.6807882950407123
angry,mango,MG_high__US_high,A1,DG,0.6640454262793811,0.653793971565146
angry,peach,MG_high__US_high,A1,DG,0.4036552102344362,0.6063478419102601
angry,tree,MG_high__US_high,A1,DG,0.6904009164523881,0.9865508760725532
banana,death,MG_high__US_high,A1,DG,0.8743586427153212,0.9754101692349559
banana,justice,MG_high__US_low,A1,DG,0.47117230687693606,0.1198568706404155
banana,lightning,MG_high__US_high,A1,DG,0.573872614627994,0.7500352104776218
banana,sad,MG_high__US_high,A1,DG,0.7604301304199839,0.8942754783151212
banana,sandstorm,MG_high__US_high,A1,DG,0.7118186382015206,0.6949330623932086
death,happy,MG_high__US_high,A1,DG,0.7932755963563112,0.9633297072813787
death,justice,MG_high__US_high,A1,DG,0.6481318152920343,0.8336355293027393
death,mango,MG_high__US_high,A1,DG,0.9335473582989862,0.9766892766744033
death,peace,MG_high__US_high,A1,DG,0.6791011495836434,0.9433801623638618
death,peach,MG_high__US_high,A1,DG,0.7991096932356192,0.982208546256365
death,safety,MG_high__US_high,A1,DG,0.6079681733511384,0.9350261491971945
death,sick,MG_high__US_high,A1,DG,0.3866527947729106,0.733789648252875
death,tree,MG_high__US_high,A1,DG,0.942535267983045,0.9999792850862244
happy,lightning,MG_high__US_high,A1,DG,0.4222196341564199,0.7870704785567346
happy,sad,MG_high__US_high,A1,DG,0.652665751302139,0.898086564088139
happy,sandstorm,MG_high__US_high,A1,DG,0.5887642768634946,0.7469148228253837
happy,tree,MG_high__US_high,A1,DG,0.39024070377352293,0.8116547421628324
justice,peach,MG_high__US_low,A1,DG,0.33861021749108056,0.10372785746329849
justice,sad,MG_high__US_high,A1,DG,0.4590079165366956,0.7087861187139106
justice,tree,MG_high__US_high,A1,DG,0.6635102592923967,0.8833271244993066
lightning,mango,MG_high__US_high,A1,DG,0.7135195523966724,0.7841412489558286
lightning,peach,MG_high__US_high,A1,DG,0.450685644622965,0.7625707111841187
lightning,tree,MG_high__US_high,A1,DG,0.7388757011647837,0.9963823549385591
mango,sad,MG_high__US_high,A1,DG,0.8503679648427767,0.9074124603217395
mango,sandstorm,MG_high__US_high,A1,DG,0.8172851090174882,0.7370801099942552
mango,tree,MG_low__US_high,A1,DG,0.04259245332767936,0.9493581821516262
peace,sad,MG_high__US_high,A1,DG,0.514379249477873,0.8716683363041566
peace,safety,MG_low__US_low,A1,DG,0.059218403721434276,0.005212828334320241
peace,sandstorm,MG_high__US_high,A1,DG,0.43460478343394593,0.7123533391891665
peace,tree,MG_high__US_high,A1,DG,0.5413667108829352,0.7438873015131515
peach,sad,MG_high__US_high,A1,DG,0.6672520685689305,0.9047858273317149
peach,sandstorm,MG_high__US_high,A1,DG,0.6071453762279382,0.7066316694731809
peach,tree,MG_high__US_high,A1,DG,0.3315926674357548,0.9924943535991373
sad,safety,MG_high__US_high,A1,DG,0.4434443978401257,0.8604621993671324
sad,tree,MG_high__US_high,A1,DG,0.8656234255913267,0.9990797588476465
safety,sandstorm,MG_high__US_high,A1,DG,0.36059057863865984,0.696700644337922
safety,tree,MG_high__US_high,A1,DG,0.5637255576622446,0.731281696445115
sandstorm,tree,MG_high__US_high,A1,DG,0.8354803865073532,0.9949433436506956
sick,tree,MG_high__US_high,A1,DG,0.7438603393678949,0.8920455533212281
angry,banana,MG_high__US_high,A1,DH,0.4460462544092878,0.612007298380379
angry,death,MG_high__US_high,A1,DH,0.5255023338047529,0.5973697155907072
angry,mango,MG_high__US_high,A1,DH,0.5554167984830516,0.658522654165552
angry,tree,MG_high__US_high,A1,DH,0.4886928033177984,0.9578623002048519
banana,death,MG_high__US_high,A1,DH,0.8405521404099285,0.9546185535612981
banana,lightning,MG_high__US_high,A1,DH,0.48688734148726986,0.7721059944433706
banana,peace,MG_high__US_low,A1,DH,0.338234971847984,0.0118400976442945
banana,sad,MG_high__US_high,A1,DH,0.6611004774546263,0.8882015049570897
banana,safety,MG_high__US_low,A1,DH,0.3326256146087161,0.053132813551241664
banana,sandstorm,MG_high__US_high,A1,DH,0.5664234649851172,0.6115152497250484
banana,sick,MG_high__US_low,A1,DH,0.5005270164606495,0.10932865681958948
banana,tree,MG_low__US_high,A1,DH,0.07910357154700431,0.8581631835483936
death,happy,MG_high__US_high,A1,DH,0.71544117542879615,0.9346832039153867
death,justice,MG_high__US_high,A1,DH,0.6240663636976245,0.7258049401462956
death,mango,MG_high__US_high,A1,DH,0.8886645381556575,0.959362314996884
death,peace,MG_high__US_high,A1,DH,0.6376477049698133,0.8927322158544739
death,peach,MG_high__US_high,A1,DH,0.7247152223910098,0.9627624732791893
death,safety,MG_high__US_high,A1,DH,0.5850934615163921,0.8697610570191101
death,sandstorm,MG_high__US_high,A1,DH,0.3830681911034173,0.6247508918835436
death,sick,MG_high__US_high,A1,DH,0.41312107994273894,0.8890636670929941
death,tree,MG_high__US_high,A1,DH,0.8465926335588609,0.999158923793015
happy,mango,MG_high__US_low,A1,DH,0.4261565134181331,0.10045808842708759
happy,peace,MG_low__US_low,A1,DH,0.07194310380910368,0.014686757378217286
happy,sad,MG_high__US_high,A1,DH,0.47799419263270226,0.8627983422906338
happy,tree,MG_high__US_high,A1,DH,0.34958713564654653,0.8132623822979541
justice,sad,MG_high__US_high,A1,DH,0.36277411658144837,0.5942233371306935
justice,tree,MG_high__US_high,A1,DH,0.47524649255431894,0.9231259069680848
lightning,mango,MG_high__US_high,A1,DH,0.5962386235830215,0.801108187612668
lightning,sick,MG_low__US_high,A1,DH,0.07298018077915391,0.6967123661580152
lightning,tree,MG_high__US_high,A1,DH,0.5266823767474329,0.9866341038577493
mango,peace,MG_high__US_low,A1,DH,0.46163028928325045,0.10314226941248444
mango,sad,MG_high__US_high,A1,DH,0.7390279102768789,0.9018684377627961
mango,safety,MG_high__US_low,A1,DH,0.44783959552755714,0.13989566791300656
mango,sandstorm,MG_high__US_high,A1,DH,0.6592847839996958,0.6589428111739055
mango,sick,MG_high__US_low,A1,DH,0.5972843825110152,0.024437470541490924
mango,tree,MG_low__US_high,A1,DH,0.06049590349669276,0.7879195975185691
peace,sad,MG_high__US_high,A1,DH,0.40080383529193875,0.8130216704829034
peace,safety,MG_low__US_low,A1,DH,0.019212110935953264,0.035761117013454025
peace,tree,MG_high__US_high,A1,DH,0.3908256457992041,0.7554492997234143
peach,sad,MG_high__US_high,A1,DH,0.5146229379284604,0.8895317927964408
sad,safety,MG_high__US_high,A1,DH,0.3606916692061055,0.784540644006612
sad,tree,MG_high__US_high,A1,DH,0.6843494250393694,0.9948668768858666
safety,tree,MG_high__US_high,A1,DH,0.3831977295190774,0.7607095227180112
sandstorm,tree,MG_high__US_high,A1,DH,0.5982220737127952,0.9614285565989598
sick,tree,MG_high__US_high,A1,DH,0.5373691695106801,0.6231318460657254
banana,death,MG_high__US_high,A1,DO,0.6820195894403847,0.8809107897785595
banana,sad,MG_high__US_high,A1,DO,0.45858429646986476,0.8139217474797218
banana,sandstorm,MG_low__US_low,A1,DO,0.028139220366168338,0.07026486758864015
death,happy,MG_high__US_high,A1,DO,0.636357762447709,0.8064652169249436
death,mango,MG_high__US_high,A1,DO,0.7203278767074268,0.8860331261211498
death,peace,MG_high__US_high,A1,DO,0.4903244575352985,0.7031451559200994
death,peach,MG_high__US_high,A1,DO,0.6378720528154509,0.8870495495414406
death,safety,MG_high__US_high,A1,DO,0.41723765868800977,0.6731835313559502
death,sandstorm,MG_high__US_high,A1,DO,0.5520481020605181,0.8123120060884494
death,tree,MG_high__US_high,A1,DO,0.7014426084507261,0.9658479112740685
happy,sad,MG_high__US_high,A1,DO,0.4314192210183545,0.708605341389065
justice,peace,MG_low__US_low,A1,DO,0.06830954689920943,0.134898232665275
mango,peach,MG_low__US_low,A1,DO,0.004868296982958098,0.056677233490251
mango,sad,MG_high__US_high,A1,DO,0.5109912765469964,0.8200467235956721
mango,sandstorm,MG_low__US_low,A1,DO,0.038441620814295696,0.0643929911165686
peace,safety,MG_low__US_low,A1,DO,0.04587115110164758,0.01054584342723297
peace,tree,MG_high__US_high,A1,DO,0.3508034229176431,0.7957749040144193
peach,sad,MG_high__US_high,A1,DO,0.45296407282209517,0.8175985827427548
peach,sandstorm,MG_low__US_low,A1,DO,0.037486079185512056,0.10669869583008462
sad,sandstorm,MG_high__US_high,A1,DO,0.38055757543299373,0.7480290503127718
sad,tree,MG_high__US_high,A1,DO,0.5313266800975678,0.9398052079539438
safety,sick,MG_low__US_low,A1,DO,0.06846003366122716,0.1110258811046354
safety,tree,MG_high__US_high,A1,DO,0.3633381081906659,0.7753190243081753
sick,tree,MG_high__US_high,A1,DO,0.40201039298019303,0.5923003306417733
banana,happy,MG_low__US_high,A1,DP,0.050340359728952455,0.6430754287203677
banana,justice,MG_low__US_low,A1,DP,0.006098201656552504,0.0597600719964948
banana,sandstorm,MG_high__US_high,A1,DP,0.4739274480801736,0.6353933010490285
death,mango,MG_high__US_high,A1,DP,0.3326407792837356,0.9588460147052602
death,safety,MG_low__US_high,A1,DP,0.026896423431580496,0.8486603256212426
death,tree,MG_low__US_high,A1,DP,0.061578816760825994,0.9218935141175393
happy,lightning,MG_low__US_high,A1,DP,0.00179579041751321,0.7902402867870253
happy,mango,MG_low__US_high,A1,DP,0.023009871296881368,0.6284380321747249
happy,sandstorm,MG_high__US_high,A1,DP,0.460532548243765,0.8180440800352802
justice,mango,MG_low__US_low,A1,DP,0.06215910697768523,0.03800854546870047
lightning,mango,MG_low__US_high,A1,DP,0.017157947891665026,0.5947724636637912
lightning,sandstorm,MG_high__US_low,A1,DP,0.4110788880045919,0.029822537459372744
mango,sad,MG_high__US_high,A1,DP,0.33677417046483393,0.8288556914623666
mango,sandstorm,MG_high__US_high,A1,DP,0.5227248812437815,0.6568383285362764
peace,sick,MG_low__US_high,A1,DP,0.01207832865617059,0.6262411788416307
peach,sandstorm,MG_high__US_high,A1,DP,0.3406551855260349,0.6758651896890893
sad,safety,MG_low__US_high,A1,DP,0.0435160766194147,0.7173319751934211
sad,tree,MG_low__US_high,A1,DP,0.07887269525901575,0.7613982598940239
angry,banana,MG_high__US_high,A1,DR,0.3861168486509868,0.6815675218117327
angry,death,MG_high__US_high,A1,DR,0.7092940756209647,0.7892287227775769
angry,peace,MG_high__US_high,A1,DR,0.40169894869782063,0.6021821774204124
angry,sad,MG_high__US_high,A1,DR,0.6065073321048979,0.8995132715920879
angry,sandstorm,MG_high__US_high,A1,DR,0.508163013744565,0.6963903728025913
banana,sad,MG_high__US_high,A1,DR,0.4332763159320759,0.7879125818629857
death,happy,MG_high__US_high,A1,DR,0.6203233832872603,0.6658813074401086
death,lightning,MG_high__US_low,A1,DR,0.5752388061805351,0.03608136191601563
death,mango,MG_high__US_high,A1,DR,0.6602236508089436,0.6901902748070421
death,peach,MG_high__US_high,A1,DR,0.6250846169995059,0.6225516047496389
death,tree,MG_high__US_high,A1,DR,0.4984353079243773,0.5837354278323956
happy,lightning,MG_low__US_high,A1,DR,0.010581420918623685,0.6969849185455965
happy,mango,MG_low__US_low,A1,DR,0.033490193168524085,0.017847391133480828
happy,sad,MG_high__US_high,A1,DR,0.4897351264751999,0.834098041703311
justice,peach,MG_low__US_low,A1,DR,0.009051652971916901,0.11820706233394684
justice,sad,MG_high__US_high,A1,DR,0.4974280525593253,0.6255152335144538
lightning,mango,MG_low__US_high,A1,DR,0.040418886115845876,0.7299396594360839
lightning,peach,MG_low__US_high,A1,DR,0.03612329841284101,0.6722185677454253
mango,sad,MG_high__US_high,A1,DR,0.5145880667553997,0.8610538077346601
mango,safety,MG_low__US_low,A1,DR,0.06187896559359829,0.1318893779045902
peace,sick,MG_low__US_low,A1,DR,0.04482217026460095,0.04206667655021912
peach,sad,MG_high__US_high,A1,DR,0.5043616372754594,0.8393157417513963
sad,safety,MG_high__US_high,A1,DR,0.37919264579880885,0.7276930357293794
sad,tree,MG_high__US_high,A1,DR,0.3442539299581604,0.7948593851327115
angry,justice,MG_low__US_low,A1,DY,0.05649780535520227,0.04413494697521653
angry,lightning,MG_low__US_low,A1,DY,0.024745787235952887,0.09979568887894663
angry,safety,MG_low__US_low,A1,DY,0.04751192474056776,0.13510125900682945
banana,death,MG_high__US_high,A1,DY,0.7907585757378086,0.9118165648244312
banana,justice,MG_high__US_high,A1,DY,0.45324256869319224,0.6438804043466593
banana,mango,MG_low__US_low,A1,DY,0.002633093232016881,0.01623611967468075
banana,sad,MG_high__US_high,A1,DY,0.5597987520871943,0.7691261670505696
banana,sick,MG_high__US_low,A1,DY,0.4880836882827193,0.057244108006348604
death,happy,MG_high__US_high,A1,DY,0.7031669207071103,0.8567375674723876
death,mango,MG_high__US_high,A1,DY,0.798495932346797,0.9141278159074508
death,peace,MG_high__US_high,A1,DY,0.5424349989095725,0.746625165776575
death,peach,MG_high__US_high,A1,DY,0.6351486073683361,0.9083492633628549
death,safety,MG_high__US_high,A1,DY,0.4785560184123465,0.7015262618780791
death,sandstorm,MG_high__US_high,A1,DY,0.5314194979862645,0.8297180635821035
death,sick,MG_high__US_high,A1,DY,0.34440082701569974,0.8594077631579964
death,tree,MG_high__US_high,A1,DY,0.7122535117139117,0.9097963454747673
happy,sad,MG_high__US_high,A1,DY,0.4457618166095183,0.6547000650257331
justice,mango,MG_high__US_high,A1,DY,0.4602921434063072,0.6431641556564847
justice,tree,MG_high__US_high,A1,DY,0.33502514429020613,0.6694823409630977
mango,sad,MG_high__US_high,A1,DY,0.5652057528873027,0.7695644194174789
mango,sick,MG_high__US_low,A1,DY,0.49271574967080434,0.0708978076836142
peace,safety,MG_low__US_low,A1,DY,0.02935350028110273,0.05752782608008933
peach,sad,MG_high__US_high,A1,DY,0.3646238108342297,0.7314890085062618
sad,sick,MG_low__US_high,A1,DY,0.07883963688703766,0.7197988506309796
sad,tree,MG_high__US_high,A1,DY,0.46986919393698723,0.7821943622526522
sick,tree,MG_high__US_low,A1,DY,0.39582568606537705,0.03384126659792819
angry,death,MG_high__US_high,A1,LB,0.49106462466372713,0.631423656998535
angry,happy,MG_high__US_high,A1,LB,0.5053330195687016,0.8781603356094139
angry,mango,MG_high__US_high,A1,LB,0.3919177366683335,0.6201745886472605
angry,peace,MG_high__US_high,A1,LB,0.38592300194551576,0.9326263916228097
angry,sick,MG_low__US_low,A1,LB,0.016955289709478683,0.04313927160284048
banana,death,MG_high__US_high,A1,LB,0.7608246249246007,0.9838855118579919
banana,happy,MG_high__US_high,A1,LB,0.39388384684697897,0.7993713271280349
banana,sad,MG_high__US_high,A1,LB,0.5111327574766036,0.7296698314337973
death,happy,MG_high__US_high,A1,LB,0.8239350124609204,0.9896178466049412
death,justice,MG_high__US_high,A1,LB,0.7467849487479932,0.8558440296194831
death,lightning,MG_high__US_high,A1,LB,0.6265227248747114,0.748503870523828
death,mango,MG_high__US_high,A1,LB,0.8113612574782367,0.986636096235632
death,peace,MG_high__US_high,A1,LB,0.7444600099832641,0.9967271946467107
death,peach,MG_high__US_high,A1,LB,0.7022874214701265,0.9893962260777502
death,safety,MG_high__US_high,A1,LB,0.57694027874971,0.926369679591365
death,sandstorm,MG_high__US_high,A1,LB,0.3596510892818052,0.690307488077198
death,sick,MG_high__US_high,A1,LB,0.4538413442315372,0.6128965665218293
death,tree,MG_high__US_high,A1,LB,0.7142690213871159,0.9688156009304714
happy,sad,MG_high__US_high,A1,LB,0.6686359987751911,0.9155806214531648
happy,sandstorm,MG_high__US_high,A1,LB,0.589389592951683,0.8551333347403864
happy,sick,MG_high__US_high,A1,LB,0.4455738905208235,0.8290104488084373
justice,mango,MG_low__US_low,A1,LB,0.05443039985064063,0.0854838843961605
justice,peace,MG_low__US_high,A1,LB,0.020843304221826342,0.6551119584944602
justice,sad,MG_high__US_high,A1,LB,0.567206017076836,0.6133447731362294
mango,peace,MG_low__US_high,A1,LB,0.07673384357188162,0.8977449783142346
mango,peach,MG_low__US_low,A1,LB,0.07563995273167134,0.13030263729995006
