expCountry,concept,color,weight,se,hex,barStroke,con,concep
mdg,safety,LC,0.315,0.046,#9de5e4,#9de5e4,safety,safety
mdg,safety,LG,0.351,0.049,#95e2b8,#95e2b8,safety,safety
mdg,safety,LH,0.345,0.048,#dbf099,#dbf099,safety,safety
mdg,safety,LO,0.277,0.043,#fbc9a3,#fbc9a3,safety,safety
mdg,safety,LP,0.255,0.044,#dfa7fa,#dfa7fa,safety,safety
mdg,safety,LR,0.382,0.046,#fc9fa3,#fc9fa3,safety,safety
mdg,safety,LY,0.355,0.049,#fff498,#fff498,safety,safety
mdg,safety,MB,0.338,0.051,#7196c0,#7196c0,safety,safety
mdg,safety,MC,0.313,0.046,#65acac,#65acac,safety,safety
mdg,safety,MG,0.325,0.047,#62ae88,#62ae88,safety,safety
mdg,safety,MH,0.308,0.043,#a0b668,#a0b668,safety,safety
mdg,safety,MO,0.258,0.042,#ce916c,#ce916c,safety,safety
mdg,safety,MP,0.239,0.042,#a66fbd,#a66fbd,safety,safety
mdg,safety,MR,0.293,0.045,#c5666b,#c5666b,safety,safety
mdg,safety,MY,0.31,0.046,#dab572,#dab572,safety,safety
mdg,safety,SB,0.451,0.055,#4fa7ef,#4fa7ef,safety,safety
mdg,safety,SC,0.38,0.049,#27d1cd,#27d1cd,safety,safety
mdg,safety,SG,0.442,0.057,#04c981,#04c981,safety,safety
mdg,safety,SH,0.404,0.053,#bde638,#bde638,safety,safety
mdg,safety,SO,0.344,0.048,#f89e2d,#f89e2d,safety,safety
mdg,safety,SP,0.256,0.042,#b740da,#b740da,safety,safety
mdg,safety,SR,0.458,0.059,#f03a52,#f03a52,safety,safety
mdg,safety,SY,0.354,0.05,#fff329,#fff329,safety,safety
mdg,safety,WH,0.491,0.053,#ffffff,#000000,safety,safety
mdg,sandstorm,A1,0.46,0.053,#656168,#656168,sandstorm,sandstorm
mdg,sandstorm,A2,0.514,0.051,#9d97a0,#9d97a0,sandstorm,sandstorm
mdg,sandstorm,A3,0.353,0.05,#d8cfdb,#d8cfdb,sandstorm,sandstorm
mdg,sandstorm,BK,0.471,0.053,#323033,#323033,sandstorm,sandstorm
mdg,sandstorm,DB,0.175,0.03,#386089,#386089,sandstorm,sandstorm
mdg,sandstorm,DC,0.182,0.035,#297375,#297375,sandstorm,sandstorm
mdg,sandstorm,DG,0.165,0.032,#21704f,#21704f,sandstorm,sandstorm
mdg,sandstorm,DH,0.246,0.042,#677f35,#677f35,sandstorm,sandstorm
mdg,sandstorm,DO,0.504,0.05,#864d2b,#864d2b,sandstorm,sandstorm
mdg,sandstorm,DP,0.158,0.034,#723484,#723484,sandstorm,sandstorm
mdg,sandstorm,DR,0.261,0.044,#8a2b38,#8a2b38,sandstorm,sandstorm
mdg,sandstorm,DY,0.455,0.048,#8a7527,#8a7527,sandstorm,sandstorm
mdg,sandstorm,LB,0.194,0.029,#aacffb,#aacffb,sandstorm,sandstorm
mdg,sandstorm,LC,0.173,0.031,#9de5e4,#9de5e4,sandstorm,sandstorm
mdg,sandstorm,LG,0.168,0.032,#95e2b8,#95e2b8,sandstorm,sandstorm
mdg,sandstorm,LH,0.43,0.046,#dbf099,#dbf099,sandstorm,sandstorm
mdg,sandstorm,LO,0.524,0.057,#fbc9a3,#fbc9a3,sandstorm,sandstorm
mdg,sandstorm,LP,0.225,0.038,#dfa7fa,#dfa7fa,sandstorm,sandstorm
mdg,sandstorm,LR,0.25,0.038,#fc9fa3,#fc9fa3,sandstorm,sandstorm
mdg,sandstorm,LY,0.429,0.054,#fff498,#fff498,sandstorm,sandstorm
mdg,sandstorm,MB,0.221,0.04,#7196c0,#7196c0,sandstorm,sandstorm
mdg,sandstorm,MC,0.133,0.023,#65acac,#65acac,sandstorm,sandstorm
mdg,sandstorm,MG,0.16,0.03,#62ae88,#62ae88,sandstorm,sandstorm
mdg,sandstorm,MH,0.321,0.044,#a0b668,#a0b668,sandstorm,sandstorm
mdg,sandstorm,MO,0.532,0.048,#ce916c,#ce916c,sandstorm,sandstorm
mdg,sandstorm,MP,0.191,0.036,#a66fbd,#a66fbd,sandstorm,sandstorm
mdg,sandstorm,MR,0.229,0.039,#c5666b,#c5666b,sandstorm,sandstorm
mdg,sandstorm,MY,0.538,0.053,#dab572,#dab572,sandstorm,sandstorm
mdg,sandstorm,SB,0.11,0.021,#4fa7ef,#4fa7ef,sandstorm,sandstorm
mdg,sandstorm,SC,0.175,0.031,#27d1cd,#27d1cd,sandstorm,sandstorm
mdg,sandstorm,SG,0.153,0.031,#04c981,#04c981,sandstorm,sandstorm
mdg,sandstorm,SH,0.259,0.046,#bde638,#bde638,sandstorm,sandstorm
mdg,sandstorm,SO,0.354,0.049,#f89e2d,#f89e2d,sandstorm,sandstorm
mdg,sandstorm,SP,0.153,0.031,#b740da,#b740da,sandstorm,sandstorm
mdg,sandstorm,SR,0.2,0.036,#f03a52,#f03a52,sandstorm,sandstorm
mdg,sandstorm,SY,0.327,0.048,#fff329,#fff329,sandstorm,sandstorm
mdg,sandstorm,WH,0.375,0.053,#ffffff,#000000,sandstorm,sandstorm
mdg,sick,A1,0.523,0.054,#656168,#656168,sick,sick
mdg,sick,A2,0.52,0.051,#9d97a0,#9d97a0,sick,sick
mdg,sick,A3,0.445,0.055,#d8cfdb,#d8cfdb,sick,sick
mdg,sick,BK,0.542,0.054,#323033,#323033,sick,sick
mdg,sick,DB,0.276,0.045,#386089,#386089,sick,sick
mdg,sick,DC,0.295,0.047,#297375,#297375,sick,sick
mdg,sick,DG,0.316,0.046,#21704f,#21704f,sick,sick
mdg,sick,DH,0.355,0.047,#677f35,#677f35,sick,sick
mdg,sick,DO,0.326,0.047,#864d2b,#864d2b,sick,sick
mdg,sick,DP,0.45,0.054,#723484,#723484,sick,sick
mdg,sick,DR,0.427,0.053,#8a2b38,#8a2b38,sick,sick
mdg,sick,DY,0.318,0.047,#8a7527,#8a7527,sick,sick
mdg,sick,LB,0.373,0.051,#aacffb,#aacffb,sick,sick
mdg,sick,LC,0.317,0.042,#9de5e4,#9de5e4,sick,sick
mdg,sick,LG,0.338,0.046,#95e2b8,#95e2b8,sick,sick
mdg,sick,LH,0.353,0.048,#dbf099,#dbf099,sick,sick
mdg,sick,LO,0.308,0.045,#fbc9a3,#fbc9a3,sick,sick
mdg,sick,LP,0.383,0.049,#dfa7fa,#dfa7fa,sick,sick
mdg,sick,LR,0.292,0.046,#fc9fa3,#fc9fa3,sick,sick
mdg,sick,LY,0.236,0.041,#fff498,#fff498,sick,sick
mdg,sick,MB,0.359,0.046,#7196c0,#7196c0,sick,sick
mdg,sick,MC,0.376,0.045,#65acac,#65acac,sick,sick
mdg,sick,MG,0.348,0.048,#62ae88,#62ae88,sick,sick
mdg,sick,MH,0.357,0.047,#a0b668,#a0b668,sick,sick
mdg,sick,MO,0.264,0.041,#ce916c,#ce916c,sick,sick
mdg,sick,MP,0.402,0.054,#a66fbd,#a66fbd,sick,sick
mdg,sick,MR,0.344,0.053,#c5666b,#c5666b,sick,sick
mdg,sick,MY,0.278,0.041,#dab572,#dab572,sick,sick
mdg,sick,SB,0.274,0.045,#4fa7ef,#4fa7ef,sick,sick
mdg,sick,SC,0.306,0.047,#27d1cd,#27d1cd,sick,sick
mdg,sick,SG,0.264,0.046,#04c981,#04c981,sick,sick
mdg,sick,SH,0.219,0.04,#bde638,#bde638,sick,sick
mdg,sick,SO,0.137,0.026,#f89e2d,#f89e2d,sick,sick
mdg,sick,SP,0.36,0.054,#b740da,#b740da,sick,sick
mdg,sick,SR,0.326,0.05,#f03a52,#f03a52,sick,sick
mdg,sick,SY,0.181,0.033,#fff329,#fff329,sick,sick
mdg,sick,WH,0.466,0.057,#ffffff,#000000,sick,sick
mdg,tree,A1,0.218,0.041,#656168,#656168,tree,tree
mdg,tree,A2,0.253,0.047,#9d97a0,#9d97a0,tree,tree
mdg,tree,A3,0.171,0.031,#d8cfdb,#d8cfdb,tree,tree
mdg,tree,BK,0.254,0.044,#323033,#323033,tree,tree
mdg,tree,DB,0.182,0.036,#386089,#386089,tree,tree
mdg,tree,DC,0.313,0.046,#297375,#297375,tree,tree
mdg,tree,DG,0.742,0.044,#21704f,#21704f,tree,tree
mdg,tree,DH,0.561,0.049,#677f35,#677f35,tree,tree
mdg,tree,DO,0.38,0.051,#864d2b,#864d2b,tree,tree
mdg,tree,DP,0.085,0.021,#723484,#723484,tree,tree
mdg,tree,DR,0.166,0.033,#8a2b38,#8a2b38,tree,tree
mdg,tree,DY,0.362,0.047,#8a7527,#8a7527,tree,tree
mdg,tree,LB,0.266,0.045,#aacffb,#aacffb,tree,tree
mdg,tree,LC,0.299,0.048,#9de5e4,#9de5e4,tree,tree
mdg,tree,LG,0.515,0.049,#95e2b8,#95e2b8,tree,tree
mdg,tree,LH,0.326,0.043,#dbf099,#dbf099,tree,tree
mdg,tree,LO,0.285,0.043,#fbc9a3,#fbc9a3,tree,tree
mdg,tree,LP,0.181,0.036,#dfa7fa,#dfa7fa,tree,tree
mdg,tree,LR,0.193,0.035,#fc9fa3,#fc9fa3,tree,tree
mdg,tree,LY,0.222,0.038,#fff498,#fff498,tree,tree
mdg,tree,MB,0.187,0.033,#7196c0,#7196c0,tree,tree
mdg,tree,MC,0.266,0.042,#65acac,#65acac,tree,tree
mdg,tree,MG,0.691,0.043,#62ae88,#62ae88,tree,tree
mdg,tree,MH,0.429,0.05,#a0b668,#a0b668,tree,tree
mdg,tree,MO,0.26,0.044,#ce916c,#ce916c,tree,tree
mdg,tree,MP,0.151,0.028,#a66fbd,#a66fbd,tree,tree
mdg,tree,MR,0.199,0.037,#c5666b,#c5666b,tree,tree
mdg,tree,MY,0.327,0.044,#dab572,#dab572,tree,tree
mdg,tree,SB,0.197,0.037,#4fa7ef,#4fa7ef,tree,tree
mdg,tree,SC,0.165,0.034,#27d1cd,#27d1cd,tree,tree
mdg,tree,SG,0.702,0.05,#04c981,#04c981,tree,tree
mdg,tree,SH,0.412,0.048,#bde638,#bde638,tree,tree
mdg,tree,SO,0.226,0.04,#f89e2d,#f89e2d,tree,tree
mdg,tree,SP,0.172,0.039,#b740da,#b740da,tree,tree
mdg,tree,SR,0.175,0.036,#f03a52,#f03a52,tree,tree
mdg,tree,SY,0.27,0.043,#fff329,#fff329,tree,tree
mdg,tree,WH,0.157,0.035,#ffffff,#000000,tree,tree
