country,concept_a,concept_b,color_1,color_2,A_to_C1,A_to_C2,B_to_C1,B_to_C2,mu_D,semantic_distance
usa,banana,tree,DC,LB,0.0568,0.0416,0.3622,0.1298,-0.2172,0.4219
usa,death,happy,DC,LB,0.1342,0.0902,0.3704,0.5664,0.24,0.3433
usa,death,justice,DC,LB,0.1342,0.0902,0.3298,0.355,0.0692,0.1074
usa,death,lightning,DC,LB,0.1342,0.0902,0.07,0.2592,0.2332,0.4782
usa,death,mango,DC,LB,0.1342,0.0902,0.051,0.0486,0.0416,0.1429
usa,death,peace,DC,LB,0.1342,0.0902,0.5204,0.7542,0.2778,0.4196
usa,death,peach,DC,LB,0.1342,0.0902,0.08,0.054,0.018,0.0581
usa,death,sad,DC,LB,0.1342,0.0902,0.3846,0.3498,0.0092,0.014
usa,death,safety,DC,LB,0.1342,0.0902,0.3758,0.4148,0.083,0.1225
usa,death,sandstorm,DC,LB,0.1342,0.0902,0.069,0.0938,0.0688,0.2077
usa,death,sick,DC,LB,0.1342,0.0902,0.24,0.1804,-0.0156,0.0308
usa,death,tree,DC,LB,0.1342,0.0902,0.3622,0.1298,-0.1884,0.3373
usa,happy,justice,DC,LB,0.3704,0.5664,0.3298,0.355,-0.1708,0.1974
usa,happy,lightning,DC,LB,0.3704,0.5664,0.07,0.2592,-0.0068,0.0094
usa,happy,mango,DC,LB,0.3704,0.5664,0.051,0.0486,-0.1984,0.3042
usa,happy,peace,DC,LB,0.3704,0.5664,0.5204,0.7542,0.0378,0.0446
usa,happy,peach,DC,LB,0.3704,0.5664,0.08,0.054,-0.222,0.3336
usa,happy,sad,DC,LB,0.3704,0.5664,0.3846,0.3498,-0.2308,0.2608
usa,happy,safety,DC,LB,0.3704,0.5664,0.3758,0.4148,-0.157,0.1767
usa,happy,sandstorm,DC,LB,0.3704,0.5664,0.069,0.0938,-0.1712,0.2571
usa,happy,sick,DC,LB,0.3704,0.5664,0.24,0.1804,-0.2556,0.3269
usa,happy,tree,DC,LB,0.3704,0.5664,0.3622,0.1298,-0.4284,0.5069
usa,justice,lightning,DC,LB,0.3298,0.355,0.07,0.2592,0.164,0.2325
usa,justice,mango,DC,LB,0.3298,0.355,0.051,0.0486,-0.0276,0.046
usa,justice,peace,DC,LB,0.3298,0.355,0.5204,0.7542,0.2086,0.2502
usa,justice,peach,DC,LB,0.3298,0.355,0.08,0.054,-0.0512,0.0839
usa,justice,sad,DC,LB,0.3298,0.355,0.3846,0.3498,-0.06,0.0711
usa,justice,safety,DC,LB,0.3298,0.355,0.3758,0.4148,0.0138,0.0161
usa,justice,sandstorm,DC,LB,0.3298,0.355,0.069,0.0938,-4e-4,6e-4
usa,justice,sick,DC,LB,0.3298,0.355,0.24,0.1804,-0.0848,0.116
usa,justice,tree,DC,LB,0.3298,0.355,0.3622,0.1298,-0.2576,0.3316
usa,lightning,mango,DC,LB,0.07,0.2592,0.051,0.0486,-0.1916,0.4584
usa,lightning,peace,DC,LB,0.07,0.2592,0.5204,0.7542,0.0446,0.0651
usa,lightning,peach,DC,LB,0.07,0.2592,0.08,0.054,-0.2152,0.491
usa,lightning,sad,DC,LB,0.07,0.2592,0.3846,0.3498,-0.224,0.3071
usa,lightning,safety,DC,LB,0.07,0.2592,0.3758,0.4148,-0.1502,0.2047
usa,lightning,sandstorm,DC,LB,0.07,0.2592,0.069,0.0938,-0.1644,0.3747
usa,lightning,sick,DC,LB,0.07,0.2592,0.24,0.1804,-0.2488,0.4146
usa,lightning,tree,DC,LB,0.07,0.2592,0.3622,0.1298,-0.4216,0.6189
usa,mango,peace,DC,LB,0.051,0.0486,0.5204,0.7542,0.2362,0.3866
usa,mango,peach,DC,LB,0.051,0.0486,0.08,0.054,-0.0236,0.1141
usa,mango,sad,DC,LB,0.051,0.0486,0.3846,0.3498,-0.0324,0.0525
usa,mango,safety,DC,LB,0.051,0.0486,0.3758,0.4148,0.0414,0.0652
usa,mango,sandstorm,DC,LB,0.051,0.0486,0.069,0.0938,0.0272,0.1169
usa,mango,sick,DC,LB,0.051,0.0486,0.24,0.1804,-0.0572,0.1266
usa,mango,tree,DC,LB,0.051,0.0486,0.3622,0.1298,-0.23,0.444
usa,peace,peach,DC,LB,0.5204,0.7542,0.08,0.054,-0.2598,0.4151
usa,peace,sad,DC,LB,0.5204,0.7542,0.3846,0.3498,-0.2686,0.3139
usa,peace,safety,DC,LB,0.5204,0.7542,0.3758,0.4148,-0.1948,0.2272
usa,peace,sandstorm,DC,LB,0.5204,0.7542,0.069,0.0938,-0.209,0.3347
usa,peace,sick,DC,LB,0.5204,0.7542,0.24,0.1804,-0.2934,0.3916
usa,peace,tree,DC,LB,0.5204,0.7542,0.3622,0.1298,-0.4662,0.5682
usa,peach,sad,DC,LB,0.08,0.054,0.3846,0.3498,-0.0088,0.014
usa,peach,safety,DC,LB,0.08,0.054,0.3758,0.4148,0.065,0.1007
usa,peach,sandstorm,DC,LB,0.08,0.054,0.069,0.0938,0.0508,0.1961
usa,peach,sick,DC,LB,0.08,0.054,0.24,0.1804,-0.0336,0.0725
usa,peach,tree,DC,LB,0.08,0.054,0.3622,0.1298,-0.2064,0.3939
usa,sad,safety,DC,LB,0.3846,0.3498,0.3758,0.4148,0.0738,0.0849
usa,sad,sandstorm,DC,LB,0.3846,0.3498,0.069,0.0938,0.0596,0.0935
usa,sad,sick,DC,LB,0.3846,0.3498,0.24,0.1804,-0.0248,0.0333
usa,sad,tree,DC,LB,0.3846,0.3498,0.3622,0.1298,-0.1976,0.2528
usa,safety,sandstorm,DC,LB,0.3758,0.4148,0.069,0.0938,-0.0142,0.0218
usa,safety,sick,DC,LB,0.3758,0.4148,0.24,0.1804,-0.0986,0.1296
usa,safety,tree,DC,LB,0.3758,0.4148,0.3622,0.1298,-0.2714,0.3365
usa,sandstorm,sick,DC,LB,0.069,0.0938,0.24,0.1804,-0.0844,0.1762
usa,sandstorm,tree,DC,LB,0.069,0.0938,0.3622,0.1298,-0.2572,0.4704
usa,sick,tree,DC,LB,0.24,0.1804,0.3622,0.1298,-0.1728,0.2643
usa,angry,banana,DC,LC,0.1014,0.079,0.0568,0.0436,0.0092,0.037
usa,angry,death,DC,LC,0.1014,0.079,0.1342,0.0662,-0.0456,0.14
usa,angry,happy,DC,LC,0.1014,0.079,0.3704,0.62,0.272,0.4015
usa,angry,justice,DC,LC,0.1014,0.079,0.3298,0.2382,-0.0692,0.1211
usa,angry,lightning,DC,LC,0.1014,0.079,0.07,0.197,0.1494,0.3765
usa,angry,mango,DC,LC,0.1014,0.079,0.051,0.0738,0.0452,0.1696
usa,angry,peace,DC,LC,0.1014,0.079,0.5204,0.683,0.185,0.2805
usa,angry,peach,DC,LC,0.1014,0.079,0.08,0.0488,-0.0088,0.0328
usa,angry,sad,DC,LC,0.1014,0.079,0.3846,0.257,-0.1052,0.1739
usa,angry,safety,DC,LC,0.1014,0.079,0.3758,0.4196,0.0662,0.1002
usa,angry,sandstorm,DC,LC,0.1014,0.079,0.069,0.095,0.0484,0.1646
usa,angry,sick,DC,LC,0.1014,0.079,0.24,0.2096,-0.008,0.0159
usa,angry,tree,DC,LC,0.1014,0.079,0.3622,0.1636,-0.1762,0.3178
usa,banana,death,DC,LC,0.0568,0.0436,0.1342,0.0662,-0.0548,0.1988
usa,banana,happy,DC,LC,0.0568,0.0436,0.3704,0.62,0.2628,0.4027
usa,banana,justice,DC,LC,0.0568,0.0436,0.3298,0.2382,-0.0784,0.144
usa,banana,lightning,DC,LC,0.0568,0.0436,0.07,0.197,0.1402,0.3957
usa,banana,mango,DC,LC,0.0568,0.0436,0.051,0.0738,0.036,0.1797
usa,banana,peace,DC,LC,0.0568,0.0436,0.5204,0.683,0.1758,0.2771
usa,banana,peach,DC,LC,0.0568,0.0436,0.08,0.0488,-0.018,0.0883
usa,banana,sad,DC,LC,0.0568,0.0436,0.3846,0.257,-0.1144,0.1972
usa,banana,safety,DC,LC,0.0568,0.0436,0.3758,0.4196,0.057,0.0895
usa,banana,sandstorm,DC,LC,0.0568,0.0436,0.069,0.095,0.0392,0.1663
usa,banana,sick,DC,LC,0.0568,0.0436,0.24,0.2096,-0.0172,0.0365
usa,banana,tree,DC,LC,0.0568,0.0436,0.3622,0.1636,-0.1854,0.3512
usa,death,happy,DC,LC,0.1342,0.0662,0.3704,0.62,0.3176,0.4553
usa,death,justice,DC,LC,0.1342,0.0662,0.3298,0.2382,-0.0236,0.0407
usa,death,lightning,DC,LC,0.1342,0.0662,0.07,0.197,0.195,0.4612
usa,death,mango,DC,LC,0.1342,0.0662,0.051,0.0738,0.0908,0.3079
usa,death,peace,DC,LC,0.1342,0.0662,0.5204,0.683,0.2306,0.3408
usa,death,peach,DC,LC,0.1342,0.0662,0.08,0.0488,0.0368,0.1261
usa,death,sad,DC,LC,0.1342,0.0662,0.3846,0.257,-0.0596,0.0974
usa,death,safety,DC,LC,0.1342,0.0662,0.3758,0.4196,0.1118,0.166
usa,death,sandstorm,DC,LC,0.1342,0.0662,0.069,0.095,0.094,0.2935
usa,death,sick,DC,LC,0.1342,0.0662,0.24,0.2096,0.0376,0.073
usa,death,tree,DC,LC,0.1342,0.0662,0.3622,0.1636,-0.1306,0.2336
usa,happy,justice,DC,LC,0.3704,0.62,0.3298,0.2382,-0.3412,0.404
usa,happy,lightning,DC,LC,0.3704,0.62,0.07,0.197,-0.1226,0.1769
usa,happy,mango,DC,LC,0.3704,0.62,0.051,0.0738,-0.2268,0.3482
usa,happy,peace,DC,LC,0.3704,0.62,0.5204,0.683,-0.087,0.1006
usa,happy,peach,DC,LC,0.3704,0.62,0.08,0.0488,-0.2808,0.4227
usa,happy,sad,DC,LC,0.3704,0.62,0.3846,0.257,-0.3772,0.4316
usa,happy,safety,DC,LC,0.3704,0.62,0.3758,0.4196,-0.2058,0.2325
usa,happy,sandstorm,DC,LC,0.3704,0.62,0.069,0.095,-0.2236,0.3376
usa,happy,sick,DC,LC,0.3704,0.62,0.24,0.2096,-0.28,0.3553
usa,happy,tree,DC,LC,0.3704,0.62,0.3622,0.1636,-0.4482,0.5252
usa,justice,lightning,DC,LC,0.3298,0.2382,0.07,0.197,0.2186,0.3446
usa,justice,mango,DC,LC,0.3298,0.2382,0.051,0.0738,0.1144,0.206
usa,justice,peace,DC,LC,0.3298,0.2382,0.5204,0.683,0.2542,0.3077
usa,justice,peach,DC,LC,0.3298,0.2382,0.08,0.0488,0.0604,0.1093
usa,justice,sad,DC,LC,0.3298,0.2382,0.3846,0.257,-0.036,0.0468
usa,justice,safety,DC,LC,0.3298,0.2382,0.3758,0.4196,0.1354,0.1648
usa,justice,sandstorm,DC,LC,0.3298,0.2382,0.069,0.095,0.1176,0.2066
usa,justice,sick,DC,LC,0.3298,0.2382,0.24,0.2096,0.0612,0.0878
usa,justice,tree,DC,LC,0.3298,0.2382,0.3622,0.1636,-0.107,0.1472
usa,lightning,mango,DC,LC,0.07,0.197,0.051,0.0738,-0.1042,0.2902
usa,lightning,peace,DC,LC,0.07,0.197,0.5204,0.683,0.0356,0.0519
usa,lightning,peach,DC,LC,0.07,0.197,0.08,0.0488,-0.1582,0.425
usa,lightning,sad,DC,LC,0.07,0.197,0.3846,0.257,-0.2546,0.3804
usa,lightning,safety,DC,LC,0.07,0.197,0.3758,0.4196,-0.0832,0.1187
usa,lightning,sandstorm,DC,LC,0.07,0.197,0.069,0.095,-0.101,0.2663
usa,lightning,sick,DC,LC,0.07,0.197,0.24,0.2096,-0.1574,0.2789
usa,lightning,tree,DC,LC,0.07,0.197,0.3622,0.1636,-0.3256,0.5134
usa,mango,peace,DC,LC,0.051,0.0738,0.5204,0.683,0.1398,0.2198
usa,mango,peach,DC,LC,0.051,0.0738,0.08,0.0488,-0.054,0.239
usa,mango,sad,DC,LC,0.051,0.0738,0.3846,0.257,-0.1504,0.2543
usa,mango,safety,DC,LC,0.051,0.0738,0.3758,0.4196,0.021,0.0327
usa,mango,sandstorm,DC,LC,0.051,0.0738,0.069,0.095,0.0032,0.0128
usa,mango,sick,DC,LC,0.051,0.0738,0.24,0.2096,-0.0532,0.1106
usa,mango,tree,DC,LC,0.051,0.0738,0.3622,0.1636,-0.2214,0.4077
usa,peace,peach,DC,LC,0.5204,0.683,0.08,0.0488,-0.1938,0.3004
usa,peace,sad,DC,LC,0.5204,0.683,0.3846,0.257,-0.2902,0.3398
usa,peace,safety,DC,LC,0.5204,0.683,0.3758,0.4196,-0.1188,0.1357
usa,peace,sandstorm,DC,LC,0.5204,0.683,0.069,0.095,-0.1366,0.2109
usa,peace,sick,DC,LC,0.5204,0.683,0.24,0.2096,-0.193,0.2499
usa,peace,tree,DC,LC,0.5204,0.683,0.3622,0.1636,-0.3612,0.4362
usa,peach,sad,DC,LC,0.08,0.0488,0.3846,0.257,-0.0964,0.1642
usa,peach,safety,DC,LC,0.08,0.0488,0.3758,0.4196,0.075,0.1162
usa,peach,sandstorm,DC,LC,0.08,0.0488,0.069,0.095,0.0572,0.2218
usa,peach,sick,DC,LC,0.08,0.0488,0.24,0.2096,8e-4,0.0017
usa,peach,tree,DC,LC,0.08,0.0488,0.3622,0.1636,-0.1674,0.3134
usa,sad,safety,DC,LC,0.3846,0.257,0.3758,0.4196,0.1714,0.2024
usa,sad,sandstorm,DC,LC,0.3846,0.257,0.069,0.095,0.1536,0.2541
usa,sad,sick,DC,LC,0.3846,0.257,0.24,0.2096,0.0972,0.1342
usa,sad,tree,DC,LC,0.3846,0.257,0.3622,0.1636,-0.071,0.0948
usa,safety,sandstorm,DC,LC,0.3758,0.4196,0.069,0.095,-0.0178,0.0272
usa,safety,sick,DC,LC,0.3758,0.4196,0.24,0.2096,-0.0742,0.096
usa,safety,tree,DC,LC,0.3758,0.4196,0.3622,0.1636,-0.2424,0.2975
usa,sandstorm,sick,DC,LC,0.069,0.095,0.24,0.2096,-0.0564,0.1135
usa,sandstorm,tree,DC,LC,0.069,0.095,0.3622,0.1636,-0.2246,0.4028
usa,sick,tree,DC,LC,0.24,0.2096,0.3622,0.1636,-0.1682,0.2465
usa,angry,banana,DC,LG,0.1014,0.069,0.0568,0.097,0.0726,0.2555
usa,angry,death,DC,LG,0.1014,0.069,0.1342,0.0758,-0.026,0.0802
usa,angry,happy,DC,LG,0.1014,0.069,0.3704,0.6034,0.2654,0.3917
usa,angry,justice,DC,LG,0.1014,0.069,0.3298,0.206,-0.0914,0.166
usa,angry,lightning,DC,LG,0.1014,0.069,0.07,0.1256,0.088,0.2761
usa,angry,mango,DC,LG,0.1014,0.069,0.051,0.1262,0.1076,0.3444
usa,angry,peace,DC,LG,0.1014,0.069,0.5204,0.5842,0.0962,0.142
usa,angry,peach,DC,LG,0.1014,0.069,0.08,0.1348,0.0872,0.262
usa,angry,sad,DC,LG,0.1014,0.069,0.3846,0.146,-0.2062,0.3716
usa,angry,safety,DC,LG,0.1014,0.069,0.3758,0.429,0.0856,0.1296
usa,angry,sandstorm,DC,LG,0.1014,0.069,0.069,0.0802,0.0436,0.1585
usa,angry,sick,DC,LG,0.1014,0.069,0.24,0.3106,0.103,0.1831
usa,angry,tree,DC,LG,0.1014,0.069,0.3622,0.3894,0.0596,0.0923
usa,banana,death,DC,LG,0.0568,0.097,0.1342,0.0758,-0.0986,0.3066
usa,banana,happy,DC,LG,0.0568,0.097,0.3704,0.6034,0.1928,0.2925
usa,banana,justice,DC,LG,0.0568,0.097,0.3298,0.206,-0.164,0.2961
usa,banana,lightning,DC,LG,0.0568,0.097,0.07,0.1256,0.0154,0.051
usa,banana,mango,DC,LG,0.0568,0.097,0.051,0.1262,0.035,0.1196
usa,banana,peace,DC,LG,0.0568,0.097,0.5204,0.5842,0.0236,0.0353
usa,banana,peach,DC,LG,0.0568,0.097,0.08,0.1348,0.0146,0.0461
usa,banana,sad,DC,LG,0.0568,0.097,0.3846,0.146,-0.2788,0.492
usa,banana,safety,DC,LG,0.0568,0.097,0.3758,0.429,0.013,0.0199
usa,banana,sandstorm,DC,LG,0.0568,0.097,0.069,0.0802,-0.029,0.1106
usa,banana,sick,DC,LG,0.0568,0.097,0.24,0.3106,0.0304,0.0551
usa,banana,tree,DC,LG,0.0568,0.097,0.3622,0.3894,-0.013,0.0203
usa,death,happy,DC,LG,0.1342,0.0758,0.3704,0.6034,0.2914,0.4175
usa,death,justice,DC,LG,0.1342,0.0758,0.3298,0.206,-0.0654,0.1154
usa,death,lightning,DC,LG,0.1342,0.0758,0.07,0.1256,0.114,0.3228
usa,death,mango,DC,LG,0.1342,0.0758,0.051,0.1262,0.1336,0.3836
usa,death,peace,DC,LG,0.1342,0.0758,0.5204,0.5842,0.1222,0.176
usa,death,peach,DC,LG,0.1342,0.0758,0.08,0.1348,0.1132,0.3094
usa,death,sad,DC,LG,0.1342,0.0758,0.3846,0.146,-0.1802,0.3172
usa,death,safety,DC,LG,0.1342,0.0758,0.3758,0.429,0.1116,0.1646
usa,death,sandstorm,DC,LG,0.1342,0.0758,0.069,0.0802,0.0696,0.2229
usa,death,sick,DC,LG,0.1342,0.0758,0.24,0.3106,0.129,0.2213
usa,death,tree,DC,LG,0.1342,0.0758,0.3622,0.3894,0.0856,0.1291
usa,happy,justice,DC,LG,0.3704,0.6034,0.3298,0.206,-0.3568,0.4251
usa,happy,lightning,DC,LG,0.3704,0.6034,0.07,0.1256,-0.1774,0.2642
usa,happy,mango,DC,LG,0.3704,0.6034,0.051,0.1262,-0.1578,0.2375
usa,happy,peace,DC,LG,0.3704,0.6034,0.5204,0.5842,-0.1692,0.1885
usa,happy,peach,DC,LG,0.3704,0.6034,0.08,0.1348,-0.1782,0.2626
usa,happy,sad,DC,LG,0.3704,0.6034,0.3846,0.146,-0.4716,0.5464
usa,happy,safety,DC,LG,0.3704,0.6034,0.3758,0.429,-0.1798,0.2027
usa,happy,sandstorm,DC,LG,0.3704,0.6034,0.069,0.0802,-0.2218,0.3353
usa,happy,sick,DC,LG,0.3704,0.6034,0.24,0.3106,-0.1624,0.1997
usa,happy,tree,DC,LG,0.3704,0.6034,0.3622,0.3894,-0.2058,0.2339
usa,justice,lightning,DC,LG,0.3298,0.206,0.07,0.1256,0.1794,0.3127
usa,justice,mango,DC,LG,0.3298,0.206,0.051,0.1262,0.199,0.348
usa,justice,peace,DC,LG,0.3298,0.206,0.5204,0.5842,0.1876,0.2263
usa,justice,peach,DC,LG,0.3298,0.206,0.08,0.1348,0.1786,0.3071
usa,justice,sad,DC,LG,0.3298,0.206,0.3846,0.146,-0.1148,0.1613
usa,justice,safety,DC,LG,0.3298,0.206,0.3758,0.429,0.177,0.2173
usa,justice,sandstorm,DC,LG,0.3298,0.206,0.069,0.0802,0.135,0.247
usa,justice,sick,DC,LG,0.3298,0.206,0.24,0.3106,0.1944,0.2633
usa,justice,tree,DC,LG,0.3298,0.206,0.3622,0.3894,0.151,0.1885
usa,lightning,mango,DC,LG,0.07,0.1256,0.051,0.1262,0.0196,0.0606
usa,lightning,peace,DC,LG,0.07,0.1256,0.5204,0.5842,0.0082,0.012
usa,lightning,peach,DC,LG,0.07,0.1256,0.08,0.1348,-8e-4,0.0023
usa,lightning,sad,DC,LG,0.07,0.1256,0.3846,0.146,-0.2942,0.5004
usa,lightning,safety,DC,LG,0.07,0.1256,0.3758,0.429,-0.0024,0.0036
usa,lightning,sandstorm,DC,LG,0.07,0.1256,0.069,0.0802,-0.0444,0.149
usa,lightning,sick,DC,LG,0.07,0.1256,0.24,0.3106,0.015,0.0264
usa,lightning,tree,DC,LG,0.07,0.1256,0.3622,0.3894,-0.0284,0.0434
usa,mango,peace,DC,LG,0.051,0.1262,0.5204,0.5842,-0.0114,0.0168
usa,mango,peach,DC,LG,0.051,0.1262,0.08,0.1348,-0.0204,0.0604
usa,mango,sad,DC,LG,0.051,0.1262,0.3846,0.146,-0.3138,0.5332
usa,mango,safety,DC,LG,0.051,0.1262,0.3758,0.429,-0.022,0.0332
usa,mango,sandstorm,DC,LG,0.051,0.1262,0.069,0.0802,-0.064,0.221
usa,mango,sick,DC,LG,0.051,0.1262,0.24,0.3106,-0.0046,0.0082
usa,mango,tree,DC,LG,0.051,0.1262,0.3622,0.3894,-0.048,0.0738
usa,peace,peach,DC,LG,0.5204,0.5842,0.08,0.1348,-0.009,0.013
usa,peace,sad,DC,LG,0.5204,0.5842,0.3846,0.146,-0.3024,0.3605
usa,peace,safety,DC,LG,0.5204,0.5842,0.3758,0.429,-0.0106,0.0118
usa,peace,sandstorm,DC,LG,0.5204,0.5842,0.069,0.0802,-0.0526,0.0788
usa,peace,sick,DC,LG,0.5204,0.5842,0.24,0.3106,0.0068,0.0082
usa,peace,tree,DC,LG,0.5204,0.5842,0.3622,0.3894,-0.0366,0.0413
usa,peach,sad,DC,LG,0.08,0.1348,0.3846,0.146,-0.2934,0.4928
usa,peach,safety,DC,LG,0.08,0.1348,0.3758,0.429,-0.0016,0.0024
usa,peach,sandstorm,DC,LG,0.08,0.1348,0.069,0.0802,-0.0436,0.1393
usa,peach,sick,DC,LG,0.08,0.1348,0.24,0.3106,0.0158,0.0274
usa,peach,tree,DC,LG,0.08,0.1348,0.3622,0.3894,-0.0276,0.0417
usa,sad,safety,DC,LG,0.3846,0.146,0.3758,0.429,0.2918,0.3541
usa,sad,sandstorm,DC,LG,0.3846,0.146,0.069,0.0802,0.2498,0.4492
usa,sad,sick,DC,LG,0.3846,0.146,0.24,0.3106,0.3092,0.4121
usa,sad,tree,DC,LG,0.3846,0.146,0.3622,0.3894,0.2658,0.3288
usa,safety,sandstorm,DC,LG,0.3758,0.429,0.069,0.0802,-0.042,0.0645
usa,safety,sick,DC,LG,0.3758,0.429,0.24,0.3106,0.0174,0.0214
usa,safety,tree,DC,LG,0.3758,0.429,0.3622,0.3894,-0.026,0.0297
usa,sandstorm,sick,DC,LG,0.069,0.0802,0.24,0.3106,0.0594,0.1079
usa,sandstorm,tree,DC,LG,0.069,0.0802,0.3622,0.3894,0.016,0.0251
usa,sick,tree,DC,LG,0.24,0.3106,0.3622,0.3894,-0.0434,0.0541
usa,angry,banana,DC,LH,0.1014,0.091,0.0568,0.4324,0.386,0.6521
usa,angry,death,DC,LH,0.1014,0.091,0.1342,0.088,-0.0358,0.1034
usa,angry,happy,DC,LH,0.1014,0.091,0.3704,0.5776,0.2176,0.3197
usa,angry,justice,DC,LH,0.1014,0.091,0.3298,0.1824,-0.137,0.249
usa,angry,lightning,DC,LH,0.1014,0.091,0.07,0.4064,0.3468,0.603
usa,angry,mango,DC,LH,0.1014,0.091,0.051,0.2614,0.2208,0.479
usa,angry,peace,DC,LH,0.1014,0.091,0.5204,0.5494,0.0394,0.0574
usa,angry,peach,DC,LH,0.1014,0.091,0.08,0.2424,0.1728,0.3861
usa,angry,sad,DC,LH,0.1014,0.091,0.3846,0.1354,-0.2388,0.4229
usa,angry,safety,DC,LH,0.1014,0.091,0.3758,0.3592,-0.0062,0.0096
usa,angry,sandstorm,DC,LH,0.1014,0.091,0.069,0.2318,0.1732,0.3982
usa,angry,sick,DC,LH,0.1014,0.091,0.24,0.4288,0.1992,0.3193
usa,angry,tree,DC,LH,0.1014,0.091,0.3622,0.3512,-6e-4,9e-4
usa,banana,death,DC,LH,0.0568,0.4324,0.1342,0.088,-0.4218,0.6806
usa,banana,happy,DC,LH,0.0568,0.4324,0.3704,0.5776,-0.1684,0.2146
usa,banana,justice,DC,LH,0.0568,0.4324,0.3298,0.1824,-0.523,0.6685
usa,banana,lightning,DC,LH,0.0568,0.4324,0.07,0.4064,-0.0392,0.06
usa,banana,mango,DC,LH,0.0568,0.4324,0.051,0.2614,-0.1652,0.2741
usa,banana,peace,DC,LH,0.0568,0.4324,0.5204,0.5494,-0.3466,0.4147
usa,banana,peach,DC,LH,0.0568,0.4324,0.08,0.2424,-0.2132,0.3499
usa,banana,sad,DC,LH,0.0568,0.4324,0.3846,0.1354,-0.6248,0.7565
usa,banana,safety,DC,LH,0.0568,0.4324,0.3758,0.3592,-0.3922,0.4811
usa,banana,sandstorm,DC,LH,0.0568,0.4324,0.069,0.2318,-0.2128,0.3546
usa,banana,sick,DC,LH,0.0568,0.4324,0.24,0.4288,-0.1868,0.2521
usa,banana,tree,DC,LH,0.0568,0.4324,0.3622,0.3512,-0.3866,0.4784
usa,death,happy,DC,LH,0.1342,0.088,0.3704,0.5776,0.2534,0.3625
usa,death,justice,DC,LH,0.1342,0.088,0.3298,0.1824,-0.1012,0.1805
usa,death,lightning,DC,LH,0.1342,0.088,0.07,0.4064,0.3826,0.6355
usa,death,mango,DC,LH,0.1342,0.088,0.051,0.2614,0.2566,0.5256
usa,death,peace,DC,LH,0.1342,0.088,0.5204,0.5494,0.0752,0.1074
usa,death,peach,DC,LH,0.1342,0.088,0.08,0.2424,0.2086,0.4406
usa,death,sad,DC,LH,0.1342,0.088,0.3846,0.1354,-0.203,0.3553
usa,death,safety,DC,LH,0.1342,0.088,0.3758,0.3592,0.0296,0.0449
usa,death,sandstorm,DC,LH,0.1342,0.088,0.069,0.2318,0.209,0.4528
usa,death,sick,DC,LH,0.1342,0.088,0.24,0.4288,0.235,0.3653
usa,death,tree,DC,LH,0.1342,0.088,0.3622,0.3512,0.0352,0.053900000000000003
usa,happy,justice,DC,LH,0.3704,0.5776,0.3298,0.1824,-0.3546,0.4251
usa,happy,lightning,DC,LH,0.3704,0.5776,0.07,0.4064,0.1292,0.1658
usa,happy,mango,DC,LH,0.3704,0.5776,0.051,0.2614,0.0032,0.0044
usa,happy,peace,DC,LH,0.3704,0.5776,0.5204,0.5494,-0.1782,0.1964
usa,happy,peach,DC,LH,0.3704,0.5776,0.08,0.2424,-0.0448,0.0621
usa,happy,sad,DC,LH,0.3704,0.5776,0.3846,0.1354,-0.4564,0.5313
usa,happy,safety,DC,LH,0.3704,0.5776,0.3758,0.3592,-0.2238,0.2534
usa,happy,sandstorm,DC,LH,0.3704,0.5776,0.069,0.2318,-0.0444,0.0622
usa,happy,sick,DC,LH,0.3704,0.5776,0.24,0.4288,-0.0184,0.0219
usa,happy,tree,DC,LH,0.3704,0.5776,0.3622,0.3512,-0.2182,0.2488
usa,justice,lightning,DC,LH,0.3298,0.1824,0.07,0.4064,0.4838,0.6322
usa,justice,mango,DC,LH,0.3298,0.1824,0.051,0.2614,0.3578,0.5355
usa,justice,peace,DC,LH,0.3298,0.1824,0.5204,0.5494,0.1764,0.2144
usa,justice,peach,DC,LH,0.3298,0.1824,0.08,0.2424,0.3098,0.4744
usa,justice,sad,DC,LH,0.3298,0.1824,0.3846,0.1354,-0.1018,0.1464
usa,justice,safety,DC,LH,0.3298,0.1824,0.3758,0.3592,0.1308,0.1665
usa,justice,sandstorm,DC,LH,0.3298,0.1824,0.069,0.2318,0.3102,0.4813
usa,justice,sick,DC,LH,0.3298,0.1824,0.24,0.4288,0.3362,0.4273
usa,justice,tree,DC,LH,0.3298,0.1824,0.3622,0.3512,0.1364,0.1749
usa,lightning,mango,DC,LH,0.07,0.4064,0.051,0.2614,-0.126,0.2115
usa,lightning,peace,DC,LH,0.07,0.4064,0.5204,0.5494,-0.3074,0.3722
usa,lightning,peach,DC,LH,0.07,0.4064,0.08,0.2424,-0.174,0.2897
usa,lightning,sad,DC,LH,0.07,0.4064,0.3846,0.1354,-0.5856,0.7268
usa,lightning,safety,DC,LH,0.07,0.4064,0.3758,0.3592,-0.353,0.4392
usa,lightning,sandstorm,DC,LH,0.07,0.4064,0.069,0.2318,-0.1736,0.2936
usa,lightning,sick,DC,LH,0.07,0.4064,0.24,0.4288,-0.1476,0.2009
usa,lightning,tree,DC,LH,0.07,0.4064,0.3622,0.3512,-0.3474,0.4361
usa,mango,peace,DC,LH,0.051,0.2614,0.5204,0.5494,-0.1814,0.24
usa,mango,peach,DC,LH,0.051,0.2614,0.08,0.2424,-0.048,0.0926
