concept_a,concept_b,color_a,color_b,deltaS_mg,deltaS_us,mg_level,us_level,category,extremeness
mango,sick,DY,LO,0.03347507799264848,0.7408158002812559,low,high,MG_low__US_high,0.7073407222886074
mango,sick,LR,MO,0.008247752309483491,0.010021990122707214,low,low,MG_low__US_low,-0.018269742432190705
mango,tree,DO,SO,0.6052023984784476,0.9343124935285971,high,high,MG_high__US_high,1.5395148920070447
mango,tree,MO,SY,0.48847203464664934,0.1346014960215931,high,low,MG_high__US_low,0.35387053862505624
mango,tree,A1,DG,0.04259245332767936,0.9493581821516262,low,high,MG_low__US_high,0.9067657288239468
mango,tree,LH,SB,0.01975390797439469,0.008623269173606785,low,low,MG_low__US_low,-0.028377177148001476
peace,peach,MO,WH,0.6872778530377373,0.9346373354247768,high,high,MG_high__US_high,1.621915188462514
peace,peach,A3,DB,0.5534868762634244,0.023259914063288756,high,low,MG_high__US_low,0.5302269622001357
peace,peach,LB,LO,0.027074425635544408,0.9420282581871287,low,high,MG_low__US_high,0.9149538325515842
peace,peach,DH,MH,2.377513170872536e-4,0.021463227944313212,low,low,MG_low__US_low,-0.021700979261400466
peace,sad,BK,WH,0.8574833953346463,0.9793404616995625,high,high,MG_high__US_high,1.8368238570342088
peace,sad,A3,DP,0.5477194449766836,0.07046598124317738,high,low,MG_high__US_low,0.4772534637335062
peace,sad,DY,SP,0.0345591489743069,0.6626255144041024,low,high,MG_low__US_high,0.6280663654297955
peace,sad,LY,SC,0.006249814342546733,0.013085713782802655,low,low,MG_low__US_low,-0.019335528125349388
peace,safety,DR,LB,0.338655148981474,0.6180623152656164,high,high,MG_high__US_high,0.9567174642470904
peace,safety,DB,WH,0.3923654857974674,0.0488608401367554,high,low,MG_high__US_low,0.343504645660712
peace,safety,DH,DY,0.008243786796629016,0.008710832027092386,low,low,MG_low__US_low,-0.0169546188237214
peace,sandstorm,DO,SB,0.6850267071376153,0.9780002891065587,high,high,MG_high__US_high,1.663026996244174
peace,sandstorm,A3,MH,0.4648313012070746,0.05729179093432851,high,low,MG_high__US_low,0.4075395102727461
peace,sandstorm,LP,SR,0.029724621247942284,0.6429339337668207,low,high,MG_low__US_high,0.6132093125188784
peace,sandstorm,LB,SB,0.019617622488398156,0.0031787826661301977,low,low,MG_low__US_low,-0.022796405154528354
peace,sick,BK,WH,0.6294847070384435,0.8844241097223202,high,high,MG_high__US_high,1.5139088167607637
peace,sick,DP,LY,0.5269491358733274,0.014475497970855011,high,low,MG_high__US_low,0.5124736379024724
peace,sick,DY,SP,0.012622311797415409,0.9055183916915177,low,high,MG_low__US_high,0.8928960798941024
peace,sick,LH,SG,0.025742849197078532,0.0016785258615221732,low,low,MG_low__US_low,-0.027421375058600705
peace,tree,DG,WH,0.8989189997697813,0.9380322935052827,high,high,MG_high__US_high,1.836951293275064
peace,tree,A3,DB,0.6045184883977202,0.03977326251212898,high,low,MG_high__US_low,0.5647452258855912
peace,tree,LB,SR,0.05572563875302805,0.8220463307061088,low,high,MG_low__US_high,0.7663206919530807
peace,tree,DC,MY,0.03704498562722791,0.006748641321498772,low,low,MG_low__US_low,-0.04379362694872668
peach,sad,BK,SG,0.8636505693548464,0.9878401280277522,high,high,MG_high__US_high,1.8514906973825986
peach,sad,DG,MP,0.5790193474675198,0.05264280574371227,high,low,MG_high__US_low,0.5263765417238075
peach,sad,LO,MB,0.005907256453721921,0.9726671225344792,low,high,MG_low__US_high,0.9667598660807573
peach,sad,LB,MC,0.012647307848296041,0.0270241010811873,low,low,MG_low__US_low,-0.03967140892948334
peach,safety,MO,WH,0.37665462972994845,0.9224192941338423,high,high,MG_high__US_high,1.2990739238637907
peach,safety,DG,WH,0.392823889481857,0.06006427022020211,high,low,MG_high__US_low,0.33275961926165487
peach,safety,MO,SG,0.007951494100728596,0.9161328076339514,low,high,MG_low__US_high,0.9081813135332228
peach,safety,DP,DR,0.003304952568536912,0.0054380100658436015,low,low,MG_low__US_low,-0.008742962634380513
peach,sandstorm,A2,SG,0.69187058161017,0.779709507970171,high,high,MG_high__US_high,1.471580089580341
peach,sandstorm,LO,SG,0.6268790475028438,0.03562644119551939,high,low,MG_high__US_low,0.5912526063073245
peach,sandstorm,LC,LR,0.05411227822984527,0.8005140148608507,low,high,MG_low__US_high,0.7464017366310054
peach,sandstorm,DB,SY,0.01987300003743342,0.006281735108855324,low,low,MG_low__US_low,-0.026154735146288743
peach,sick,BK,SO,0.6336164637424606,0.8368931738588248,high,high,MG_high__US_high,1.4705096376012854
peach,sick,SY,WH,0.48173348240424674,0.01962247703565012,high,low,MG_high__US_low,0.4621110053685966
peach,sick,DY,LO,0.023331744176058322,0.9615120972344233,low,high,MG_low__US_high,0.938180353058365
peach,sick,DB,DC,0.01413297924362622,0.020099114964047038,low,low,MG_low__US_low,-0.03423209420767326
peach,tree,DG,SR,0.5648159501911496,0.9830222833125553,high,high,MG_high__US_high,1.5478382335037049
peach,tree,A2,DR,0.3439712885003434,0.060473115084268114,high,low,MG_high__US_low,0.2834981734160753
peach,tree,LC,LO,0.013946314142863736,0.9197253478891414,low,high,MG_low__US_high,0.9057790337462777
peach,tree,DB,LB,0.012432580017323724,0.001334449607111876,low,low,MG_low__US_low,-0.0137670296244356
sad,safety,BK,SG,0.6623937232988839,0.9754555050731613,high,high,MG_high__US_high,1.6378492283720452
sad,safety,MP,SB,0.5822820343068318,0.08553234926608866,high,low,MG_high__US_low,0.4967496850407431
sad,safety,A1,MP,0.035530692808661835,0.8177387793021782,low,high,MG_low__US_high,0.7822080864935164
sad,safety,DH,MY,0.006049766124984757,0.009401194203293883,low,low,MG_low__US_low,-0.01545096032827864
sad,sandstorm,DP,MY,0.6301051236201083,0.883798579404431,high,high,MG_high__US_high,1.5139037030245392
sad,sandstorm,LC,MP,0.372736428939316,0.0033995476951551584,high,low,MG_high__US_low,0.36933688124416086
sad,sandstorm,DB,SR,0.012146293016019216,0.710087972418826,low,high,MG_low__US_high,0.6979416794028068
sad,sandstorm,DH,DR,0.004550513234878428,0.01740096958648696,low,low,MG_low__US_low,-0.021951482821365387
sad,sick,BK,LG,0.4305662480215704,0.6310784481507656,high,high,MG_high__US_high,1.061644696172336
sad,sick,BK,MB,0.367444306633141,0.005563180284259728,high,low,MG_high__US_low,0.36188112634888125
sad,sick,DB,DH,0.01985424152536086,0.817199605441771,low,high,MG_low__US_high,0.7973453639164101
sad,sick,DR,LR,0.021003691564419003,0.0063708380807194764,low,low,MG_low__US_low,-0.02737452964513848
sad,tree,BK,SG,0.9279325756686185,0.9942394936723189,high,high,MG_high__US_high,1.9221720693409374
sad,tree,DP,SB,0.5525148978365393,0.031329734461613024,high,low,MG_high__US_low,0.5211851633749263
sad,tree,A2,MP,0.0389251241650983,0.776224959471632,low,high,MG_low__US_high,0.7372998353065336
sad,tree,MO,SR,0.002772377363020384,0.03646466532791587,low,low,MG_low__US_low,-0.03923704269093625
safety,sandstorm,MO,SB,0.6682803598651521,0.9011397924798292,high,high,MG_high__US_high,1.5694201523449813
safety,sandstorm,BK,LY,4.303218220539917e-4,0.01895370620704867,low,low,MG_low__US_low,-0.019384028029102662
safety,sick,A2,SB,0.5168340294063625,0.7205473323377738,high,high,MG_high__US_high,1.2373813617441363
safety,sick,DP,SO,0.5358594161749233,0.006072245698871992,high,low,MG_high__US_low,0.5297871704760513
safety,sick,DY,LB,0.0019065088192304902,0.8783740713242236,low,high,MG_low__US_high,0.8764675625049931
safety,sick,LO,MG,0.009146343899798681,0.004996560960518648,low,low,MG_low__US_low,-0.014142904860317329
safety,tree,DG,WH,0.7168061782941484,0.8529590427149567,high,high,MG_high__US_high,1.569765221009105
safety,tree,A2,DR,0.353881136511222,0.04825551383100768,high,low,MG_high__US_low,0.3056256226802143
safety,tree,SP,SY,5.391258183158332e-4,0.002440106613636528,low,low,MG_low__US_low,-0.002979232431952361
sandstorm,sick,DH,MO,0.4289721702459057,0.8813396872022592,high,high,MG_high__US_high,1.310311857448165
sandstorm,sick,DP,DY,0.480609281615914,0.02829203865421981,high,low,MG_high__US_low,0.4523172429616942
sandstorm,sick,DH,WH,0.0197422683718389,0.8111346862224842,low,high,MG_low__US_high,0.7913924178506453
sandstorm,sick,DR,LG,0.005329850499566913,0.012535017151305006,low,low,MG_low__US_low,-0.01786486765087192
sandstorm,tree,DG,DP,0.8659233599171565,0.9999681006004519,high,high,MG_high__US_high,1.8658914605176085
sandstorm,tree,MH,SG,0.5164039076652496,0.14289899443216014,high,low,MG_high__US_low,0.37350491323308943
sandstorm,tree,LB,MH,0.04470894589667007,0.8002321854382233,low,high,MG_low__US_high,0.7555232395415532
sandstorm,tree,LP,SR,0.030335172053874038,0.010453749448375016,low,low,MG_low__US_low,-0.040788921502249054
sick,tree,DG,DP,0.8142912137964167,0.8410297366529063,high,high,MG_high__US_high,1.655320950449323
sick,tree,DP,SO,0.6219914256257899,0.014855426545216543,high,low,MG_high__US_low,0.6071359990805734
sick,tree,LH,LO,0.0050262817912833935,0.00999202105459518,low,low,MG_low__US_low,-0.015018302845878573
