concept_a,concept_b,category,color_a,color_b,deltaS_mg,deltaS_us,extremeness
mango,sandstorm,MG_high__US_high,A2,SG,0.7963618168111817,0.8096428447777213,1.606004661588903
mango,sandstorm,MG_high__US_high,A2,DG,0.7928159442092735,0.7901852936134226,1.583001237822696
mango,sandstorm,MG_high__US_high,A1,SG,0.8208170824377299,0.7600559963854447,1.5808730788231746
mango,sandstorm,MG_high__US_high,A1,DG,0.8172851090174882,0.7370801099942552,1.5543652190117434
mango,sandstorm,MG_high__US_high,BK,SG,0.8030506149437973,0.7337083021974911,1.5367589171412883
mango,sandstorm,MG_high__US_low,LR,SG,0.5730481453717453,0.013897615373956063,0.5591505299977892
mango,sandstorm,MG_high__US_low,DG,LR,0.5679886804159109,0.02213342315011535,0.5458552572657955
mango,sandstorm,MG_high__US_low,MR,SG,0.5035640189973103,0.0574773450470909,0.4460866739502194
mango,sandstorm,MG_high__US_low,DG,MR,0.4984756380194735,0.06467460106001743,0.43380103695945604
mango,sandstorm,MG_high__US_low,LR,MG,0.48233100974970244,0.06873313952526705,0.4135978702244354
mango,sandstorm,MG_low__US_low,DG,SG,0.0040202205555766035,0.012278736387090594,-0.016298956942667198
mango,sandstorm,MG_low__US_low,DP,SP,0.01723775594748367,0.002650557751157301,-0.01988831369864097
mango,sandstorm,MG_low__US_low,MC,SB,0.022750743247955507,0.009583555392613796,-0.0323342986405693
mango,sandstorm,MG_low__US_low,DC,LC,0.024011297218588634,0.0135899178483736,-0.037601215066962235
mango,sandstorm,MG_low__US_low,DB,MC,0.03191966317630146,0.010737235733607464,-0.042656898909908925
mango,sick,MG_high__US_high,A1,SO,0.8484646933637838,0.9179922462023276,1.7664569395661114
mango,sick,MG_high__US_high,BK,SO,0.8372798596904507,0.9232043065441988,1.7604841662346495
mango,sick,MG_high__US_high,A2,SO,0.7955950253330784,0.9151192149058542,1.7107142402389326
mango,sick,MG_high__US_high,DP,SO,0.7537425350867175,0.8400783819999988,1.5938209170867164
mango,sick,MG_high__US_high,A3,SO,0.739547526350641,0.8499853215054434,1.5895328478560844
mango,sick,MG_high__US_low,DP,SG,0.6486647144707369,0.041568767414018826,0.6070959470567181
mango,sick,MG_high__US_low,A3,SH,0.6336361610756156,0.04308186308181772,0.5905542979937979
mango,sick,MG_high__US_low,MR,SY,0.5837514165770088,0.00434830677968101,0.5794031097973278
mango,sick,MG_high__US_low,A3,DG,0.5861271251202709,0.007228687465927752,0.5788984376543431
mango,sick,MG_high__US_low,DR,SH,0.6158410862968569,0.0374076134007979,0.578433472896059
mango,sick,MG_low__US_high,DY,LO,0.03347507799264848,0.7408158002812559,0.7073407222886074
mango,sick,MG_low__US_high,DH,LY,0.04209296034737697,0.5867810000480318,0.5446880397006548
mango,sick,MG_low__US_high,DY,SC,0.07349463774693699,0.588572279004711,0.515077641257774
mango,sick,MG_low__US_low,LR,MO,0.008247752309483491,0.010021990122707214,-0.018269742432190705
mango,sick,MG_low__US_low,MP,WH,0.010571705219813265,0.0120740867429458,-0.022645791962759065
mango,sick,MG_low__US_low,LB,MB,0.015901531583866868,0.013316345430468113,-0.02921787701433498
mango,sick,MG_low__US_low,A3,DR,0.027845085776614598,0.0016055368195759256,-0.029450622596190523
mango,sick,MG_low__US_low,A1,BK,0.01416127104753051,0.03334657840904276,-0.04750784945657327
mango,tree,MG_high__US_high,DO,SO,0.6052023984784476,0.9343124935285971,1.5395148920070447
mango,tree,MG_high__US_high,DG,SO,0.5349644542209293,0.9963917472410944,1.5313562014620237
mango,tree,MG_high__US_high,MG,SO,0.5435832807497285,0.9783848373542228,1.5219681181039513
mango,tree,MG_high__US_high,A1,SO,0.5837418311415952,0.9306098906550204,1.5143517217966156
mango,tree,MG_high__US_high,BK,SO,0.5708354543256693,0.9302749560705286,1.5011104103961979
mango,tree,MG_high__US_low,MO,SY,0.48847203464664934,0.1346014960215931,0.35387053862505624
mango,tree,MG_high__US_low,LR,SY,0.4003375973449055,0.1007917274687844,0.2995458698761211
mango,tree,MG_high__US_low,LO,SY,0.40843951212694773,0.12002459261565557,0.28841491951129217
mango,tree,MG_high__US_low,MR,SY,0.3493163155900849,0.06763008788239167,0.28168622770769325
mango,tree,MG_high__US_low,MY,SY,0.34307691101518895,0.14586578756908608,0.19721112344610287
mango,tree,MG_low__US_high,A1,DG,0.04259245332767936,0.9493581821516262,0.9067657288239468
mango,tree,MG_low__US_high,BK,DG,0.03159429337482056,0.917955174381015,0.8863608810061945
mango,tree,MG_low__US_high,A2,DG,0.08006155707212614,0.9534718425433488,0.8734102854712227
mango,tree,MG_low__US_high,DH,MO,0.01073391096912224,0.8678156856784873,0.8570817747093651
mango,tree,MG_low__US_high,LO,MH,0.005025910874727091,0.8098174783541379,0.8047915674794108
mango,tree,MG_low__US_low,LH,SB,0.01975390797439469,0.008623269173606785,-0.028377177148001476
mango,tree,MG_low__US_low,A3,LH,0.002728192939016827,0.030586471595017706,-0.03331466453403453
mango,tree,MG_low__US_low,A3,MB,0.02003842996336469,0.02665424607401906,-0.04669267603738375
mango,tree,MG_low__US_low,LB,LC,0.025001073189216072,0.02540570243242679,-0.05040677562164286
mango,tree,MG_low__US_low,LH,MB,0.013200638309919244,0.04534156353975932,-0.058542201849678566
peace,peach,MG_high__US_high,MO,WH,0.6872778530377373,0.9346373354247768,1.621915188462514
peace,peach,MG_high__US_high,A3,MO,0.6775669803696645,0.9039119256665862,1.5814789060362506
peace,peach,MG_high__US_high,DO,WH,0.7304951850380614,0.803129313122722,1.5336244981607834
peace,peach,MG_high__US_high,MR,WH,0.6552310547641693,0.8146735924741979,1.4699046472383672
peace,peach,MG_high__US_high,DY,WH,0.674132938317592,0.7902248253849933,1.4643577637025853
peace,peach,MG_high__US_low,A3,DB,0.5534868762634244,0.023259914063288756,0.5302269622001357
peace,peach,MG_high__US_low,A3,MP,0.5386538075490632,0.06360418265496204,0.4750496248941012
peace,peach,MG_high__US_low,DB,WH,0.5651073879432422,0.09320248961127198,0.47190489833197025
peace,peach,MG_high__US_low,A3,MG,0.6158543076221639,0.14634940513775896,0.4695049024844049
peace,peach,MG_high__US_low,A3,LG,0.5068271808340814,0.03950578957655826,0.46732139125752314
peace,peach,MG_low__US_high,LB,LO,0.027074425635544408,0.9420282581871287,0.9149538325515842
peace,peach,MG_low__US_high,LO,SB,0.061861426374670625,0.9303032531638673,0.8684418267891967
peace,peach,MG_low__US_high,LC,LO,0.039835894660623206,0.9081820617882714,0.8683461671276482
peace,peach,MG_low__US_high,LO,SC,0.04460472797080589,0.89079520871056594,0.84619048073976
peace,peach,MG_low__US_high,LO,MC,0.01959271001114482,0.8565373604930002,0.8369446504818554
peace,peach,MG_low__US_low,DH,MH,2.377513170872536e-4,0.021463227944313212,-0.021700979261400466
peace,peach,MG_low__US_low,LR,MY,0.026195018246745805,0.012028438115803786,-0.03822345636254959
peace,peach,MG_low__US_low,DC,LP,0.01080558268029308,0.030693128082310783,-0.04149871076260386
peace,peach,MG_low__US_low,DC,MP,0.03743829632910112,0.008867524277679006,-0.046305820606780124
peace,peach,MG_low__US_low,MB,MC,0.04697897124239597,0.005345470651008322,-0.052324441893404294
peace,sad,MG_high__US_high,BK,WH,0.8574833953346463,0.9793404616995625,1.8368238570342088
peace,sad,MG_high__US_high,BK,LG,0.8362476365162872,0.9838370044714395,1.8200846409877267
peace,sad,MG_high__US_high,BK,SG,0.8245644745027356,0.9729683879774891,1.7975328624802247
peace,sad,MG_high__US_high,BK,LC,0.8098861512802644,0.978033039888925,1.7879191911691894
peace,sad,MG_high__US_high,BK,SH,0.8158459785907843,0.9645886671895474,1.7804346457803317
peace,sad,MG_high__US_low,A3,DP,0.5477194449766836,0.07046598124317738,0.4772534637335062
peace,sad,MG_high__US_low,MP,SG,0.5411109015711708,0.08040970407337134,0.4607011974977995
peace,sad,MG_high__US_low,MP,SH,0.5292153695874862,0.08874872110992249,0.44046664847756367
peace,sad,MG_high__US_low,MC,MP,0.44073196404889625,0.018715755077509444,0.4220162089713868
peace,sad,MG_high__US_low,DP,MB,0.4324931209994547,0.01506880787836673,0.41742431312108796
peace,sad,MG_low__US_high,DY,SP,0.0345591489743069,0.6626255144041024,0.6280663654297955
peace,sad,MG_low__US_high,DY,MP,0.07683132674733018,0.6648652923466996,0.5880339655993694
peace,sad,MG_low__US_high,DO,SP,0.02007159536027925,0.6002468804225407,0.5801752850622615
peace,sad,MG_low__US_low,LY,SC,0.006249814342546733,0.013085713782802655,-0.019335528125349388
peace,sad,MG_low__US_low,LB,LR,0.0012080187590809977,0.018586678602943107,-0.019794697362024105
peace,sad,MG_low__US_low,LH,LR,0.024820066751456205,0.004818931461883336,-0.02963899821333954
peace,sad,MG_low__US_low,LO,SB,0.009700969759379952,0.021573517382957874,-0.031274487142337826
peace,sad,MG_low__US_low,LB,LH,0.024897888071793384,0.013828707741229851,-0.038726595813023235
peace,safety,MG_high__US_high,DR,LB,0.338655148981474,0.6180623152656164,0.9567174642470904
peace,safety,MG_high__US_low,DB,WH,0.3923654857974674,0.0488608401367554,0.343504645660712
peace,safety,MG_high__US_low,A3,SB,0.3427281433774392,0.026219102065982103,0.3165090413114571
peace,safety,MG_high__US_low,MO,WH,0.3420539480159177,0.06384916846905164,0.27820477954686607
peace,safety,MG_high__US_low,A2,BK,0.3388483133053173,0.07378780853668121,0.2650605047686361
peace,safety,MG_high__US_low,SB,WH,0.33989996963512054,0.09503619423407295,0.2448637754010476
peace,safety,MG_low__US_low,DH,DY,0.008243786796629016,0.008710832027092386,-0.0169546188237214
peace,safety,MG_low__US_low,LH,LY,0.015195726147309019,0.0026562452313914076,-0.017851971378700426
peace,safety,MG_low__US_low,DP,MY,0.0016197298558306983,0.016959636575792247,-0.018579366431622946
peace,safety,MG_low__US_low,MH,MO,0.0091277018071938,0.016164350259304017,-0.025292052066497817
peace,safety,MG_low__US_low,DG,DO,0.02284001553170123,0.0027893066680709233,-0.025629322199772153
peace,sandstorm,MG_high__US_high,DO,SB,0.6850267071376153,0.9780002891065587,1.663026996244174
peace,sandstorm,MG_high__US_high,DO,LC,0.6639366407451011,0.9589889974752612,1.6229256382203623
peace,sandstorm,MG_high__US_high,DO,LB,0.640131378679706,0.9786345366980316,1.6187659153777376
peace,sandstorm,MG_high__US_high,DO,MC,0.6826480940833255,0.9355966541519878,1.6182447482353133
peace,sandstorm,MG_high__US_high,MO,SB,0.6616467027927238,0.948155591641338,1.6098022944340618
peace,sandstorm,MG_high__US_low,A3,MH,0.4648313012070746,0.05729179093432851,0.4075395102727461
peace,sandstorm,MG_high__US_low,A3,DH,0.37240149869986605,0.006234967758078247,0.3661665309417878
peace,sandstorm,MG_high__US_low,DP,WH,0.39015082760117603,0.08108940712273305,0.309061420478443
peace,sandstorm,MG_high__US_low,MP,WH,0.364016581096404,0.06120060527650084,0.30281597581990316
peace,sandstorm,MG_high__US_low,A3,SY,0.43731899263180174,0.14883134824603195,0.2884876443857698
peace,sandstorm,MG_low__US_high,LP,SR,0.029724621247942284,0.6429339337668207,0.6132093125188784
peace,sandstorm,MG_low__US_high,MB,SR,0.05469259450627728,0.6267527680381393,0.572060173531862
peace,sandstorm,MG_low__US_low,LB,SB,0.019617622488398156,0.0031787826661301977,-0.022796405154528354
peace,sandstorm,MG_low__US_low,LP,MB,0.024207489841123753,0.012555719487905792,-0.036763209329029545
peace,sandstorm,MG_low__US_low,LC,SC,0.032026292394920386,0.009829492768831438,-0.041855785163751824
peace,sandstorm,MG_low__US_low,LG,MC,0.01780053927827341,0.028161496572590927,-0.045962035850864336
peace,sandstorm,MG_low__US_low,DP,LH,0.010870043977151411,0.04908280243352792,-0.05995284641067933
peace,sick,MG_high__US_high,BK,WH,0.6294847070384435,0.8844241097223202,1.5139088167607637
peace,sick,MG_high__US_high,BK,SB,0.494138667007298,0.9511617526741916,1.4453004196814896
peace,sick,MG_high__US_high,A3,BK,0.6308696830499605,0.7781023501963116,1.408972033246272
peace,sick,MG_high__US_high,BK,SC,0.4975934518996246,0.9055025306583382,1.4030959825579628
peace,sick,MG_high__US_high,DY,WH,0.4397425347335488,0.9627172343050499,1.4024597690385987
peace,sick,MG_high__US_low,DP,LY,0.5269491358733274,0.014475497970855011,0.5124736379024724
peace,sick,MG_high__US_low,A3,MP,0.4519674288377644,0.01866220601053792,0.4333052228272265
peace,sick,MG_high__US_low,DP,LO,0.4207283325464899,0.01497646387432372,0.40575186867216617
peace,sick,MG_high__US_low,A3,DP,0.540627131434561,0.14403355454061706,0.3965935768939439
peace,sick,MG_high__US_low,LY,SP,0.3969713406033655,0.03898828972124879,0.3579830508821167
peace,sick,MG_low__US_high,DY,SP,0.012622311797415409,0.9055183916915177,0.8928960798941024
peace,sick,MG_low__US_high,DY,MP,0.03984960735463772,0.9258748661300982,0.8860252587754605
peace,sick,MG_low__US_high,DH,LP,0.03475436139566623,0.8232627540768915,0.7885083926812253
peace,sick,MG_low__US_high,DO,MP,0.009521586940628213,0.7805210919615719,0.7709995050209437
peace,sick,MG_low__US_high,DH,MB,0.07900667664293509,0.8119890027463808,0.7329823261034456
peace,sick,MG_low__US_low,LH,SG,0.025742849197078532,0.0016785258615221732,-0.027421375058600705
peace,sick,MG_low__US_low,LP,MB,0.042961478984599066,0.010371080717539893,-0.05333255970213896
peace,sick,MG_low__US_low,A2,DR,0.021897597375868827,0.03716627812606266,-0.059063875501931484
peace,sick,MG_low__US_low,LC,SC,0.012164348409329673,0.051618611162236705,-0.06378295957156638
peace,sick,MG_low__US_low,LG,LO,0.02906429071958261,0.0438549363902232,-0.0729192271098058
peace,tree,MG_high__US_high,DG,WH,0.8989189997697813,0.9380322935052827,1.836951293275064
peace,tree,MG_high__US_high,DO,WH,0.8334312728814997,0.952879177315838,1.7863104501973377
peace,tree,MG_high__US_high,A3,DG,0.880835110034129,0.8955837628287433,1.7764188728628723
peace,tree,MG_high__US_high,DH,WH,0.8250370800807056,0.940001000339374,1.7650380804200796
peace,tree,MG_high__US_high,A3,DO,0.8071356345704812,0.9177091284413696,1.7248447630118509
peace,tree,MG_high__US_low,A3,DB,0.6045184883977202,0.03977326251212898,0.5647452258855912
peace,tree,MG_high__US_low,A3,MP,0.5939656901157326,0.06558653823277472,0.5283791518829579
peace,tree,MG_high__US_low,LC,WH,0.510475315096093,0.02065606034854306,0.48981925474754995
peace,tree,MG_high__US_low,MB,WH,0.510487120293597,0.061031704194616676,0.4494554160989803
peace,tree,MG_high__US_low,A3,LP,0.4820492355049508,0.050963281453838716,0.4310859540511121
peace,tree,MG_low__US_high,LB,SR,0.05572563875302805,0.8220463307061088,0.7663206919530807
peace,tree,MG_low__US_high,SB,SR,0.05882569617533728,0.7835767666665279,0.7247510704911906
peace,tree,MG_low__US_high,LC,SR,0.01382223046561215,0.6760444529141956,0.6622222224485834
peace,tree,MG_low__US_high,LB,SO,0.0783148003293257,0.6987556607567311,0.6204408604274054
peace,tree,MG_low__US_high,MB,SR,0.06777936568307097,0.6452324693088369,0.577453103625766
peace,tree,MG_low__US_low,DC,MY,0.03704498562722791,0.006748641321498772,-0.04379362694872668
peace,tree,MG_low__US_low,A2,SY,0.01498186756632558,0.029037010820233355,-0.044018878386558935
peace,tree,MG_low__US_low,LP,MB,0.011487531710725474,0.033863503402869755,-0.04535103511359523
peace,tree,MG_low__US_low,LB,SB,4.916555887877205e-4,0.05380837947934469,-0.05430003506813241
peace,tree,MG_low__US_low,A2,DC,0.03416175742743377,0.0222896348596327,-0.05645139228706647
peach,sad,MG_high__US_high,BK,SG,0.8636505693548464,0.9878401280277522,1.8514906973825986
peach,sad,MG_high__US_high,BK,LG,0.83021439267294,0.9785626756939729,1.8087770683669129
peach,sad,MG_high__US_high,BK,LR,0.7903619714507979,0.9994269752382772,1.789788946689075
peach,sad,MG_high__US_high,BK,SH,0.7943081737475977,0.9903250032725115,1.7846331770201092
peach,sad,MG_high__US_high,BK,SR,0.7726399289586174,0.9822668291000944,1.7549067580587119
peach,sad,MG_high__US_low,DG,MP,0.5790193474675198,0.05264280574371227,0.5263765417238075
peach,sad,MG_high__US_low,MG,SP,0.4688186051634511,0.0048699062706634155,0.46394869889278767
peach,sad,MG_high__US_low,LG,SP,0.5251295102496492,0.10465350927256445,0.4204760009770847
peach,sad,MG_high__US_low,DG,WH,0.41947377829503685,0.019532979589969468,0.3999407987050674
peach,sad,MG_high__US_low,MP,SC,0.40625466375755503,0.012956486850285609,0.3932981769072694
peach,sad,MG_low__US_high,LO,MB,0.005907256453721921,0.9726671225344792,0.9667598660807573
peach,sad,MG_low__US_high,DB,MO,2.615593499684099e-4,0.9620020217067262,0.9617404623567578
peach,sad,MG_low__US_high,LB,LO,0.0015393301718553687,0.9534622064373468,0.9519228762654914
peach,sad,MG_low__US_high,DB,LO,0.03323569745342647,0.9799535542928155,0.946717856839389
peach,sad,MG_low__US_high,LO,MC,0.014451169943725528,0.9497325388105806,0.9352813688668551
peach,sad,MG_low__US_low,LB,MC,0.012647307848296041,0.0270241010811873,-0.03967140892948334
peach,sad,MG_low__US_low,DO,SC,0.028495961112951163,0.01554847196285003,-0.04404443307580119
peach,sad,MG_low__US_low,MR,MY,0.01722678111742132,0.03263366283976671,-0.04986044395718803
peach,sad,MG_low__US_low,DC,LB,0.061010767660998555,0.01495244661774553,-0.07596321427874408
peach,sad,MG_low__US_low,DR,LC,0.07497332129092538,0.01335104263923359,-0.08832436393015897
peach,safety,MG_high__US_high,MO,WH,0.37665462972994845,0.9224192941338423,1.2990739238637907
peach,safety,MG_high__US_high,A3,MO,0.36351725890310616,0.873470073156978,1.2369873320600842
peach,safety,MG_high__US_high,MR,WH,0.3845688035323538,0.771470524230857,1.1560393277632108
peach,safety,MG_high__US_high,LR,WH,0.33098457565783046,0.8245228798846895,1.15550745554252
peach,safety,MG_high__US_high,A3,MR,0.3719504302628889,0.6602788139631501,1.032229244226039
peach,safety,MG_high__US_low,DG,WH,0.392823889481857,0.06006427022020211,0.33275961926165487
peach,safety,MG_high__US_low,SG,WH,0.33709213260358206,0.020262634115341793,0.31682949848824027
peach,safety,MG_high__US_low,A3,MG,0.39843101825581373,0.09297922750866516,0.30545179074714857
peach,safety,MG_high__US_low,A3,LG,0.3634712863313214,0.10303923049628838,0.26043205583503304
peach,safety,MG_high__US_low,A3,MH,0.3340214680901683,0.13604731758239597,0.19797415050777234
peach,safety,MG_low__US_high,MO,SG,0.007951494100728596,0.9161328076339514,0.9081813135332228
peach,safety,MG_low__US_high,LC,LO,0.015386454160087215,0.8836550801691931,0.8682686260091059
peach,safety,MG_low__US_high,LG,MO,0.02704876635797504,0.8800920916770658,0.8530433253190908
peach,safety,MG_low__US_high,DG,MO,0.05231148746440217,0.9044554377643959,0.8521439502999937
peach,safety,MG_low__US_high,LB,LO,0.04370337953819381,0.8790096443985782,0.8353062648603844
peach,safety,MG_low__US_low,DP,DR,0.003304952568536912,0.0054380100658436015,-0.008742962634380513
peach,safety,MG_low__US_low,DH,DR,0.03418796785301059,0.003191525822085095,-0.03737949367509569
peach,safety,MG_low__US_low,A2,LP,0.02896210846722047,0.008718530949405112,-0.03768063941662558
peach,safety,MG_low__US_low,LP,SY,0.006346582228275555,0.03269306385191273,-0.039039646080188284
peach,safety,MG_low__US_low,LG,MG,0.03474253607687938,0.006442318933979063,-0.041184855010858445
peach,sandstorm,MG_high__US_high,A2,SG,0.69187058161017,0.779709507970171,1.471580089580341
peach,sandstorm,MG_high__US_high,A2,LR,0.5293476723538146,0.9052551031724012,1.4346027755262158
peach,sandstorm,MG_high__US_high,A2,DG,0.679421338965918,0.7526730664619716,1.4320944054278897
peach,sandstorm,MG_high__US_high,A2,MG,0.6431792550766013,0.7664630158420564,1.4096422709186578
peach,sandstorm,MG_high__US_high,BK,SG,0.6738406558786902,0.719580186602639,1.3934208424813292
peach,sandstorm,MG_high__US_low,LO,SG,0.6268790475028438,0.03562644119551939,0.5912526063073245
peach,sandstorm,MG_high__US_low,MO,SG,0.5935183831516824,0.008451541574173493,0.5850668415775089
peach,sandstorm,MG_high__US_low,LO,MG,0.5742178882375883,0.00540494439946082,0.5688129438381275
peach,sandstorm,MG_high__US_low,DG,MO,0.5803020921441515,0.01924163749809682,0.5610604546460547
peach,sandstorm,MG_high__US_low,DG,LO,0.6138760191523156,0.06102844361152404,0.5528475755407916
peach,sandstorm,MG_low__US_high,LC,LR,0.05411227822984527,0.8005140148608507,0.7464017366310054
peach,sandstorm,MG_low__US_high,LR,SB,0.044068976247008784,0.7808992680428499,0.7368302917958411
peach,sandstorm,MG_low__US_high,LR,MC,0.07581976963129655,0.7814741301720622,0.7056543605407657
peach,sandstorm,MG_low__US_high,DR,LR,0.06940483533324487,0.7657007168882259,0.6962958815549811
peach,sandstorm,MG_low__US_high,DH,LR,0.05558376964799261,0.7063039755970499,0.6507202059490573
peach,sandstorm,MG_low__US_low,DB,SY,0.01987300003743342,0.006281735108855324,-0.026154735146288743
peach,sandstorm,MG_low__US_low,MB,SY,0.004045725476573114,0.04125552359395446,-0.04530124907052757
peach,sandstorm,MG_low__US_low,DC,MH,0.018185591369277,0.028998562950848683,-0.04718415432012568
peach,sandstorm,MG_low__US_low,SC,SY,0.008793585038843421,0.04103751588883631,-0.04983110092767973
peach,sandstorm,MG_low__US_low,DH,SB,0.019930629688451995,0.036220421893351507,-0.0561510515818035
peach,sick,MG_high__US_high,BK,SO,0.6336164637424606,0.8368931738588248,1.4705096376012854
peach,sick,MG_high__US_high,BK,LR,0.5227221128387263,0.9374110814577112,1.4601331942964375
peach,sick,MG_high__US_high,A2,LR,0.4866803085990792,0.9228007158284584,1.4094810244275375
peach,sick,MG_high__US_high,A2,SO,0.5972490942116424,0.8088410438055873,1.4060901380172297
peach,sick,MG_high__US_high,A1,SO,0.565927025817865,0.8228298962946812,1.3887569221125462
peach,sick,MG_high__US_low,SY,WH,0.48173348240424674,0.01962247703565012,0.4621110053685966
peach,sick,MG_high__US_low,MP,SY,0.48020068490188234,0.05272333407695712,0.4274773508249252
peach,sick,MG_high__US_low,DP,SY,0.5231961915539842,0.10604344048768072,0.4171527510663035
peach,sick,MG_high__US_low,A2,SH,0.5158721385139633,0.12010504535086453,0.39576709316309877
peach,sick,MG_high__US_low,DP,SR,0.4214443228523144,0.030906501501802852,0.39053782135051157
peach,sick,MG_low__US_high,DY,LO,0.023331744176058322,0.9615120972344233,0.938180353058365
peach,sick,MG_low__US_high,DH,LO,0.05625810960407662,0.9600598741044573,0.9038017645003806
peach,sick,MG_low__US_high,LO,MH,0.02831053338751527,0.9272076927260156,0.8988971593385002
peach,sick,MG_low__US_high,DH,MO,0.04118302132667934,0.9250463553862658,0.8838633340595865
peach,sick,MG_low__US_high,LR,SH,0.006975281709284742,0.8798684562418182,0.8728931745325335
peach,sick,MG_low__US_low,DB,DC,0.01413297924362622,0.020099114964047038,-0.03423209420767326
peach,sick,MG_low__US_low,LB,MB,0.0324715558294677,0.005263420942695829,-0.03773497677216353
peach,sick,MG_low__US_low,DO,DR,0.04122632394591608,0.018579420157058157,-0.059805744102974234
peach,sick,MG_low__US_low,DC,LH,0.02044529547350038,0.04192927105262978,-0.06237456652613016
peach,sick,MG_low__US_low,DB,LH,0.007590765080051742,0.058535499323387974,-0.06612626440343972
peach,tree,MG_high__US_high,DG,SR,0.5648159501911496,0.9830222833125553,1.5478382335037049
peach,tree,MG_high__US_high,DG,LR,0.5313178201635069,0.9994172103982604,1.5307350305617673
peach,tree,MG_high__US_high,LR,MG,0.525550527786085,0.9839008898791426,1.5094514176652276
peach,tree,MG_high__US_high,DG,DR,0.5245043252410744,0.9532382773676027,1.477742602608677
peach,tree,MG_high__US_high,DG,MR,0.4808558261578306,0.9922154674201893,1.47307129357802
peach,tree,MG_high__US_low,A2,DR,0.3439712885003434,0.060473115084268114,0.2834981734160753
peach,tree,MG_high__US_low,BK,DR,0.3644819884837496,0.09209167521457173,0.27239031326917784
peach,tree,MG_low__US_high,LC,LO,0.013946314142863736,0.9197253478891414,0.9057790337462777
peach,tree,MG_low__US_high,LO,MC,0.01173639398374382,0.9169392287533513,0.9052028347696075
peach,tree,MG_low__US_high,A1,LO,0.032236780208389604,0.9243342078626442,0.8920974276542546
peach,tree,MG_low__US_high,LB,LO,0.041281986122425174,0.912592436280222,0.8713104501577968
peach,tree,MG_low__US_high,DO,LO,0.0733965414509179,0.9443768938154187,0.8709803523645008
peach,tree,MG_low__US_low,DB,LB,0.012432580017323724,0.001334449607111876,-0.0137670296244356
peach,tree,MG_low__US_low,LP,SY,0.005572971659655368,0.016116687380709926,-0.021689659040365294
peach,tree,MG_low__US_low,A1,LB,0.011704017140385548,0.020094798456613994,-0.03179881559699954
peach,tree,MG_low__US_low,A3,MP,0.03350577502641494,0.00906811532027696,-0.0425738903466919
peach,tree,MG_low__US_low,BK,LH,0.04492220042837625,0,-0.04492220042837625
sad,safety,MG_high__US_high,BK,SG,0.6623937232988839,0.9754555050731613,1.6378492283720452
sad,safety,MG_high__US_high,A2,SG,0.7189760807710817,0.9040559075529773,1.623031988324059
sad,safety,MG_high__US_high,BK,SH,0.6242436939395812,0.9636613684495787,1.58790506238916
sad,safety,MG_high__US_high,A2,SH,0.6842178374497283,0.8674800426059441,1.5516978800556724
sad,safety,MG_high__US_high,A1,SG,0.5982775147511084,0.9474932331306627,1.545770747881771
sad,safety,MG_high__US_low,MP,SB,0.5822820343068318,0.08553234926608866,0.4967496850407431
sad,safety,MG_high__US_low,SB,SP,0.48192337269207647,0.0028200754386564775,0.47910329725342
sad,safety,MG_high__US_low,LP,SB,0.46184426865108685,0.06523323294226846,0.3966110357088184
sad,safety,MG_high__US_low,MP,MY,0.35960113028453966,0.002372010305423944,0.3572291199791157
sad,safety,MG_high__US_low,DP,MB,0.40675216197026676,0.05281917542651149,0.35393298654375527
sad,safety,MG_low__US_high,A1,MP,0.035530692808661835,0.8177387793021782,0.7822080864935164
sad,safety,MG_low__US_high,A1,DP,0.0435160766194147,0.7173319751934211,0.6738158985740064
sad,safety,MG_low__US_high,DB,SY,0.010950970986720543,0.6033688783672373,0.5924179073805167
sad,safety,MG_low__US_high,DY,SP,0.04783741028416788,0.5886320940544523,0.5407946837702844
sad,safety,MG_low__US_low,DH,MY,0.006049766124984757,0.009401194203293883,-0.01545096032827864
sad,safety,MG_low__US_low,DR,MC,0.004310128805373958,0.01713790409521665,-0.021448032900590608
sad,safety,MG_low__US_low,LY,MG,0.016388002966443604,0.008755856431390596,-0.0251438593978342
sad,safety,MG_low__US_low,LB,MY,0.00628011074008894,0.024869736285756394,-0.031149847025845334
sad,safety,MG_low__US_low,DH,LB,0,0.032663687059747204,-0.032663687059747204
sad,sandstorm,MG_high__US_high,DP,MY,0.6301051236201083,0.883798579404431,1.5139037030245392
sad,sandstorm,MG_high__US_high,BK,MY,0.5777367282521286,0.9323618079785689,1.5100985362306976
sad,sandstorm,MG_high__US_high,DP,LO,0.6104790325924134,0.8956733878739269,1.5061524204663403
sad,sandstorm,MG_high__US_high,BK,LO,0.5579965787540686,0.939299082544105,1.4972956612981736
sad,sandstorm,MG_high__US_high,MP,MY,0.6191192251895177,0.8590687656645852,1.478187990854103
sad,sandstorm,MG_high__US_low,LC,MP,0.372736428939316,0.0033995476951551584,0.36933688124416086
sad,sandstorm,MG_high__US_low,MP,SC,0.3649047986731615,0.03284776678908852,0.332057031884073
sad,sandstorm,MG_high__US_low,SG,SP,0.350957626707858,0.0351961397838334,0.3157614869240246
sad,sandstorm,MG_high__US_low,LG,SP,0.35429170504563606,0.057007373252330906,0.29728433179330516
sad,sandstorm,MG_high__US_low,DP,SB,0.3540988281676942,0.06543806489656273,0.2886607632711315
sad,sandstorm,MG_low__US_high,DB,SR,0.012146293016019216,0.710087972418826,0.6979416794028068
