concept_a,concept_b,category,color_a,color_b,deltaS_mg,deltaS_us,extremeness
sad,sandstorm,MG_low__US_high,LR,MB,0.07868556595708392,0.7249196073103914,0.6462340413533074
sad,sandstorm,MG_low__US_high,BK,SP,0.02760740791438021,0.6614204218785917,0.6338130139642115
sad,sandstorm,MG_low__US_high,DB,SG,0.06596017036599355,0.6860712299807301,0.6201110596147366
sad,sandstorm,MG_low__US_high,DB,MR,0.045661595510475494,0.6648806409666972,0.6192190454562216
sad,sandstorm,MG_low__US_low,DH,DR,0.004550513234878428,0.01740096958648696,-0.021951482821365387
sad,sandstorm,MG_low__US_low,LC,SC,0.0074792313555179235,0.026404050996682527,-0.03388328235220045
sad,sandstorm,MG_low__US_low,A2,MC,0.006117858464927739,0.03316467892246466,-0.0392825373873924
sad,sandstorm,MG_low__US_low,LG,SG,0.013167267253153592,0.027194853109556882,-0.040362120362710474
sad,sandstorm,MG_low__US_low,LO,MY,0.024233063931885068,0.020290038420917644,-0.04452310235280271
sad,sick,MG_high__US_high,BK,LG,0.4305662480215704,0.6310784481507656,1.061644696172336
sad,sick,MG_high__US_high,BK,SG,0.37266725598023087,0.6838524572176323,1.0565197131978632
sad,sick,MG_high__US_high,BK,MG,0.3768359134049828,0.6257589734864866,1.0025948868914694
sad,sick,MG_high__US_high,A1,LG,0.3384947311853299,0.6614447305905564,0.9999394617758863
sad,sick,MG_high__US_high,BK,SR,0.3306662958015705,0.6628219945375682,0.9934882903391387
sad,sick,MG_high__US_low,BK,MB,0.367444306633141,0.005563180284259728,0.36188112634888125
sad,sick,MG_high__US_low,LG,SO,0.35058292375391886,0.09842708942904665,0.2521558343248722
sad,sick,MG_high__US_low,BK,SB,0.3696703115292117,0.12896049620015893,0.24070981532905278
sad,sick,MG_low__US_high,DB,DH,0.01985424152536086,0.817199605441771,0.7973453639164101
sad,sick,MG_low__US_high,DB,SH,0.011040426256112346,0.7877625981658536,0.7767221719097412
sad,sick,MG_low__US_high,DB,LH,0.011720802639549444,0.748024402592167,0.7363035999526175
sad,sick,MG_low__US_high,DB,MH,0.04887912381867188,0.7742574192943887,0.7253782954757169
sad,sick,MG_low__US_high,DC,DH,0.003670617812874921,0.6746021466840653,0.6709315288711903
sad,sick,MG_low__US_low,DR,LR,0.021003691564419003,0.0063708380807194764,-0.02737452964513848
sad,sick,MG_low__US_low,LC,WH,0.024844442510837395,0.005732700916903033,-0.030577143427740427
sad,sick,MG_low__US_low,SC,WH,0.0028714784185350783,0.03456822359672462,-0.0374397020152597
sad,sick,MG_low__US_low,DG,LO,0.008611917107741063,0.035562817378214595,-0.04417473448595566
sad,sick,MG_low__US_low,LC,SC,0.02515263824627606,0.026958750688062638,-0.0521113889343387
sad,tree,MG_high__US_high,BK,SG,0.9279325756686185,0.9942394936723189,1.9221720693409374
sad,tree,MG_high__US_high,A1,SG,0.9026038750737471,0.9968109676994665,1.8994148427732136
sad,tree,MG_high__US_high,BK,DG,0.8961642450727714,0.9980284505014931,1.8941926955742645
sad,tree,MG_high__US_high,BK,MG,0.8907247775529388,0.9874977188824079,1.8782224964353467
sad,tree,MG_high__US_high,A1,DG,0.8656234255913267,0.9990797588476465,1.8647031844389732
sad,tree,MG_high__US_low,DP,SB,0.5525148978365393,0.031329734461613024,0.5211851633749263
sad,tree,MG_high__US_low,LC,MP,0.5400051133101933,0.04177785286247726,0.49822726044771604
sad,tree,MG_high__US_low,MC,MP,0.44943887681959516,0.011196690385870234,0.4382421864337249
sad,tree,MG_high__US_low,DP,LB,0.4603768069259091,0.03353429395057628,0.4268425129753328
sad,tree,MG_high__US_low,LC,WH,0.4108915721347055,0.016961094092950157,0.39393047804175535
sad,tree,MG_low__US_high,A2,MP,0.0389251241650983,0.776224959471632,0.7372998353065336
sad,tree,MG_low__US_high,DB,LY,0.0029834362725111863,0.7163436157477086,0.7133601794751974
sad,tree,MG_low__US_high,MH,SB,0.07940835758653408,0.7662766681834274,0.68686831059689335
sad,tree,MG_low__US_high,A1,DP,0.07887269525901575,0.7613982598940239,0.6825255646350081
sad,tree,MG_low__US_high,LY,MB,0.01087961093734613,0.6885019612533145,0.6776223503159684
sad,tree,MG_low__US_low,MO,SR,0.002772377363020384,0.03646466532791587,-0.03923704269093625
sad,tree,MG_low__US_low,LB,SB,0.04886406847643454,0.001926189644400278,-0.05079025812083482
sad,tree,MG_low__US_low,LP,WH,0.024761370420031792,0.03159753067865173,-0.05635890109868352
sad,tree,MG_low__US_low,DB,MB,0.014761429631842793,0.04908912062204185,-0.06385055025388464
sad,tree,MG_low__US_low,DY,LR,0.014222016365903867,0.05028277936351988,-0.06450479572942375
safety,sandstorm,MG_high__US_high,MO,SB,0.6682803598651521,0.9011397924798292,1.5694201523449813
safety,sandstorm,MG_high__US_high,DO,SB,0.67492301900052,0.8870178226087575,1.5619408416092775
safety,sandstorm,MG_high__US_high,MO,SG,0.6163699052136256,0.9130647874606941,1.5294346926743196
safety,sandstorm,MG_high__US_high,DO,SG,0.6226386300401456,0.9001430487050457,1.5227816787451913
safety,sandstorm,MG_high__US_high,MY,SB,0.6192545655160722,0.8803941534051107,1.499648718921183
safety,sandstorm,MG_low__US_low,BK,LY,4.303218220539917e-4,0.01895370620704867,-0.019384028029102662
safety,sandstorm,MG_low__US_low,LB,LC,0.014702224758061655,0.005710567143870693,-0.020412791901932348
safety,sandstorm,MG_low__US_low,LB,MB,0.018320278072771812,0.003787258213184652,-0.022107536285956464
safety,sandstorm,MG_low__US_low,DC,MB,0.00541553808749673,0.026900742843501524,-0.032316280930998253
safety,sandstorm,MG_low__US_low,LC,MB,0.033007033815589226,0.0018897463690872307,-0.03489678018467646
safety,sick,MG_high__US_high,A2,SB,0.5168340294063625,0.7205473323377738,1.2373813617441363
safety,sick,MG_high__US_high,BK,SB,0.3433448027847559,0.8204851987708242,1.16383000155558
safety,sick,MG_high__US_high,A1,SB,0.35609237750418105,0.7192667405702662,1.0753591180744473
safety,sick,MG_high__US_high,A2,SC,0.4175162639171417,0.6044110141673791,1.0219272780845208
safety,sick,MG_high__US_high,A2,WH,0.3470785950551214,0.6616436280884412,1.0087222231435626
safety,sick,MG_high__US_low,DP,SO,0.5358594161749233,0.006072245698871992,0.5297871704760513
safety,sick,MG_high__US_low,DP,SY,0.48935723045554674,0.04598321667165117,0.44337401378389557
safety,sick,MG_high__US_low,MP,SY,0.4096414793181373,0.014056247924894905,0.3955852313932424
safety,sick,MG_high__US_low,MP,SO,0.4572101186451482,0.0665920504487496,0.3906180681963986
safety,sick,MG_high__US_low,DP,SG,0.4652692478064695,0.09208092256072181,0.3731883252457477
safety,sick,MG_low__US_high,DY,LB,0.0019065088192304902,0.8783740713242236,0.8764675625049931
safety,sick,MG_low__US_high,DY,MB,0.029762734387554557,0.8833600330318852,0.8535972986443305
safety,sick,MG_low__US_high,DY,WH,0.08002790084623385,0.9107179881704244,0.8306900873241905
safety,sick,MG_low__US_high,DY,SP,0.07160136468647771,0.8823683524797075,0.8107669877932298
safety,sick,MG_low__US_high,DY,MC,0.020819487212445198,0.8306972659136089,0.8098777787011637
safety,sick,MG_low__US_low,LO,MG,0.009146343899798681,0.004996560960518648,-0.014142904860317329
safety,sick,MG_low__US_low,DR,LH,0.017197239559541444,0.010769103137658609,-0.027966342697200053
safety,sick,MG_low__US_low,DC,LG,0.005707650892111504,0.022828730323358748,-0.028536381215470252
safety,sick,MG_low__US_low,LY,SR,0.015490002856044571,0.02699402352366853,-0.0424840263797131
safety,sick,MG_low__US_low,LP,MP,0.04335897966583335,0.0013817606855211495,-0.0447407403513545
safety,tree,MG_high__US_high,DG,WH,0.7168061782941484,0.8529590427149567,1.569765221009105
safety,tree,MG_high__US_high,DG,SB,0.6484473681194323,0.8442435511818422,1.4926909193012745
safety,tree,MG_high__US_high,MG,WH,0.7246650953556488,0.7272163454299287,1.4518814407855776
safety,tree,MG_high__US_high,A3,DG,0.6882964615606073,0.7473162837408123,1.4356127453014196
safety,tree,MG_high__US_high,DO,WH,0.5584048674103503,0.8769119845156146,1.435316851925965
safety,tree,MG_high__US_low,A2,DR,0.353881136511222,0.04825551383100768,0.3056256226802143
safety,tree,MG_high__US_low,DR,LG,0.44820667565729666,0.14529903182729909,0.3029076438299976
safety,tree,MG_high__US_low,A2,A3,0.4219482054822876,0.13302296018100734,0.2889252453012803
safety,tree,MG_high__US_low,BK,LG,0.3391005045747584,0.060724077438757185,0.2783764271360012
safety,tree,MG_high__US_low,A3,LO,0.37748871804460116,0.1140987837574503,0.26338993428715085
safety,tree,MG_low__US_low,SP,SY,5.391258183158332e-4,0.002440106613636528,-0.002979232431952361
safety,tree,MG_low__US_low,MP,SP,0.004452731765047568,0.002962312488685337,-0.007415044253732905
safety,tree,MG_low__US_low,MP,SY,0.004419662124607537,0.004790018006757657,-0.009209680131365194
safety,tree,MG_low__US_low,DC,MO,0.009453588057374451,0.013345569678812286,-0.022799157736186737
safety,tree,MG_low__US_low,LH,MO,0.02566449655076397,0.005927661337669088,-0.03159215788843306
sandstorm,sick,MG_high__US_high,DH,MO,0.4289721702459057,0.8813396872022592,1.310311857448165
sandstorm,sick,MG_high__US_high,MG,MO,0.5287883772053028,0.7600924709309713,1.2888808481362741
sandstorm,sick,MG_high__US_high,LO,MG,0.4671388678572663,0.8215346575199085,1.2886735253771748
sandstorm,sick,MG_high__US_high,DH,LO,0.367319727370595,0.9189666529795089,1.286286380350104
sandstorm,sick,MG_high__US_high,DP,LO,0.5554090441703572,0.727333756796215,1.2827428009665722
sandstorm,sick,MG_high__US_low,DP,DY,0.480609281615914,0.02829203865421981,0.4523172429616942
sandstorm,sick,MG_high__US_low,DY,MC,0.4432797689094794,0.009241114647821791,0.4340386542616576
sandstorm,sick,MG_high__US_low,SB,SY,0.4404863535895424,0.050906467088104035,0.3895798865014384
sandstorm,sick,MG_high__US_low,SP,SY,0.46116035569024594,0.08576144668808228,0.37539890900216366
sandstorm,sick,MG_high__US_low,A3,SO,0.36381418774216856,0.020523283767196754,0.3432909039749718
sandstorm,sick,MG_low__US_high,DH,WH,0.0197422683718389,0.8111346862224842,0.7913924178506453
sandstorm,sick,MG_low__US_high,A3,DH,0.018995461888924536,0.798422615715362,0.7794271538264375
sandstorm,sick,MG_low__US_high,DH,SC,0.02942804317291081,0.7684282482748961,0.7390002051019853
sandstorm,sick,MG_low__US_high,DH,LP,0.06197650471370486,0.7945423503733087,0.7325658456596038
sandstorm,sick,MG_low__US_high,DH,SB,0.07801522827599916,0.8080975111406337,0.7300822828646345
sandstorm,sick,MG_low__US_low,DR,LG,0.005329850499566913,0.012535017151305006,-0.01786486765087192
sandstorm,sick,MG_low__US_low,LP,MB,0.024466442400593147,0.002193149711355813,-0.02665959211194896
sandstorm,sick,MG_low__US_low,MB,SC,0.011026467613176771,0.025262464955529973,-0.036288932568706744
sandstorm,sick,MG_low__US_low,LB,LP,0.026759395755372173,0.024892577090459833,-0.051651972845832006
sandstorm,sick,MG_low__US_low,LB,SP,0.03837745233305645,0.021254130403260074,-0.059631582736316524
sandstorm,tree,MG_high__US_high,DG,DP,0.8659233599171565,0.9999681006004519,1.8658914605176085
sandstorm,tree,MG_high__US_high,DG,WH,0.8510580902315024,0.9930539954095903,1.8441120856410926
sandstorm,tree,MG_high__US_high,DG,MO,0.8394725826359417,0.9965104245666454,1.8359830072025871
sandstorm,tree,MG_high__US_high,A2,DG,0.8345345123590138,0.996070615504121,1.8306051278631348
sandstorm,tree,MG_high__US_high,A1,DG,0.8354803865073532,0.9949433436506956,1.8304237301580488
sandstorm,tree,MG_high__US_low,MH,SG,0.5164039076652496,0.14289899443216014,0.37350491323308943
sandstorm,tree,MG_low__US_high,LB,MH,0.04470894589667007,0.8002321854382233,0.7555232395415532
sandstorm,tree,MG_low__US_high,MH,SB,0.028311172596260148,0.7805787251046692,0.752267552508409
sandstorm,tree,MG_low__US_high,LC,MH,0.023740451437758325,0.7527567770001771,0.7290163255624187
sandstorm,tree,MG_low__US_high,MC,MH,0.03300722869560335,0.657133198693892,0.6241259699982886
sandstorm,tree,MG_low__US_low,LP,SR,0.030335172053874038,0.010453749448375016,-0.040788921502249054
sandstorm,tree,MG_low__US_low,LO,MY,0.031352364264015,0.012099860951391594,-0.04345222521540659
sandstorm,tree,MG_low__US_low,MG,SG,0.027639385037056874,0.033848575702337014,-0.06148796073939389
sandstorm,tree,MG_low__US_low,LP,MP,0.007148914814324225,0.061033616589346584,-0.06818253140367081
sandstorm,tree,MG_low__US_low,LC,SB,0.06519148395347951,0.00446726221050775,-0.06965874616398726
sick,tree,MG_high__US_high,DG,DP,0.8142912137964167,0.8410297366529063,1.655320950449323
sick,tree,MG_high__US_high,A1,DG,0.7438603393678949,0.8920455533212281,1.635905892689123
sick,tree,MG_high__US_high,BK,DG,0.7240423899214745,0.8780883141287126,1.602130704050187
sick,tree,MG_high__US_high,A2,DG,0.7092203150588114,0.8923230051780926,1.601543320236904
sick,tree,MG_high__US_high,DG,DR,0.7316633666509691,0.8069519336788542,1.5386153003298233
sick,tree,MG_high__US_low,DP,SO,0.6219914256257899,0.014855426545216543,0.6071359990805734
sick,tree,MG_high__US_low,SH,WH,0.5748442722182463,0.04633401611346688,0.5285102561047794
sick,tree,MG_high__US_low,DP,SH,0.6423823892881855,0.1264756935314162,0.5159066957567693
sick,tree,MG_high__US_low,DP,SY,0.5905022561843296,0.07792607547058927,0.5125761807137403
sick,tree,MG_high__US_low,SY,WH,0.5108150966282605,0.012441989027518918,0.4983731076007416
sick,tree,MG_low__US_low,LH,LO,0.0050262817912833935,0.00999202105459518,-0.015018302845878573
sick,tree,MG_low__US_low,LP,SP,0.018125409865888287,0.006152579510003253,-0.02427798937589154
sick,tree,MG_low__US_low,LY,MO,0.014554852295404208,0.013086332389178557,-0.027641184684582765
sick,tree,MG_low__US_low,A2,BK,0.024127192131326636,0.011865723596086175,-0.03599291572741281
sick,tree,MG_low__US_low,A1,BK,0.02073935224894563,0.016658934360390676,-0.037398286609336306
