conA,conB,col1,col2,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,dS_diff
angry,banana,A1,A2,0.3736,0.3438,0.0524,0.0712,0.0486,0.5393,0.0785,0.3566,0.346,0.1342,0.179,0.0554,0.5403,0.0805,-0.002
angry,death,A1,A2,0.3736,0.3438,0.775,0.6698,-0.0754,0.4525,0.0949,0.3566,0.346,0.7284,0.5956,-0.1222,0.4264,0.1471,-0.0522
angry,happy,A1,A2,0.3736,0.3438,0.1012,0.1154,0.044,0.5338,0.0676,0.3566,0.346,0.199,0.241,0.0526,0.5353,0.0707,-0.0031
angry,justice,A1,A2,0.3736,0.3438,0.302,0.333,0.0608,0.5369,0.0738,0.3566,0.346,0.2456,0.392,0.157,0.5956,0.1911,-0.1173
angry,lightning,A1,A2,0.3736,0.3438,0.3756,0.3102,-0.0356,0.4787,0.0425,0.3566,0.346,0.322,0.4078,0.0964,0.5569,0.1138,-0.0713
angry,mango,A1,A2,0.3736,0.3438,0.0426,0.0432,0.0304,0.525,0.0499,0.3566,0.346,0.118,0.1832,0.0758,0.5554,0.1108,-0.0609
angry,peace,A1,A2,0.3736,0.3438,0.1886,0.2364,0.0776,0.5522,0.1045,0.3566,0.346,0.2756,0.2918,0.0268,0.5168,0.0337,0.0708
angry,peach,A1,A2,0.3736,0.3438,0.0288,0.0424,0.0434,0.5358,0.0716,0.3566,0.346,0.243,0.215,-0.0174,0.4884,0.0232,0.0484
angry,sad,A1,A2,0.3736,0.3438,0.7964,0.7026,-0.064,0.4586,0.0827,0.3566,0.346,0.6488,0.621,-0.0172,0.4898,0.0203,0.0624
angry,safety,A1,A2,0.3736,0.3438,0.223,0.2158,0.0226,0.5151,0.0303,0.3566,0.346,0.3688,0.223,-0.1352,0.416,0.168,-0.1377
angry,sandstorm,A1,A2,0.3736,0.3438,0.3454,0.4254,0.1098,0.5638,0.1275,0.3566,0.346,0.4604,0.5138,0.064,0.5363,0.0727,0.0548
angry,sick,A1,A2,0.3736,0.3438,0.4512,0.4422,0.0208,0.5118,0.0236,0.3566,0.346,0.5234,0.5204,0.0076,0.5043,0.0086,0.015
angry,tree,A1,A2,0.3736,0.3438,0.0992,0.0934,0.024,0.5187,0.0375,0.3566,0.346,0.2184,0.2534,0.0456,0.5301,0.0602,-0.0227
banana,death,A1,A2,0.0524,0.0712,0.775,0.6698,-0.124,0.3869,0.2262,0.1342,0.179,0.7284,0.5956,-0.1776,0.3699,0.2603,-0.0341
banana,happy,A1,A2,0.0524,0.0712,0.1012,0.1154,-0.0046,0.4922,0.0156,0.1342,0.179,0.199,0.241,-0.0028,0.4975,0.005,0.0106
banana,justice,A1,A2,0.0524,0.0712,0.302,0.333,0.0122,0.5104,0.0209,0.1342,0.179,0.2456,0.392,0.1016,0.5771,0.1542,-0.1333
banana,lightning,A1,A2,0.0524,0.0712,0.3756,0.3102,-0.0842,0.4307,0.1386,0.1342,0.179,0.322,0.4078,0.041,0.5296,0.0592,0.0794
banana,mango,A1,A2,0.0524,0.0712,0.0426,0.0432,-0.0182,0.4512,0.0975,0.1342,0.179,0.118,0.1832,0.0204,0.5212,0.0423,0.0552
banana,peace,A1,A2,0.0524,0.0712,0.1886,0.2364,0.029,0.5314,0.0627,0.1342,0.179,0.2756,0.2918,-0.0286,0.4774,0.0452,0.0175
banana,peach,A1,A2,0.0524,0.0712,0.0288,0.0424,-0.0052,0.4853,0.0293,0.1342,0.179,0.243,0.215,-0.0728,0.437,0.1261,-0.0968
banana,sad,A1,A2,0.0524,0.0712,0.7964,0.7026,-0.1126,0.3911,0.2178,0.1342,0.179,0.6488,0.621,-0.0726,0.4479,0.1041,0.1137
banana,safety,A1,A2,0.0524,0.0712,0.223,0.2158,-0.026,0.4725,0.0551,0.1342,0.179,0.3688,0.223,-0.1906,0.3537,0.2926,-0.2375
banana,sandstorm,A1,A2,0.0524,0.0712,0.3454,0.4254,0.0612,0.5483,0.0966,0.1342,0.179,0.4604,0.5138,0.0086,0.5058,0.0117,0.0849
banana,sick,A1,A2,0.0524,0.0712,0.4512,0.4422,-0.0278,0.479,0.042,0.1342,0.179,0.5234,0.5204,-0.0478,0.4676,0.0649,-0.0229
banana,tree,A1,A2,0.0524,0.0712,0.0992,0.0934,-0.0246,0.4551,0.0898,0.1342,0.179,0.2184,0.2534,-0.0098,0.4916,0.0168,0.073
death,happy,A1,A2,0.775,0.6698,0.1012,0.1154,0.1194,0.6024,0.2047,0.7284,0.5956,0.199,0.241,0.1748,0.6183,0.2366,-0.0319
death,justice,A1,A2,0.775,0.6698,0.302,0.333,0.1362,0.5881,0.1762,0.7284,0.5956,0.2456,0.392,0.2792,0.6692,0.3384,-0.1622
death,lightning,A1,A2,0.775,0.6698,0.3756,0.3102,0.0398,0.5254,0.0509,0.7284,0.5956,0.322,0.4078,0.2186,0.6293,0.2586,-0.2077
death,mango,A1,A2,0.775,0.6698,0.0426,0.0432,0.1058,0.5988,0.1976,0.7284,0.5956,0.118,0.1832,0.198,0.6454,0.2909,-0.0933
death,peace,A1,A2,0.775,0.6698,0.1886,0.2364,0.153,0.6114,0.2228,0.7284,0.5956,0.2756,0.2918,0.149,0.5945,0.189,0.0338
death,peach,A1,A2,0.775,0.6698,0.0288,0.0424,0.1188,0.6113,0.2226,0.7284,0.5956,0.243,0.215,0.1048,0.5708,0.1417,0.0809
death,sad,A1,A2,0.775,0.6698,0.7964,0.7026,0.0114,0.508,0.016,0.7284,0.5956,0.6488,0.621,0.105,0.5628,0.1255,-0.1095
death,safety,A1,A2,0.775,0.6698,0.223,0.2158,0.098,0.5712,0.1424,0.7284,0.5956,0.3688,0.223,-0.013,0.4917,0.0166,0.1258
death,sandstorm,A1,A2,0.775,0.6698,0.3454,0.4254,0.1852,0.6137,0.2273,0.7284,0.5956,0.4604,0.5138,0.1862,0.6061,0.2123,0.015
death,sick,A1,A2,0.775,0.6698,0.4512,0.4422,0.0962,0.558,0.1159,0.7284,0.5956,0.5234,0.5204,0.1298,0.5744,0.1488,-0.0329
death,tree,A1,A2,0.775,0.6698,0.0992,0.0934,0.0994,0.5871,0.1741,0.7284,0.5956,0.2184,0.2534,0.1678,0.6116,0.2232,-0.0491
happy,justice,A1,A2,0.1012,0.1154,0.302,0.333,0.0168,0.5136,0.0272,0.199,0.241,0.2456,0.392,0.1044,0.5727,0.1455,-0.1183
happy,lightning,A1,A2,0.1012,0.1154,0.3756,0.3102,-0.0796,0.4378,0.1245,0.199,0.241,0.322,0.4078,0.0438,0.5293,0.0585,0.066
happy,mango,A1,A2,0.1012,0.1154,0.0426,0.0432,-0.0136,0.4752,0.0497,0.199,0.241,0.118,0.1832,0.0232,0.5207,0.0415,0.0082
happy,peace,A1,A2,0.1012,0.1154,0.1886,0.2364,0.0336,0.5333,0.0667,0.199,0.241,0.2756,0.2918,-0.0258,0.4814,0.0372,0.0295
happy,peach,A1,A2,0.1012,0.1154,0.0288,0.0424,-6e-4,0.4989,0.0022,0.199,0.241,0.243,0.215,-0.07,0.4456,0.1088,-0.1066
happy,sad,A1,A2,0.1012,0.1154,0.7964,0.7026,-0.108,0.4025,0.1949,0.199,0.241,0.6488,0.621,-0.0698,0.4536,0.0927,0.1022
happy,safety,A1,A2,0.1012,0.1154,0.223,0.2158,-0.0214,0.4791,0.0417,0.199,0.241,0.3688,0.223,-0.1878,0.3678,0.2644,-0.2227
happy,sandstorm,A1,A2,0.1012,0.1154,0.3454,0.4254,0.0658,0.5495,0.099,0.199,0.241,0.4604,0.5138,0.0114,0.5072,0.0145,0.0845
happy,sick,A1,A2,0.1012,0.1154,0.4512,0.4422,-0.0232,0.4832,0.0335,0.199,0.241,0.5234,0.5204,-0.045,0.4715,0.057,-0.0235
happy,tree,A1,A2,0.1012,0.1154,0.0992,0.0934,-0.02,0.4705,0.0589,0.199,0.241,0.2184,0.2534,-0.007,0.4946,0.0108,0.0481
justice,lightning,A1,A2,0.302,0.333,0.3756,0.3102,-0.0964,0.4409,0.1182,0.2456,0.392,0.322,0.4078,-0.0606,0.463,0.074,0.0442
justice,mango,A1,A2,0.302,0.333,0.0426,0.0432,-0.0304,0.4735,0.0529,0.2456,0.392,0.118,0.1832,-0.0812,0.4378,0.1245,-0.0716
justice,peace,A1,A2,0.302,0.333,0.1886,0.2364,0.0168,0.5118,0.0236,0.2456,0.392,0.2756,0.2918,-0.1302,0.4159,0.1683,-0.1447
justice,peach,A1,A2,0.302,0.333,0.0288,0.0424,-0.0174,0.4848,0.0304,0.2456,0.392,0.243,0.215,-0.1744,0.381,0.238,-0.2076
justice,sad,A1,A2,0.302,0.333,0.7964,0.7026,-0.1248,0.4169,0.1662,0.2456,0.392,0.6488,0.621,-0.1742,0.3951,0.2098,-0.0436
justice,safety,A1,A2,0.302,0.333,0.223,0.2158,-0.0382,0.4735,0.0531,0.2456,0.392,0.3688,0.223,-0.2922,0.3175,0.365,-0.3119
justice,sandstorm,A1,A2,0.302,0.333,0.3454,0.4254,0.049,0.5294,0.0587,0.2456,0.392,0.4604,0.5138,-0.093,0.4458,0.1085,-0.0498
justice,sick,A1,A2,0.302,0.333,0.4512,0.4422,-0.04,0.4767,0.0467,0.2456,0.392,0.5234,0.5204,-0.1494,0.4134,0.1732,-0.1265
justice,tree,A1,A2,0.302,0.333,0.0992,0.0934,-0.0368,0.4698,0.0605,0.2456,0.392,0.2184,0.2534,-0.1114,0.4239,0.1521,-0.0916
lightning,mango,A1,A2,0.3756,0.3102,0.0426,0.0432,0.066,0.5553,0.1106,0.322,0.4078,0.118,0.1832,-0.0206,0.485,0.03,0.0806
lightning,peace,A1,A2,0.3756,0.3102,0.1886,0.2364,0.1132,0.5771,0.1542,0.322,0.4078,0.2756,0.2918,-0.0696,0.4566,0.0868,0.0674
lightning,peach,A1,A2,0.3756,0.3102,0.0288,0.0424,0.079,0.5664,0.1328,0.322,0.4078,0.243,0.215,-0.1138,0.4252,0.1497,-0.0169
lightning,sad,A1,A2,0.3756,0.3102,0.7964,0.7026,-0.0284,0.4814,0.0373,0.322,0.4078,0.6488,0.621,-0.1136,0.4336,0.1329,-0.0956
lightning,safety,A1,A2,0.3756,0.3102,0.223,0.2158,0.0582,0.5395,0.079,0.322,0.4078,0.3688,0.223,-0.2316,0.359,0.2821,-0.2031
lightning,sandstorm,A1,A2,0.3756,0.3102,0.3454,0.4254,0.1454,0.5851,0.1702,0.322,0.4078,0.4604,0.5138,-0.0324,0.4817,0.0366,0.1336
lightning,sick,A1,A2,0.3756,0.3102,0.4512,0.4422,0.0564,0.5324,0.0648,0.322,0.4078,0.5234,0.5204,-0.0888,0.4499,0.1001,-0.0353
lightning,tree,A1,A2,0.3756,0.3102,0.0992,0.0934,0.0596,0.5474,0.0948,0.322,0.4078,0.2184,0.2534,-0.0508,0.4667,0.0666,0.0282
mango,peace,A1,A2,0.0426,0.0432,0.1886,0.2364,0.0472,0.5524,0.1048,0.118,0.1832,0.2756,0.2918,-0.049,0.461,0.078,0.0268
mango,peach,A1,A2,0.0426,0.0432,0.0288,0.0424,0.013,0.5462,0.0924,0.118,0.1832,0.243,0.215,-0.0932,0.4187,0.1625,-0.0701
mango,sad,A1,A2,0.0426,0.0432,0.7964,0.7026,-0.0944,0.4063,0.1875,0.118,0.1832,0.6488,0.621,-0.093,0.433,0.134,0.0535
mango,safety,A1,A2,0.0426,0.0432,0.223,0.2158,-0.0078,0.4915,0.017,0.118,0.1832,0.3688,0.223,-0.211,0.3377,0.3247,-0.3077
mango,sandstorm,A1,A2,0.0426,0.0432,0.3454,0.4254,0.0794,0.5635,0.127,0.118,0.1832,0.4604,0.5138,-0.0118,0.4919,0.0161,0.1109
mango,sick,A1,A2,0.0426,0.0432,0.4512,0.4422,-0.0096,0.4926,0.0147,0.118,0.1832,0.5234,0.5204,-0.0682,0.4535,0.093,-0.0783
mango,tree,A1,A2,0.0426,0.0432,0.0992,0.0934,-0.0064,0.4872,0.0255,0.118,0.1832,0.2184,0.2534,-0.0302,0.4739,0.0523,-0.0268
peace,peach,A1,A2,0.1886,0.2364,0.0288,0.0424,-0.0342,0.4617,0.0767,0.2756,0.2918,0.243,0.215,-0.0442,0.4685,0.063,0.0137
peace,sad,A1,A2,0.1886,0.2364,0.7964,0.7026,-0.1416,0.393,0.2139,0.2756,0.2918,0.6488,0.621,-0.044,0.4726,0.0548,0.1591
peace,safety,A1,A2,0.1886,0.2364,0.223,0.2158,-0.055,0.456,0.088,0.2756,0.2918,0.3688,0.223,-0.162,0.3936,0.2127,-0.1247
peace,sandstorm,A1,A2,0.1886,0.2364,0.3454,0.4254,0.0322,0.5214,0.0428,0.2756,0.2918,0.4604,0.5138,0.0372,0.5222,0.0444,-0.0016
peace,sick,A1,A2,0.1886,0.2364,0.4512,0.4422,-0.0568,0.4635,0.0729,0.2756,0.2918,0.5234,0.5204,-0.0192,0.4886,0.0229,0.05
peace,tree,A1,A2,0.1886,0.2364,0.0992,0.0934,-0.0536,0.4456,0.1087,0.2756,0.2918,0.2184,0.2534,0.0188,0.5133,0.0266,0.0821
peach,sad,A1,A2,0.0288,0.0424,0.7964,0.7026,-0.1074,0.393,0.214,0.243,0.215,0.6488,0.621,2e-4,0.5001,3e-4,0.2137
peach,safety,A1,A2,0.0288,0.0424,0.223,0.2158,-0.0208,0.4772,0.0457,0.243,0.215,0.3688,0.223,-0.1178,0.4171,0.1658,-0.1201
peach,sandstorm,A1,A2,0.0288,0.0424,0.3454,0.4254,0.0664,0.5534,0.1068,0.243,0.215,0.4604,0.5138,0.0814,0.551,0.102,0.0048
peach,sick,A1,A2,0.0288,0.0424,0.4512,0.4422,-0.0226,0.4826,0.0347,0.243,0.215,0.5234,0.5204,0.025,0.5157,0.0314,0.0033
peach,tree,A1,A2,0.0288,0.0424,0.0992,0.0934,-0.0194,0.4604,0.0793,0.243,0.215,0.2184,0.2534,0.063,0.5478,0.0956,-0.0163
sad,safety,A1,A2,0.7964,0.7026,0.223,0.2158,0.0866,0.5652,0.1305,0.6488,0.621,0.3688,0.223,-0.118,0.4272,0.1455,-0.015
sad,sandstorm,A1,A2,0.7964,0.7026,0.3454,0.4254,0.1738,0.6095,0.219,0.6488,0.621,0.4604,0.5138,0.0812,0.5457,0.0914,0.1276
sad,sick,A1,A2,0.7964,0.7026,0.4512,0.4422,0.0848,0.5524,0.1047,0.6488,0.621,0.5234,0.5204,0.0248,0.514,0.028,0.0767
sad,tree,A1,A2,0.7964,0.7026,0.0992,0.0934,0.088,0.5813,0.1626,0.6488,0.621,0.2184,0.2534,0.0628,0.541,0.082,0.0806
safety,sandstorm,A1,A2,0.223,0.2158,0.3454,0.4254,0.0872,0.5573,0.1146,0.3688,0.223,0.4604,0.5138,0.1992,0.6167,0.2334,-0.1188
safety,sick,A1,A2,0.223,0.2158,0.4512,0.4422,-0.0018,0.4989,0.0023,0.3688,0.223,0.5234,0.5204,0.1428,0.5842,0.1684,-0.1661
safety,tree,A1,A2,0.223,0.2158,0.0992,0.0934,0.0014,0.5014,0.0028,0.3688,0.223,0.2184,0.2534,0.1808,0.6249,0.2499,-0.2471
sandstorm,sick,A1,A2,0.3454,0.4254,0.4512,0.4422,-0.089,0.4501,0.0998,0.4604,0.5138,0.5234,0.5204,-0.0564,0.4693,0.0613,0.0385
sandstorm,tree,A1,A2,0.3454,0.4254,0.0992,0.0934,-0.0858,0.4347,0.1306,0.4604,0.5138,0.2184,0.2534,-0.0184,0.4885,0.023,0.1076
sick,tree,A1,A2,0.4512,0.4422,0.0992,0.0934,0.0032,0.5023,0.0047,0.5234,0.5204,0.2184,0.2534,0.038,0.5237,0.0474,-0.0427
angry,banana,A1,A3,0.3736,0.1376,0.0524,0.0678,0.2514,0.7334,0.4668,0.3566,0.2608,0.1342,0.187,0.1486,0.6119,0.2238,0.243
angry,death,A1,A3,0.3736,0.1376,0.775,0.4332,-0.1058,0.4285,0.143,0.3566,0.2608,0.7284,0.424,-0.2086,0.3719,0.2562,-0.1132
angry,happy,A1,A3,0.3736,0.1376,0.1012,0.3008,0.4356,0.8025,0.605,0.3566,0.2608,0.199,0.5554,0.4522,0.7682,0.5364,0.0686
angry,justice,A1,A3,0.3736,0.1376,0.302,0.4376,0.3716,0.7278,0.4557,0.3566,0.2608,0.2456,0.69,0.5402,0.8137,0.6274,-0.1717
angry,lightning,A1,A3,0.3736,0.1376,0.3756,0.51,0.3704,0.7203,0.4406,0.3566,0.2608,0.322,0.4028,0.1766,0.6071,0.2142,0.2264
angry,mango,A1,A3,0.3736,0.1376,0.0426,0.0602,0.2536,0.73740000000000006,0.4748,0.3566,0.2608,0.118,0.1944,0.1722,0.6297,0.2594,0.2154
angry,peace,A1,A3,0.3736,0.1376,0.1886,0.5726,0.62,0.8602,0.7204,0.3566,0.2608,0.2756,0.7084,0.5286,0.8068,0.6136,0.1068
angry,peach,A1,A3,0.3736,0.1376,0.0288,0.0976,0.3048,0.772,0.5439,0.3566,0.2608,0.243,0.23,0.0828,0.5569,0.1138,0.4301
angry,sad,A1,A3,0.3736,0.1376,0.7964,0.4174,-0.143,0.4022,0.1956,0.3566,0.2608,0.6488,0.4436,-0.1094,0.4343,0.1313,0.0643
angry,safety,A1,A3,0.3736,0.1376,0.223,0.3274,0.3404,0.7268,0.4536,0.3566,0.2608,0.3688,0.4706,0.1976,0.6164,0.2329,0.2207
angry,sandstorm,A1,A3,0.3736,0.1376,0.3454,0.3636,0.2542,0.661,0.322,0.3566,0.2608,0.4604,0.3534,-0.0112,0.4933,0.0135,0.3085
angry,sick,A1,A3,0.3736,0.1376,0.4512,0.242,0.0268,0.518,0.0359,0.3566,0.2608,0.5234,0.4454,0.0178,0.5105,0.0209,0.015
angry,tree,A1,A3,0.3736,0.1376,0.0992,0.1328,0.2696,0.7294,0.4588,0.3566,0.2608,0.2184,0.1714,0.0488,0.5355,0.0709,0.3879
banana,death,A1,A3,0.0524,0.0678,0.775,0.4332,-0.3572,0.2178,0.5644,0.1342,0.187,0.7284,0.424,-0.3572,0.2545,0.491,0.0734
banana,happy,A1,A3,0.0524,0.0678,0.1012,0.3008,0.1842,0.6971,0.3942,0.1342,0.187,0.199,0.5554,0.3036,0.722,0.4441,-0.0499
banana,justice,A1,A3,0.0524,0.0678,0.302,0.4376,0.1202,0.5967,0.1935,0.1342,0.187,0.2456,0.69,0.3916,0.7823,0.5645,-0.371
banana,lightning,A1,A3,0.0524,0.0678,0.3756,0.51,0.119,0.5909,0.1819,0.1342,0.187,0.322,0.4028,0.028,0.5201,0.0403,0.1416
banana,mango,A1,A3,0.0524,0.0678,0.0426,0.0602,0.0022,0.5056,0.0112,0.1342,0.187,0.118,0.1944,0.0236,0.5239,0.0477,-0.0365
banana,peace,A1,A3,0.0524,0.0678,0.1886,0.5726,0.3686,0.7987,0.5973,0.1342,0.187,0.2756,0.7084,0.38,0.773,0.5461,0.0512
banana,peach,A1,A3,0.0524,0.0678,0.0288,0.0976,0.0534,0.6166,0.2332,0.1342,0.187,0.243,0.23,-0.0658,0.4442,0.1116,0.1216
banana,sad,A1,A3,0.0524,0.0678,0.7964,0.4174,-0.3944,0.1881,0.6239,0.1342,0.187,0.6488,0.4436,-0.258,0.3249,0.3502,0.2737
banana,safety,A1,A3,0.0524,0.0678,0.223,0.3274,0.089,0.5823,0.1645,0.1342,0.187,0.3688,0.4706,0.049,0.534,0.0679,0.0966
banana,sandstorm,A1,A3,0.0524,0.0678,0.3454,0.3636,0.0028,0.5023,0.0046,0.1342,0.187,0.4604,0.3534,-0.1598,0.3897,0.2207,-0.2161
banana,sick,A1,A3,0.0524,0.0678,0.4512,0.242,-0.2246,0.3157,0.3686,0.1342,0.187,0.5234,0.4454,-0.1308,0.4119,0.1761,0.1925
banana,tree,A1,A3,0.0524,0.0678,0.0992,0.1328,0.0182,0.5296,0.0593,0.1342,0.187,0.2184,0.1714,-0.0998,0.4084,0.1832,-0.1239
death,happy,A1,A3,0.775,0.4332,0.1012,0.3008,0.5414,0.8348,0.6696,0.7284,0.424,0.199,0.5554,0.6608,0.8519,0.7038,-0.0342
death,justice,A1,A3,0.775,0.4332,0.302,0.4376,0.4774,0.7686,0.5371,0.7284,0.424,0.2456,0.69,0.7488,0.8858,0.7716,-0.2345
death,lightning,A1,A3,0.775,0.4332,0.3756,0.51,0.4762,0.7612,0.5223,0.7284,0.424,0.322,0.4028,0.3852,0.719,0.4379,0.0844
death,mango,A1,A3,0.775,0.4332,0.0426,0.0602,0.3594,0.7855,0.571,0.7284,0.424,0.118,0.1944,0.3808,0.7603,0.5206,0.0504
death,peace,A1,A3,0.775,0.4332,0.1886,0.5726,0.7258,0.8817,0.7634,0.7284,0.424,0.2756,0.7084,0.7372,0.8806,0.7611,0.0023
death,peach,A1,A3,0.775,0.4332,0.0288,0.0976,0.4106,0.8124,0.6248,0.7284,0.424,0.243,0.23,0.2914,0.6878,0.3755,0.2493
death,sad,A1,A3,0.775,0.4332,0.7964,0.4174,-0.0372,0.476,0.0481,0.7284,0.424,0.6488,0.4436,0.0992,0.5583,0.1166,-0.0685
death,safety,A1,A3,0.775,0.4332,0.223,0.3274,0.4462,0.7697,0.5394,0.7284,0.424,0.3688,0.4706,0.4062,0.7244,0.4487,0.0907
death,sandstorm,A1,A3,0.775,0.4332,0.3454,0.3636,0.36,0.7102,0.4205,0.7284,0.424,0.4604,0.3534,0.1974,0.6145,0.2291,0.1914
death,sick,A1,A3,0.775,0.4332,0.4512,0.242,0.1326,0.5829,0.1658,0.7284,0.424,0.5234,0.4454,0.2264,0.6281,0.2562,-0.0904
death,tree,A1,A3,0.775,0.4332,0.0992,0.1328,0.3754,0.7773,0.5547,0.7284,0.424,0.2184,0.1714,0.2574,0.6755,0.3509,0.2038
happy,justice,A1,A3,0.1012,0.3008,0.302,0.4376,-0.064,0.4563,0.0874,0.199,0.5554,0.2456,0.69,0.088,0.5583,0.1167,-0.0293
happy,lightning,A1,A3,0.1012,0.3008,0.3756,0.51,-0.0652,0.4572,0.0857,0.199,0.5554,0.322,0.4028,-0.2756,0.3343,0.3313,-0.2456
happy,mango,A1,A3,0.1012,0.3008,0.0426,0.0602,-0.182,0.3026,0.3948,0.199,0.5554,0.118,0.1944,-0.28,0.2926,0.4149,-0.0201
happy,peace,A1,A3,0.1012,0.3008,0.1886,0.5726,0.1844,0.6332,0.2664,0.199,0.5554,0.2756,0.7084,0.0764,0.5503,0.1006,0.1658
happy,peach,A1,A3,0.1012,0.3008,0.0288,0.0976,-0.1308,0.3594,0.2812,0.199,0.5554,0.243,0.23,-0.3694,0.2593,0.4814,-0.2002
happy,sad,A1,A3,0.1012,0.3008,0.7964,0.4174,-0.5786,0.1446,0.7108,0.199,0.5554,0.6488,0.4436,-0.5616,0.196,0.608,0.1028
happy,safety,A1,A3,0.1012,0.3008,0.223,0.3274,-0.0952,0.429,0.142,0.199,0.5554,0.3688,0.4706,-0.2546,0.3502,0.2996,-0.1576
happy,sandstorm,A1,A3,0.1012,0.3008,0.3454,0.3636,-0.1814,0.3778,0.2444,0.199,0.5554,0.4604,0.3534,-0.4634,0.2406,0.5188,-0.2744
happy,sick,A1,A3,0.1012,0.3008,0.4512,0.242,-0.4088,0.2345,0.531,0.199,0.5554,0.5234,0.4454,-0.4344,0.2593,0.4814,0.0496
happy,tree,A1,A3,0.1012,0.3008,0.0992,0.1328,-0.166,0.3388,0.3224,0.199,0.5554,0.2184,0.1714,-0.4034,0.2281,0.5437,-0.2213
justice,lightning,A1,A3,0.302,0.4376,0.3756,0.51,-0.0012,0.4993,0.0014,0.2456,0.69,0.322,0.4028,-0.3636,0.2829,0.4341,-0.4327
justice,mango,A1,A3,0.302,0.4376,0.0426,0.0602,-0.118,0.4043,0.1914,0.2456,0.69,0.118,0.1944,-0.368,0.2306,0.5388,-0.3474
justice,peace,A1,A3,0.302,0.4376,0.1886,0.5726,0.2484,0.6515,0.303,0.2456,0.69,0.2756,0.7084,-0.0116,0.4922,0.0156,0.2874
justice,peach,A1,A3,0.302,0.4376,0.0288,0.0976,-0.0668,0.4464,0.1073,0.2456,0.69,0.243,0.23,-0.4574,0.2072,0.5857,-0.4784
justice,sad,A1,A3,0.302,0.4376,0.7964,0.4174,-0.5146,0.2112,0.5776,0.2456,0.69,0.6488,0.4436,-0.6496,0.1572,0.6856,-0.108
justice,safety,A1,A3,0.302,0.4376,0.223,0.3274,-0.0312,0.4802,0.0395,0.2456,0.69,0.3688,0.4706,-0.3426,0.2995,0.4011,-0.3616
justice,sandstorm,A1,A3,0.302,0.4376,0.3454,0.3636,-0.1174,0.4308,0.1385,0.2456,0.69,0.4604,0.3534,-0.5514,0.1972,0.6056,-0.4671
justice,sick,A1,A3,0.302,0.4376,0.4512,0.242,-0.3448,0.3,0.4001,0.2456,0.69,0.5234,0.4454,-0.5224,0.2153,0.5694,-0.1693
justice,tree,A1,A3,0.302,0.4376,0.0992,0.1328,-0.102,0.4226,0.1548,0.2456,0.69,0.2184,0.1714,-0.4914,0.1764,0.6473,-0.4925
lightning,mango,A1,A3,0.3756,0.51,0.0426,0.0602,-0.1168,0.4101,0.1797,0.322,0.4028,0.118,0.1944,-0.0044,0.4968,0.0064,0.1733
lightning,peace,A1,A3,0.3756,0.51,0.1886,0.5726,0.2496,0.6476,0.2953,0.322,0.4028,0.2756,0.7084,0.352,0.7096,0.4192,-0.1239
lightning,peach,A1,A3,0.3756,0.51,0.0288,0.0976,-0.0656,0.45,0.1,0.322,0.4028,0.243,0.23,-0.0938,0.4386,0.1227,-0.0227
lightning,sad,A1,A3,0.3756,0.51,0.7964,0.4174,-0.5134,0.2191,0.5619,0.322,0.4028,0.6488,0.4436,-0.286,0.3386,0.3228,0.2391
lightning,safety,A1,A3,0.3756,0.51,0.223,0.3274,-0.03,0.4816,0.0368,0.322,0.4028,0.3688,0.4706,0.021,0.5121,0.0242,0.0126
lightning,sandstorm,A1,A3,0.3756,0.51,0.3454,0.3636,-0.1162,0.4334,0.1332,0.322,0.4028,0.4604,0.3534,-0.1878,0.3925,0.2149,-0.0817
lightning,sick,A1,A3,0.3756,0.51,0.4512,0.242,-0.3436,0.306,0.388,0.322,0.4028,0.5234,0.4454,-0.1588,0.4107,0.1787,0.2093
lightning,tree,A1,A3,0.3756,0.51,0.0992,0.1328,-0.1008,0.427,0.1461,0.322,0.4028,0.2184,0.1714,-0.1278,0.4126,0.1749,-0.0288
mango,peace,A1,A3,0.0426,0.0602,0.1886,0.5726,0.3664,0.7994,0.5988,0.118,0.1944,0.2756,0.7084,0.3564,0.7599,0.5199,0.0789
mango,peach,A1,A3,0.0426,0.0602,0.0288,0.0976,0.0512,0.6182,0.2365,0.118,0.1944,0.243,0.23,-0.0894,0.424,0.1521,0.0844
mango,sad,A1,A3,0.0426,0.0602,0.7964,0.4174,-0.3966,0.1846,0.6307,0.118,0.1944,0.6488,0.4436,-0.2816,0.3094,0.3812,0.2495
mango,safety,A1,A3,0.0426,0.0602,0.223,0.3274,0.0868,0.581,0.162,0.118,0.1944,0.3688,0.4706,0.0254,0.5177,0.0354,0.1266
mango,sandstorm,A1,A3,0.0426,0.0602,0.3454,0.3636,6e-4,0.5005,0.001,0.118,0.1944,0.4604,0.3534,-0.1834,0.3734,0.2532,-0.2522
mango,sick,A1,A3,0.0426,0.0602,0.4512,0.242,-0.2268,0.3127,0.3747,0.118,0.1944,0.5234,0.4454,-0.1544,0.396,0.208,0.1667
mango,tree,A1,A3,0.0426,0.0602,0.0992,0.1328,0.016,0.5269,0.0537,0.118,0.1944,0.2184,0.1714,-0.1234,0.3865,0.227,-0.1733
