conA,conB,col1,col2,x1_us,x2_us,x3_us,x4_us,dX_us,p_gt0_us,dS_us,x1_mg,x2_mg,x3_mg,x4_mg,dX_mg,p_gt0_mg,dS_mg,dS_diff
banana,peace,LO,MG,0.2646,0.1134,0.5356,0.5498,0.1654,0.6072,0.2144,0.2138,0.4852,0.4486,0.3464,-0.3736,0.2864,0.4272,-0.2128
banana,peach,LO,MG,0.2646,0.1134,0.7756,0.1732,-0.4512,0.1644,0.6713,0.2138,0.4852,0.286,0.4466,-0.1108,0.432,0.1361,0.5352
banana,sad,LO,MG,0.2646,0.1134,0.1774,0.2216,0.1954,0.6636,0.3273,0.2138,0.4852,0.2626,0.2232,-0.3108,0.2975,0.405,-0.0777
banana,safety,LO,MG,0.2646,0.1134,0.3326,0.463,0.2816,0.6845,0.369,0.2138,0.4852,0.2774,0.3252,-0.2236,0.3596,0.2808,0.0882
banana,sandstorm,LO,MG,0.2646,0.1134,0.6782,0.0728,-0.4542,0.1645,0.6711,0.2138,0.4852,0.5244,0.1602,-0.6356,0.1478,0.7043,-0.0332
banana,sick,LO,MG,0.2646,0.1134,0.2968,0.4232,0.2776,0.6864,0.3729,0.2138,0.4852,0.3082,0.3484,-0.2312,0.3583,0.2835,0.0894
banana,tree,LO,MG,0.2646,0.1134,0.2118,0.7166,0.656,0.9039,0.8078,0.2138,0.4852,0.2852,0.691,0.1344,0.5858,0.1717,0.6361
death,happy,LO,MG,0.1082,0.0794,0.506,0.4642,-0.013,0.4905,0.0189,0.1808,0.1464,0.4274,0.3396,-0.0534,0.4624,0.0753,-0.0564
death,justice,LO,MG,0.1082,0.0794,0.193,0.2488,0.0846,0.5839,0.1677,0.1808,0.1464,0.3086,0.29,0.0158,0.5121,0.0242,0.1435
death,lightning,LO,MG,0.1082,0.0794,0.266,0.063,-0.1742,0.3087,0.3827,0.1808,0.1464,0.3296,0.2148,-0.0804,0.4359,0.1282,0.2545
death,mango,LO,MG,0.1082,0.0794,0.511,0.195,-0.2872,0.2701,0.4598,0.1808,0.1464,0.2952,0.5322,0.2714,0.6874,0.3748,0.085
death,peace,LO,MG,0.1082,0.0794,0.5356,0.5498,0.043,0.5314,0.0628,0.1808,0.1464,0.4486,0.3464,-0.0678,0.4526,0.0948,-0.032
death,peach,LO,MG,0.1082,0.0794,0.7756,0.1732,-0.5736,0.0636,0.8728,0.1808,0.1464,0.286,0.4466,0.195,0.6384,0.2767,0.5961
death,sad,LO,MG,0.1082,0.0794,0.1774,0.2216,0.073,0.5768,0.1536,0.1808,0.1464,0.2626,0.2232,-0.005,0.4958,0.0084,0.1452
death,safety,LO,MG,0.1082,0.0794,0.3326,0.463,0.1592,0.62,0.2399,0.1808,0.1464,0.2774,0.3252,0.0822,0.5626,0.1252,0.1147
death,sandstorm,LO,MG,0.1082,0.0794,0.6782,0.0728,-0.5766,0.0646,0.8708,0.1808,0.1464,0.5244,0.1602,-0.3298,0.2567,0.4866,0.3842
death,sick,LO,MG,0.1082,0.0794,0.2968,0.4232,0.1552,0.6208,0.2416,0.1808,0.1464,0.3082,0.3484,0.0746,0.555,0.11,0.1316
death,tree,LO,MG,0.1082,0.0794,0.2118,0.7166,0.5336,0.8951,0.7902,0.1808,0.1464,0.2852,0.691,0.4402,0.8018,0.6036,0.1866
happy,justice,LO,MG,0.506,0.4642,0.193,0.2488,0.0976,0.5616,0.1232,0.4274,0.3396,0.3086,0.29,0.0692,0.5421,0.0842,0.039
happy,lightning,LO,MG,0.506,0.4642,0.266,0.063,-0.1612,0.3939,0.2122,0.4274,0.3396,0.3296,0.2148,-0.027,0.4831,0.0338,0.1784
happy,mango,LO,MG,0.506,0.4642,0.511,0.195,-0.2742,0.3425,0.315,0.4274,0.3396,0.2952,0.5322,0.3248,0.683,0.3659,-0.0509
happy,peace,LO,MG,0.506,0.4642,0.5356,0.5498,0.056,0.5305,0.061,0.4274,0.3396,0.4486,0.3464,-0.0144,0.4917,0.0166,0.0444
happy,peach,LO,MG,0.506,0.4642,0.7756,0.1732,-0.5606,0.1811,0.6378,0.4274,0.3396,0.286,0.4466,0.2484,0.6429,0.2858,0.352
happy,sad,LO,MG,0.506,0.4642,0.1774,0.2216,0.086,0.5555,0.1111,0.4274,0.3396,0.2626,0.2232,0.0484,0.5311,0.0622,0.0489
happy,safety,LO,MG,0.506,0.4642,0.3326,0.463,0.1722,0.5954,0.1908,0.4274,0.3396,0.2774,0.3252,0.1356,0.582,0.164,0.0268
happy,sandstorm,LO,MG,0.506,0.4642,0.6782,0.0728,-0.5636,0.1807,0.6385,0.4274,0.3396,0.5244,0.1602,-0.2764,0.3333,0.3334,0.3051
happy,sick,LO,MG,0.506,0.4642,0.2968,0.4232,0.1682,0.5948,0.1896,0.4274,0.3396,0.3082,0.3484,0.128,0.5759,0.1517,0.0379
happy,tree,LO,MG,0.506,0.4642,0.2118,0.7166,0.5466,0.8011,0.6021,0.4274,0.3396,0.2852,0.691,0.4936,0.7751,0.5503,0.0518
justice,lightning,LO,MG,0.193,0.2488,0.266,0.063,-0.2588,0.2896,0.4208,0.3086,0.29,0.3296,0.2148,-0.0962,0.436,0.1279,0.2929
justice,mango,LO,MG,0.193,0.2488,0.511,0.195,-0.3718,0.2542,0.4916,0.3086,0.29,0.2952,0.5322,0.2556,0.6538,0.3076,0.184
justice,peace,LO,MG,0.193,0.2488,0.5356,0.5498,-0.0416,0.4736,0.0528,0.3086,0.29,0.4486,0.3464,-0.0836,0.4495,0.1011,-0.0483
justice,peach,LO,MG,0.193,0.2488,0.7756,0.1732,-0.6582,0.0885,0.823,0.3086,0.29,0.286,0.4466,0.1792,0.6099,0.2199,0.6031
justice,sad,LO,MG,0.193,0.2488,0.1774,0.2216,-0.0116,0.4905,0.019,0.3086,0.29,0.2626,0.2232,-0.0208,0.4857,0.0286,-0.0096
justice,safety,LO,MG,0.193,0.2488,0.3326,0.463,0.0746,0.5489,0.0979,0.3086,0.29,0.2774,0.3252,0.0664,0.5428,0.0857,0.0122
justice,sandstorm,LO,MG,0.193,0.2488,0.6782,0.0728,-0.6612,0.0889,0.8223,0.3086,0.29,0.5244,0.1602,-0.3456,0.2833,0.4335,0.3888
justice,sick,LO,MG,0.193,0.2488,0.2968,0.4232,0.0706,0.5474,0.0949,0.3086,0.29,0.3082,0.3484,0.0588,0.5371,0.0741,0.0208
justice,tree,LO,MG,0.193,0.2488,0.2118,0.7166,0.449,0.8031,0.6062,0.3086,0.29,0.2852,0.691,0.4244,0.7549,0.5098,0.0964
lightning,mango,LO,MG,0.266,0.063,0.511,0.195,-0.113,0.4152,0.1697,0.3296,0.2148,0.2952,0.5322,0.3518,0.7123,0.4246,-0.2549
lightning,peace,LO,MG,0.266,0.063,0.5356,0.5498,0.2172,0.6421,0.2842,0.3296,0.2148,0.4486,0.3464,0.0126,0.5079,0.0157,0.2685
lightning,peach,LO,MG,0.266,0.063,0.7756,0.1732,-0.3994,0.1857,0.6286,0.3296,0.2148,0.286,0.4466,0.2754,0.6706,0.3412,0.2874
lightning,sad,LO,MG,0.266,0.063,0.1774,0.2216,0.2472,0.7097,0.4194,0.3296,0.2148,0.2626,0.2232,0.0754,0.5536,0.1072,0.3122
lightning,safety,LO,MG,0.266,0.063,0.3326,0.463,0.3334,0.7192,0.4384,0.3296,0.2148,0.2774,0.3252,0.1626,0.6071,0.2142,0.2242
lightning,sandstorm,LO,MG,0.266,0.063,0.6782,0.0728,-0.4024,0.1857,0.6286,0.3296,0.2148,0.5244,0.1602,-0.2494,0.3345,0.3309,0.2977
lightning,sick,LO,MG,0.266,0.063,0.2968,0.4232,0.3294,0.7221,0.4441,0.3296,0.2148,0.3082,0.3484,0.155,0.5997,0.1994,0.2447
lightning,tree,LO,MG,0.266,0.063,0.2118,0.7166,0.7078,0.9261,0.8521,0.3296,0.2148,0.2852,0.691,0.5206,0.8088,0.6175,0.2346
mango,peace,LO,MG,0.511,0.195,0.5356,0.5498,0.3302,0.6879,0.3758,0.2952,0.5322,0.4486,0.3464,-0.3392,0.3105,0.3791,-0.0033
mango,peach,LO,MG,0.511,0.195,0.7756,0.1732,-0.2864,0.2999,0.4002,0.2952,0.5322,0.286,0.4466,-0.0764,0.4546,0.0907,0.3095
mango,sad,LO,MG,0.511,0.195,0.1774,0.2216,0.3602,0.7451,0.4903,0.2952,0.5322,0.2626,0.2232,-0.2764,0.3255,0.3489,0.1414
mango,safety,LO,MG,0.511,0.195,0.3326,0.463,0.4464,0.7524,0.5049,0.2952,0.5322,0.2774,0.3252,-0.1892,0.3849,0.2301,0.2748
mango,sandstorm,LO,MG,0.511,0.195,0.6782,0.0728,-0.2894,0.2989,0.4022,0.2952,0.5322,0.5244,0.1602,-0.6012,0.1712,0.6576,-0.2554
mango,sick,LO,MG,0.511,0.195,0.2968,0.4232,0.4424,0.7549,0.5098,0.2952,0.5322,0.3082,0.3484,-0.1968,0.383,0.2341,0.2757
mango,tree,LO,MG,0.511,0.195,0.2118,0.7166,0.8208,0.9211,0.8423,0.2952,0.5322,0.2852,0.691,0.1688,0.6033,0.2065,0.6358
peace,peach,LO,MG,0.5356,0.5498,0.7756,0.1732,-0.6166,0.1573,0.6855,0.4486,0.3464,0.286,0.4466,0.2628,0.65,0.3,0.3855
peace,sad,LO,MG,0.5356,0.5498,0.1774,0.2216,0.03,0.5195,0.039,0.4486,0.3464,0.2626,0.2232,0.0628,0.5401,0.0802,-0.0412
peace,safety,LO,MG,0.5356,0.5498,0.3326,0.463,0.1162,0.5649,0.1297,0.4486,0.3464,0.2774,0.3252,0.15,0.5901,0.1801,-0.0504
peace,sandstorm,LO,MG,0.5356,0.5498,0.6782,0.0728,-0.6196,0.1571,0.6859,0.4486,0.3464,0.5244,0.1602,-0.262,0.3424,0.3152,0.3707
peace,sick,LO,MG,0.5356,0.5498,0.2968,0.4232,0.1122,0.5637,0.1275,0.4486,0.3464,0.3082,0.3484,0.1424,0.5838,0.1676,-0.0401
peace,tree,LO,MG,0.5356,0.5498,0.2118,0.7166,0.4906,0.7767,0.5534,0.4486,0.3464,0.2852,0.691,0.508,0.7804,0.5608,-0.0074
peach,sad,LO,MG,0.7756,0.1732,0.1774,0.2216,0.6466,0.9159,0.8319,0.286,0.4466,0.2626,0.2232,-0.2,0.3708,0.2583,0.5736
peach,safety,LO,MG,0.7756,0.1732,0.3326,0.463,0.7328,0.8923,0.7846,0.286,0.4466,0.2774,0.3252,-0.1128,0.4303,0.1393,0.6453
peach,sandstorm,LO,MG,0.7756,0.1732,0.6782,0.0728,-0.003,0.4975,0.0051,0.286,0.4466,0.5244,0.1602,-0.5248,0.202,0.5959,-0.5908
peach,sick,LO,MG,0.7756,0.1732,0.2968,0.4232,0.7288,0.8968,0.7936,0.286,0.4466,0.3082,0.3484,-0.1204,0.4273,0.1454,0.6482
peach,tree,LO,MG,0.7756,0.1732,0.2118,0.7166,1.1072,0.9852,0.9704,0.286,0.4466,0.2852,0.691,0.2452,0.649,0.2981,0.6723
sad,safety,LO,MG,0.1774,0.2216,0.3326,0.463,0.0862,0.5579,0.1158,0.2626,0.2232,0.2774,0.3252,0.0872,0.5597,0.1194,-0.0036
sad,sandstorm,LO,MG,0.1774,0.2216,0.6782,0.0728,-0.6496,0.0845,0.831,0.2626,0.2232,0.5244,0.1602,-0.3248,0.2828,0.4344,0.3966
sad,sick,LO,MG,0.1774,0.2216,0.2968,0.4232,0.0822,0.5566,0.1132,0.2626,0.2232,0.3082,0.3484,0.0796,0.5531,0.1062,0.007
sad,tree,LO,MG,0.1774,0.2216,0.2118,0.7166,0.4606,0.817,0.634,0.2626,0.2232,0.2852,0.691,0.4452,0.7793,0.5587,0.0753
safety,sandstorm,LO,MG,0.3326,0.463,0.6782,0.0728,-0.7358,0.1077,0.7846,0.2774,0.3252,0.5244,0.1602,-0.412,0.2475,0.5051,0.2795
safety,sick,LO,MG,0.3326,0.463,0.2968,0.4232,-0.004,0.4977,0.0047,0.2774,0.3252,0.3082,0.3484,-0.0076,0.4952,0.0096,-0.0049
safety,tree,LO,MG,0.3326,0.463,0.2118,0.7166,0.3744,0.7257,0.4515,0.2774,0.3252,0.2852,0.691,0.358,0.7195,0.439,0.0125
sandstorm,sick,LO,MG,0.6782,0.0728,0.2968,0.4232,0.7318,0.8967,0.7935,0.5244,0.1602,0.3082,0.3484,0.4044,0.7432,0.4865,0.307
sandstorm,tree,LO,MG,0.6782,0.0728,0.2118,0.7166,1.1102,0.9849,0.9699,0.5244,0.1602,0.2852,0.691,0.77,0.8997,0.7995,0.1704
sick,tree,LO,MG,0.2968,0.4232,0.2118,0.7166,0.3784,0.7324,0.4649,0.3082,0.3484,0.2852,0.691,0.3656,0.7189,0.4378,0.0271
angry,banana,LO,MH,0.0888,0.1102,0.2646,0.2996,0.0136,0.5118,0.0236,0.2472,0.2696,0.2138,0.4936,0.2574,0.6672,0.3344,-0.3108
angry,death,LO,MH,0.0888,0.1102,0.1082,0.154,0.0244,0.5321,0.0642,0.2472,0.2696,0.1808,0.2532,0.05,0.5374,0.0748,-0.0106
angry,happy,LO,MH,0.0888,0.1102,0.506,0.3836,-0.1438,0.3949,0.2103,0.2472,0.2696,0.4274,0.2844,-0.1654,0.3939,0.2122,-0.0019
angry,justice,LO,MH,0.0888,0.1102,0.193,0.1802,-0.0342,0.4629,0.0743,0.2472,0.2696,0.3086,0.247,-0.084,0.442,0.116,-0.0417
angry,lightning,LO,MH,0.0888,0.1102,0.266,0.1054,-0.182,0.3112,0.3777,0.2472,0.2696,0.3296,0.2562,-0.0958,0.435,0.13,0.2477
angry,mango,LO,MH,0.0888,0.1102,0.511,0.2602,-0.2722,0.2931,0.4139,0.2472,0.2696,0.2952,0.4432,0.1256,0.5803,0.1607,0.2532
angry,peace,LO,MH,0.0888,0.1102,0.5356,0.4172,-0.1398,0.3987,0.2027,0.2472,0.2696,0.4486,0.2698,-0.2012,0.3712,0.2576,-0.0549
angry,peach,LO,MH,0.0888,0.1102,0.7756,0.1872,-0.6098,0.0579,0.8841,0.2472,0.2696,0.286,0.359,0.0506,0.5335,0.0669,0.8172
angry,sad,LO,MH,0.0888,0.1102,0.1774,0.2904,0.0916,0.5872,0.1745,0.2472,0.2696,0.2626,0.3458,0.0608,0.5409,0.0818,0.0927
angry,safety,LO,MH,0.0888,0.1102,0.3326,0.3322,-0.0218,0.4825,0.0349,0.2472,0.2696,0.2774,0.3084,0.0086,0.5059,0.0117,0.0232
angry,sandstorm,LO,MH,0.0888,0.1102,0.6782,0.1648,-0.5348,0.103,0.7941,0.2472,0.2696,0.5244,0.3214,-0.2254,0.3601,0.2799,0.5142
angry,sick,LO,MH,0.0888,0.1102,0.2968,0.6592,0.341,0.7577,0.5153,0.2472,0.2696,0.3082,0.3572,0.0266,0.5174,0.0348,0.4805
angry,tree,LO,MH,0.0888,0.1102,0.2118,0.707,0.4738,0.8628,0.7257,0.2472,0.2696,0.2852,0.4288,0.1212,0.5781,0.1563,0.5694
banana,death,LO,MH,0.2646,0.2996,0.1082,0.154,0.0108,0.5089,0.0178,0.2138,0.4936,0.1808,0.2532,-0.2074,0.3571,0.2858,-0.268
banana,happy,LO,MH,0.2646,0.2996,0.506,0.3836,-0.1574,0.4055,0.1891,0.2138,0.4936,0.4274,0.2844,-0.4228,0.2558,0.4884,-0.2993
banana,justice,LO,MH,0.2646,0.2996,0.193,0.1802,-0.0478,0.4638,0.0724,0.2138,0.4936,0.3086,0.247,-0.3414,0.2871,0.4258,-0.3534
banana,lightning,LO,MH,0.2646,0.2996,0.266,0.1054,-0.1956,0.3555,0.2891,0.2138,0.4936,0.3296,0.2562,-0.3532,0.2833,0.4333,-0.1442
banana,mango,LO,MH,0.2646,0.2996,0.511,0.2602,-0.2858,0.324,0.352,0.2138,0.4936,0.2952,0.4432,-0.1318,0.4195,0.1609,0.1911
banana,peace,LO,MH,0.2646,0.2996,0.5356,0.4172,-0.1534,0.4084,0.1832,0.2138,0.4936,0.4486,0.2698,-0.4586,0.2375,0.525,-0.3418
banana,peach,LO,MH,0.2646,0.2996,0.7756,0.1872,-0.6234,0.1245,0.751,0.2138,0.4936,0.286,0.359,-0.2068,0.3719,0.2561,0.4949
banana,sad,LO,MH,0.2646,0.2996,0.1774,0.2904,0.078,0.5553,0.1106,0.2138,0.4936,0.2626,0.3458,-0.1966,0.3761,0.2478,-0.1372
banana,safety,LO,MH,0.2646,0.2996,0.3326,0.3322,-0.0354,0.4774,0.0452,0.2138,0.4936,0.2774,0.3084,-0.2488,0.3435,0.313,-0.2678
banana,sandstorm,LO,MH,0.2646,0.2996,0.6782,0.1648,-0.5484,0.1665,0.667,0.2138,0.4936,0.5244,0.3214,-0.4828,0.2316,0.5367,0.1303
banana,sick,LO,MH,0.2646,0.2996,0.2968,0.6592,0.3274,0.7023,0.4046,0.2138,0.4936,0.3082,0.3572,-0.2308,0.359,0.2821,0.1225
banana,tree,LO,MH,0.2646,0.2996,0.2118,0.707,0.4602,0.7885,0.577,0.2138,0.4936,0.2852,0.4288,-0.1362,0.4163,0.1673,0.4097
death,happy,LO,MH,0.1082,0.154,0.506,0.3836,-0.1682,0.3818,0.2365,0.1808,0.2532,0.4274,0.2844,-0.2154,0.3566,0.2867,-0.0502
death,justice,LO,MH,0.1082,0.154,0.193,0.1802,-0.0586,0.4411,0.1178,0.1808,0.2532,0.3086,0.247,-0.134,0.403,0.194,-0.0762
death,lightning,LO,MH,0.1082,0.154,0.266,0.1054,-0.2064,0.302,0.396,0.1808,0.2532,0.3296,0.2562,-0.1458,0.3965,0.207,0.189
death,mango,LO,MH,0.1082,0.154,0.511,0.2602,-0.2966,0.2847,0.4306,0.1808,0.2532,0.2952,0.4432,0.0756,0.5509,0.1017,0.3289
death,peace,LO,MH,0.1082,0.154,0.5356,0.4172,-0.1642,0.3855,0.229,0.1808,0.2532,0.4486,0.2698,-0.2512,0.3335,0.333,-0.104
death,peach,LO,MH,0.1082,0.154,0.7756,0.1872,-0.6342,0.0633,0.8735,0.1808,0.2532,0.286,0.359,6e-4,0.5004,8e-4,0.8727
death,sad,LO,MH,0.1082,0.154,0.1774,0.2904,0.0672,0.5605,0.1211,0.1808,0.2532,0.2626,0.3458,0.0108,0.5077,0.0153,0.1058
death,safety,LO,MH,0.1082,0.154,0.3326,0.3322,-0.0462,0.4646,0.0709,0.1808,0.2532,0.2774,0.3084,-0.0414,0.4704,0.0593,0.0116
death,sandstorm,LO,MH,0.1082,0.154,0.6782,0.1648,-0.5592,0.106,0.7881,0.1808,0.2532,0.5244,0.3214,-0.2754,0.3235,0.3529,0.4352
death,sick,LO,MH,0.1082,0.154,0.2968,0.6592,0.3166,0.7327,0.4653,0.1808,0.2532,0.3082,0.3572,-0.0234,0.4839,0.0322,0.4331
death,tree,LO,MH,0.1082,0.154,0.2118,0.707,0.4494,0.8368,0.6735,0.1808,0.2532,0.2852,0.4288,0.0712,0.5483,0.0966,0.5769
happy,justice,LO,MH,0.506,0.3836,0.193,0.1802,0.1096,0.5729,0.1459,0.4274,0.2844,0.3086,0.247,0.0814,0.5517,0.1034,0.0425
happy,lightning,LO,MH,0.506,0.3836,0.266,0.1054,-0.0382,0.4745,0.0509,0.4274,0.2844,0.3296,0.2562,0.0696,0.5437,0.0873,-0.0364
happy,mango,LO,MH,0.506,0.3836,0.511,0.2602,-0.1284,0.4258,0.1484,0.4274,0.2844,0.2952,0.4432,0.291,0.6688,0.3377,-0.1893
happy,peace,LO,MH,0.506,0.3836,0.5356,0.4172,0.004,0.5022,0.0044,0.4274,0.2844,0.4486,0.2698,-0.0358,0.4784,0.0433,-0.0389
happy,peach,LO,MH,0.506,0.3836,0.7756,0.1872,-0.466,0.2222,0.5556,0.4274,0.2844,0.286,0.359,0.216,0.63,0.2601,0.2955
happy,sad,LO,MH,0.506,0.3836,0.1774,0.2904,0.2354,0.6462,0.2925,0.4274,0.2844,0.2626,0.3458,0.2262,0.638,0.2759,0.0166
happy,safety,LO,MH,0.506,0.3836,0.3326,0.3322,0.122,0.5707,0.1414,0.4274,0.2844,0.2774,0.3084,0.174,0.6079,0.2157,-0.0743
happy,sandstorm,LO,MH,0.506,0.3836,0.6782,0.1648,-0.391,0.2681,0.4637,0.4274,0.2844,0.5244,0.3214,-0.06,0.4646,0.0708,0.3929
happy,sick,LO,MH,0.506,0.3836,0.2968,0.6592,0.4848,0.7629,0.5257,0.4274,0.2844,0.3082,0.3572,0.192,0.615,0.23,0.2957
happy,tree,LO,MH,0.506,0.3836,0.2118,0.707,0.6176,0.833,0.6659,0.4274,0.2844,0.2852,0.4288,0.2866,0.6674,0.3349,0.331
justice,lightning,LO,MH,0.193,0.1802,0.266,0.1054,-0.1478,0.3709,0.2582,0.3086,0.247,0.3296,0.2562,-0.0118,0.4921,0.0158,0.2424
justice,mango,LO,MH,0.193,0.1802,0.511,0.2602,-0.238,0.3357,0.3287,0.3086,0.247,0.2952,0.4432,0.2096,0.6301,0.2602,0.0685
justice,peace,LO,MH,0.193,0.1802,0.5356,0.4172,-0.1056,0.4302,0.1395,0.3086,0.247,0.4486,0.2698,-0.1172,0.4255,0.149,-0.0095
justice,peach,LO,MH,0.193,0.1802,0.7756,0.1872,-0.5756,0.1073,0.7855,0.3086,0.247,0.286,0.359,0.1346,0.5867,0.1734,0.6121
justice,sad,LO,MH,0.193,0.1802,0.1774,0.2904,0.1258,0.6019,0.2038,0.3086,0.247,0.2626,0.3458,0.1448,0.5947,0.1895,0.0143
justice,safety,LO,MH,0.193,0.1802,0.3326,0.3322,0.0124,0.5088,0.0177,0.3086,0.247,0.2774,0.3084,0.0926,0.5615,0.1229,-0.1052
justice,sandstorm,LO,MH,0.193,0.1802,0.6782,0.1648,-0.5006,0.1551,0.6897,0.3086,0.247,0.5244,0.3214,-0.1414,0.4126,0.1747,0.515
justice,sick,LO,MH,0.193,0.1802,0.2968,0.6592,0.3752,0.7523,0.5047,0.3086,0.247,0.3082,0.3572,0.1106,0.5707,0.1414,0.3633
justice,tree,LO,MH,0.193,0.1802,0.2118,0.707,0.508,0.844,0.6879,0.3086,0.247,0.2852,0.4288,0.2052,0.6284,0.2567,0.43120000000000003
lightning,mango,LO,MH,0.266,0.1054,0.511,0.2602,-0.0902,0.4363,0.1274,0.3296,0.2562,0.2952,0.4432,0.2214,0.6354,0.2708,-0.1434
lightning,peace,LO,MH,0.266,0.1054,0.5356,0.4172,0.0422,0.5279,0.0558,0.3296,0.2562,0.4486,0.2698,-0.1054,0.4338,0.1323,-0.0765
lightning,peach,LO,MH,0.266,0.1054,0.7756,0.1872,-0.4278,0.1793,0.6415,0.3296,0.2562,0.286,0.359,0.1464,0.5928,0.1857,0.4558
lightning,sad,LO,MH,0.266,0.1054,0.1774,0.2904,0.2736,0.712,0.424,0.3296,0.2562,0.2626,0.3458,0.1566,0.6008,0.2017,0.2223
lightning,safety,LO,MH,0.266,0.1054,0.3326,0.3322,0.1602,0.61240000000000006,0.2249,0.3296,0.2562,0.2774,0.3084,0.1044,0.5682,0.1364,0.0885
lightning,sandstorm,LO,MH,0.266,0.1054,0.6782,0.1648,-0.3528,0.2382,0.5236,0.3296,0.2562,0.5244,0.3214,-0.1296,0.4209,0.1583,0.3653
lightning,sick,LO,MH,0.266,0.1054,0.2968,0.6592,0.523,0.8283,0.6565,0.3296,0.2562,0.3082,0.3572,0.1224,0.5771,0.1542,0.5023
lightning,tree,LO,MH,0.266,0.1054,0.2118,0.707,0.6558,0.9032,0.8064,0.3296,0.2562,0.2852,0.4288,0.217,0.6337,0.2674,0.539
mango,peace,LO,MH,0.511,0.2602,0.5356,0.4172,0.1324,0.5761,0.1521,0.2952,0.4432,0.4486,0.2698,-0.3268,0.3114,0.3773,-0.2252
mango,peach,LO,MH,0.511,0.2602,0.7756,0.1872,-0.3376,0.2785,0.443,0.2952,0.4432,0.286,0.359,-0.075,0.4545,0.0911,0.3519
mango,sad,LO,MH,0.511,0.2602,0.1774,0.2904,0.3638,0.7299,0.4598,0.2952,0.4432,0.2626,0.3458,-0.0648,0.46,0.08,0.3798
mango,safety,LO,MH,0.511,0.2602,0.3326,0.3322,0.2504,0.6491,0.2982,0.2952,0.4432,0.2774,0.3084,-0.117,0.4275,0.1449,0.1533
mango,sandstorm,LO,MH,0.511,0.2602,0.6782,0.1648,-0.2626,0.3306,0.3389,0.2952,0.4432,0.5244,0.3214,-0.351,0.3029,0.3943,-0.0554
mango,sick,LO,MH,0.511,0.2602,0.2968,0.6592,0.6132,0.8285,0.657,0.2952,0.4432,0.3082,0.3572,-0.099,0.4405,0.119,0.538
mango,tree,LO,MH,0.511,0.2602,0.2118,0.707,0.746,0.8906,0.7812,0.2952,0.4432,0.2852,0.4288,-0.0044,0.4974,0.0053,0.7759
peace,peach,LO,MH,0.5356,0.4172,0.7756,0.1872,-0.47,0.222,0.5561,0.4486,0.2698,0.286,0.359,0.2518,0.6511,0.3022,0.2539
peace,sad,LO,MH,0.5356,0.4172,0.1774,0.2904,0.2314,0.6429,0.2858,0.4486,0.2698,0.2626,0.3458,0.262,0.6592,0.3184,-0.0326
peace,safety,LO,MH,0.5356,0.4172,0.3326,0.3322,0.118,0.568,0.136,0.4486,0.2698,0.2774,0.3084,0.2098,0.6298,0.2595,-0.1235
peace,sandstorm,LO,MH,0.5356,0.4172,0.6782,0.1648,-0.395,0.2675,0.465,0.4486,0.2698,0.5244,0.3214,-0.0242,0.4857,0.0287,0.4363
peace,sick,LO,MH,0.5356,0.4172,0.2968,0.6592,0.4808,0.7597,0.5194,0.4486,0.2698,0.3082,0.3572,0.2278,0.6361,0.2722,0.2472
peace,tree,LO,MH,0.5356,0.4172,0.2118,0.707,0.6136,0.8298,0.6595,0.4486,0.2698,0.2852,0.4288,0.3224,0.6874,0.3748,0.2847
peach,sad,LO,MH,0.7756,0.1872,0.1774,0.2904,0.7014,0.9183,0.8366,0.286,0.359,0.2626,0.3458,0.0102,0.5065,0.0129,0.8237
peach,safety,LO,MH,0.7756,0.1872,0.3326,0.3322,0.588,0.8476,0.6952,0.286,0.359,0.2774,0.3084,-0.042,0.4732,0.0536,0.6416
peach,sandstorm,LO,MH,0.7756,0.1872,0.6782,0.1648,0.075,0.5585,0.1171,0.286,0.359,0.5244,0.3214,-0.276,0.339,0.3221,-0.205
peach,sick,LO,MH,0.7756,0.1872,0.2968,0.6592,0.9508,0.9539,0.9079,0.286,0.359,0.3082,0.3572,-0.024,0.4852,0.0297,0.8782
peach,tree,LO,MH,0.7756,0.1872,0.2118,0.707,1.0836,0.9818,0.9635,0.286,0.359,0.2852,0.4288,0.0706,0.5432,0.0863,0.8772
sad,safety,LO,MH,0.1774,0.2904,0.3326,0.3322,-0.1134,0.4241,0.1519,0.2626,0.3458,0.2774,0.3084,-0.0522,0.4661,0.0678,0.0841
sad,sandstorm,LO,MH,0.1774,0.2904,0.6782,0.1648,-0.6264,0.1189,0.7621,0.2626,0.3458,0.5244,0.3214,-0.2862,0.331,0.3379,0.4242
sad,sick,LO,MH,0.1774,0.2904,0.2968,0.6592,0.2494,0.6654,0.3307,0.2626,0.3458,0.3082,0.3572,-0.0342,0.4785,0.0429,0.2878
sad,tree,LO,MH,0.1774,0.2904,0.2118,0.707,0.3822,0.7608,0.5216,0.2626,0.3458,0.2852,0.4288,0.0604,0.5375,0.0751,0.4465
safety,sandstorm,LO,MH,0.3326,0.3322,0.6782,0.1648,-0.513,0.1952,0.6096,0.2774,0.3084,0.5244,0.3214,-0.234,0.3594,0.2812,0.3284
safety,sick,LO,MH,0.3326,0.3322,0.2968,0.6592,0.3628,0.7131,0.4262,0.2774,0.3084,0.3082,0.3572,0.018,0.5114,0.0228,0.4034
